[01:15:29	]Nesh has connected.
[01:49:27	]Pathfinder has taken 6 damage from FA. Phelps.
[01:49:27	]FA. Phelps has hit Pathfinder in the left leg dealing 3 damage (CritChance was 0.29).
[01:49:27	]Pathfinder has taken 2 damage from FA. Phelps.
[01:49:27	]FA. Phelps has gained level 43 in the Guns skill.
[01:49:27	]FA. Phelps has hit Pathfinder in the left leg dealing 3 damage (CritChance was 0.29).
[01:49:27	]Pathfinder has taken 2 damage from FA. Phelps.
[01:49:27	]FA. Phelps has critically hit Pathfinder in the left arm dealing 0 damage (CritChance was 0.29).
[01:49:27	]FA. Phelps has hit Pathfinder in the left arm dealing 3 damage (CritChance was 0.29).
[01:49:27	]Pathfinder has taken 2 damage from FA. Phelps.
[01:49:28	]Pathfinder is fully healed.
[01:49:28	]Pathfinder has hit FA. Phelps in the left arm dealing 6 damage (CritChance was 0.28).
[01:49:28	]FA. Phelps has taken 6 damage from Pathfinder.
[01:49:28	]FA. Phelps has hit Pathfinder in the right arm dealing 3 damage (CritChance was 0.29).
[01:49:28	]Pathfinder has taken 2 damage from FA. Phelps.
[01:49:28	]FA. Phelps has critically hit Pathfinder in the right arm dealing 3 damage (CritChance was 0.29).
[01:49:28	]Pathfinder has taken 2 damage from FA. Phelps.
[01:49:28	]FA. Phelps has hit Pathfinder in the left arm dealing 3 damage (CritChance was 0.29).
[01:49:28	]Pathfinder has taken 2 damage from FA. Phelps.
[01:49:28	]Pathfinder has hit FA. Phelps in the stomach dealing 14 damage (CritChance was 0.28).
[01:49:28	]FA. Phelps has taken 14 damage from Pathfinder.
[01:49:28	]Pathfinder has hit FA. Phelps in the stomach dealing 14 damage (CritChance was 0.28).
[01:49:28	]FA. Phelps has taken 14 damage from Pathfinder.
[01:49:28	]Pathfinder has critically hit FA. Phelps in the chest dealing 0 damage (CritChance was 0.28).
[01:49:28	]Pathfinder has critically hit FA. Phelps in the left arm dealing 6 damage (CritChance was 0.28).
[01:49:28	]FA. Phelps has taken 6 damage from Pathfinder.
[01:49:28	]Pathfinder has critically hit FA. Phelps in the chest dealing 22 damage (CritChance was 0.28).
[01:49:28	]FA. Phelps has taken 22 damage from Pathfinder.
[01:49:29	]Pathfinder has critically hit FA. Phelps in the left arm dealing 6 damage (CritChance was 0.80).
[01:49:29	]FA. Phelps has taken 6 damage from Pathfinder.
[01:49:29	]FA. Phelps has critically hit Pathfinder in the stomach dealing 10 damage (CritChance was 0.29).
[01:49:29	]Pathfinder has taken 10 damage from FA. Phelps.
[01:49:29	]FA. Phelps has critically hit Pathfinder in the left arm dealing 3 damage (CritChance was 0.29).
[01:49:29	]Pathfinder has taken 2 damage from FA. Phelps.
[01:49:29	]FA. Phelps has hit Pathfinder in the stomach dealing 6 damage (CritChance was 0.29).
[01:49:29	]Pathfinder has taken 6 damage from FA. Phelps.
[01:49:29	]FA. Phelps has critically hit Pathfinder in the left leg dealing 3 damage (CritChance was 0.84).
[01:49:29	]Pathfinder has taken 2 damage from FA. Phelps.
[01:49:29	]FA. Phelps has critically hit Pathfinder in the stomach dealing 10 damage (CritChance was 0.84).
[01:49:29	]Pathfinder has taken 10 damage from FA. Phelps.
[01:49:29	]FA. Phelps has critically hit Pathfinder in the right leg dealing 3 damage (CritChance was 0.84).
[01:49:29	]Pathfinder has taken 2 damage from FA. Phelps.
[01:49:29	]FA. Phelps has gained level 44 in the Guns skill.
[01:49:29	]FA. Phelps has critically hit Pathfinder in the left arm dealing 3 damage (CritChance was 0.84).
[01:49:29	]Pathfinder has taken 2 damage from FA. Phelps.
[01:49:29	]FA. Phelps has hit Pathfinder in the left arm dealing 0 damage (CritChance was 0.84).
[01:49:29	]FA. Phelps has critically hit Pathfinder in the left arm dealing 3 damage (CritChance was 0.84).
[01:49:29	]Pathfinder has taken 2 damage from FA. Phelps.
[01:49:29	]FA. Phelps has hit Pathfinder in the chest dealing 6 damage (CritChance was 0.84).
[01:49:29	]Pathfinder has taken 6 damage from FA. Phelps.
[01:49:30	]FA. Phelps has critically hit Pathfinder in the stomach dealing 10 damage (CritChance was 0.84).
[01:49:30	]Pathfinder has taken 10 damage from FA. Phelps.
[01:49:30	]FA. Phelps has critically hit Pathfinder in the stomach dealing 10 damage (CritChance was 0.84).
[01:49:30	]Pathfinder has taken 10 damage from FA. Phelps.
[01:49:34	]FA. Phelps has gained a '8rnd 870-magazine' #2046353.
[01:49:34	]FA. Phelps has lost a '8rnd 870-magazine' #2046354.
[01:50:08	]Pathfinder ran 'Repair' on item 'Medium Kevlar Uniform' (#1785221)
[01:50:11	]Pathfinder ran 'use' on item 'First Aid Kit' (#1875993)
[01:50:11	]Pathfinder has performed the 'Use First Aid Kit' action, gaining 85 experience in medicine.
[01:50:11	]Pathfinder was disinfected by Pathfinder for 103 seconds.
[01:50:11	]Pathfinder was bandaged by Pathfinder for 54 HP.
[01:50:14	]Pathfinder ran 'use' on item 'First Aid Kit' (#1875993)
[01:50:14	]Pathfinder has performed the 'Use First Aid Kit' action, gaining 23 experience in medicine.
[01:50:14	]Pathfinder was disinfected by Pathfinder for 103 seconds.
[01:50:14	]Pathfinder was bandaged by Pathfinder for 54 HP.
[01:50:15	]Pathfinder ran 'split' on item 'Disinfected Bandage Roll' (#1834163)
[01:50:15	]Pathfinder has gained a 'Disinfected Bandage Roll' #2046369.
[01:50:16	]Pathfinder ran 'use' on item 'Disinfected Bandage Roll' (#2046369)
[01:50:16	]Pathfinder tried to disinfect Pathfinder but the wound was already clean.
[01:50:16	]Pathfinder was bandaged by Pathfinder for 16 HP.
[01:50:25	]Pathfinder has gained a '30rnd AK-magazine' #2010657.
[01:50:25	]Pathfinder has lost a '30rnd AK-magazine' #2010656.
[01:50:38	]Pathfinder has critically hit FA. Phelps in the left arm dealing 6 damage (CritChance was 0.80).
[01:50:38	]FA. Phelps has taken 6 damage from Pathfinder.
[01:50:38	]Pathfinder has critically hit FA. Phelps in the chest dealing 0 damage (CritChance was 0.80).
[01:50:38	]Pathfinder has critically hit FA. Phelps in the left arm dealing 6 damage (CritChance was 0.80).
[01:50:38	]FA. Phelps has taken 6 damage from Pathfinder.
[01:50:38	]Pathfinder has critically hit FA. Phelps in the right arm dealing 6 damage (CritChance was 0.80).
[01:50:38	]FA. Phelps has taken 6 damage from Pathfinder.
[01:50:39	]Pathfinder has critically hit FA. Phelps in the chest dealing 0 damage (CritChance was 0.80).
[01:50:39	]Pathfinder has critically hit FA. Phelps in the left arm dealing 6 damage (CritChance was 0.80).
[01:50:39	]FA. Phelps has taken 6 damage from Pathfinder.
[01:50:39	]Pathfinder has critically hit FA. Phelps in the left arm dealing 6 damage (CritChance was 0.80).
[01:50:39	]FA. Phelps has taken 6 damage from Pathfinder.
[01:50:39	]Pathfinder has critically hit FA. Phelps in the right arm dealing 6 damage (CritChance was 0.80).
[01:50:39	]FA. Phelps has taken 6 damage from Pathfinder.
[01:50:39	]Pathfinder has hit FA. Phelps in the chest dealing 0 damage (CritChance was 0.80).
[01:50:39	]Pathfinder has critically hit FA. Phelps in the left arm dealing 6 damage (CritChance was 0.80).
[01:50:39	]FA. Phelps has taken 6 damage from Pathfinder.
[01:50:39	]FA. Phelps has hit Pathfinder in the right leg dealing 3 damage (CritChance was 0.29).
[01:50:39	]Pathfinder has taken 2 damage from FA. Phelps.
[01:50:39	]FA. Phelps has hit Pathfinder in the stomach dealing 6 damage (CritChance was 0.29).
[01:50:39	]Pathfinder has taken 6 damage from FA. Phelps.
[01:50:39	]FA. Phelps has hit Pathfinder in the stomach dealing 6 damage (CritChance was 0.29).
[01:50:39	]Pathfinder has taken 6 damage from FA. Phelps.
[01:50:39	]FA. Phelps has hit Pathfinder in the stomach dealing 6 damage (CritChance was 0.29).
[01:50:39	]Pathfinder has taken 6 damage from FA. Phelps.
[01:50:39	]FA. Phelps has hit Pathfinder in the stomach dealing 6 damage (CritChance was 0.29).
[01:50:39	]Pathfinder has taken 6 damage from FA. Phelps.
[01:50:39	]FA. Phelps has hit Pathfinder in the stomach dealing 6 damage (CritChance was 0.29).
[01:50:39	]Pathfinder has taken 6 damage from FA. Phelps.
[01:50:40	]Pathfinder has critically hit FA. Phelps in the left arm dealing 6 damage (CritChance was 0.80).
[01:50:40	]FA. Phelps has taken 6 damage from Pathfinder.
[01:50:40	]Pathfinder has critically hit FA. Phelps in the chest dealing 22 damage (CritChance was 0.80).
[01:50:40	]FA. Phelps has taken 22 damage from Pathfinder.
[01:50:40	]Pathfinder has critically hit FA. Phelps in the chest dealing 22 damage (CritChance was 0.80).
[01:50:40	]FA. Phelps has gained a '8rnd 870-magazine' #2046354.
[01:50:40	]FA. Phelps was knocked unconscious and is bleeding out.
[01:50:49	][IC] FA. Phelps: <:: Help! ::>
[01:50:52	]Pathfinder ran SAM command 'respawn' with arguments: 'phel'
[01:50:53	]FA. Phelps is fully healed.
[01:50:54	]Pathfinder has gained a '30rnd AK-magazine' #2010656.
[01:50:54	]Pathfinder has lost a '30rnd AK-magazine' #2010655.
[01:50:56	]FA. Phelps used command '/Radio 10-99'.
[01:51:01	]FA. Phelps has lost a '8rnd 870-magazine' #2046352.
[01:51:59	]Pathfinder ran SAM command 'stopsound' with arguments: ''
[01:52:26	]FA. Phelps has gained a '8rnd 870-magazine' #2046352.
[01:52:26	]FA. Phelps has lost a '8rnd 870-magazine' #2046355.
[01:52:30	][IC] FA. Phelps: <:: Citizen. ::>
[01:52:32	][IC] FA. Phelps: <:: Move along! ::>
[01:52:36	][IC] Pathfinder: Hmm.
[01:52:40	][IC] Pathfinder: How about no?
[01:52:45	][IC] FA. Phelps: <:: Move it! ::>
[01:52:46	][IC] FA. Phelps: <:: Haha. ::>
[01:52:52	][IC] Pathfinder: <:: HAHA!::>.
[01:53:05	][IC] FA. Phelps: <:: Haha. ::>
[01:53:06	][IC] Pathfinder: You're funny.
[01:53:10	][IC] Pathfinder: Get down!
[01:53:13	][IC] FA. Phelps: <:: Shit! ::>
[01:53:16	][IC] FA. Phelps: <:: Move it! ::>
[01:53:20	][IC] Pathfinder: No.
[01:53:21	][IC] FA. Phelps: <:: YELLOW. Shit! ::>
[01:53:41	][IC] FA. Phelps: <:: Gotta find the rebels. ::>
[01:53:46	][IC] Pathfinder: Yeah!
[01:53:49	]FA. Phelps has gained a '8rnd 870-magazine' #2046355.
[01:53:49	]FA. Phelps has lost a '8rnd 870-magazine' #2046352.
[01:53:53	]FA. Phelps has gained a '8rnd 870-magazine' #2046352.
[01:53:53	]FA. Phelps has lost a '8rnd 870-magazine' #2046355.
[01:53:59	]FA. Phelps has gained a '8rnd 870-magazine' #2046355.
[01:53:59	]FA. Phelps has lost a '8rnd 870-magazine' #2046352.
[01:54:13	][IC] FA. Phelps: <:: Yeah. ::>
[01:54:22	][IC] Pathfinder: Must be here somewhere.
[01:54:27	][IC] FA. Phelps: <:: Yeah. ::>
[01:54:48	][IC] FA. Phelps: <:: One sec. ::>
[01:55:52	][IC] FA. Phelps: <:: Sorry my dog was being an asshole. ::>
[01:55:56	][IC] FA. Phelps: <:: By the way. ::>
[01:56:00	][IC] FA. Phelps: <:: Change your desc. ::>
[01:56:02	][IC] FA. Phelps: <:: To AK. ::>
[01:56:04	][IC] FA. Phelps: <:: Not M4. ::>
[01:56:44	][IC] Pathfinder: Aye will do on the main. Dev wont transfer over (I hope it wont).
[01:56:49	][IC] Pathfinder: Afk for a bit.
[01:56:53	][IC] FA. Phelps: <:: Yeah. ::>
[01:56:54	]FA. Phelps has gained a '8rnd 870-magazine' #2046352.
[01:56:54	]FA. Phelps has lost a '8rnd 870-magazine' #2046355.
[01:57:07	]FA. Phelps has gained a '8rnd 870-magazine' #2046355.
[01:57:07	]FA. Phelps has lost a '8rnd 870-magazine' #2046352.
[01:57:28	]FA. Phelps has lost a '20rnd FiveSeven-magazine' #2005808.
[01:57:37	]FA. Phelps has gained a '20rnd FiveSeven-magazine' #2005808.
[01:57:37	]FA. Phelps has lost a '20rnd FiveSeven-magazine' #2005807.
[01:57:45	]FA. Phelps ran 'combine' on item '20rnd FiveSeven-magazine' (#2005808)
[01:57:46	]FA. Phelps has gained a '20rnd FiveSeven-magazine' #2005807.
[01:57:46	]FA. Phelps has lost a '20rnd FiveSeven-magazine' #2005808.
[01:57:50	]FA. Phelps ran 'combine' on item '20rnd FiveSeven-magazine' (#2005807)
[01:57:50	]FA. Phelps ran 'combine' on item '20rnd FiveSeven-magazine' (#2005807)
[01:58:00	]FA. Phelps ran 'combine' on item '8rnd 870-magazine' (#2046355)
[01:58:02	]FA. Phelps ran 'combine' on item '8rnd 870-magazine' (#2046354)
[01:58:03	]FA. Phelps ran 'combine' on item '8rnd 870-magazine' (#2046353)
[01:58:05	]FA. Phelps ran 'combine' on item '8rnd 870-magazine' (#2046353)
[01:59:13	]FA. Phelps has changed FA. Phelps's bodygroups.
[01:59:25	]FA. Phelps ran 'give' on item 'Disinfected Bandage Roll' (#1953493)
[01:59:25	]FA. Phelps has performed the 'Use Disinfected Bandage Roll' action, gaining 22 experience in medicine.
[01:59:25	]Pathfinder was disinfected by FA. Phelps for 132 seconds.
[01:59:25	]Pathfinder was bandaged by FA. Phelps for 18 HP.
[02:00:16	]Pathfinder entered observer.
[02:00:23	]Pathfinder exited observer at their location.
[02:00:27	][IC] FA. Phelps: <:: Rabbit. ::>
[02:00:35	][IC] FA. Phelps: <:: Can you do something for me. ::>
[02:00:45	][IC] FA. Phelps: <:: Can you give me vort whitelist? ::>
[02:00:48	][IC] FA. Phelps: <:: Wanna try something. ::>
[02:01:05	]Pathfinder used command '/PlyWhitelist phelps vort'.
[02:01:09	][IC] FA. Phelps: <:: Thanks. ::>
[02:01:10	][IC] FA. Phelps: <:: One second. ::>
[02:01:12	]Pathfinder entered observer.
[02:01:12	]Pathfinder exited observer at their location.
[02:01:58	]Pathfinder has given himself a cca_legs_authoritarian.
[02:01:59	]Pathfinder has gained a 'The Authoritarian Trousers' #2046370.
[02:02:02	]Pathfinder has given himself a cca_executive.
[02:02:02	]Pathfinder has gained a 'The Executive' #2046371.
[02:02:10	]Pathfinder has given himself a shoes_dress_shoes.
[02:02:10	]Pathfinder has gained a 'Dress Shoes' #2046372.
[02:02:59	]Nesh created the character 'Rah-Vur'nal'
[02:03:00	]Nesh loaded the character 'Rah-Vur'nal'
[02:03:34	][IC] Rah-Vur'nal: Yes.
[02:03:35	][IC] Pathfinder: Hi.
[02:03:44	][IC] Rah-Vur'nal: Can you give me the extract blunt?
[02:03:55	]Pathfinder has spawned a ing_xen_extract.
[02:04:00	]Rah-Vur'nal ran 'take' on item 'Antlion Extract' (#2046373)
[02:04:00	]Rah-Vur'nal has gained a 'Antlion Extract' #2046373.
[02:04:10	][IC] Rah-Vur'nal: Thanks.
[02:04:11	]Pathfinder is admin-searching Rah-Vur'nal's inventory.
[02:04:11	]Pathfinder has used a context menu option with the name: ixviewinventory
[02:04:12	]Pathfinder has closed Rah-Vur'nal's inventory.
[02:04:14	]Pathfinder is admin-searching Rah-Vur'nal's inventory.
[02:04:14	]Pathfinder has used a context menu option with the name: ixviewinventory
[02:04:20	][IC] Rah-Vur'nal: Does the pathfinder want to kill the NPC's?
[02:04:22	]Pathfinder has closed Rah-Vur'nal's inventory.
[02:04:28	][IC] Pathfinder: Yeah!
[02:04:29	][IC] Pathfinder: No.
[02:04:34	][IC] Rah-Vur'nal: :(.
[02:04:40	]Pathfinder has taken 65 damage from Rah-Vur'nal.
[02:04:40	][VORT] Rah-Vur'nal has damaged Pathfinder, dealing 65.4 with vortbeam
[02:04:48	]Pathfinder used command '/ToggleRaise'.
[02:04:53	]Pathfinder has critically hit Rah-Vur'nal dealing 21 damage (CritChance was 0.78).
[02:04:53	]Rah-Vur'nal has taken 21 damage from Pathfinder.
[02:04:53	]Pathfinder has critically hit Rah-Vur'nal dealing 22 damage (CritChance was 0.78).
[02:04:53	]Rah-Vur'nal has taken 22 damage from Pathfinder.
[02:04:53	]Pathfinder has critically hit Rah-Vur'nal dealing 22 damage (CritChance was 0.78).
[02:04:53	]Rah-Vur'nal has taken 22 damage from Pathfinder.
[02:04:53	]Pathfinder has gained a '30rnd AK-magazine' #2010655.
[02:04:53	]Pathfinder was knocked unconscious and is bleeding out.
[02:04:53	][VORT] Rah-Vur'nal has damaged Pathfinder, dealing 65.4 with vortbeam
[02:04:57	][VORT] Rah-Vur'nal has damaged Pathfinder, dealing 65.4 with vortbeam
[02:05:01	]Pathfinder ran SAM command 'respawn' with arguments: 'path'
[02:05:06	][IC] Rah-Vur'nal: Gong...
[02:05:10	][IC] Pathfinder: Whoops!
[02:05:11	][IC] Rah-Vur'nal: Allow me.
[02:05:21	]Pathfinder has taken 9 damage from Rah-Vur'nal.
[02:05:21	]Rah-Vur'nal has damaged Pathfinder, dealing 9 with ix_hands
[02:05:25	][IC] Rah-Vur'nal: Allow me.
[02:05:32	][VORT] Rah-Vur'nal has healed Pathfinder
[02:05:35	][IC] Pathfinder: Nice.
[02:05:41	][IC] Rah-Vur'nal: Yes.
[02:05:54	][IC] Rah-Vur'nal: Turr, lung gurr chalachurr gunn, gong lurr..
[02:06:04	][IC] Rah-Vur'nal: Chur lung gong chella gurr...
[02:06:11	][IC] Rah-Vur'nal: Churr! Galih churr alla gunn'!
[02:06:16	][Y] Rah-Vur'nal: Shaa.
[02:06:30	][Y] Rah-Vur'nal: Shaaaaa!
[02:06:39	][IC] Pathfinder: Hiu.
[02:06:40	][IC] Rah-Vur'nal: Greetings.
[02:06:41	][IC] Pathfinder: Hi.
[02:06:58	][IC] Rah-Vur'nal: Can you give me antlion armor.
[02:07:06	][IC] Rah-Vur'nal: And a repair kit.
[02:07:09	][IC] Rah-Vur'nal: I know its ass.
[02:07:11	][IC] Rah-Vur'nal: But drip.
[02:07:13	]Pathfinder has spawned a vortigaunt_torso_armor.
[02:07:20	]Rah-Vur'nal ran 'take' on item 'Vortigaunt Antlion Guard Plate' (#2046374)
[02:07:20	]Rah-Vur'nal has gained a 'Vortigaunt Antlion Guard Plate' #2046374.
[02:07:41	][IC] Rah-Vur'nal: Yes.
[02:07:54	][Y] Rah-Vur'nal: Dey'nach? *Unintelligible*.
[02:08:01	][Y] Rah-Vur'nal: Dey'nahh?
[02:08:07	][Y] Rah-Vur'nal: Shaa!
[02:08:09	]Rabithunter (STEAM_0:1:22394854) has disconnected.
[02:08:43	][VORT] Rah-Vur'nal has damaged npc_combine_camera, dealing 65.4 with vortbeam
[02:09:08	]Nesh loaded the character 'FA. Phelps'
[02:09:26	]Nesh loaded the character 'Rah-Vur'nal'
[02:09:31	]Rah-Vur'nal is fully healed.
[02:10:05	][VORT] Rah-Vur'nal has damaged npc_combine_camera, dealing 65.4 with vortbeam
[02:10:08	][VORT] Rah-Vur'nal has damaged npc_combine_camera, dealing 65.4 with vortbeam
[02:10:16	]Rah-Vur'nal has gained level 11 in the Vortessence skill.
[02:10:29	][VORTSHOUT] Rah-Vur'nal: I hate the combine!
[02:11:19	]Rah-Vur'nal used command '/EnterMeditation'.
[02:11:27	]Rah-Vur'nal used command '/ActIdle'.
[02:12:01	][IC] Rah-Vur'nal: Shaaaaa!
[02:13:56	]Rah-Vur'nal used command '/ActIdle'.
[02:13:59	]Rah-Vur'nal used command '/ExitAct'.
[02:14:10	]Rah-Vur'nal used command '/ActKneel'.
[02:14:31	]Rah-Vur'nal used command '/ActSit'.
[02:14:32	]Rah-Vur'nal used command '/ExitAct'.
[02:14:51	]Rah-Vur'nal used command '/EnterMeditation'.
[02:17:14	][VORT] Rah-Vur'nal has damaged npc_combine_camera, dealing 66.3 with vortbeam
[02:17:27	]Rah-Vur'nal used command '/EnterMeditation'.
[02:17:31	]Rah-Vur'nal used command '/ActIdle'.
[02:18:05	][Y] Rah-Vur'nal: Https://docs.google.com/document/d/1p_guU_vxrgunKZyWrmgRMx4NYXAjpcBlvTaSeGod2_Q/edit.
[02:18:08	][Y] Rah-Vur'nal: Shaaaaa!
[02:18:12	][Y] Rah-Vur'nal: Dey'nach? *Unintelligible*.
[02:18:16	][Y] Rah-Vur'nal: Shaa!
[02:18:25	][Y] Rah-Vur'nal: Chant.
[02:18:35	][IC] Rah-Vur'nal: A human is needed!
[02:18:47	][IC] Rah-Vur'nal: Certainly.
[02:18:58	][IC] Rah-Vur'nal: We beg your awareness...
[02:19:09	][IC] Rah-Vur'nal: Your bright face obscures your darker mask.
[02:19:17	][IC] Rah-Vur'nal: I have a brain injury.
[02:19:25	][IC] Rah-Vur'nal: My brain is injured.
[02:19:32	][IC] Rah-Vur'nal: I have a brain injury.
[02:19:37	][IC] Rah-Vur'nal: My brain is injured!
[02:19:38	][IC] Rah-Vur'nal: Ow.
[02:19:41	]Rah-Vur'nal used command '/ExitAct'.
[02:19:45	]Rah-Vur'nal used command '/EnterMeditation'.
[02:20:26	]Rah-Vur'nal has gained level 1 in the Speed skill.
[02:21:56	]Nesh loaded the character 'FA. Phelps'
[02:22:20	]FA. Phelps has gained a '8rnd 870-magazine' #2046352.
[02:22:20	]FA. Phelps has lost a '8rnd 870-magazine' #2046355.
[02:23:47	]Nesh loaded the character 'Rah-Vur'nal'
[02:26:18	]Rah-Vur'nal used command '/EnterMeditation'.
[02:26:24	]Rah-Vur'nal used command '/ActIdle'.
[02:28:30	]dudeperson has connected.
[02:29:27	]dudeperson (STEAM_0:0:10470765) deleted character 'Michael Copelin'
[02:29:31	]dudeperson loaded the character 'Matthew Brewer'
[02:29:36	]Matthew Brewer is fully healed.
[02:30:12	]dudeperson loaded the character 'Mark Redfern'
[02:30:17	]Mark Redfern is fully healed.
[02:30:22	]Mark Redfern opened the 'Sewer Stash' stash.
[02:30:32	]Mark Redfern closed the 'Sewer Stash' stash.
[02:30:34	]Rah-Vur'nal used command '/ExitAct'.
[02:30:40	]Rah-Vur'nal used command '/EnterMeditation'.
[02:32:20	]Mark Redfern opened the 'Sewer Stash' stash.
[02:32:20	]Mark Redfern closed the 'Sewer Stash' stash.
[02:32:21	]Mark Redfern opened the 'Sewer Stash' stash.
[02:32:21	]Mark Redfern closed the 'Sewer Stash' stash.
[02:32:26	]Mark Redfern has taken 66 damage from Rah-Vur'nal.
[02:32:26	][VORT] Rah-Vur'nal has damaged Mark Redfern, dealing 66.3 with vortbeam
[02:32:30	][IC] Rah-Vur'nal: Whoops.
[02:32:32	][IC] Rah-Vur'nal: Wrong one.
[02:32:42	]Rah-Vur'nal used command '/EnterMeditation'.
[02:32:47	]Rah-Vur'nal used command '/ActIdle'.
[02:32:49	][IC] Mark Redfern: Minge.
[02:32:51	]Mark Redfern opened the 'Sewer Stash' stash.
[02:32:52	][IC] Rah-Vur'nal: Yes.
[02:32:54	]Mark Redfern closed the 'Sewer Stash' stash.
[02:32:57	]Mark Redfern used command '/CharDesc'.
[02:33:00	][Y] Rah-Vur'nal: Shaa!
[02:33:01	]Mark Redfern used command '/CharDesc'.
[02:33:05	]Mark Redfern opened the 'Sewer Stash' stash.
[02:33:05	]Mark Redfern closed the 'Sewer Stash' stash.
[02:33:08	]Mark Redfern opened the 'Sewer Stash' stash.
[02:33:15	]Mark Redfern closed the 'Sewer Stash' stash.
[02:33:18	][IC] Mark Redfern: No abzats :(.
[02:33:23	]Mark Redfern used command '/CharDesc'.
[02:33:23	][IC] Rah-Vur'nal: Yes.
[02:33:33	]Mark Redfern opened the 'Sewer Stash' stash.
[02:33:33	]Mark Redfern closed the 'Sewer Stash' stash.
[02:33:34	]Mark Redfern opened the 'Sewer Stash' stash.
[02:33:38	][IC] Rah-Vur'nal: Certainly.
[02:33:41	]Mark Redfern closed the 'Sewer Stash' stash.
[02:33:42	]Rah-Vur'nal used command '/ExitAct'.
[02:33:44	][IC] Mark Redfern: How are you vort.
[02:33:46	]Rah-Vur'nal used command '/EnterMeditation'.
[02:33:46	][IC] Mark Redfern: Wtf is going on.
[02:33:51	][IC] Rah-Vur'nal: Allow me.
[02:34:01	][IC] Rah-Vur'nal: The Aeric needs assistances.
[02:34:07	][LOOC] Mark Redfern: mfw u kill me
[02:34:09	][VORT] Rah-Vur'nal has healed Mark Redfern
[02:34:17	]Rah-Vur'nal used command '/ActIdle'.
[02:34:33	][IC] Mark Redfern: Why is the server empty bro i got on gmod thinking there'd be ppl but its just your ass.
[02:34:36	][IC] Rah-Vur'nal: The Aeric needs some of the bitches.
[02:34:39	]Mark Redfern opened the 'Sewer Stash' stash.
[02:34:41	][IC] Rah-Vur'nal: There was.
[02:34:46	]Mark Redfern closed the 'Sewer Stash' stash.
[02:34:53	][IC] Rah-Vur'nal: You got on to late.
[02:34:58	][IC] Rah-Vur'nal: Tell Vadim to get on.
[02:35:10	][IC] Mark Redfern: Ur in the discord you ask him.
[02:35:22	]Mark Redfern opened the 'Sewer Stash' stash.
[02:35:24	]Rah-Vur'nal used command '/ExitAct'.
[02:35:29	]Rah-Vur'nal opened the 'Sewer Stash' stash.
[02:35:33	]Rah-Vur'nal closed the 'Sewer Stash' stash.
[02:35:40	][IC] Rah-Vur'nal: I have the extract blunr.
[02:35:43	]Mark Redfern closed the 'Sewer Stash' stash.
[02:35:44	][IC] Rah-Vur'nal: Blunt*.
[02:35:49	][IC] Mark Redfern: On god? Pass me that shit bruh.
[02:35:50	]Mark Redfern opened the 'Sewer Stash' stash.
[02:35:53	][IC] Rah-Vur'nal: I can find bluu's location.
[02:35:55	]Mark Redfern closed the 'Sewer Stash' stash.
[02:36:17	][IC] Mark Redfern: Cant interact with one of your own chars :skull:.
[02:36:21	]Mark Redfern opened the 'Sewer Stash' stash.
[02:36:25	][IC] Rah-Vur'nal: Yes I can.
[02:36:26	][IC] Rah-Vur'nal: Watch me.
[02:36:28	]Mark Redfern closed the 'Sewer Stash' stash.
[02:36:30	][IC] Mark Redfern: Ok do it.
[02:36:34	][IC] Mark Redfern: (on the dev server).
[02:36:38	][IC] Rah-Vur'nal: *Coughing*.
[02:36:46	][IT] Rah-Vur'nal: finds Bluu's location
[02:36:56	][IC] Mark Redfern: Ok? Who's going to save bluu.... You?
[02:36:57	][IC] Rah-Vur'nal: *Coughing*.
[02:36:58	][IC] Rah-Vur'nal: *Coughing*.
[02:37:02	][IC] Rah-Vur'nal: Yes.
[02:37:05	][IC] Mark Redfern: Real.
[02:37:08	][IC] Mark Redfern: Event char bluu.
[02:37:08	][IC] Rah-Vur'nal: I got the extract blunt.
[02:37:15	][IC] Rah-Vur'nal: *Coughing*.
[02:37:15	][IC] Mark Redfern: Pass me it i want to smoke that shit.
[02:37:16	][IC] Rah-Vur'nal: *Coughing*.
[02:37:17	][IC] Rah-Vur'nal: *Coughing*.
[02:37:25	][ME] Rah-Vur'nal: smokes the Extract Blunt
[02:37:26	][IC] Rah-Vur'nal: *Coughing*.
[02:37:27	][IC] Rah-Vur'nal: *Coughing*.
[02:37:37	][ME] Rah-Vur'nal: passes the blunt
[02:37:50	][LOOC] Rah-Vur'nal: I'm not dropping it
[02:37:58	][IC] Mark Redfern: We're on the dev server :sob:.
[02:38:02	][IC] Rah-Vur'nal: I know.
[02:38:04	][IC] Rah-Vur'nal: But still.
[02:38:10	][IC] Rah-Vur'nal: I'm gonna use it later.
[02:38:13	][IC] Rah-Vur'nal: Allow me.
[02:38:21	][IC] Mark Redfern: Im sure you will get addicted to the extract blunt.
[02:38:21	][IC] Rah-Vur'nal: Certainly allow me.
[02:38:30	][IC] Rah-Vur'nal: Certainly.
[02:38:33	]Mark Redfern opened the 'Sewer Stash' stash.
[02:38:42	][VORT] Rah-Vur'nal has healed Mark Redfern
[02:38:50	]Rah-Vur'nal used command '/EnterMeditation'.
[02:38:55	]Mark Redfern closed the 'Sewer Stash' stash.
[02:38:59	][OOC] Rah-Vur'nal: actidle
[02:39:04	]Rah-Vur'nal used command '/ActIdle'.
[02:39:07	][IC] Mark Redfern: Ok.
