[15:13:39	]Marco has connected.
[16:16:58	]marco the mentroll ran 'combine' on item 'Suitcase' (#3111380)
[16:16:59	]marco the mentroll ran 'combine' on item 'Suitcase' (#3111380)
[16:17:04	]marco the mentroll has spawned a advanced_fertilizer.
[16:17:04	]marco the mentroll has spawned a advanced_fertilizer.
[16:17:05	]marco the mentroll has spawned a advanced_fertilizer.
[16:17:06	]marco the mentroll has spawned a advanced_fertilizer.
[16:17:06	]marco the mentroll has spawned a advanced_fertilizer.
[16:17:07	]marco the mentroll has spawned a advanced_fertilizer.
[16:17:07	]marco the mentroll has spawned a advanced_fertilizer.
[16:17:08	]marco the mentroll has spawned a advanced_fertilizer.
[16:17:10	]marco the mentroll ran 'take' on item 'Advanced Fertilizer' (#3111406)
[16:17:10	]marco the mentroll has gained a 'Advanced Fertilizer' #3111406.
[16:17:11	]marco the mentroll ran 'take' on item 'Advanced Fertilizer' (#3111407)
[16:17:11	]marco the mentroll has gained a 'Advanced Fertilizer' #3111407.
[16:17:12	]marco the mentroll ran 'take' on item 'Advanced Fertilizer' (#3111405)
[16:17:12	]marco the mentroll has gained a 'Advanced Fertilizer' #3111405.
[16:17:13	]marco the mentroll ran 'take' on item 'Advanced Fertilizer' (#3111404)
[16:17:13	]marco the mentroll has gained a 'Advanced Fertilizer' #3111404.
[16:17:14	]marco the mentroll ran 'take' on item 'Advanced Fertilizer' (#3111403)
[16:17:14	]marco the mentroll has gained a 'Advanced Fertilizer' #3111403.
[16:17:14	]marco the mentroll ran 'take' on item 'Advanced Fertilizer' (#3111401)
[16:17:14	]marco the mentroll has gained a 'Advanced Fertilizer' #3111401.
[16:17:15	]marco the mentroll ran 'take' on item 'Advanced Fertilizer' (#3111400)
[16:17:15	]marco the mentroll has gained a 'Advanced Fertilizer' #3111400.
[16:17:16	]marco the mentroll ran 'take' on item 'Advanced Fertilizer' (#3111402)
[16:17:16	]marco the mentroll has gained a 'Advanced Fertilizer' #3111402.
[16:17:18	]marco the mentroll ran 'combine' on item 'Suitcase' (#3111381)
[16:17:19	]marco the mentroll ran 'combine' on item 'Suitcase' (#3111381)
[16:17:20	]marco the mentroll ran 'drop' on item 'Advanced Fertilizer' (#3111403)
[16:17:21	]marco the mentroll ran 'combine' on item 'Suitcase' (#3111381)
[16:17:21	]marco the mentroll ran 'combine' on item 'Suitcase' (#3111381)
[16:17:22	]marco the mentroll ran 'combine' on item 'Suitcase' (#3111381)
[16:17:23	]marco the mentroll ran 'combine' on item 'Suitcase' (#3111381)
[16:17:24	]marco the mentroll ran 'combine' on item 'Suitcase' (#3111381)
[16:17:25	]marco the mentroll ran 'combine' on item 'Suitcase' (#3111381)
[16:17:37	]marco the mentroll used command '/CharGiveItem ^ advanced_fertilizer 8'.
[16:17:37	]marco the mentroll has gained a 'Advanced Fertilizer' #3111408.
[16:17:37	]marco the mentroll has gained a 'Advanced Fertilizer' #3111409.
[16:17:37	]marco the mentroll has gained a 'Advanced Fertilizer' #3111410.
[16:17:38	]marco the mentroll has gained a 'Advanced Fertilizer' #3111411.
[16:17:38	]marco the mentroll has gained a 'Advanced Fertilizer' #3111412.
[16:17:38	]marco the mentroll has gained a 'Advanced Fertilizer' #3111413.
[16:17:38	]marco the mentroll has gained a 'Advanced Fertilizer' #3111414.
[16:17:38	]marco the mentroll has gained a 'Advanced Fertilizer' #3111415.
[16:17:39	]marco the mentroll ran 'combine' on item 'Suitcase' (#3111382)
[16:17:40	]marco the mentroll ran 'combine' on item 'Suitcase' (#3111382)
[16:17:40	]marco the mentroll ran 'combine' on item 'Suitcase' (#3111382)
[16:17:41	]marco the mentroll ran 'combine' on item 'Suitcase' (#3111382)
[16:17:41	]marco the mentroll ran 'combine' on item 'Suitcase' (#3111382)
[16:17:42	]marco the mentroll ran 'combine' on item 'Suitcase' (#3111382)
[16:17:43	]marco the mentroll ran 'combine' on item 'Suitcase' (#3111382)
[16:17:43	]marco the mentroll ran 'combine' on item 'Suitcase' (#3111382)
[16:17:53	]marco the mentroll used command '/CharGiveItem ^ fertilizer 16'.
[16:17:53	]marco the mentroll has gained a 'Fertilizer' #3111416.
[16:17:53	]marco the mentroll has gained a 'Fertilizer' #3111417.
[16:17:53	]marco the mentroll has gained a 'Fertilizer' #3111418.
[16:17:53	]marco the mentroll has gained a 'Fertilizer' #3111419.
[16:17:53	]marco the mentroll has gained a 'Fertilizer' #3111420.
[16:17:53	]marco the mentroll has gained a 'Fertilizer' #3111421.
[16:17:53	]marco the mentroll has gained a 'Fertilizer' #3111422.
[16:17:53	]marco the mentroll has gained a 'Fertilizer' #3111423.
[16:17:53	]marco the mentroll has gained a 'Fertilizer' #3111424.
[16:17:53	]marco the mentroll has gained a 'Fertilizer' #3111425.
[16:17:53	]marco the mentroll has gained a 'Fertilizer' #3111426.
[16:17:53	]marco the mentroll has gained a 'Fertilizer' #3111427.
[16:17:53	]marco the mentroll has gained a 'Fertilizer' #3111428.
[16:17:53	]marco the mentroll has gained a 'Fertilizer' #3111429.
[16:17:53	]marco the mentroll has gained a 'Fertilizer' #3111430.
[16:17:53	]marco the mentroll has gained a 'Fertilizer' #3111431.
[16:17:55	]marco the mentroll ran 'combine' on item 'Suitcase' (#3111383)
[16:17:55	]marco the mentroll ran 'combine' on item 'Suitcase' (#3111383)
[16:17:56	]marco the mentroll ran 'combine' on item 'Suitcase' (#3111383)
[16:17:57	]marco the mentroll ran 'combine' on item 'Suitcase' (#3111383)
[16:17:58	]marco the mentroll ran 'combine' on item 'Suitcase' (#3111383)
[16:17:59	]marco the mentroll ran 'combine' on item 'Suitcase' (#3111385)
[16:18:00	]marco the mentroll ran 'combine' on item 'Suitcase' (#3111383)
[16:18:01	]marco the mentroll ran 'combine' on item 'Suitcase' (#3111383)
[16:18:02	]marco the mentroll ran 'Equip' on item 'Suitcase' (#3111385)
[16:18:04	]marco the mentroll ran 'EquipUn' on item 'Suitcase' (#3111385)
[16:18:07	]marco the mentroll ran 'combine' on item 'Suitcase' (#3111383)
[16:18:07	]marco the mentroll ran 'combine' on item 'Suitcase' (#3111385)
[16:18:08	]marco the mentroll ran 'combine' on item 'Suitcase' (#3111385)
[16:18:09	]marco the mentroll ran 'combine' on item 'Suitcase' (#3111385)
[16:18:09	]marco the mentroll ran 'combine' on item 'Suitcase' (#3111385)
[16:18:10	]marco the mentroll ran 'combine' on item 'Suitcase' (#3111385)
[16:18:11	]marco the mentroll ran 'combine' on item 'Suitcase' (#3111385)
[16:18:12	]marco the mentroll ran 'combine' on item 'Suitcase' (#3111385)
[16:18:26	]marco the mentroll used command '/CharGiveItem ^ fertilizer 8'.
[16:18:26	]marco the mentroll has gained a 'Fertilizer' #3111432.
[16:18:26	]marco the mentroll has gained a 'Fertilizer' #3111433.
[16:18:26	]marco the mentroll has gained a 'Fertilizer' #3111434.
[16:18:26	]marco the mentroll has gained a 'Fertilizer' #3111435.
[16:18:26	]marco the mentroll has gained a 'Fertilizer' #3111436.
[16:18:26	]marco the mentroll has gained a 'Fertilizer' #3111437.
[16:18:26	]marco the mentroll has gained a 'Fertilizer' #3111438.
[16:18:26	]marco the mentroll has gained a 'Fertilizer' #3111439.
[16:18:28	]marco the mentroll ran 'combine' on item 'Suitcase' (#3111385)
[16:18:37	]marco the mentroll ran 'drop' on item 'Suitcase' (#3111380)
[16:18:39	]marco the mentroll ran 'Equip' on item 'Suitcase' (#3111382)
[16:18:41	]marco the mentroll ran 'EquipUn' on item 'Suitcase' (#3111382)
[16:18:57	]marco the mentroll ran 'combine' on item 'Suitcase' (#3111385)
[16:18:58	]marco the mentroll ran 'combine' on item 'Suitcase' (#3111385)
[16:18:59	]marco the mentroll ran 'combine' on item 'Suitcase' (#3111383)
[16:19:00	]marco the mentroll ran 'combine' on item 'Suitcase' (#3111386)
[16:19:01	]marco the mentroll ran 'combine' on item 'Suitcase' (#3111386)
[16:19:01	]marco the mentroll ran 'combine' on item 'Suitcase' (#3111386)
[16:19:02	]marco the mentroll ran 'combine' on item 'Suitcase' (#3111386)
[16:19:02	]marco the mentroll ran 'combine' on item 'Suitcase' (#3111386)
[16:19:03	]marco the mentroll ran 'combine' on item 'Suitcase' (#3111386)
[16:19:03	]marco the mentroll ran 'combine' on item 'Suitcase' (#3111386)
[16:19:04	]marco the mentroll ran 'combine' on item 'Suitcase' (#3111386)
[16:19:27	]marco the mentroll used command '/CharGiveItem ^ advanced_fertilizer 8'.
[16:19:27	]marco the mentroll has gained a 'Advanced Fertilizer' #3111440.
[16:19:27	]marco the mentroll has gained a 'Advanced Fertilizer' #3111441.
[16:19:27	]marco the mentroll has gained a 'Advanced Fertilizer' #3111442.
[16:19:27	]marco the mentroll has gained a 'Advanced Fertilizer' #3111443.
[16:19:27	]marco the mentroll has gained a 'Advanced Fertilizer' #3111444.
[16:19:27	]marco the mentroll has gained a 'Advanced Fertilizer' #3111445.
[16:19:27	]marco the mentroll has gained a 'Advanced Fertilizer' #3111446.
[16:19:27	]marco the mentroll has gained a 'Advanced Fertilizer' #3111447.
[16:19:28	]marco the mentroll ran 'combine' on item 'Suitcase' (#3111381)
[16:19:29	]marco the mentroll ran 'combine' on item 'Suitcase' (#3111384)
[16:19:30	]marco the mentroll ran 'combine' on item 'Suitcase' (#3111384)
[16:19:30	]marco the mentroll ran 'combine' on item 'Suitcase' (#3111384)
[16:19:31	]marco the mentroll ran 'combine' on item 'Suitcase' (#3111384)
[16:19:32	]marco the mentroll ran 'combine' on item 'Suitcase' (#3111384)
[16:19:33	]marco the mentroll ran 'combine' on item 'Suitcase' (#3111384)
[16:19:33	]marco the mentroll ran 'combine' on item 'Suitcase' (#3111384)
[16:19:34	]marco the mentroll ran 'combine' on item 'Suitcase' (#3111384)
[16:19:38	]marco the mentroll has spawned a seed_berries.
[16:19:41	]marco the mentroll ran 'take' on item 'Berries Seeds' (#3111448)
[16:19:41	]marco the mentroll has gained a 'Berries Seeds' #3111448.
[16:19:44	]marco the mentroll ran 'plant' on item 'Berries Seeds' (#3111448)
[16:19:44	]marco the mentroll has performed the 'Plant a Seed' action, gaining 100 experience in cooking.
[16:19:55	]marco the mentroll entered observer.
[16:20:01	]marco the mentroll exited observer.
[16:20:04	]marco the mentroll entered observer.
[16:20:05	]marco the mentroll exited observer.
[16:20:10	]marco the mentroll ran 'Water' on item 'Advanced Fertilizer' (#3111408)
[16:20:13	]marco the mentroll ran 'Water' on item 'Advanced Fertilizer' (#3111408)
[16:20:54	]marco the mentroll has spawned a 'Entity [153][ix_watercache]'.
[16:20:59	]marco the mentroll has given himself a watervalve.
[16:20:59	]marco the mentroll has gained a 'Water Valve' #3111449.
[16:21:02	]marco the mentroll ran 'Place' on item 'Water Valve' (#3111449)
[16:21:07	]marco the mentroll ran 'Place' on item 'Water Valve' (#3111449)
[16:21:08	]marco the mentroll ran 'Place' on item 'Water Valve' (#3111449)
[16:21:10	]marco the mentroll ran 'Place' on item 'Water Valve' (#3111449)
[16:21:10	]marco the mentroll ran 'combine' on item 'Suitcase' (#3111380)
[16:21:15	]marco the mentroll has used a context menu option with the name: remove
[16:21:24	]marco the mentroll used command '/CharGiveItem ^ crafting_water 8'.
[16:21:24	]marco the mentroll has gained a 'Crafting Water' #3111450.
[16:21:24	]marco the mentroll has gained a 'Crafting Water' #3111451.
[16:21:24	]marco the mentroll has gained a 'Crafting Water' #3111452.
[16:21:24	]marco the mentroll has gained a 'Crafting Water' #3111453.
[16:21:24	]marco the mentroll has gained a 'Crafting Water' #3111454.
[16:21:24	]marco the mentroll has gained a 'Crafting Water' #3111455.
[16:21:24	]marco the mentroll has gained a 'Crafting Water' #3111456.
[16:21:24	]marco the mentroll has gained a 'Crafting Water' #3111457.
[16:21:35	]marco the mentroll has performed the 'Craft Watering Can (Full)' action, gaining 15 experience in crafting.
[16:21:37	]marco the mentroll has performed the 'Craft Watering Can (Full)' action, gaining 15 experience in crafting.
[16:21:39	]marco the mentroll has performed the 'Craft Watering Can (Full)' action, gaining 15 experience in crafting.
[16:21:42	]marco the mentroll has performed the 'Craft Watering Can (Full)' action, gaining 15 experience in crafting.
[16:21:44	]marco the mentroll has performed the 'Craft Watering Can (Full)' action, gaining 15 experience in crafting.
[16:21:46	]marco the mentroll has performed the 'Craft Watering Can (Full)' action, gaining 15 experience in crafting.
[16:21:48	]marco the mentroll has performed the 'Craft Watering Can (Full)' action, gaining 15 experience in crafting.
[16:21:51	]marco the mentroll has performed the 'Craft Watering Can (Full)' action, gaining 15 experience in crafting.
[16:22:03	]marco the mentroll ran 'Water' on item 'Watering Can' (#3111399)
[16:22:21	]marco the mentroll has spawned a 'NPC [153][npc_vj_cremator_synth_z]'.
[16:22:22	]marco the mentroll has taken 4 damage from Cremator Synth.
[16:22:23	]marco the mentroll has taken 4 damage from Cremator Synth.
[16:22:23	]marco the mentroll has taken 4 damage from Cremator Synth.
[16:22:23	]marco the mentroll has taken 4 damage from Cremator Synth.
[16:22:23	]marco the mentroll has taken 4 damage from Cremator Synth.
[16:22:23	]marco the mentroll has taken 4 damage from Cremator Synth.
[16:22:23	]marco the mentroll has taken 4 damage from Cremator Synth.
[16:22:23	]marco the mentroll has used a context menu option with the name: vj_pr_npc_control
[16:23:07	]marco the mentroll has spawned a 'NPC [144][npc_vj_hlr2b_merkava]'.
[16:23:07	]marco the mentroll has taken 8 damage from Merkava.
[16:23:07	]marco the mentroll has taken 8 damage from Merkava.
[16:23:08	]marco the mentroll was knocked unconscious and is bleeding out.
[16:23:14	]marco the mentroll used command '/CharStopBleedout ^'.
[16:23:18	][IC] marco the mentroll: !sethp^ 6000.
[16:23:25	]marco the mentroll is no longer unconscious from critical wounds.
[16:23:25	]marco the mentroll is fully healed.
[16:23:27	]marco the mentroll has spawned a 'NPC [378][npc_vj_hlr2b_merkava]'.
[16:23:29	]marco the mentroll has used a context menu option with the name: vj_pr_npc_control
[16:23:53	]marco the mentroll has spawned a 'NPC [328][npc_vj_hlr2_com_elite]'.
[16:23:54	]marco the mentroll has taken 12 damage from Overwatch Elite.
[16:23:54	]marco the mentroll has taken 12 damage from Overwatch Elite.
[16:23:54	]marco the mentroll has taken 12 damage from Overwatch Elite.
[16:23:54	]marco the mentroll has taken 12 damage from Overwatch Elite.
[16:23:54	]marco the mentroll has taken 12 damage from Overwatch Elite.
[16:23:55	]marco the mentroll has taken 3 damage from Overwatch Elite.
[16:23:55	]marco the mentroll has taken 3 damage from Overwatch Elite.
[16:23:55	]marco the mentroll has taken 12 damage from Overwatch Elite.
[16:23:55	]marco the mentroll has taken 3 damage from Overwatch Elite.
[16:23:55	]marco the mentroll has taken 12 damage from Overwatch Elite.
[16:23:55	]marco the mentroll has taken 12 damage from Overwatch Elite.
[16:23:55	]marco the mentroll is fully healed.
[16:23:56	]marco the mentroll has taken 3 damage from Overwatch Elite.
[16:23:56	]marco the mentroll has taken 3 damage from Overwatch Elite.
[16:23:56	]marco the mentroll has taken 12 damage from Overwatch Elite.
[16:23:56	]marco the mentroll has taken 12 damage from Overwatch Elite.
[16:23:56	]marco the mentroll has taken 12 damage from Overwatch Elite.
[16:23:56	]marco the mentroll has taken 12 damage from Overwatch Elite.
[16:23:56	]marco the mentroll has used a context menu option with the name: vj_pr_npc_control
[16:24:00	]marco the mentroll is fully healed.
[16:24:21	]marco the mentroll has spawned a 'NPC [144][npc_vj_hlr2_com_engineer]'.
[16:24:23	]marco the mentroll has used a context menu option with the name: vj_pr_npc_control
[16:24:43	]marco the mentroll has spawned a 'NPC [144][npc_vj_hlr2_father_grigori]'.
[16:24:49	]marco the mentroll has spawned a 'NPC [144][npc_vj_hunter2_z]'.
[16:24:51	]marco the mentroll has used a context menu option with the name: vj_pr_npc_control
[16:25:20	]marco the mentroll has spawned a 'NPC [144][npc_vj_mini_strider_synth_z]'.
[16:25:22	]marco the mentroll has taken 1 damage from Mini Strider Synth.
[16:25:22	]marco the mentroll has taken 6 damage from Mini Strider Synth.
[16:25:22	]marco the mentroll has used a context menu option with the name: vj_pr_npc_control
[16:25:25	]marco the mentroll is fully healed.
[16:25:32	]marco the mentroll has spawned a 'NPC [144][npc_vj_overwatch_elite_z]'.
[16:25:34	]marco the mentroll has used a context menu option with the name: vj_pr_npc_control
[16:25:52	]marco the mentroll has used a context menu option with the name: vj_pr_npc_gib
[16:26:12	]marco the mentroll has spawned a 'Entity [144][ix_vein_coal]'.
[16:26:20	]marco the mentroll has given himself a pickaxe.
[16:26:20	]marco the mentroll has gained a 'Pickaxe' #3111458.
[16:26:23	]marco the mentroll ran 'Equip' on item 'Pickaxe' (#3111458)
[16:26:24	]marco the mentroll used command '/ToggleRaise'.
[16:26:36	]marco the mentroll has gained a 'Coal Ore' #3111459.
[16:26:46	]marco the mentroll ran 'drop' on item 'Pickaxe' (#3111458)
[16:26:47	]marco the mentroll ran 'drop' on item 'Pickaxe' (#3111458)
[16:26:55	]marco the mentroll has spawned a pickled_eggmush.
[16:26:57	]marco the mentroll ran 'Consume' on item 'Pickled Eggmush' (#3111460)
[16:26:57	]marco the mentroll has gained a level 2 long boost in Perception.
[16:27:16	]marco the mentroll has hit marco the mentroll in the stomach dealing 50 damage (CritChance was 0.00).
[16:27:16	]marco the mentroll has taken 50 damage from marco the mentroll.
[16:27:24	]marco the mentroll has hit marco the mentroll in the stomach dealing 50 damage (CritChance was 0.00).
[16:27:24	]marco the mentroll has taken 50 damage from marco the mentroll.
[16:27:26	]marco the mentroll has hit marco the mentroll in the stomach dealing 50 damage (CritChance was 0.00).
[16:27:26	]marco the mentroll has taken 50 damage from marco the mentroll.
[16:27:35	]marco the mentroll is fully healed.
[16:27:55	]marco the mentroll has taken 18 damage from worldspawn.
[16:28:10	]marco the mentroll is fully healed.
[16:28:23	]marco the mentroll has taken 19 damage from worldspawn.
[16:28:30	]marco the mentroll is fully healed.
[16:28:36	]marco the mentroll entered observer.
[16:28:58	]marco the mentroll entered observer.
[16:29:01	]marco the mentroll entered observer.
[16:29:06	]marco the mentroll entered observer.
[16:29:06	]marco the mentroll exited observer.
[16:29:10	]marco the mentroll entered observer.
[16:29:14	]marco the mentroll entered observer.
[16:29:17	]marco the mentroll entered observer.
[16:29:21	]marco the mentroll entered observer.
[16:29:24	]marco the mentroll entered observer.
[16:29:31	]marco the mentroll entered observer.
[16:29:45	]marco the mentroll has spawned a 'Entity [144][gmod_sent_vehicle_fphysics_base]'.
[16:29:47	]marco the mentroll has spawned a 'Entity [144][gmod_sent_vehicle_fphysics_base]'.
[16:30:14	]marco the mentroll has spawned a 'Entity [144][gmod_sent_vehicle_fphysics_base]'.
[16:31:34	]marco the mentroll used command '/ToggleRaise'.
[16:31:42	]marco the mentroll used command '/ToggleRaise'.
[16:31:59	]marco the mentroll used command '/ToggleRaise'.
[16:32:08	]marco the mentroll used command '/ToggleRaise'.
[16:32:22	]marco the mentroll used command '/ToggleRaise'.
[16:32:36	]marco the mentroll used command '/ToggleRaise'.
[16:32:43	]marco the mentroll used command '/ToggleRaise'.
[16:32:49	]marco the mentroll used command '/ToggleRaise'.
[16:33:12	]marco the mentroll used command '/ToggleRaise'.
[16:38:25	]marco the mentroll has gone afk.
[16:45:25	]marco the mentroll is no longer afk. Total time spent AFK: 715
[16:45:35	]marco the mentroll entered observer.
[16:45:37	]marco the mentroll exited observer.
[16:45:44	]marco the mentroll entered observer.
[16:45:47	]marco the mentroll exited observer.
[16:46:01	]marco the mentroll has spawned a seed_watermelon.
[16:46:02	]marco the mentroll ran 'take' on item 'Watermelon Seeds' (#3111461)
[16:46:02	]marco the mentroll has gained a 'Watermelon Seeds' #3111461.
[16:46:06	]marco the mentroll ran 'plant' on item 'Watermelon Seeds' (#3111461)
[16:46:06	]marco the mentroll has performed the 'Plant a Seed' action, gaining 100 experience in cooking.
[16:46:18	]marco the mentroll has spawned a seed_xen_berries.
[16:46:19	]marco the mentroll ran 'take' on item 'Xen Berries Seeds' (#3111462)
[16:46:19	]marco the mentroll has gained a 'Xen Berries Seeds' #3111462.
[16:46:20	]marco the mentroll ran 'plant' on item 'Xen Berries Seeds' (#3111462)
[16:46:25	]marco the mentroll ran 'plant' on item 'Xen Berries Seeds' (#3111462)
[16:46:31	]marco the mentroll ran 'plant' on item 'Xen Berries Seeds' (#3111462)
[16:46:42	]marco the mentroll has gained level 50 in the Medicine skill.
[16:46:42	]marco the mentroll used command '/CharSkillAdd ^ medicine 50'.
[16:46:48	]marco the mentroll ran 'plant' on item 'Xen Berries Seeds' (#3111462)
[16:46:54	]marco the mentroll has gained level 50 in the Crafting skill.
[16:46:54	]marco the mentroll used command '/CharSkillAdd ^ crafting 50'.
[16:46:56	]marco the mentroll ran 'plant' on item 'Xen Berries Seeds' (#3111462)
[16:47:12	]marco the mentroll has spawned a seed_xen_herbs.
[16:47:13	]marco the mentroll ran 'take' on item 'Xen Herbs Seeds' (#3111463)
[16:47:13	]marco the mentroll has gained a 'Xen Herbs Seeds' #3111463.
[16:47:16	]marco the mentroll ran 'plant' on item 'Xen Herbs Seeds' (#3111463)
[16:47:49	]marco the mentroll used command '/CharGiveFlag ^ B'.
[16:47:53	]marco the mentroll used command '/CharGiveFlag ^ 1'.
[16:50:11	]marco the mentroll has spawned a 'NPC [490][npc_monk]'.
[16:50:42	]marco the mentroll has spawned a 'Entity [490][ix_smuggler]'.
[16:50:48	]marco the mentroll has spawned a 'Entity [491][ix_computer]'.
[16:50:52	]marco the mentroll has spawned a 'Entity [491][ix_console]'.
[16:50:56	]marco the mentroll has spawned a 'Entity [491][ix_cwuterminal]'.
[16:51:23	]marco the mentroll has spawned a 'Entity [491][wn_crop]'.
[16:51:25	]marco the mentroll has spawned a 'Entity [493][wn_sunlamp]'.
[16:51:27	]marco the mentroll has spawned a 'Entity [494][wn_sunlamp]'.
[16:51:42	]marco the mentroll has spawned a seed_apple.
[16:51:45	]marco the mentroll ran 'take' on item 'Apple Seeds' (#3111464)
[16:51:45	]marco the mentroll has gained a 'Apple Seeds' #3111464.
[16:51:46	]marco the mentroll ran 'plant' on item 'Xen Herbs Seeds' (#3111463)
[16:51:46	]marco the mentroll ran 'plant' on item 'Apple Seeds' (#3111464)
[16:51:46	]marco the mentroll has performed the 'Plant a Seed' action, gaining 100 experience in cooking.
[16:51:56	]marco the mentroll ran 'Water' on item 'Advanced Fertilizer' (#3111408)
[16:52:00	]marco the mentroll has used a context menu option with the name: remove
[16:52:08	]marco the mentroll has fired a toolgun with the name: material
[16:52:08	]marco the mentroll has fired a toolgun with the name: remover
[16:52:08	]marco the mentroll has fired a toolgun with the name: remover
[16:52:08	]marco the mentroll has fired a toolgun with the name: remover
[16:52:11	]marco the mentroll has used a context menu option with the name: ignite
[16:52:13	]marco the mentroll has used a context menu option with the name: remove
[16:52:17	]marco the mentroll has spawned a 'Entity [412][wn_crop]'.
[16:52:19	]marco the mentroll has spawned a 'Entity [492][wn_crop]'.
[16:52:20	]marco the mentroll has spawned a 'Entity [494][wn_crop]'.
[16:52:21	]marco the mentroll has spawned a 'Entity [496][wn_crop]'.
[16:52:22	]marco the mentroll has spawned a 'Entity [498][wn_crop]'.
[16:52:25	]marco the mentroll has spawned a seed_berries.
[16:52:26	]marco the mentroll ran 'take' on item 'Berries Seeds' (#3111465)
[16:52:26	]marco the mentroll has gained a 'Berries Seeds' #3111465.
[16:52:27	]marco the mentroll has spawned a seed_berries.
[16:52:28	]marco the mentroll ran 'take' on item 'Berries Seeds' (#3111466)
[16:52:28	]marco the mentroll has gained a 'Berries Seeds' #3111466.
[16:52:29	]marco the mentroll has spawned a seed_berries.
[16:52:31	]marco the mentroll ran 'take' on item 'Berries Seeds' (#3111467)
[16:52:31	]marco the mentroll has gained a 'Berries Seeds' #3111467.
[16:52:32	]marco the mentroll has spawned a seed_berries.
[16:52:33	]marco the mentroll ran 'take' on item 'Berries Seeds' (#3111468)
[16:52:33	]marco the mentroll has gained a 'Berries Seeds' #3111468.
[16:52:33	]marco the mentroll has spawned a seed_berries.
[16:52:34	]marco the mentroll ran 'take' on item 'Berries Seeds' (#3111469)
[16:52:34	]marco the mentroll has gained a 'Berries Seeds' #3111469.
[16:52:34	]marco the mentroll has spawned a seed_berries.
[16:52:36	]marco the mentroll ran 'take' on item 'Berries Seeds' (#3111470)
[16:52:36	]marco the mentroll has gained a 'Berries Seeds' #3111470.
[16:52:38	]marco the mentroll ran 'plant' on item 'Xen Berries Seeds' (#3111462)
[16:52:40	]marco the mentroll ran 'plant' on item 'Berries Seeds' (#3111465)
[16:52:40	]marco the mentroll has performed the 'Plant a Seed' action, gaining 100 experience in cooking.
[16:52:46	]marco the mentroll ran 'plant' on item 'Berries Seeds' (#3111466)
[16:52:49	]marco the mentroll ran 'plant' on item 'Berries Seeds' (#3111466)
[16:52:49	]marco the mentroll has performed the 'Plant a Seed' action, gaining 100 experience in cooking.
[16:52:52	]marco the mentroll ran 'plant' on item 'Berries Seeds' (#3111467)
[16:52:56	]marco the mentroll ran 'plant' on item 'Berries Seeds' (#3111467)
[16:52:56	]marco the mentroll has performed the 'Plant a Seed' action, gaining 100 experience in cooking.
[16:53:00	]marco the mentroll ran 'plant' on item 'Berries Seeds' (#3111470)
[16:53:00	]marco the mentroll has performed the 'Plant a Seed' action, gaining 100 experience in cooking.
[16:53:02	]marco the mentroll ran 'plant' on item 'Berries Seeds' (#3111469)
[16:53:02	]marco the mentroll has performed the 'Plant a Seed' action, gaining 100 experience in cooking.
[16:53:17	]marco the mentroll ran 'plant' on item 'Xen Herbs Seeds' (#3111463)
[16:53:31	]marco the mentroll used command '/PlyWhitelist ^ Vortigaunt'.
[16:53:35	]marco the mentroll used command '/PlyTransfer ^ Vortigaunt'.
[16:53:42	]marco the mentroll ran 'plant' on item 'Xen Berries Seeds' (#3111462)
[16:53:42	]marco the mentroll has performed the 'Plant a Seed' action, gaining 100 experience in cooking.
[16:53:55	]marco the mentroll ran 'plant' on item 'Xen Herbs Seeds' (#3111463)
[16:53:55	]marco the mentroll has performed the 'Plant a Seed' action, gaining 100 experience in cooking.
[16:54:36	]marco the mentroll ran 'Water' on item 'Watering Can' (#3111399)
[16:54:42	]marco the mentroll ran 'Water' on item 'Watering Can' (#3111399)
[16:54:43	]marco the mentroll ran 'Water' on item 'Watering Can' (#3111399)
[16:54:43	]marco the mentroll ran 'Water' on item 'Watering Can' (#3111399)
[16:54:45	]marco the mentroll ran 'Water' on item 'Advanced Fertilizer' (#3111409)
[16:54:46	]marco the mentroll ran 'Water' on item 'Advanced Fertilizer' (#3111412)
[16:54:47	]marco the mentroll ran 'Water' on item 'Advanced Fertilizer' (#3111413)
[16:54:55	]marco the mentroll ran 'Water' on item 'Advanced Fertilizer' (#3111414)
[16:55:21	]marco the mentroll ran 'Water' on item 'Advanced Fertilizer' (#3111411)
[16:55:22	]marco the mentroll ran 'Water' on item 'Advanced Fertilizer' (#3111411)
[16:55:22	]marco the mentroll entered observer.
[16:56:43	]marco the mentroll has fired a toolgun with the name: sh_textadd
[16:56:53	]marco the mentroll has fired a toolgun with the name: sh_textadd
[16:57:05	]marco the mentroll has fired a toolgun with the name: sh_textadd
[16:57:07	]marco the mentroll exited observer.
[16:57:29	]marco the mentroll used command '/CharGiveFlag ^ U'.
[16:57:55	]Marco (STEAM_0:0:39958603) has disconnected.
[20:37:30	]Marco has connected.
[20:39:29	]Marco loaded the character 'marco the mentroll'
[20:40:07	]marco the mentroll has performed the 'Harvest Plant' action, gaining 250 experience in cooking.
[20:40:07	]marco the mentroll has gained a 'Xen Berries' #3111471.
[20:40:07	]marco the mentroll has gained a 'Xen Berries' #3111472.
[20:40:07	]marco the mentroll has gained a 'Xen Berries' #3111473.
[20:40:07	]marco the mentroll has gained a 'Xen Berries' #3111474.
[20:40:07	]marco the mentroll has gained a 'Xen Berries Seeds' #3111475.
