[00:07:02	]reece has connected.
[21:35:40	]C24:i69.AMPUTADO-420 entered observer.
[21:35:40	]C24:i69.AMPUTADO-420 exited observer at their location.
[21:35:40	]C24.RL.KRAHSLAYER-77 used command '/ToggleRaise'.
[21:35:40	]Esteban Torres ran SAM command 'armor' with arguments: '*' '50'
[21:35:42	]Esteban Torres ran SAM command 'hp' with arguments: '*' '100'
[21:35:42	][IC] C24:i3.UNION-36: <:: Here. ::>
[21:35:43	][IC] C24:RCT.YELLO-11: <:: Watch u doin here.. ::>
[21:35:43	][Y] Hank J. Wimleton: DONT LET THEM PEAK.
[21:35:45	][IC] C24:i3.UNION-36: <:: Take this. ::>
[21:35:47	]C24:i3.UNION-36 ran 'drop' on item 'Spas-12' (#2688562)
[21:35:47	]C24:i3.UNION-36 has lost a 'Spas-12' #2688562.
[21:35:51	]C24:i5.COURIER-06 used command '/Staff we want to get music to start?'.
[21:35:51	]C24:i3.UNION-36 ran 'take' on item 'Spas-12' (#2688562)
[21:35:51	]C24:i3.UNION-36 has gained a 'Spas-12' #2688562.
[21:35:51	]C24:i69.AMPUTADO-420 has given himself a mask_cp.
[21:35:51	]C24:i69.AMPUTADO-420 has gained a 'PMG-5 (AUG) Gasmask' #2688589.
[21:35:52	]Adalia Torres has spawned a 'NPC [6423][npc_vj_hlr1_hgrunt]'.
[21:35:55	][OOC] joey salads weapon test :): did it start
[21:35:55	][IC] C24:i3.DEFENDER-50: <:: Wtf. ::>
[21:35:57	][OOC] Hank J. Wimleton: no
[21:35:58	][IC] C24:RCT.YELLO-11: <:: Omg. ::>
[21:35:59	]C24.RL.KRAHSLAYER-77 used command '/Radio Maintain distance. Dont rush like idiots'.
[21:36:00	][IC] C24:RCT.YELLO-11: <:: Hecu from thte. ::>
[21:36:01	][IC] C24:i3.DEFENDER-50: <:: Why you tall? ::>
[21:36:02	][IC] C24:RCT.YELLO-11: <:: Half life. ::>
[21:36:04	]C24:i69.AMPUTADO-420 has given himself a flashlight.
[21:36:04	]C24:i69.AMPUTADO-420 has gained a 'Flashlight' #2688590.
[21:36:05	]Esteban Torres used command '/Staff no thtas boring zzz'.
[21:36:06	]Adalia Torres entered observer.
[21:36:06	][IC] C24:RCT.YELLO-11: <:: Im big joey.. ::>
[21:36:07	][IC] C24:i3.DEFENDER-50: <:: Big target. ::>
[21:36:08	][OOC] Bob Good: can I get a cool outfit for my character maybe like a hat 
[21:36:08	][IC] C17:RCT.YELLO-25: <:: Yello;  infection. Shit! ::>
[21:36:11	]C24:i3.UNION-36 ran 'Equip' on item 'CV-2000 Stun Baton' (#2345256)
[21:36:12	]C24:i3.UNION-36 used command '/ToggleRaise'.
[21:36:13	]Adalia Torres ran SAM command 'scale' with arguments: 'defender-50' '1.5'
[21:36:14	]C24:i5.COURIER-06 used command '/Staff ur boring...'.
[21:36:14	][IC] C24:RCT.YELLO-11: <:: Ok pal..-. ::>
[21:36:14	]Adalia Torres exited observer at their location.
[21:36:15	][IC] C24:i3.DEFENDER-50: <:: Yey. ::>
[21:36:15	][IC] C24:RCT.YELLO-11: <:: WAHT!!! ::>
[21:36:18	][IC] Testy Mc Test Face: You know what's crazy? Years ago /meing to then S2K someone immediately would be considered minging.
[21:36:19	][OOC] Hank J. Wimleton: whoever props these defences. You need to pick up on dark rp props to use
[21:36:19	][IC] C24:i3.DEFENDER-50: <:: I am tall finally. ::>
[21:36:20	]C24:i3.DEFENDER-50 used command '/ToggleRaise'.
[21:36:22	]C24:i69.AMPUTADO-420 has given himself a gen_mp7.
[21:36:22	]C24:i69.AMPUTADO-420 has gained a 'MP7A1' #2688591.
[21:36:23	]C24:i69.AMPUTADO-420 ran 'Equip' on item 'MP7A1' (#2688591)
[21:36:24	]C24:i69.AMPUTADO-420 used command '/ToggleRaise'.
[21:36:24	][IC] Testy Mc Test Face: Isnt the crazy how times change?
[21:36:26	]C24:i69.AMPUTADO-420 used command '/ToggleRaise'.
[21:36:30	]C17:RCT.YELLO-25 used command '/Radio remember guys if you are losing just use your stunstick'.
[21:36:30	][LOOC] joey salads weapon test :): s2k epic bro
[21:36:31	]Esteban Torres used command '/Announce start when the music does'.
[21:36:33	][IC] C24:i3.DEFENDER-50: <:: Get down! ::>
[21:36:34	][IC] Bob Good: I can't remember the last time I had a shower.
[21:36:35	]Adalia Torres entered observer.
[21:36:35	]C17:RCT.YELLO-25 ran 'Equip' on item 'CV-2000 Stun Baton' (#2626234)
[21:36:36	]C24:i3.UNION-36 used command '/Radio Sacrifice code!'.
[21:36:36	][LOOC] joey salads weapon test :): s2rp WHACK 
[21:36:37	]C24:i69.AMPUTADO-420 has spawned a 'Entity [6497][arccw_ammo_pistol_large]'.
[21:36:37	]C24:i69.AMPUTADO-420 has spawned a 'Entity [6498][arccw_ammo_pistol_large]'.
[21:36:37	]C24:i69.AMPUTADO-420 has spawned a 'Entity [6499][arccw_ammo_pistol_large]'.
[21:36:37	]C24:i69.AMPUTADO-420 has spawned a 'Entity [6500][arccw_ammo_pistol_large]'.
[21:36:37	][IC] Testy Mc Test Face: Fr.
[21:36:38	]Hank J. Wimleton used command '/ToggleRaise'.
[21:36:38	]C24:i3.DEFENDER-50 used command '/ToggleRaise'.
[21:36:39	]C24:i69.AMPUTADO-420 has spawned a 'Entity [6497][arccw_ammo_smg1_large]'.
[21:36:39	]Esteban Torres used command '/PlaySong https://www.youtube.com/watch?v=c37xpk5z2Ig 0 5395823989324'.
[21:36:39	]C24:i69.AMPUTADO-420 has spawned a 'Entity [6498][arccw_ammo_smg1_large]'.
[21:36:40	]C24:i69.AMPUTADO-420 has spawned a 'Entity [6498][arccw_ammo_smg1_large]'.
[21:36:40	]Pavel Artyomov used command '/ToggleRaise'.
[21:36:40	]C24:i69.AMPUTADO-420 has spawned a 'Entity [6497][arccw_ammo_smg1_large]'.
[21:36:40	]C24:i69.AMPUTADO-420 has spawned a 'Entity [6499][arccw_ammo_smg1_large]'.
[21:36:41	]C24:i69.AMPUTADO-420 has spawned a 'Entity [6500][arccw_ammo_smg1_large]'.
[21:36:41	]C24:i69.AMPUTADO-420 has spawned a 'Entity [6501][arccw_ammo_smg1_large]'.
[21:36:41	]C24:i69.AMPUTADO-420 has spawned a 'Entity [6502][arccw_ammo_smg1_large]'.
[21:36:41	]C24:i69.AMPUTADO-420 has spawned a 'Entity [6503][arccw_ammo_smg1_large]'.
[21:36:41	]C24:i69.AMPUTADO-420 has spawned a 'Entity [6504][arccw_ammo_smg1_large]'.
[21:36:42	]C24:i3.UNION-36 used command '/ToggleRaise'.
[21:36:43	][OOC] Adalia Torres: defender-50 is the boss
[21:36:44	]C17:RCT.YELLO-25 used command '/Radio SACRIFICE CODE'.
[21:36:44	][Y] Tyrone Gun: THIS IS FOR AURAWATCH!
[21:36:49	]joey salads weapon test :) has hit C24:i5.COURIER-06 in the right arm dealing 4 damage (CritChance was 0.03).
[21:36:49	]C24:i5.COURIER-06 has taken 4 damage from joey salads weapon test :).
[21:36:53	]C24:i5.COURIER-06 is fully healed.
[21:36:54	][OOC] C24:i3.DEFENDER-50: <:: Haha! ::>
[21:36:55	]C24:i5.COURIER-06 has hit Bob Good in the left arm dealing 4 damage (CritChance was 0.06).
[21:36:55	]Bob Good has taken 4 damage from C24:i5.COURIER-06.
[21:36:55	]C24:i5.COURIER-06 has hit Bob Good in the left arm dealing 4 damage (CritChance was 0.06).
[21:36:55	]Bob Good has taken 4 damage from C24:i5.COURIER-06.
[21:36:55	][IC] C24:RCT.YELLO-11: <:: Ar haR CANT SEE SHIT. ::>
[21:36:58	]C24:i5.COURIER-06 has hit C24:i3.DEFENDER-50 in the head dealing 10 damage (CritChance was 0.07).
[21:36:58	]C24:i3.DEFENDER-50 has taken 10 damage from C24:i5.COURIER-06.
[21:36:58	]C24:i5.COURIER-06 has hit C24:i3.DEFENDER-50 in the head dealing 10 damage (CritChance was 0.07).
[21:36:58	]C24:i3.DEFENDER-50 has taken 10 damage from C24:i5.COURIER-06.
[21:36:58	]C24:i5.COURIER-06 has hit C24:i3.DEFENDER-50 in the head dealing 10 damage (CritChance was 0.07).
[21:36:58	]C24:i3.DEFENDER-50 has taken 10 damage from C24:i5.COURIER-06.
[21:36:58	]C24:i5.COURIER-06 has hit C24:i3.DEFENDER-50 in the head dealing 10 damage (CritChance was 0.07).
[21:36:58	]C24:i3.DEFENDER-50 has taken 10 damage from C24:i5.COURIER-06.
[21:36:58	]C24:i5.COURIER-06 has hit C24:i3.DEFENDER-50 in the head dealing 10 damage (CritChance was 0.07).
[21:36:58	]C24:i3.DEFENDER-50 has taken 10 damage from C24:i5.COURIER-06.
[21:36:58	]C24:i5.COURIER-06 has hit C24:i3.DEFENDER-50 in the head dealing 10 damage (CritChance was 0.07).
[21:36:58	]C24:i3.DEFENDER-50 has taken 10 damage from C24:i5.COURIER-06.
[21:36:58	]C24:i5.COURIER-06 has hit C24:i3.DEFENDER-50 in the head dealing 10 damage (CritChance was 0.07).
[21:36:58	]C24:i3.DEFENDER-50 has taken 10 damage from C24:i5.COURIER-06.
[21:36:58	]C24:i5.COURIER-06 has critically hit C24:i3.DEFENDER-50 in the head dealing 20 damage (CritChance was 0.07).
[21:36:58	]C24:i3.DEFENDER-50 has taken 20 damage from C24:i5.COURIER-06.
[21:36:58	]C24:i5.COURIER-06 has hit C24:i3.DEFENDER-50 in the head dealing 10 damage (CritChance was 0.07).
[21:36:58	]C24:i3.DEFENDER-50 has taken 10 damage from C24:i5.COURIER-06.
[21:36:58	]C24:i5.COURIER-06 has hit C24:i3.DEFENDER-50 in the head dealing 10 damage (CritChance was 0.14).
[21:36:58	]C24:i3.DEFENDER-50 has taken 10 damage from C24:i5.COURIER-06.
[21:37:00	]Bob Good is fully healed.
[21:37:03	]C24:i5.COURIER-06 entered observer.
[21:37:03	]C24:i5.COURIER-06 exited observer at their location.
[21:37:04	]Pavel Artyomov has hit C24:i3.DEFENDER-50 in the left leg dealing 4 damage (CritChance was 0.17).
[21:37:04	]C24:i3.DEFENDER-50 has taken 4 damage from Pavel Artyomov.
[21:37:04	]Pavel Artyomov has hit C24:i3.DEFENDER-50 in the left leg dealing 4 damage (CritChance was 0.17).
[21:37:04	]C24:i3.DEFENDER-50 has taken 4 damage from Pavel Artyomov.
[21:37:05	]joey salads weapon test :) has hit C24.RL.KRAHSLAYER-77 in the head dealing 10 damage (CritChance was 0.01).
[21:37:05	]C24.RL.KRAHSLAYER-77 has taken 10 damage from joey salads weapon test :).
[21:37:05	]C24:i5.COURIER-06 entered observer.
[21:37:06	]C17:RCT.YELLO-25 used command '/Radio minor hits'.
[21:37:06	]C24:i5.COURIER-06 exited observer at their location.
[21:37:08	]C24.RL.KRAHSLAYER-77 is fully healed.
[21:37:09	]C17:RCT.YELLO-25 has hit joey salads weapon test :) in the head dealing 10 damage (CritChance was 0.04).
[21:37:09	]joey salads weapon test :) has taken 10 damage from C17:RCT.YELLO-25.
[21:37:09	]Bob Good has hit C24:RCT.YELLO-11 in the stomach dealing 7 damage (CritChance was 0.26).
[21:37:09	]C24:RCT.YELLO-11 has taken 7 damage from Bob Good.
[21:37:09	]Bob Good has hit C24:RCT.YELLO-11 in the right arm dealing 4 damage (CritChance was 0.19).
[21:37:09	]C24:RCT.YELLO-11 has taken 4 damage from Bob Good.
[21:37:10	]joey salads weapon test :) is fully healed.
[21:37:11	]Testy Mc Test Face ran 'EquipUn' on item 'MP7A1' (#2688583)
[21:37:11	]Bob Good has hit C24.RL.KRAHSLAYER-77 in the chest dealing 8 damage (CritChance was 0.19).
[21:37:11	]C24.RL.KRAHSLAYER-77 has taken 8 damage from Bob Good.
[21:37:11	]Pavel Artyomov has hit C17:RCT.YELLO-25 in the stomach dealing 7 damage (CritChance was 0.19).
[21:37:11	]C17:RCT.YELLO-25 has taken 7 damage from Pavel Artyomov.
[21:37:12	]Testy Mc Test Face ran 'Equip' on item 'MP7A1' (#2688583)
[21:37:12	]Bob Good has hit C24.RL.KRAHSLAYER-77 in the left arm dealing 4 damage (CritChance was 0.19).
[21:37:12	]C24.RL.KRAHSLAYER-77 has taken 4 damage from Bob Good.
[21:37:13	]C24.RL.KRAHSLAYER-77 is fully healed.
[21:37:13	]Tyrone Gun has hit C24.CPT.KRAAS-44 in the head dealing 10 damage (CritChance was 0.02).
[21:37:13	]C24.CPT.KRAAS-44 has taken 10 damage from Tyrone Gun.
[21:37:13	]Tyrone Gun has hit C24.CPT.KRAAS-44 in the head dealing 10 damage (CritChance was 0.02).
[21:37:13	]C24.CPT.KRAAS-44 has taken 10 damage from Tyrone Gun.
[21:37:13	]C24:RCT.YELLO-11 is fully healed.
[21:37:14	]Bob Good has hit C24:RCT.YELLO-11 in the head dealing 10 damage (CritChance was 0.07).
[21:37:14	]C24:RCT.YELLO-11 has taken 10 damage from Bob Good.
[21:37:14	]Bob Good has hit C24:RCT.YELLO-11 in the head dealing 10 damage (CritChance was 0.07).
[21:37:14	]C24:RCT.YELLO-11 has taken 10 damage from Bob Good.
[21:37:14	]Bob Good has hit C24:RCT.YELLO-11 in the head dealing 10 damage (CritChance was 0.07).
[21:37:14	]C24:RCT.YELLO-11 has taken 10 damage from Bob Good.
[21:37:15	]Bob Good has hit C24:RCT.YELLO-11 in the chest dealing 8 damage (CritChance was 0.20).
[21:37:15	]C24:RCT.YELLO-11 has taken 8 damage from Bob Good.
[21:37:15	]Bob Good has critically hit C24:RCT.YELLO-11 in the chest dealing 15 damage (CritChance was 0.20).
[21:37:15	]C24:RCT.YELLO-11 has taken 15 damage from Bob Good.
[21:37:15	]C24.CPT.KRAAS-44 is fully healed.
[21:37:16	]C24:RCT.YELLO-11 has hit Bob Good in the chest dealing 8 damage (CritChance was 0.17).
[21:37:16	]Bob Good has taken 8 damage from C24:RCT.YELLO-11.
[21:37:16	]C24:RCT.YELLO-11 has critically hit Bob Good in the stomach dealing 13 damage (CritChance was 0.23).
[21:37:16	]Bob Good has taken 13 damage from C24:RCT.YELLO-11.
[21:37:16	]C17:RCT.YELLO-25 is fully healed.
[21:37:17	]C24.RL.KRAHSLAYER-77 has hit Bob Good in the chest dealing 8 damage (CritChance was 0.20).
[21:37:17	]Bob Good has taken 8 damage from C24.RL.KRAHSLAYER-77.
[21:37:18	]joey salads weapon test :) has critically hit Bob Good in the left leg dealing 10 damage (CritChance was 0.19).
[21:37:18	]Bob Good has taken 10 damage from joey salads weapon test :).
[21:37:18	]C24:RCT.YELLO-11 is fully healed.
[21:37:19	]C24:i3.DEFENDER-50 has hit joey salads weapon test :) in the stomach dealing 7 damage (CritChance was 0.28).
[21:37:19	]joey salads weapon test :) has taken 7 damage from C24:i3.DEFENDER-50.
[21:37:19	]C24:i3.DEFENDER-50 has hit joey salads weapon test :) in the head dealing 10 damage (CritChance was 0.07).
[21:37:19	]joey salads weapon test :) has taken 10 damage from C24:i3.DEFENDER-50.
[21:37:19	]C24:i3.DEFENDER-50 has hit joey salads weapon test :) in the stomach dealing 7 damage (CritChance was 0.28).
[21:37:19	]joey salads weapon test :) has taken 7 damage from C24:i3.DEFENDER-50.
[21:37:19	]C24:i3.DEFENDER-50 has hit joey salads weapon test :) in the left arm dealing 4 damage (CritChance was 0.21).
[21:37:19	]joey salads weapon test :) has taken 4 damage from C24:i3.DEFENDER-50.
[21:37:19	]C24:i3.DEFENDER-50 has hit joey salads weapon test :) in the chest dealing 8 damage (CritChance was 0.21).
[21:37:19	]joey salads weapon test :) has taken 8 damage from C24:i3.DEFENDER-50.
[21:37:20	]Bob Good is fully healed.
[21:37:20	]joey salads weapon test :) is fully healed.
[21:37:21	]C17:RCT.YELLO-25 used command '/Radio move it'.
[21:37:24	]C24.CPT.KRAAS-44 has hit joey salads weapon test :) in the left leg dealing 4 damage (CritChance was 0.21).
[21:37:24	]joey salads weapon test :) has taken 4 damage from C24.CPT.KRAAS-44.
[21:37:24	]C24.CPT.KRAAS-44 has hit Bob Good in the chest dealing 8 damage (CritChance was 0.21).
[21:37:24	]Bob Good has taken 8 damage from C24.CPT.KRAAS-44.
[21:37:25	]C24:i3.DEFENDER-50 has hit Bob Good in the chest dealing 8 damage (CritChance was 0.21).
[21:37:25	]Bob Good has taken 8 damage from C24:i3.DEFENDER-50.
[21:37:25	]Hank J. Wimleton used command '/ToggleRaise'.
[21:37:25	]Bob Good is fully healed.
[21:37:25	]C24:i3.DEFENDER-50 has hit Bob Good in the chest dealing 8 damage (CritChance was 0.21).
[21:37:25	]Bob Good has taken 8 damage from C24:i3.DEFENDER-50.
[21:37:25	]C24:i3.DEFENDER-50 has hit joey salads weapon test :) in the head dealing 10 damage (CritChance was 0.07).
[21:37:25	]joey salads weapon test :) has taken 10 damage from C24:i3.DEFENDER-50.
[21:37:25	]joey salads weapon test :) is fully healed.
[21:37:27	]Hank J. Wimleton used command '/ToggleRaise'.
[21:37:30	]Bob Good is fully healed.
[21:37:32	]Tyrone Gun has hit C24.RL.KRAHSLAYER-77 in the left arm dealing 4 damage (CritChance was 0.14).
[21:37:32	]C24.RL.KRAHSLAYER-77 has taken 4 damage from Tyrone Gun.
[21:37:32	]C24.RL.KRAHSLAYER-77 has hit Tyrone Gun in the left arm dealing 4 damage (CritChance was 0.17).
[21:37:32	]Tyrone Gun has taken 4 damage from C24.RL.KRAHSLAYER-77.
[21:37:32	]Tyrone Gun has hit C24.RL.KRAHSLAYER-77 in the stomach dealing 7 damage (CritChance was 0.20).
[21:37:32	]C24.RL.KRAHSLAYER-77 has taken 7 damage from Tyrone Gun.
[21:37:33	]C24.RL.KRAHSLAYER-77 is fully healed.
[21:37:33	]Tyrone Gun has hit C24.RL.KRAHSLAYER-77 in the stomach dealing 7 damage (CritChance was 0.20).
[21:37:33	]C24.RL.KRAHSLAYER-77 has taken 7 damage from Tyrone Gun.
[21:37:33	]Tyrone Gun has critically hit C24.RL.KRAHSLAYER-77 in the chest dealing 15 damage (CritChance was 0.14).
[21:37:33	]C24.RL.KRAHSLAYER-77 has taken 15 damage from Tyrone Gun.
[21:37:33	]Tyrone Gun has hit C24.RL.KRAHSLAYER-77 in the left arm dealing 4 damage (CritChance was 0.14).
[21:37:33	]C24.RL.KRAHSLAYER-77 has taken 4 damage from Tyrone Gun.
[21:37:33	][IC] C24:i3.UNION-36: <:: Push up. ::>
[21:37:33	]Tyrone Gun has critically hit C24.RL.KRAHSLAYER-77 in the left arm dealing 10 damage (CritChance was 0.14).
[21:37:33	]C24.RL.KRAHSLAYER-77 has taken 10 damage from Tyrone Gun.
[21:37:33	]Tyrone Gun has critically hit C24.RL.KRAHSLAYER-77 in the left leg dealing 10 damage (CritChance was 0.14).
[21:37:33	]C24.RL.KRAHSLAYER-77 has taken 10 damage from Tyrone Gun.
[21:37:33	]Tyrone Gun has hit C24.RL.KRAHSLAYER-77 in the chest dealing 8 damage (CritChance was 0.14).
[21:37:33	]C24.RL.KRAHSLAYER-77 has taken 8 damage from Tyrone Gun.
[21:37:34	]Tyrone Gun has hit C24.CPT.KRAAS-44 in the head dealing 10 damage (CritChance was 0.02).
[21:37:34	]C24.CPT.KRAAS-44 has taken 10 damage from Tyrone Gun.
[21:37:34	]Tyrone Gun has hit C24.CPT.KRAAS-44 in the chest dealing 8 damage (CritChance was 0.08).
[21:37:34	]C24.CPT.KRAAS-44 has taken 8 damage from Tyrone Gun.
[21:37:34	]Tyrone Gun is fully healed.
[21:37:35	]C24.CPT.KRAAS-44 is fully healed.
[21:37:35	]C24:i5.COURIER-06 has hit Bob Good in the right arm dealing 4 damage (CritChance was 0.19).
[21:37:35	]Bob Good has taken 4 damage from C24:i5.COURIER-06.
[21:37:35	]joey salads weapon test :) ran 'Repair' on item 'Heavy Kevlar Uniform' (#2459179)
[21:37:35	]Repair Plating owned by joey salads weapon test :) just broke due to usage.
[21:37:35	]C24:i5.COURIER-06 has hit Bob Good in the head dealing 10 damage (CritChance was 0.06).
[21:37:35	]Bob Good has taken 10 damage from C24:i5.COURIER-06.
[21:37:38	]C24.RL.KRAHSLAYER-77 is fully healed.
[21:37:39	]Testy Mc Test Face has hit C17:RCT.YELLO-25 in the left leg dealing 4 damage (CritChance was 0.20).
[21:37:39	]C17:RCT.YELLO-25 has taken 4 damage from Testy Mc Test Face.
[21:37:39	]joey salads weapon test :) has hit C17:RCT.YELLO-25 in the right leg dealing 4 damage (CritChance was 0.19).
[21:37:39	]C17:RCT.YELLO-25 has taken 4 damage from joey salads weapon test :).
[21:37:39	]C17:RCT.YELLO-25 has hit joey salads weapon test :) in the stomach dealing 7 damage (CritChance was 0.29).
[21:37:39	]joey salads weapon test :) has taken 7 damage from C17:RCT.YELLO-25.
[21:37:39	]C17:RCT.YELLO-25 has hit joey salads weapon test :) in the right arm dealing 4 damage (CritChance was 0.22).
[21:37:39	]joey salads weapon test :) has taken 4 damage from C17:RCT.YELLO-25.
[21:37:39	][LOOC] Hank J. Wimleton: you can crouch jump up there
[21:37:39	]C24:i3.DEFENDER-50 has hit joey salads weapon test :) in the chest dealing 8 damage (CritChance was 0.22).
[21:37:39	]joey salads weapon test :) has taken 8 damage from C24:i3.DEFENDER-50.
[21:37:39	]C24:i3.DEFENDER-50 has hit joey salads weapon test :) in the left arm dealing 4 damage (CritChance was 0.22).
[21:37:39	]joey salads weapon test :) has taken 4 damage from C24:i3.DEFENDER-50.
[21:37:40	]Bob Good is fully healed.
[21:37:40	]C24:i3.DEFENDER-50 has hit joey salads weapon test :) in the chest dealing 8 damage (CritChance was 0.22).
[21:37:40	]joey salads weapon test :) has taken 8 damage from C24:i3.DEFENDER-50.
[21:37:40	]C24:i3.DEFENDER-50 has hit joey salads weapon test :) in the left arm dealing 4 damage (CritChance was 0.22).
[21:37:40	]joey salads weapon test :) has taken 4 damage from C24:i3.DEFENDER-50.
[21:37:40	]C24:i3.DEFENDER-50 has hit joey salads weapon test :) in the left leg dealing 4 damage (CritChance was 0.22).
[21:37:40	]joey salads weapon test :) has taken 4 damage from C24:i3.DEFENDER-50.
[21:37:40	]C17:RCT.YELLO-25 has hit Testy Mc Test Face in the chest dealing 8 damage (CritChance was 0.21).
[21:37:40	]Testy Mc Test Face has taken 8 damage from C17:RCT.YELLO-25.
[21:37:40	]C17:RCT.YELLO-25 has hit Testy Mc Test Face in the chest dealing 8 damage (CritChance was 0.21).
[21:37:40	]Testy Mc Test Face has taken 8 damage from C17:RCT.YELLO-25.
[21:37:40	]Testy Mc Test Face is fully healed.
[21:37:40	]joey salads weapon test :) is fully healed.
[21:37:41	][IC] Bob Good: Need more armor...
[21:37:41	]C17:RCT.YELLO-25 is fully healed.
[21:37:42	]C24:i5.COURIER-06 has critically hit Tyrone Gun in the left arm dealing 10 damage (CritChance was 0.13).
[21:37:42	]Tyrone Gun has taken 10 damage from C24:i5.COURIER-06.
[21:37:43	][IC] C24:RCT.YELLO-11: <:: ITS BROKEN. ::>
[21:37:43	][Y] joey salads weapon test :): LEFT SIDE.
[21:37:44	]C24:i3.UNION-36 has hit Bob Good in the head dealing 10 damage (CritChance was 0.07).
[21:37:44	]Bob Good has taken 10 damage from C24:i3.UNION-36.
[21:37:44	]Testy Mc Test Face has hit C24:i3.DEFENDER-50 in the left leg dealing 4 damage (CritChance was 0.37).
[21:37:44	]C24:i3.DEFENDER-50 has taken 4 damage from Testy Mc Test Face.
[21:37:44	]Testy Mc Test Face has hit C24:i3.DEFENDER-50 in the left leg dealing 4 damage (CritChance was 0.37).
[21:37:44	]C24:i3.DEFENDER-50 has taken 4 damage from Testy Mc Test Face.
[21:37:44	]Testy Mc Test Face has hit C24:i3.DEFENDER-50 in the left leg dealing 4 damage (CritChance was 0.37).
[21:37:44	]C24:i3.DEFENDER-50 has taken 4 damage from Testy Mc Test Face.
[21:37:44	]C24:i3.UNION-36 has hit Bob Good in the chest dealing 8 damage (CritChance was 0.22).
[21:37:44	]Bob Good has taken 8 damage from C24:i3.UNION-36.
[21:37:44	]Tyrone Gun is fully healed.
[21:37:45	]Hank J. Wimleton used command '/ToggleRaise'.
[21:37:45	][IC] C24.RL.KRAHSLAYER-77: <:: Boost me. ::>
[21:37:45	]Adalia Torres ran SAM command 'armor' with arguments: 'adalia' '50'
[21:37:47	][Y] C24.RL.KRAHSLAYER-77: <:: BOOST ME. ::>
[21:37:49	]Hank J. Wimleton has hit C17:RCT.YELLO-25 in the head dealing 10 damage (CritChance was 0.07).
[21:37:49	]C17:RCT.YELLO-25 has taken 10 damage from Hank J. Wimleton.
[21:37:51	]Adalia Torres ran SAM command 'hp' with arguments: 'adalia' '100'
[21:37:51	]C17:RCT.YELLO-25 is fully healed.
[21:37:52	]Testy Mc Test Face has critically hit C24:i3.DEFENDER-50 in the chest dealing 15 damage (CritChance was 0.37).
[21:37:52	]C24:i3.DEFENDER-50 has taken 15 damage from Testy Mc Test Face.
[21:37:52	]Testy Mc Test Face has hit C24:i3.DEFENDER-50 in the chest dealing 8 damage (CritChance was 0.37).
[21:37:52	]C24:i3.DEFENDER-50 has taken 8 damage from Testy Mc Test Face.
[21:37:52	]Testy Mc Test Face has hit C24:i3.DEFENDER-50 in the chest dealing 8 damage (CritChance was 0.37).
[21:37:52	]C24:i3.DEFENDER-50 has taken 8 damage from Testy Mc Test Face.
[21:37:52	]Testy Mc Test Face has hit C24:i3.DEFENDER-50 in the chest dealing 8 damage (CritChance was 0.37).
[21:37:52	]C24:i3.DEFENDER-50 has taken 8 damage from Testy Mc Test Face.
[21:37:55	][OOC] C24:i3.UNION-36: why is 50 huge..
[21:37:58	]C17:RCT.YELLO-25 has critically hit Hank J. Wimleton in the left leg dealing 10 damage (CritChance was 0.22).
[21:37:58	]Hank J. Wimleton has taken 10 damage from C17:RCT.YELLO-25.
[21:37:58	]C17:RCT.YELLO-25 has hit Hank J. Wimleton in the chest dealing 8 damage (CritChance was 0.22).
[21:37:58	]Hank J. Wimleton has taken 8 damage from C17:RCT.YELLO-25.
[21:37:58	]C17:RCT.YELLO-25 has hit Hank J. Wimleton in the right arm dealing 4 damage (CritChance was 0.22).
[21:37:58	]Hank J. Wimleton has taken 4 damage from C17:RCT.YELLO-25.
[21:37:58	]C17:RCT.YELLO-25 has hit Hank J. Wimleton in the head dealing 10 damage (CritChance was 0.07).
[21:37:58	]Hank J. Wimleton has taken 10 damage from C17:RCT.YELLO-25.
[21:37:59	]C17:RCT.YELLO-25 has hit Hank J. Wimleton in the left leg dealing 4 damage (CritChance was 0.22).
[21:37:59	]Hank J. Wimleton has taken 4 damage from C17:RCT.YELLO-25.
[21:37:59	]C24.CPT.KRAAS-44 has critically hit Hank J. Wimleton in the head dealing 20 damage (CritChance was 0.07).
[21:37:59	]Hank J. Wimleton has taken 20 damage from C24.CPT.KRAAS-44.
[21:37:59	]C24.CPT.KRAAS-44 has critically hit Hank J. Wimleton in the head dealing 20 damage (CritChance was 0.07).
[21:37:59	]Hank J. Wimleton has taken 20 damage from C24.CPT.KRAAS-44.
[21:37:59	]C24.CPT.KRAAS-44 has hit Hank J. Wimleton in the head dealing 10 damage (CritChance was 0.07).
[21:37:59	]Hank J. Wimleton has taken 10 damage from C24.CPT.KRAAS-44.
[21:37:59	]C24.CPT.KRAAS-44 has hit Hank J. Wimleton in the head dealing 10 damage (CritChance was 0.07).
[21:37:59	]Hank J. Wimleton has taken 10 damage from C24.CPT.KRAAS-44.
[21:37:59	]C24.CPT.KRAAS-44 has hit Hank J. Wimleton in the head dealing 10 damage (CritChance was 0.07).
[21:37:59	]Hank J. Wimleton has taken 10 damage from C24.CPT.KRAAS-44.
[21:37:59	]C24.CPT.KRAAS-44 has hit Hank J. Wimleton in the head dealing 10 damage (CritChance was 0.14).
[21:37:59	]Hank J. Wimleton has taken 10 damage from C24.CPT.KRAAS-44.
