[06:41:36	]TRL has connected.
[14:34:08	]Vahh'Brun-Nox has fired a toolgun with the name: nocollideworld
[14:34:55	]Vahh'Brun-Nox has spawned a 'Entity [5847][pfx1_0c]'.
[14:35:04	]Vahh'Brun-Nox has spawned a 'Entity [5847][sent_vj_fireplace]'.
[14:35:08	]Vahh'Brun-Nox has spawned a 'Entity [5849][sent_vj_fireplace]'.
[14:35:10	]Vahh'Brun-Nox has fired a toolgun with the name: nocollideworld
[14:35:30	]Vahh'Brun-Nox entered observer.
[14:36:51	]Vahh'Brun-Nox opened the '(1) Fire Rescue' #119974 container.
[14:36:54	]Vahh'Brun-Nox closed the '(1) Fire Rescue' #119974 container.
[14:36:59	]Vahh'Brun-Nox has fired a toolgun with the name: remover
[14:37:00	]Vahh'Brun-Nox opened the '(1) Fire Supression' #119973 container.
[14:37:02	]Vahh'Brun-Nox closed the '(1) Fire Supression' #119973 container.
[14:37:02	]Vahh'Brun-Nox has fired a toolgun with the name: remover
[14:37:03	]Vahh'Brun-Nox has fired a toolgun with the name: remover
[14:37:05	]Vahh'Brun-Nox has fired a toolgun with the name: remover
[14:37:06	]Container 'CMRU loose scripts' removed (inv #116940; model: models/props_junk/wood_crate002a.mdl) with 0 chips and items:  Chemistry Workbench (#2600082); Walkthrough Guide for GC-MS (#2502660); ＸＣＥ－０１２－β Research Notes (#2415969); ＸＣＥ－０１２－β Research Notes (#2426895); SSF-XM-X1 Vessel CAD Simulations (#2532287); Assessed Results of DNA Seq./GC-MS (#2497343); ＸＣＥ－０１２－β： Ｐｈａｓｅ　Ｔｗｏ (cont) (#2476225); ﻿ＸＣＥ－０１２－β： Ｐｈａｓｅ　Ｔｗｏ (#2476224); Crafting Workbench (#2600083); ＸＣＥ－０１２－β Field Extraction  (#2502661);
[14:37:07	]Vahh'Brun-Nox has fired a toolgun with the name: remover
[14:37:08	]Container 'Medium File Cabinet' removed (inv #110592; model: models/props_wasteland/controlroom_filecabinet002a.mdl) with 0 chips and items:  2x Vegetable Package (#2490105); 2x Raw Artificial Meat (#2490118); 1x Saturated Flour (#2490108); 1x Margarine Product (#2490112); POS Terminal (#2383215); 1x Egg Protein Package (#2490111); POS Terminal (#2384072); Kitchen Spoon (#2490109); POS Terminal (#2383220); Cooking pot (#2490107); 1x Crafting Water (#2511024);
[14:37:10	]Vahh'Brun-Nox has fired a toolgun with the name: remover
[14:37:11	]Container 'Ipati Yakovlev' removed (inv #101442; model: models/props_interiors/desk_executive.mdl) with 0 chips and items:  Benefactor Edition Cigarette Pack (#2383993); Red Wine (#2395965); 52-Card Deck (#2383940); s.4 Wilkinson Morality Notice (#2056880); SECON Meeting Schedule (#2384044); Proposal for the next SECON meeting (#2505785); Your Proposal (#2505784);
[14:37:12	]Vahh'Brun-Nox opened the 'Workbenches for Sewer Base w/ Secret Room' #116942 container.
[14:37:15	]Vahh'Brun-Nox closed the 'Workbenches for Sewer Base w/ Secret Room' #116942 container.
[14:37:15	]Vahh'Brun-Nox has fired a toolgun with the name: remover
[14:37:16	]Vahh'Brun-Nox has fired a toolgun with the name: remover
[14:37:16	]Vahh'Brun-Nox has fired a toolgun with the name: remover
[14:37:16	]Container 'Workbenches for Sewer Base w/ Secret Room' removed (inv #116942; model: models/props_junk/wood_crate002a.mdl) with 0 chips and items:  Chemistry Bench Assembly Kit (#2600091); Crafting Bench Assembly Kit (#2600093); Mixer (#2600094); Metal Bench Assembly Kit (#2600092); Rusty Oven Assembly Kit (#2600090);
[14:37:17	]Container 'Blast Door Base Workbenches' removed (inv #116943; model: models/props_junk/wood_crate002a.mdl) with 0 chips and items:  Rusty Oven Assembly Kit (#2600095); Metal Bench Assembly Kit (#2600097); Crafting Bench Assembly Kit (#2600096);
[14:37:17	]Container 'Arcade Base Workbenches' removed (inv #116944; model: models/props_junk/wood_crate002a.mdl) with 0 chips and items:  Rusty Oven Assembly Kit (#2600101); Metal Bench Assembly Kit (#2600099); Crafting Bench Assembly Kit (#2600098); Mixer (#2600100);
[14:37:24	]Vahh'Brun-Nox has fired a toolgun with the name: remover
[14:37:24	]Vahh'Brun-Nox has fired a toolgun with the name: remover
[14:37:37	]Vahh'Brun-Nox has fired a toolgun with the name: material
[14:37:40	]Vahh'Brun-Nox has fired a toolgun with the name: material
[14:37:42	]Vahh'Brun-Nox has fired a toolgun with the name: material
[14:37:46	]Vahh'Brun-Nox has fired a toolgun with the name: material
[14:37:49	]Vahh'Brun-Nox has fired a toolgun with the name: material
[14:37:54	]Vahh'Brun-Nox has fired a toolgun with the name: material
[14:37:59	]Vahh'Brun-Nox has fired a toolgun with the name: material
[14:38:00	]Vahh'Brun-Nox has fired a toolgun with the name: material
[14:38:03	]Vahh'Brun-Nox has fired a toolgun with the name: material
[14:38:04	]Vahh'Brun-Nox has fired a toolgun with the name: material
[14:38:05	]Vahh'Brun-Nox has fired a toolgun with the name: material
[14:38:06	]Vahh'Brun-Nox has fired a toolgun with the name: material
[14:38:07	]Vahh'Brun-Nox has fired a toolgun with the name: material
[14:38:08	]Vahh'Brun-Nox has fired a toolgun with the name: material
[14:38:10	]Vahh'Brun-Nox has fired a toolgun with the name: material
[14:38:33	]Vahh'Brun-Nox has fired a toolgun with the name: advdupe2
[14:38:33	]Vahh'Brun-Nox has spawned 'models/props/ar_lunacy/moon_rocks/moon_cliff.mdl'.
[14:38:33	]Vahh'Brun-Nox has spawned 'models/hunter/plates/plate32x32.mdl'.
[14:38:33	]Vahh'Brun-Nox has spawned a 'Entity [182][ix_wncontainer]'.
[14:38:33	]Vahh'Brun-Nox has spawned a 'Entity [183][ix_wncontainer]'.
[14:38:33	]Vahh'Brun-Nox has spawned a 'Entity [184][ix_wncontainer]'.
[14:38:34	]Vahh'Brun-Nox has spawned 'models/props/ar_lunacy/moon_rocks/moon_cliff.mdl'.
[14:38:34	]Vahh'Brun-Nox has spawned 'models/props/hr_massive/rock_wall_4/rock_wall_4.mdl'.
[14:38:34	]Vahh'Brun-Nox has spawned 'models/props/ar_lunacy/moon_rocks/moon_cliff.mdl'.
[14:38:34	]Vahh'Brun-Nox has spawned 'models/hunter/plates/plate32x32.mdl'.
[14:38:34	]Vahh'Brun-Nox has spawned a 'Entity [5411][ix_wncontainer]'.
[14:38:34	]Vahh'Brun-Nox has spawned 'models/props/ar_lunacy/moon_rocks/moon_cliff.mdl'.
[14:38:34	]Vahh'Brun-Nox has spawned 'models/hunter/plates/plate32x32.mdl'.
[14:38:34	]Vahh'Brun-Nox has spawned 'models/props/ar_lunacy/moon_rocks/moon_cliff.mdl'.
[14:38:34	]Vahh'Brun-Nox has spawned 'models/props/hr_massive/rock_wall_4/rock_wall_4.mdl'.
[14:38:34	]Vahh'Brun-Nox has spawned 'models/hunter/plates/plate32x32.mdl'.
[14:38:34	]Vahh'Brun-Nox has spawned 'models/props/hr_massive/rock_wall_4/rock_wall_4.mdl'.
[14:38:34	]Vahh'Brun-Nox has spawned 'models/scene_building/small_rooms/2door_opp.mdl'.
[14:38:34	]Vahh'Brun-Nox has spawned 'models/hunter/plates/plate32x32.mdl'.
[14:38:34	]Vahh'Brun-Nox has spawned 'models/props/ar_lunacy/moon_rocks/moon_cliff.mdl'.
[14:38:34	]Vahh'Brun-Nox has spawned 'models/hunter/plates/plate32x32.mdl'.
[14:38:34	]Vahh'Brun-Nox has spawned 'models/hunter/plates/plate32x32.mdl'.
[14:38:34	]Vahh'Brun-Nox has spawned a 'Entity [5859][ix_wncontainer]'.
[14:38:34	]Vahh'Brun-Nox has spawned 'models/props/ar_lunacy/moon_rocks/moon_cliff.mdl'.
[14:38:34	]Vahh'Brun-Nox has spawned a 'Entity [5861][ix_wncontainer]'.
[14:38:34	]Vahh'Brun-Nox has spawned 'models/props/hr_massive/rock_wall_4/rock_wall_4.mdl'.
[14:38:35	]Vahh'Brun-Nox has spawned a 'Entity [5863][ix_wncontainer]'.
[14:38:35	]Vahh'Brun-Nox has spawned a 'Entity [5864][ix_wncontainer]'.
[14:38:35	]Vahh'Brun-Nox has spawned 'models/props/coop_kashbah/prison_door/prison_door.mdl'.
[14:38:35	]Vahh'Brun-Nox has spawned 'models/scene_building/small_rooms/stairs_straight.mdl'.
[14:38:35	]Vahh'Brun-Nox has spawned 'models/props/hr_massive/rock_wall_4/rock_wall_4.mdl'.
[14:38:35	]Vahh'Brun-Nox has spawned 'models/props/ar_lunacy/moon_rocks/moon_cliff.mdl'.
[14:38:35	]Vahh'Brun-Nox has spawned 'models/hunter/plates/plate32x32.mdl'.
[14:38:35	]Vahh'Brun-Nox has spawned 'models/props/hr_massive/rock_wall_4/rock_wall_4.mdl'.
[14:38:35	]Vahh'Brun-Nox has spawned 'models/props/hr_massive/rock_wall_4/rock_wall_4.mdl'.
[14:38:35	]Vahh'Brun-Nox has spawned 'models/props/ar_lunacy/moon_rocks/moon_cliff.mdl'.
[14:38:35	]Vahh'Brun-Nox has spawned 'models/hunter/plates/plate32x32.mdl'.
[14:38:35	]Vahh'Brun-Nox has spawned 'models/props/ar_lunacy/moon_rocks/moon_cliff.mdl'.
[14:38:35	]Vahh'Brun-Nox has spawned 'models/props_phx/construct/metal_plate2x4.mdl'.
[14:38:35	]Vahh'Brun-Nox has spawned a 'Entity [5876][sent_vj_fireplace]'.
[14:38:35	]Vahh'Brun-Nox has spawned 'models/props/ar_lunacy/moon_rocks/moon_cliff.mdl'.
[14:38:35	]Vahh'Brun-Nox has spawned a 'Entity [5878][ix_item]'.
[14:38:59	]Vahh'Brun-Nox has fired a toolgun with the name: advdupe2
[14:38:59	]Vahh'Brun-Nox has spawned 'models/props/ar_lunacy/moon_rocks/moon_cliff.mdl'.
[14:39:00	]Vahh'Brun-Nox has spawned 'models/hunter/plates/plate32x32.mdl'.
[14:39:00	]Vahh'Brun-Nox has spawned 'models/props/ar_lunacy/moon_rocks/moon_cliff.mdl'.
[14:39:00	]Vahh'Brun-Nox has spawned 'models/props/hr_massive/rock_wall_4/rock_wall_4.mdl'.
[14:39:00	]Vahh'Brun-Nox has spawned 'models/props/ar_lunacy/moon_rocks/moon_cliff.mdl'.
[14:39:00	]Vahh'Brun-Nox has spawned 'models/hunter/plates/plate32x32.mdl'.
[14:39:00	]Vahh'Brun-Nox has spawned 'models/props/ar_lunacy/moon_rocks/moon_cliff.mdl'.
[14:39:00	]Vahh'Brun-Nox has spawned 'models/props/hr_massive/rock_wall_4/rock_wall_4.mdl'.
[14:39:00	]Vahh'Brun-Nox has spawned 'models/props/ar_lunacy/moon_rocks/moon_cliff.mdl'.
[14:39:00	]Vahh'Brun-Nox has spawned 'models/hunter/plates/plate32x32.mdl'.
[14:39:00	]Vahh'Brun-Nox has spawned 'models/props/ar_lunacy/moon_rocks/moon_cliff.mdl'.
[14:39:00	]Vahh'Brun-Nox has spawned 'models/props/ar_lunacy/moon_rocks/moon_cliff.mdl'.
[14:39:00	]Vahh'Brun-Nox has spawned 'models/props/hr_massive/rock_wall_4/rock_wall_4.mdl'.
[14:39:00	]Vahh'Brun-Nox has spawned 'models/hunter/plates/plate32x32.mdl'.
[14:39:00	]Vahh'Brun-Nox has spawned 'models/props/ar_lunacy/moon_rocks/moon_cliff.mdl'.
[14:39:00	]Vahh'Brun-Nox has spawned 'models/props/hr_massive/rock_wall_4/rock_wall_4.mdl'.
[14:39:00	]Vahh'Brun-Nox has spawned 'models/props/ar_lunacy/moon_rocks/moon_cliff.mdl'.
[14:39:00	]Vahh'Brun-Nox has spawned a 'Entity [5855][sent_vj_fireplace]'.
[14:39:00	]Vahh'Brun-Nox has spawned 'models/props/hr_massive/rock_wall_4/rock_wall_4.mdl'.
[14:39:00	]Vahh'Brun-Nox has spawned 'models/props/ar_lunacy/moon_rocks/moon_cliff.mdl'.
[14:39:00	]Vahh'Brun-Nox has spawned 'models/props/ar_lunacy/moon_rocks/moon_cliff.mdl'.
[14:39:01	]Vahh'Brun-Nox has spawned 'models/hunter/plates/plate32x32.mdl'.
[14:39:01	]Vahh'Brun-Nox has spawned 'models/props/ar_lunacy/moon_rocks/moon_cliff.mdl'.
[14:39:01	]Vahh'Brun-Nox has spawned 'models/props/ar_lunacy/moon_rocks/moon_cliff.mdl'.
[14:39:01	]Vahh'Brun-Nox has spawned 'models/props/hr_massive/rock_wall_4/rock_wall_4.mdl'.
[14:39:01	]Vahh'Brun-Nox has spawned 'models/props/ar_lunacy/moon_rocks/moon_cliff.mdl'.
[14:39:01	]Vahh'Brun-Nox has spawned 'models/hunter/plates/plate32x32.mdl'.
[14:39:01	]Vahh'Brun-Nox has spawned 'models/hunter/plates/plate32x32.mdl'.
[14:39:01	]Vahh'Brun-Nox has spawned 'models/hunter/plates/plate32x32.mdl'.
[14:39:01	]Vahh'Brun-Nox has spawned 'models/props/hr_massive/rock_wall_4/rock_wall_4.mdl'.
[14:39:01	]Vahh'Brun-Nox has spawned 'models/props/ar_lunacy/moon_rocks/moon_cliff.mdl'.
[14:39:01	]Vahh'Brun-Nox has spawned 'models/props/hr_massive/rock_wall_4/rock_wall_4.mdl'.
[14:39:01	]Vahh'Brun-Nox has spawned 'models/hunter/plates/plate32x32.mdl'.
[14:39:01	]Vahh'Brun-Nox has spawned 'models/props/hr_massive/rock_wall_4/rock_wall_4.mdl'.
[14:39:01	]Vahh'Brun-Nox has spawned 'models/props/hr_massive/rock_wall_4/rock_wall_4.mdl'.
[14:39:53	]Vahh'Brun-Nox has fired a toolgun with the name: advdupe2
[14:39:53	]Vahh'Brun-Nox has spawned 'models/props/ar_lunacy/moon_rocks/moon_cliff.mdl'.
[14:39:53	]Vahh'Brun-Nox has spawned 'models/hunter/plates/plate32x32.mdl'.
[14:39:53	]Vahh'Brun-Nox has spawned 'models/props/ar_lunacy/moon_rocks/moon_cliff.mdl'.
[14:39:53	]Vahh'Brun-Nox has spawned 'models/props/hr_massive/rock_wall_4/rock_wall_4.mdl'.
[14:39:53	]Vahh'Brun-Nox has spawned 'models/props/ar_lunacy/moon_rocks/moon_cliff.mdl'.
[14:39:53	]Vahh'Brun-Nox has spawned 'models/hunter/plates/plate32x32.mdl'.
[14:39:53	]Vahh'Brun-Nox has spawned 'models/props/ar_lunacy/moon_rocks/moon_cliff.mdl'.
[14:39:53	]Vahh'Brun-Nox has spawned 'models/props/hr_massive/rock_wall_4/rock_wall_4.mdl'.
[14:39:53	]Vahh'Brun-Nox has spawned 'models/props/ar_lunacy/moon_rocks/moon_cliff.mdl'.
[14:39:53	]Vahh'Brun-Nox has spawned 'models/hunter/plates/plate32x32.mdl'.
[14:39:54	]Vahh'Brun-Nox has spawned 'models/props/ar_lunacy/moon_rocks/moon_cliff.mdl'.
[14:39:54	]Vahh'Brun-Nox has spawned 'models/props/ar_lunacy/moon_rocks/moon_cliff.mdl'.
[14:39:54	]Vahh'Brun-Nox has spawned 'models/props/hr_massive/rock_wall_4/rock_wall_4.mdl'.
[14:39:54	]Vahh'Brun-Nox has spawned 'models/hunter/plates/plate32x32.mdl'.
[14:39:54	]Vahh'Brun-Nox has spawned 'models/props/ar_lunacy/moon_rocks/moon_cliff.mdl'.
[14:39:54	]Vahh'Brun-Nox has spawned 'models/props/hr_massive/rock_wall_4/rock_wall_4.mdl'.
[14:39:54	]Vahh'Brun-Nox has spawned 'models/props/ar_lunacy/moon_rocks/moon_cliff.mdl'.
[14:39:54	]Vahh'Brun-Nox has spawned a 'Entity [5806][sent_vj_fireplace]'.
[14:39:54	]Vahh'Brun-Nox has spawned 'models/props/hr_massive/rock_wall_4/rock_wall_4.mdl'.
[14:39:54	]Vahh'Brun-Nox has spawned 'models/props/ar_lunacy/moon_rocks/moon_cliff.mdl'.
[14:39:54	]Vahh'Brun-Nox has spawned 'models/props/ar_lunacy/moon_rocks/moon_cliff.mdl'.
[14:39:54	]Vahh'Brun-Nox has spawned 'models/hunter/plates/plate32x32.mdl'.
[14:39:54	]Vahh'Brun-Nox has spawned 'models/props/ar_lunacy/moon_rocks/moon_cliff.mdl'.
[14:39:54	]Vahh'Brun-Nox has spawned 'models/props/ar_lunacy/moon_rocks/moon_cliff.mdl'.
[14:39:54	]Vahh'Brun-Nox has spawned 'models/props/hr_massive/rock_wall_4/rock_wall_4.mdl'.
[14:39:54	]Vahh'Brun-Nox has spawned 'models/props/ar_lunacy/moon_rocks/moon_cliff.mdl'.
[14:39:54	]Vahh'Brun-Nox has spawned 'models/hunter/plates/plate32x32.mdl'.
[14:39:54	]Vahh'Brun-Nox has spawned 'models/hunter/plates/plate32x32.mdl'.
[14:39:54	]Vahh'Brun-Nox has spawned 'models/hunter/plates/plate32x32.mdl'.
[14:39:54	]Vahh'Brun-Nox has spawned 'models/props/hr_massive/rock_wall_4/rock_wall_4.mdl'.
[14:39:55	]Vahh'Brun-Nox has spawned 'models/props/ar_lunacy/moon_rocks/moon_cliff.mdl'.
[14:39:55	]Vahh'Brun-Nox has spawned 'models/props/hr_massive/rock_wall_4/rock_wall_4.mdl'.
[14:39:55	]Vahh'Brun-Nox has spawned 'models/hunter/plates/plate32x32.mdl'.
[14:39:55	]Vahh'Brun-Nox has spawned 'models/props/hr_massive/rock_wall_4/rock_wall_4.mdl'.
[14:39:55	]Vahh'Brun-Nox has spawned 'models/props/hr_massive/rock_wall_4/rock_wall_4.mdl'.
[14:40:00	]Vahh'Brun-Nox exited observer at their location.
[14:40:04	]Vahh'Brun-Nox used command '/ToggleVortalVision'.
[14:40:11	]Vahh'Brun-Nox has used a context menu option with the name: remove
[14:40:17	]Vahh'Brun-Nox has spawned a 'Entity [5806][pfx1_0c]'.
[14:40:19	]Vahh'Brun-Nox used command '/ToggleVortalVision'.
[14:40:27	]Vahh'Brun-Nox has spawned a 'Entity [5806][sent_vj_fireplace]'.
[14:40:33	]Vahh'Brun-Nox used command '/ToggleVortalVision'.
[14:40:37	]Vahh'Brun-Nox used command '/ToggleVortalVision'.
[14:41:05	]Vahh'Brun-Nox has spawned a 'Entity [5836][sent_vj_fireplace]'.
[14:41:12	]Vahh'Brun-Nox has spawned a 'Entity [5836][pfx1_0c]'.
[14:41:22	]Vahh'Brun-Nox has spawned a 'Entity [5836][pfx1_00]'.
[14:41:26	]Vahh'Brun-Nox has spawned a 'Entity [5837][pfx1_01]'.
[14:41:35	]Vahh'Brun-Nox has spawned a 'Entity [5836][pfx1_01]'.
[14:41:52	]Vahh'Brun-Nox has spawned a 'Entity [5806][sent_vj_fireplace]'.
[14:42:27	]Vahh'Brun-Nox entered observer.
[14:42:28	]Vahh'Brun-Nox exited observer at their location.
[14:42:29	]Vahh'Brun-Nox has taken 5 damage from prop_physics.
[14:42:29	]Vahh'Brun-Nox entered observer.
[14:42:34	]Vahh'Brun-Nox exited observer at their location.
[14:42:47	]Vahh'Brun-Nox entered observer.
[14:42:48	]Vahh'Brun-Nox exited observer at their location.
[14:42:59	]Vahh'Brun-Nox entered observer.
[14:43:11	]Vahh'Brun-Nox exited observer at their location.
[14:43:20	]Vahh'Brun-Nox has spawned a 'Entity [5836][pfx1_03]'.
[14:43:35	]Vahh'Brun-Nox has spawned a 'Entity [5836][pfx4_0b]'.
[14:43:45	]Vahh'Brun-Nox has spawned a 'Entity [5835][pfx4_09]'.
[14:44:00	]Vahh'Brun-Nox has spawned a 'Entity [5835][pfx2_05]'.
[14:44:06	]Vahh'Brun-Nox has spawned a 'Entity [5835][pfxcom1]'.
[14:44:29	]Vahh'Brun-Nox has spawned a 'Entity [5835][pfx5_02]'.
[14:44:34	]Vahh'Brun-Nox has spawned a 'Entity [5835][pfx5_02]'.
[14:44:45	]Vahh'Brun-Nox has spawned a 'Entity [5836][pfx5_02]'.
[14:44:50	]Vahh'Brun-Nox has spawned a 'Entity [5837][pfx5_01]'.
[14:44:59	]Vahh'Brun-Nox has spawned a 'Entity [5838][pfx5_03]'.
[14:45:13	]Vahh'Brun-Nox has spawned a 'Entity [5835][pfx5_03]'.
[14:45:25	]Vahh'Brun-Nox has spawned a 'Entity [5836][pfx5_01]'.
[14:45:30	]Vahh'Brun-Nox has spawned a 'Entity [5837][pfx5_01]'.
[14:45:37	]Vahh'Brun-Nox has spawned a 'Entity [5838][pfx5_01]'.
[14:45:39	]Vahh'Brun-Nox has spawned a 'Entity [5839][pfx5_01]'.
[14:45:46	]Vahh'Brun-Nox has spawned a 'Entity [5840][pfx5_01]'.
[14:45:58	]Vahh'Brun-Nox entered observer.
[14:45:59	]Vahh'Brun-Nox exited observer at their location.
[14:46:02	]Vahh'Brun-Nox entered observer.
[14:46:03	]Vahh'Brun-Nox exited observer at their location.
[14:46:04	]Vahh'Brun-Nox entered observer.
[14:46:05	]Vahh'Brun-Nox exited observer at their location.
[14:46:33	]Vahh'Brun-Nox entered observer.
[14:46:36	]Mango (STEAM_0:0:544539350) has disconnected.
[14:49:12	]Mango has connected.
[14:49:38	]Commissar_Krieger has connected.
[14:49:44	]Mango loaded the character 'Vahh'Brun-Nox'
[14:49:45	]Vahh'Brun-Nox has taken 18 damage from worldspawn.
[14:49:52	][OOC] Vahh'Brun-Nox: a
[14:50:02	]Vahh'Brun-Nox entered observer.
[14:50:19	]Vahh'Brun-Nox has fired a toolgun with the name: advdupe2
[14:50:19	]Vahh'Brun-Nox has spawned 'models/props/ar_lunacy/moon_rocks/moon_cliff.mdl'.
[14:50:19	]Vahh'Brun-Nox has spawned 'models/hunter/plates/plate32x32.mdl'.
[14:50:19	]Vahh'Brun-Nox has spawned a 'Entity [5796][sent_vj_fireplace]'.
[14:50:19	]Vahh'Brun-Nox has spawned 'models/props/hr_massive/rock_wall_4/rock_wall_4.mdl'.
[14:50:19	]Vahh'Brun-Nox has spawned 'models/props/ar_lunacy/moon_rocks/moon_cliff.mdl'.
[14:50:19	]Commissar_Krieger loaded the character 'Sevastyan Kravchenko'
[14:50:19	]Vahh'Brun-Nox has spawned 'models/hunter/plates/plate32x32.mdl'.
[14:50:19	]Vahh'Brun-Nox has spawned 'models/props/ar_lunacy/moon_rocks/moon_cliff.mdl'.
[14:50:19	]Vahh'Brun-Nox has spawned 'models/props/ar_lunacy/moon_rocks/moon_cliff.mdl'.
[14:50:19	]Vahh'Brun-Nox has spawned 'models/props/ar_lunacy/moon_rocks/moon_cliff.mdl'.
[14:50:19	]Vahh'Brun-Nox has spawned 'models/hunter/plates/plate32x32.mdl'.
[14:50:19	]Vahh'Brun-Nox has spawned 'models/props/hr_massive/rock_wall_4/rock_wall_4.mdl'.
[14:50:20	]Vahh'Brun-Nox has spawned 'models/props/hr_massive/rock_wall_4/rock_wall_4.mdl'.
[14:50:20	]Vahh'Brun-Nox has spawned 'models/hunter/plates/plate32x32.mdl'.
[14:50:20	]Vahh'Brun-Nox has spawned 'models/hunter/plates/plate32x32.mdl'.
[14:50:20	]Vahh'Brun-Nox has spawned 'models/props/ar_lunacy/moon_rocks/moon_cliff.mdl'.
[14:50:20	]Vahh'Brun-Nox has spawned 'models/props/hr_massive/rock_wall_4/rock_wall_4.mdl'.
[14:50:20	]Vahh'Brun-Nox has spawned 'models/props/hr_massive/rock_wall_4/rock_wall_4.mdl'.
[14:50:20	]Vahh'Brun-Nox has spawned 'models/props/ar_lunacy/moon_rocks/moon_cliff.mdl'.
[14:50:20	]Vahh'Brun-Nox has spawned 'models/props/hr_massive/rock_wall_4/rock_wall_4.mdl'.
[14:50:20	]Vahh'Brun-Nox has spawned 'models/props/ar_lunacy/moon_rocks/moon_cliff.mdl'.
[14:50:20	]Vahh'Brun-Nox has spawned 'models/props/ar_lunacy/moon_rocks/moon_cliff.mdl'.
[14:50:20	]Vahh'Brun-Nox has spawned 'models/hunter/plates/plate32x32.mdl'.
[14:50:20	]Vahh'Brun-Nox has spawned 'models/props/ar_lunacy/moon_rocks/moon_cliff.mdl'.
[14:50:20	]Vahh'Brun-Nox has spawned 'models/props/ar_lunacy/moon_rocks/moon_cliff.mdl'.
[14:50:20	]Vahh'Brun-Nox has spawned 'models/props/ar_lunacy/moon_rocks/moon_cliff.mdl'.
[14:50:20	]Vahh'Brun-Nox has spawned 'models/props/hr_massive/rock_wall_4/rock_wall_4.mdl'.
[14:50:20	]Vahh'Brun-Nox has spawned 'models/props/ar_lunacy/moon_rocks/moon_cliff.mdl'.
[14:50:20	]Vahh'Brun-Nox has spawned 'models/props/hr_massive/rock_wall_4/rock_wall_4.mdl'.
[14:50:20	]Vahh'Brun-Nox has spawned 'models/hunter/plates/plate32x32.mdl'.
[14:50:20	]Vahh'Brun-Nox has spawned 'models/props/ar_lunacy/moon_rocks/moon_cliff.mdl'.
[14:50:20	]Vahh'Brun-Nox has spawned 'models/props/ar_lunacy/moon_rocks/moon_cliff.mdl'.
[14:50:21	]Vahh'Brun-Nox has spawned 'models/props/hr_massive/rock_wall_4/rock_wall_4.mdl'.
[14:50:21	]Vahh'Brun-Nox has spawned 'models/hunter/plates/plate32x32.mdl'.
[14:50:21	]Vahh'Brun-Nox has spawned 'models/props/hr_massive/rock_wall_4/rock_wall_4.mdl'.
[14:50:21	]Vahh'Brun-Nox has spawned 'models/hunter/plates/plate32x32.mdl'.
[14:50:25	]Vahh'Brun-Nox exited observer at their location.
[14:50:31	]Sevastyan Kravchenko entered observer.
[14:50:42	]Vahh'Brun-Nox entered observer.
[14:50:46	]Sevastyan Kravchenko exited observer at their location.
[14:50:47	]Vahh'Brun-Nox exited observer at their location.
[14:51:06	][OOC] Vahh'Brun-Nox: wassap
[14:51:15	][OOC] Sevastyan Kravchenko: Helloooooo! 
[14:51:27	]Vahh'Brun-Nox entered observer.
[14:51:30	]Vahh'Brun-Nox has spawned a 'Entity [5845][pfx5_02]'.
[14:51:35	]Vahh'Brun-Nox exited observer at their location.
[14:51:44	]Vahh'Brun-Nox has spawned a 'Entity [5846][pfx5_03]'.
[14:51:47	]Sevastyan Kravchenko used command '/CharSetModel Sevast models/wn7new/metropolice/male_07.mdl'.
[14:52:00	]Sevastyan Kravchenko has fired a toolgun with the name: camera
[14:52:01	]Vahh'Brun-Nox has spawned a 'Entity [5845][pfx5_03]'.
[14:52:16	]Vahh'Brun-Nox has spawned a 'Entity [5846][pfx5_01]'.
[14:52:19	]Vahh'Brun-Nox has spawned a 'Entity [5849][pfx5_01]'.
[14:52:21	]Vahh'Brun-Nox has spawned a 'Entity [5850][pfx5_01]'.
[14:52:23	]Vahh'Brun-Nox has spawned a 'Entity [5851][pfx5_01]'.
[14:52:29	]Vahh'Brun-Nox has spawned a 'Entity [5852][pfx5_01]'.
[14:52:42	]Vahh'Brun-Nox entered observer.
[14:52:44	]Vahh'Brun-Nox exited observer at their location.
[14:52:47	]Vahh'Brun-Nox entered observer.
[14:52:52	]Vahh'Brun-Nox exited observer at their location.
[14:53:03	]Sevastyan Kravchenko has spawned 'models/props_phx/construct/plastic/plastic_panel2x2.mdl'.
[14:53:11	]Vahh'Brun-Nox has spawned a 'Entity [5855][sent_vj_xen_plant_light]'.
[14:53:12	]Sevastyan Kravchenko has fired a toolgun with the name: material
[14:53:14	]Vahh'Brun-Nox has spawned a 'Entity [5854][sent_vj_xen_plant_light]'.
[14:53:18	]Sevastyan Kravchenko has fired a toolgun with the name: material
[14:53:19	]Sevastyan Kravchenko has fired a toolgun with the name: material
[14:53:19	]Vahh'Brun-Nox has spawned a 'Entity [5857][sent_vj_xen_plant_light]'.
[14:53:21	]Sevastyan Kravchenko has fired a toolgun with the name: material
[14:53:26	]Vahh'Brun-Nox has spawned a 'Entity [5860][sent_vj_xen_plant_light]'.
[14:53:27	]Sevastyan Kravchenko has fired a toolgun with the name: material
[14:53:29	]Sevastyan Kravchenko has fired a toolgun with the name: material
[14:53:36	]Vahh'Brun-Nox has spawned a 'Entity [5854][sent_vj_xen_plant_light]'.
[14:53:37	]Sevastyan Kravchenko has fired a toolgun with the name: material
