[02:43:32	]garry has connected.
[20:44:28	]Xi-Gong used command '/CharGetUp'.
[20:44:29	][IC] Xi-Gong: Gong...
[20:44:31	]Xi-Gong used command '/CharGetUp'.
[20:44:37	][IC] Churrlung: I like your cut g.
[20:44:43	]Borg olaffson has spawned a vortigaunt_torso_armor.
[20:44:44	][IC] Churrlung: Gung...
[20:44:46	][IC] Xi-Gong: Weeeeeeeeeeeeeeeeeeeeah-uh *Coughing*.
[20:44:46	]Borg olaffson has spawned a vortigaunt_meat01.
[20:44:47	][IC] Churrlung: Lung...
[20:44:51	]Borg olaffson has spawned a xen_concoction.
[20:44:51	]Borg olaffson has spawned a xen_concoction.
[20:44:52	]Borg olaffson has spawned a xen_concoction.
[20:44:53	]Borg olaffson has spawned a xen_concoction.
[20:44:53	][IC] Churrlung: Cooking. Cooking. Cooking. Yes.
[20:44:54	]Borg olaffson has spawned a xen_concoction.
[20:44:57	]Churrlung ran 'Consume' on item 'Extract Concoction' (#1660971)
[20:44:57	]Churrlung has gained a level 15 long boost in Strength.
[20:44:57	]Churrlung has gained a level 15 long boost in Agility.
[20:44:57	]Churrlung has gained a level 15 long boost in Intelligence.
[20:44:57	]Churrlung has gained a level 15 long boost in Perception.
[20:45:00	][IC] Churrlung: I transcend.
[20:45:02	][IC] Xi-Gong: The extract!
[20:45:05	][IC] Churrlung: Behold!
[20:45:10	]Borg olaffson ran SAM command 'hp' with arguments: 'churrlung' '10000000000000000'
[20:45:10	][IC] Xi-Gong: Yes.
[20:45:18	][IC] Churrlung: The power emerges, our existence holds purpose.
[20:45:23	][OOC] Borg olaffson: ok first battle... cremators
[20:45:24	]Borg olaffson has fired a toolgun with the name: creator
[20:45:24	]Borg olaffson has spawned a 'NPC [461][npc_vj_cremator_synth_z]'.
[20:45:25	][IC] Xi-Gong: Yes...
[20:45:25	]Borg olaffson has fired a toolgun with the name: creator
[20:45:25	]Borg olaffson has spawned a 'NPC [464][npc_vj_cremator_synth_z]'.
[20:45:26	]Churrlung has taken 4 damage from Cremator Synth.
[20:45:26	]Churrlung has taken 4 damage from Cremator Synth.
[20:45:26	]Churrlung has taken 4 damage from Cremator Synth.
[20:45:26	]Churrlung has taken 4 damage from Cremator Synth.
[20:45:26	]Churrlung has taken 4 damage from Cremator Synth.
[20:45:27	]Xi-Gong has taken 4 damage from Cremator Synth.
[20:45:27	]Xi-Gong has taken 4 damage from Cremator Synth.
[20:45:27	]Xi-Gong has taken 4 damage from Cremator Synth.
[20:45:27	]Xi-Gong has taken 4 damage from Cremator Synth.
[20:45:27	]Xi-Gong has taken 4 damage from Cremator Synth.
[20:45:27	]Xi-Gong has taken 4 damage from Cremator Synth.
[20:45:28	]Xi-Gong has taken 4 damage from Cremator Synth.
[20:45:28	]Xi-Gong has taken 4 damage from Cremator Synth.
[20:45:28	]Xi-Gong has taken 4 damage from Cremator Synth.
[20:45:28	]Xi-Gong has taken 4 damage from Cremator Synth.
[20:45:28	]Xi-Gong has taken 4 damage from Cremator Synth.
[20:45:28	]Xi-Gong has taken 4 damage from Cremator Synth.
[20:45:28	]Churrlung is fully healed.
[20:45:28	]Xi-Gong has taken 4 damage from Cremator Synth.
[20:45:28	]Xi-Gong has taken 4 damage from Cremator Synth.
[20:45:29	]Xi-Gong has taken 4 damage from Cremator Synth.
[20:45:29	]Xi-Gong has taken 4 damage from Cremator Synth.
[20:45:29	]Xi-Gong has taken 4 damage from Cremator Synth.
[20:45:29	]Xi-Gong has taken 4 damage from Cremator Synth.
[20:45:29	]Xi-Gong has taken 4 damage from Cremator Synth.
[20:45:29	]Xi-Gong has taken 4 damage from Cremator Synth.
[20:45:29	]Xi-Gong has taken 4 damage from Cremator Synth.
[20:45:29	]Xi-Gong has taken 4 damage from Cremator Synth.
[20:45:29	]Xi-Gong has taken 4 damage from Cremator Synth.
[20:45:29	]Xi-Gong has taken 4 damage from Cremator Synth.
[20:45:29	]Xi-Gong has taken 4 damage from Cremator Synth.
[20:45:29	]Xi-Gong has taken 4 damage from Cremator Synth.
[20:45:29	]Xi-Gong has taken 4 damage from Cremator Synth.
[20:45:29	]Xi-Gong has taken 4 damage from Cremator Synth.
[20:45:29	]Xi-Gong has taken 4 damage from Cremator Synth.
[20:45:30	]Xi-Gong has taken 4 damage from Cremator Synth.
[20:45:30	]Xi-Gong is fully healed.
[20:45:30	]Xi-Gong has taken 4 damage from Cremator Synth.
[20:45:30	]Xi-Gong has taken 4 damage from Cremator Synth.
[20:45:30	]Xi-Gong has taken 4 damage from Cremator Synth.
[20:45:34	][VORT] Xi-Gong has damaged npc_vj_cremator_synth_z, dealing 999 with vortbeam
[20:45:35	]Xi-Gong is fully healed.
[20:45:35	]Xi-Gong has taken 4 damage from Cremator Synth.
[20:45:35	]Xi-Gong has taken 4 damage from Cremator Synth.
[20:45:35	]Xi-Gong has taken 1 damage from entityflame.
[20:45:35	]Xi-Gong has taken 4 damage from Cremator Synth.
[20:45:36	]Xi-Gong has taken 4 damage from Cremator Synth.
[20:45:36	]Xi-Gong has taken 1 damage from entityflame.
[20:45:36	]Xi-Gong has taken 1 damage from entityflame.
[20:45:36	]Xi-Gong has taken 1 damage from entityflame.
[20:45:36	]Xi-Gong has taken 1 damage from entityflame.
[20:45:36	]Xi-Gong has taken 4 damage from Cremator Synth.
[20:45:36	]Xi-Gong has taken 4 damage from Cremator Synth.
[20:45:36	]Xi-Gong has taken 1 damage from entityflame.
[20:45:36	]Xi-Gong has taken 4 damage from Cremator Synth.
[20:45:37	]Xi-Gong has taken 1 damage from entityflame.
[20:45:37	]Xi-Gong has taken 1 damage from entityflame.
[20:45:37	][VORT] Xi-Gong has damaged npc_vj_cremator_synth_z, dealing 999 with vortbeam
[20:45:37	]Xi-Gong has taken 1 damage from entityflame.
[20:45:37	]Xi-Gong has taken 1 damage from entityflame.
[20:45:38	][OOC] Borg olaffson: yopu have 3 million HP
[20:45:40	]Xi-Gong is fully healed.
[20:45:50	][IC] Xi-Gong: Turr, lung gurr challa'cher, gung, gong... Lurr...
[20:45:50	]Borg olaffson has spawned a 'NPC [461][npc_vj_mortar_synth_z]'.
[20:45:50	][OOC] Churrlung: and I have no powers
[20:45:51	]Borg olaffson has spawned a 'NPC [470][npc_vj_mortar_synth_z]'.
[20:45:58	][OOC] Churrlung: im a slave
[20:45:59	][OOC] Borg olaffson: fr let me fix that...
[20:45:59	][VORT] Xi-Gong has damaged npc_vj_mortar_synth_z, dealing 999 with vortbeam
[20:46:02	]Borg olaffson used command '/ViewInfo churr'.
[20:46:11	][IC] Xi-Gong: Gah'lung...
[20:46:13	][IC] Churrlung: We need help!
[20:46:16	][IC] Xi-Gong: Help.
[20:46:21	][IC] Churrlung: Help us.
[20:46:24	][IC] Xi-Gong: Now, attend well. Apply pressure to your pheropod, to signal the antlions in your command to follow you.
[20:46:33	][IC] Churrlung: Not my pheropod!
[20:46:35	][IC] Xi-Gong: Attend, now and learn to shepherd antlions with this so-called bug-bait.
[20:46:39	]Borg olaffson used command '/ViewInfo xi'.
[20:46:48	]Borg olaffson used command '/ViewInfo churr'.
[20:46:54	]Mango loaded the character 'C17:RCT.YELLO-97'
[20:46:59	]C17:RCT.YELLO-97 is fully healed.
[20:47:10	]C17:RCT.YELLO-97 used command '/CharDesc cee pee'.
[20:47:12	][IC] Xi-Gong: Gong...
[20:47:16	]C17:RCT.YELLO-97 used command '/CharDesc im the cee peeeeeeee'.
[20:47:23	]C17:RCT.YELLO-97 ran 'Consume' on item 'Extract Concoction' (#1660968)
[20:47:23	]C17:RCT.YELLO-97 has gained a level 15 long boost in Strength.
[20:47:23	]C17:RCT.YELLO-97 has gained a level 15 long boost in Agility.
[20:47:23	]C17:RCT.YELLO-97 has gained a level 15 long boost in Intelligence.
[20:47:23	]C17:RCT.YELLO-97 has gained a level 15 long boost in Perception.
[20:47:25	]C17:RCT.YELLO-97 ran 'Consume' on item 'Extract Concoction' (#1660970)
[20:47:25	]C17:RCT.YELLO-97 has wasted a level 15 long boost in Strength (current: 0; target: 15).
[20:47:25	]C17:RCT.YELLO-97 has wasted a level 15 long boost in Agility (current: 0; target: 15).
[20:47:25	]C17:RCT.YELLO-97 has wasted a level 15 long boost in Intelligence (current: 0; target: 15).
[20:47:25	]C17:RCT.YELLO-97 has wasted a level 15 long boost in Perception (current: 0; target: 15).
[20:47:28	]C17:RCT.YELLO-97 ran 'Consume' on item 'Extract Concoction' (#1660972)
[20:47:28	]C17:RCT.YELLO-97 has wasted a level 15 long boost in Strength (current: 0; target: 15).
[20:47:28	]C17:RCT.YELLO-97 has wasted a level 15 long boost in Agility (current: 0; target: 15).
[20:47:28	]C17:RCT.YELLO-97 has wasted a level 15 long boost in Intelligence (current: 0; target: 15).
[20:47:28	]C17:RCT.YELLO-97 has wasted a level 15 long boost in Perception (current: 0; target: 15).
[20:47:30	]C17:RCT.YELLO-97 ran 'Consume' on item 'Extract Concoction' (#1660969)
[20:47:30	]C17:RCT.YELLO-97 has wasted a level 15 long boost in Strength (current: 0; target: 15).
[20:47:30	]C17:RCT.YELLO-97 has wasted a level 15 long boost in Agility (current: 0; target: 15).
[20:47:30	]C17:RCT.YELLO-97 has wasted a level 15 long boost in Intelligence (current: 0; target: 15).
[20:47:30	]C17:RCT.YELLO-97 has wasted a level 15 long boost in Perception (current: 0; target: 15).
[20:47:32	][IC] Xi-Gong: Bro is drinking that extract.
[20:47:38	][IC] C17:RCT.YELLO-97: <:: Im so powerful. ::>
[20:47:39	]Borg olaffson has spawned a 'NPC [458][npc_vj_crabsynth2_z]'.
[20:47:41	]C17:RCT.YELLO-97 has taken 3 damage from Crab Synth.
[20:47:41	]C17:RCT.YELLO-97 has taken 3 damage from Crab Synth.
[20:47:42	]Xi-Gong has taken 3 damage from Crab Synth.
[20:47:42	]Crab Synth destroyed a 'Vortigaunt Antlion Guard Plate' #1660966.
[20:47:42	]Crab Synth destroyed a 'Sustenance Belt' #1660967.
[20:47:43	]Xi-Gong has taken 3 damage from Crab Synth.
[20:47:43	]Xi-Gong has taken 3 damage from Crab Synth.
[20:47:43	]Xi-Gong has taken 3 damage from Crab Synth.
[20:47:44	]Xi-Gong has taken 3 damage from Crab Synth.
[20:47:45	]Xi-Gong is fully healed.
[20:47:45	][Y] C17:RCT.YELLO-97: <:: Help! ::>
[20:47:45	]Xi-Gong has taken 3 damage from Crab Synth.
[20:47:46	]Xi-Gong has taken 3 damage from Crab Synth.
[20:47:50	]Xi-Gong is fully healed.
[20:47:53	]Xi-Gong has taken 3 damage from Crab Synth.
[20:47:53	]Xi-Gong has taken 3 damage from Crab Synth.
[20:47:53	]Xi-Gong has taken 3 damage from Crab Synth.
[20:47:53	]Xi-Gong has taken 3 damage from Crab Synth.
[20:47:54	]Xi-Gong has taken 3 damage from Crab Synth.
[20:47:54	]Xi-Gong has taken 3 damage from Crab Synth.
[20:47:54	]Xi-Gong has taken 3 damage from Crab Synth.
[20:47:54	]Xi-Gong has taken 3 damage from Crab Synth.
[20:47:54	]Xi-Gong has taken 3 damage from Crab Synth.
[20:47:54	]Xi-Gong has taken 3 damage from Crab Synth.
[20:47:54	]Xi-Gong has taken 3 damage from Crab Synth.
[20:47:54	]Xi-Gong has taken 3 damage from Crab Synth.
[20:47:55	]Xi-Gong is fully healed.
[20:47:58	][VORT] Xi-Gong has damaged npc_vj_crabsynth2_z, dealing 999 with vortadvancedbeam
[20:47:58	][VORT] Xi-Gong has damaged obj_vj_bullseye, dealing 999 with vortadvancedbeam
[20:48:01	][VORT] Xi-Gong has damaged npc_vj_crabsynth2_z, dealing 999 with vortadvancedbeam
[20:48:01	][VORT] Xi-Gong has damaged obj_vj_bullseye, dealing 999 with vortadvancedbeam
[20:48:04	]C17:RCT.YELLO-97 has taken 3 damage from Crab Synth.
[20:48:04	]C17:RCT.YELLO-97 has taken 0 damage from Crab Synth.
[20:48:04	][VORT] Xi-Gong has damaged npc_vj_crabsynth2_z, dealing 999 with vortadvancedbeam
[20:48:04	][VORT] Xi-Gong has damaged obj_vj_bullseye, dealing 999 with vortadvancedbeam
[20:48:05	]C17:RCT.YELLO-97 has taken 3 damage from Crab Synth.
[20:48:05	]C17:RCT.YELLO-97 has taken 0 damage from Crab Synth.
[20:48:06	]Borg olaffson has used a context menu option with the name: vj_pr_npc_control
[20:48:08	][VORT] Xi-Gong has damaged npc_vj_crabsynth2_z, dealing 999 with vortadvancedbeam
[20:48:08	][VORT] Xi-Gong has damaged obj_vj_bullseye, dealing 999 with vortadvancedbeam
[20:48:12	]Borg olaffson entered observer.
[20:48:16	][Y] C17:RCT.YELLO-97: <:: Is down. ::>
[20:48:18	][IC] Xi-Gong: Ah ghurrrr...
[20:48:24	]C17:RCT.YELLO-97 has taken 10 damage from Mortar Synth.
[20:48:26	]C17:RCT.YELLO-97 has taken 10 damage from Mortar Synth.
[20:48:27	]Borg olaffson has used a context menu option with the name: ignite
[20:48:28	]Borg olaffson has used a context menu option with the name: rb655_dissolve
[20:48:34	][Y] C17:RCT.YELLO-97: <:: Medic. ::>
[20:48:38	]Borg olaffson has spawned a 'NPC [402][npc_vj_combine_apc_z]'.
[20:48:38	]Xi-Gong has taken 10 damage from Combine APC.
[20:48:39	]Xi-Gong has taken 10 damage from Combine APC.
[20:48:39	]Xi-Gong has taken 10 damage from Combine APC.
[20:48:39	]Xi-Gong has taken 10 damage from Combine APC.
[20:48:39	]Xi-Gong has taken 10 damage from Combine APC.
[20:48:40	]Xi-Gong has taken 10 damage from Combine APC.
[20:48:40	]Xi-Gong is fully healed.
[20:48:40	]Xi-Gong has taken 32 damage from Combine APC.
[20:48:42	]Borg olaffson has fired a toolgun with the name: creator
[20:48:42	]Borg olaffson has spawned a 'NPC [459][npc_vj_overwatch_assassin_z]'.
[20:48:43	]Borg olaffson has fired a toolgun with the name: creator
[20:48:43	]Borg olaffson has spawned a 'NPC [486][npc_vj_overwatch_assassin_z]'.
[20:48:43	]Borg olaffson has fired a toolgun with the name: creator
[20:48:43	]Borg olaffson has spawned a 'NPC [499][npc_vj_overwatch_assassin_z]'.
[20:48:44	]Borg olaffson has fired a toolgun with the name: creator
[20:48:44	]Borg olaffson has spawned a 'NPC [485][npc_vj_overwatch_assassin_z]'.
[20:48:44	][IC] Xi-Gong: Accept energy.
[20:48:45	]Xi-Gong is fully healed.
[20:48:50	][IC] C17:RCT.YELLO-97: <:: Go on! ::>
[20:48:53	][VORT] Xi-Gong has healed C17:RCT.YELLO-97
[20:48:54	]C17:RCT.YELLO-97 is fully healed.
[20:48:57	][IC] C17:RCT.YELLO-97: <:: Thanks vorti. ::>
[20:48:58	][OOC] Borg olaffson: i need to brb mail man is here
[20:49:01	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:49:01	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:49:02	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:49:02	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:49:02	]C17:RCT.YELLO-97 has taken 1 damage from Overwatch Assassin.
[20:49:02	]Xi-Gong has taken 32 damage from Combine APC.
[20:49:02	][VORT] Xi-Gong has damaged npc_vj_combine_apc_z, dealing 999 with vortadvancedbeam
[20:49:02	][VORT] Xi-Gong has damaged npc_vj_overwatch_assassin_z, dealing 999 with vortadvancedbeam
[20:49:02	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:49:02	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:49:03	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:49:03	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:49:03	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:49:03	]Xi-Gong has taken 10 damage from Combine APC.
[20:49:03	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:49:03	]Xi-Gong has taken 10 damage from Combine APC.
[20:49:04	]Xi-Gong has taken 10 damage from Combine APC.
[20:49:04	]C17:RCT.YELLO-97 is fully healed.
[20:49:04	]Xi-Gong has taken 10 damage from Combine APC.
[20:49:04	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:49:04	]Xi-Gong has taken 10 damage from Combine APC.
[20:49:04	]Xi-Gong has taken 10 damage from Combine APC.
[20:49:04	]Xi-Gong has taken 32 damage from Combine APC.
[20:49:04	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:49:05	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:49:05	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:49:05	]Xi-Gong is fully healed.
[20:49:05	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:49:05	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:49:06	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:49:06	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:49:07	]Xi-Gong has taken 32 damage from Combine APC.
[20:49:07	]C17:RCT.YELLO-97 has taken 5 damage from Overwatch Assassin.
[20:49:08	]C17:RCT.YELLO-97 has taken 1 damage from Overwatch Assassin.
[20:49:08	]C17:RCT.YELLO-97 has taken 1 damage from Overwatch Assassin.
[20:49:08	]C17:RCT.YELLO-97 has taken 1 damage from Overwatch Assassin.
[20:49:08	]Xi-Gong has taken 32 damage from Combine APC.
[20:49:09	]C17:RCT.YELLO-97 is fully healed.
[20:49:10	]Xi-Gong is fully healed.
[20:49:11	]Xi-Gong has taken 32 damage from Combine APC.
[20:49:11	]Xi-Gong has taken 10 damage from Combine APC.
[20:49:11	]Xi-Gong has taken 10 damage from Combine APC.
[20:49:12	]Xi-Gong has taken 10 damage from Combine APC.
[20:49:12	]Xi-Gong has taken 10 damage from Combine APC.
[20:49:14	]Xi-Gong has taken 10 damage from Combine APC.
[20:49:14	]Xi-Gong has taken 10 damage from Combine APC.
[20:49:14	]Xi-Gong has taken 10 damage from Combine APC.
[20:49:15	]Xi-Gong has taken 10 damage from Combine APC.
[20:49:15	]Xi-Gong has taken 10 damage from Combine APC.
[20:49:15	]Xi-Gong is fully healed.
[20:49:15	]Xi-Gong has taken 10 damage from Combine APC.
[20:49:16	]Xi-Gong has taken 32 damage from Combine APC.
[20:49:18	][VORT] Xi-Gong has damaged npc_vj_combine_apc_z, dealing 999 with vortadvancedbeam
[20:49:18	]Xi-Gong has taken 10 damage from Combine APC.
[20:49:18	]Xi-Gong has taken 10 damage from Combine APC.
[20:49:18	]Xi-Gong has taken 10 damage from Combine APC.
[20:49:18	]Xi-Gong has taken 10 damage from Combine APC.
[20:49:18	]Xi-Gong has taken 10 damage from Combine APC.
[20:49:19	]Xi-Gong has taken 10 damage from Combine APC.
[20:49:19	]Xi-Gong has taken 10 damage from Combine APC.
[20:49:19	]Xi-Gong has taken 10 damage from Combine APC.
[20:49:19	]Xi-Gong has taken 10 damage from Combine APC.
[20:49:19	]Xi-Gong has taken 10 damage from Combine APC.
[20:49:20	]Xi-Gong has taken 10 damage from Combine APC.
[20:49:20	]Xi-Gong is fully healed.
[20:49:20	]Xi-Gong has taken 32 damage from Combine APC.
[20:49:21	][VORT] Xi-Gong has damaged npc_vj_combine_apc_z, dealing 999 with vortadvancedbeam
[20:49:22	]Xi-Gong has taken 10 damage from Combine APC.
[20:49:22	]Xi-Gong has taken 10 damage from Combine APC.
[20:49:23	]Xi-Gong has taken 10 damage from Combine APC.
[20:49:23	]C17:RCT.YELLO-97 has taken 32 damage from Combine APC.
[20:49:23	]Xi-Gong has taken 10 damage from Combine APC.
[20:49:23	]Xi-Gong has taken 10 damage from Combine APC.
[20:49:23	]Xi-Gong has taken 10 damage from Combine APC.
[20:49:24	][VORT] Xi-Gong has damaged npc_vj_combine_apc_z, dealing 999 with vortadvancedbeam
[20:49:25	]Xi-Gong is fully healed.
[20:49:41	][IC] Xi-Gong: A human is needed!
[20:49:45	][IC] C17:RCT.YELLO-97: <:: Yep. ::>
[20:49:49	]C17:RCT.YELLO-97 used command '/Datafile xi'.
[20:49:57	][IC] C17:RCT.YELLO-97: <:: Who is calling. ::>
[20:49:59	]Xi-Gong used command '/HangupPhone'.
[20:50:23	]C17:RCT.YELLO-97 entered observer.
[20:50:24	]C17:RCT.YELLO-97 exited observer at their location.
[20:51:07	][IC] Xi-Gong: Ah, yes!
[20:51:29	]Xi-Gong used command '/CharFallOver'.
[20:51:30	]Xi-Gong used command '/CharGetUp'.
[20:51:31	]Xi-Gong used command '/CharGetUp'.
[20:51:31	]Xi-Gong used command '/CharGetUp'.
[20:51:32	]Xi-Gong used command '/CharGetUp'.
[20:51:33	]Xi-Gong used command '/CharGetUp'.
[20:51:33	]Xi-Gong used command '/CharGetUp'.
[20:51:34	]Xi-Gong used command '/CharGetUp'.
[20:51:52	][OOC] Borg olaffson: intermission over...
[20:51:58	]Borg olaffson has fired a toolgun with the name: creator
[20:51:58	]Borg olaffson has spawned a 'NPC [405][npc_vj_assassin_synth_z]'.
[20:51:58	]Borg olaffson has fired a toolgun with the name: creator
[20:51:58	]Borg olaffson has spawned a 'NPC [436][npc_vj_assassin_synth_z]'.
[20:51:59	]Borg olaffson has fired a toolgun with the name: creator
[20:51:59	]Borg olaffson has spawned a 'NPC [477][npc_vj_assassin_synth_z]'.
[20:52:01	]C17:RCT.YELLO-97 has taken 5 damage from Assassin Synth.
[20:52:02	]Borg olaffson has spawned a 'NPC [505][npc_vj_combineguard_z]'.
[20:52:02	]C17:RCT.YELLO-97 has taken 15 damage from Assassin Synth.
[20:52:02	]C17:RCT.YELLO-97 has taken 5 damage from Assassin Synth.
[20:52:02	]C17:RCT.YELLO-97 has taken 5 damage from Assassin Synth.
[20:52:03	]C17:RCT.YELLO-97 has taken 15 damage from Assassin Synth.
[20:52:03	]C17:RCT.YELLO-97 has taken 15 damage from Assassin Synth.
[20:52:03	]C17:RCT.YELLO-97 has taken 15 damage from Assassin Synth.
[20:52:03	]C17:RCT.YELLO-97 has taken 15 damage from Assassin Synth.
[20:52:04	]C17:RCT.YELLO-97 was knocked unconscious and is bleeding out.
[20:52:07	][VORT] Xi-Gong has damaged npc_vj_assassin_synth_z, dealing 999 with vortadvancedbeam
[20:52:07	][VORT] Xi-Gong has damaged npc_vj_combineguard_z, dealing 999 with vortadvancedbeam
[20:52:14	]Borg olaffson ran SAM command 'respawn' with arguments: 'yello'
[20:52:15	]C17:RCT.YELLO-97 has taken 5 damage from Assassin Synth.
[20:52:16	]C17:RCT.YELLO-97 has taken 15 damage from Assassin Synth.
[20:52:16	]C17:RCT.YELLO-97 has taken 15 damage from Assassin Synth.
[20:52:19	]Xi-Gong has taken 5 damage from Assassin Synth.
[20:52:19	][IC] C17:RCT.YELLO-97: <:: Help! ::>
[20:52:19	][VORT] Xi-Gong has damaged npc_vj_assassin_synth_z, dealing 999 with vortbeam
[20:52:20	]Xi-Gong has taken 15 damage from obj_vj_hopwire_z.
[20:52:20	]Xi-Gong is fully healed.
[20:52:23	][IC] C17:RCT.YELLO-97: <:: Admin abuse. ::>
[20:52:23	]Xi-Gong has taken 15 damage from Assassin Synth.
[20:52:25	]Xi-Gong is fully healed.
[20:52:26	]Xi-Gong has taken 5 damage from Assassin Synth.
[20:52:27	]Xi-Gong has taken 15 damage from Assassin Synth.
[20:52:27	]Xi-Gong has taken 15 damage from Assassin Synth.
[20:52:28	][VORT] Xi-Gong has damaged npc_vj_assassin_synth_z, dealing 999 with vortbeam
[20:52:30	]Xi-Gong is fully healed.
[20:52:35	]Borg olaffson has spawned a 'NPC [402][npc_vj_strider_synth_z]'.
[20:52:36	]Xi-Gong has taken 75 damage from Strider Synth.
[20:52:40	]Xi-Gong is fully healed.
[20:52:40	]Borg olaffson has spawned a 'NPC [471][npc_vj_novaprospekt_shotgunner_z]'.
[20:52:41	]Borg olaffson has spawned a 'NPC [489][npc_vj_novaprospekt_shotgunner_z]'.
[20:52:41	]C17:RCT.YELLO-97 has taken 1 damage from Nova Prospekt Shotgunner.
[20:52:41	]Borg olaffson has spawned a 'NPC [487][npc_vj_novaprospekt_shotgunner_z]'.
[20:52:42	]C17:RCT.YELLO-97 has taken 12 damage from Nova Prospekt Shotgunner.
[20:52:42	]C17:RCT.YELLO-97 has taken 6 damage from Nova Prospekt Shotgunner.
[20:52:43	]C17:RCT.YELLO-97 has taken 1 damage from Nova Prospekt Shotgunner.
[20:52:43	]C17:RCT.YELLO-97 has taken 6 damage from Nova Prospekt Shotgunner.
[20:52:43	]C17:RCT.YELLO-97 has taken 1 damage from Nova Prospekt Shotgunner.
[20:52:43	]Borg olaffson has spawned a 'NPC [475][npc_vj_city_scanner_z]'.
[20:52:44	]C17:RCT.YELLO-97 has taken 1 damage from Nova Prospekt Shotgunner.
[20:52:44	]Xi-Gong has taken 24 damage from Nova Prospekt Shotgunner.
[20:52:44	]C17:RCT.YELLO-97 has taken 6 damage from Nova Prospekt Shotgunner.
[20:52:44	]Xi-Gong has taken 12 damage from Nova Prospekt Shotgunner.
[20:52:44	]Xi-Gong has taken 12 damage from Nova Prospekt Shotgunner.
[20:52:44	]Borg olaffson has spawned a 'NPC [503][npc_vj_synth_scanner_z]'.
[20:52:44	][VORT] Xi-Gong has damaged npc_vj_strider_synth_z, dealing 999 with vortadvancedbeam
[20:52:44	][VORT] Xi-Gong has damaged obj_vj_bullseye, dealing 999 with vortadvancedbeam
[20:52:44	][VORT] Xi-Gong has damaged obj_vj_bullseye, dealing 999 with vortadvancedbeam
[20:52:44	][VORT] Xi-Gong has damaged obj_vj_bullseye, dealing 999 with vortadvancedbeam
[20:52:44	][VORT] Xi-Gong has damaged obj_vj_bullseye, dealing 999 with vortadvancedbeam
[20:52:44	][VORT] Xi-Gong has damaged obj_vj_bullseye, dealing 999 with vortadvancedbeam
[20:52:44	]Xi-Gong has taken 6 damage from Strider Synth.
[20:52:44	]Xi-Gong has taken 6 damage from Strider Synth.
[20:52:45	]Xi-Gong has taken 18 damage from Nova Prospekt Shotgunner.
[20:52:45	]Xi-Gong has taken 12 damage from Nova Prospekt Shotgunner.
[20:52:45	]Xi-Gong has taken 6 damage from Strider Synth.
[20:52:45	]Xi-Gong has taken 6 damage from Strider Synth.
[20:52:45	]Xi-Gong has taken 6 damage from Strider Synth.
[20:52:45	]Xi-Gong has taken 6 damage from Strider Synth.
[20:52:45	]Xi-Gong has taken 24 damage from Nova Prospekt Shotgunner.
[20:52:45	]Borg olaffson has spawned a 'NPC [517][npc_vj_synth_scanner_z]'.
[20:52:45	]Xi-Gong has taken 6 damage from Strider Synth.
[20:52:45	]Xi-Gong has taken 6 damage from Strider Synth.
[20:52:45	]Xi-Gong has taken 18 damage from Nova Prospekt Shotgunner.
[20:52:45	]Xi-Gong has taken 6 damage from Strider Synth.
[20:52:45	]Xi-Gong has taken 6 damage from Strider Synth.
[20:52:45	]Xi-Gong is fully healed.
[20:52:45	]Xi-Gong has taken 12 damage from Nova Prospekt Shotgunner.
[20:52:46	]Borg olaffson has spawned a 'NPC [480][npc_vj_synth_scanner_z]'.
[20:52:48	]Xi-Gong has taken 24 damage from Nova Prospekt Shotgunner.
[20:52:48	]Xi-Gong has taken 6 damage from Strider Synth.
[20:52:48	]Xi-Gong has taken 6 damage from Strider Synth.
[20:52:48	]Xi-Gong has taken 18 damage from Nova Prospekt Shotgunner.
[20:52:48	]Xi-Gong has taken 6 damage from Strider Synth.
[20:52:48	]Xi-Gong has taken 6 damage from Strider Synth.
[20:52:50	]Xi-Gong is fully healed.
[20:52:54	]Xi-Gong has taken 10 damage from obj_vj_hopper_mine_z.
[20:52:54	]Xi-Gong has taken 30 damage from Scanner Synth.
[20:52:55	]Xi-Gong is fully healed.
[20:52:55	]Xi-Gong has taken 6 damage from Strider Synth.
[20:52:55	]Xi-Gong has taken 6 damage from Strider Synth.
[20:52:55	]Xi-Gong has taken 6 damage from Nova Prospekt Shotgunner.
