[17:06:41	]M!NT has connected.
[18:10:38	]C17:RCT.YELLO-97 is no longer afk. Total time spent AFK: 385
[18:10:38	]C17:RCT.YELLO-97 has fired a toolgun with the name: remover
[18:10:39	]C17:RCT.YELLO-97 has fired a toolgun with the name: remover
[18:10:39	]C17:RCT.YELLO-97 has fired a toolgun with the name: remover
[18:10:39	]C17:RCT.YELLO-97 has fired a toolgun with the name: remover
[18:10:39	]C17:RCT.YELLO-97 has fired a toolgun with the name: remover
[18:10:39	]C17:RCT.YELLO-97 has fired a toolgun with the name: remover
[18:10:40	]C17:RCT.YELLO-97 has fired a toolgun with the name: remover
[18:10:40	]C17:RCT.YELLO-97 has fired a toolgun with the name: remover
[18:10:40	]C17:RCT.YELLO-97 has fired a toolgun with the name: remover
[18:10:40	]C17:RCT.YELLO-97 has fired a toolgun with the name: remover
[18:10:40	]C17:RCT.YELLO-97 has fired a toolgun with the name: remover
[18:10:46	][IC] C17:RCT.YELLO-97: <:: Responding. ::>
[18:11:04	]test char used command '/AddPBX 1'.
[18:11:14	]test char used command '/EditLandline 1 222 Left'.
[18:11:19	]test char used command '/EditLandline 1 222 Left'.
[18:11:21	]test char used command '/AddPBX 1'.
[18:11:22	]test char used command '/EditLandline 1 222 Left'.
[18:11:35	]test char used command '/EditLandline 1 444 left'.
[18:11:46	]test char used command '/EditLandline 1 555 right'.
[18:11:52	][IC] C17:RCT.YELLO-97: Ceepee.
[18:12:59	]test char used command '/phonesay so its still busted ;('.
[18:19:34	]test char has gone afk.
[18:22:08	]C17:RCT.YELLO-97 has gone afk.
[18:44:59	]test char is no longer afk. Total time spent AFK: 1820
[18:45:02	]test char entered observer.
[18:45:03	]test char exited observer at their location.
[18:45:04	]test char entered observer.
[18:45:06	]test char exited observer at their location.
[18:45:08	]test char entered observer.
[18:45:10	]test char exited observer at their location.
[18:45:11	]test char entered observer.
[18:45:14	]test char exited observer at their location.
[18:45:16	]test char entered observer.
[18:45:19	]test char exited observer at their location.
[18:45:20	]test char entered observer.
[18:45:21	]test char exited observer at their location.
[18:45:22	]test char entered observer.
[18:45:24	]test char exited observer at their location.
[18:45:27	]test char entered observer.
[18:45:27	]test char exited observer at their location.
[18:45:29	]test char entered observer.
[18:45:31	]test char exited observer at their location.
[18:45:32	]test char entered observer.
[18:45:35	]test char exited observer at their location.
[18:45:35	]test char entered observer.
[18:45:37	]test char exited observer at their location.
[18:45:39	]test char entered observer.
[18:45:43	]test char exited observer at their location.
[18:45:45	]test char entered observer.
[18:45:48	]test char exited observer at their location.
[18:45:50	]test char entered observer.
[18:45:53	]test char exited observer at their location.
[18:45:55	]test char entered observer.
[18:45:57	]test char exited observer at their location.
[18:45:58	]test char entered observer.
[18:46:00	]test char exited observer at their location.
[18:46:01	]test char entered observer.
[18:46:03	]test char exited observer at their location.
[18:46:04	]test char entered observer.
[18:46:05	]test char exited observer at their location.
[18:46:05	]test char entered observer.
[18:46:06	]test char exited observer at their location.
[18:46:06	]test char entered observer.
[18:46:09	]test char exited observer at their location.
[18:46:11	]test char entered observer.
[18:46:38	]test char exited observer at their location.
[18:46:40	]test char entered observer.
[18:46:44	]test char exited observer at their location.
[18:46:45	]test char entered observer.
[18:46:47	]test char exited observer at their location.
[18:46:48	]C17:RCT.YELLO-97 is no longer afk. Total time spent AFK: 1775
[18:46:48	]test char entered observer.
[18:46:53	]test char exited observer at their location.
[18:46:56	]test char entered observer.
[18:47:16	]test char exited observer at their location.
[18:47:19	]test char entered observer.
[18:47:35	]test char exited observer at their location.
[18:47:38	]test char entered observer.
[18:47:52	]test char exited observer at their location.
[18:47:53	]test char entered observer.
[18:47:55	]test char exited observer at their location.
[18:47:56	]test char entered observer.
[18:48:00	]test char exited observer at their location.
[18:48:02	]test char entered observer.
[18:48:03	]test char exited observer at their location.
[18:48:04	]test char entered observer.
[18:48:08	]test char exited observer at their location.
[18:48:09	]test char entered observer.
[18:48:21	]test char exited observer at their location.
[18:48:22	]test char entered observer.
[18:48:26	]test char exited observer at their location.
[18:48:27	]test char entered observer.
[18:48:36	]test char exited observer at their location.
[18:48:37	]test char entered observer.
[18:48:41	]test char exited observer at their location.
[18:48:41	]test char entered observer.
[18:48:43	]test char exited observer at their location.
[18:48:43	]test char entered observer.
[18:48:45	]test char exited observer at their location.
[18:48:47	]test char entered observer.
[18:48:49	]test char exited observer at their location.
[18:48:51	]test char entered observer.
[18:48:55	]test char exited observer at their location.
[18:48:56	]test char entered observer.
[18:49:01	]test char exited observer at their location.
[18:49:02	]test char entered observer.
[18:49:02	]test char exited observer at their location.
[18:49:03	]test char entered observer.
[18:49:04	]test char exited observer at their location.
[18:49:05	]test char entered observer.
[18:49:06	]test char exited observer at their location.
[18:49:07	]test char entered observer.
[18:49:08	]test char exited observer at their location.
[18:49:10	]test char entered observer.
[18:49:28	]test char exited observer at their location.
[18:49:29	]test char entered observer.
[18:49:31	]test char exited observer at their location.
[18:49:33	]test char entered observer.
[18:49:36	]test char exited observer at their location.
[18:49:36	]test char entered observer.
[18:49:39	]test char exited observer at their location.
[18:49:40	]test char entered observer.
[18:49:42	]test char exited observer at their location.
[18:49:43	]test char entered observer.
[18:49:45	]test char exited observer at their location.
[18:49:45	]test char entered observer.
[18:49:50	]test char exited observer at their location.
[18:49:51	]test char entered observer.
[18:49:56	]test char exited observer at their location.
[18:49:56	]test char entered observer.
[18:50:04	]test char exited observer at their location.
[18:50:06	]test char entered observer.
[18:50:10	]test char exited observer at their location.
[18:50:10	]test char entered observer.
[18:50:24	]test char exited observer at their location.
[18:50:25	]test char entered observer.
[18:50:30	]test char exited observer at their location.
[18:50:32	]test char entered observer.
[18:50:47	]test char exited observer at their location.
[18:50:48	]test char entered observer.
[18:50:50	]test char exited observer at their location.
[18:50:51	]test char entered observer.
[18:50:55	]test char exited observer at their location.
[18:50:56	]test char entered observer.
[18:51:00	]test char exited observer at their location.
[18:51:01	]test char entered observer.
[18:51:03	]test char exited observer at their location.
[18:51:03	]test char entered observer.
[18:51:11	]test char exited observer at their location.
[18:51:14	]test char entered observer.
[18:51:18	]test char exited observer at their location.
[18:51:19	]test char entered observer.
[18:51:22	]test char exited observer at their location.
[18:51:23	]test char entered observer.
[18:51:25	]test char exited observer at their location.
[18:51:26	]test char entered observer.
[18:51:27	]test char exited observer at their location.
[18:51:29	]test char entered observer.
[18:51:39	]test char exited observer at their location.
[18:51:40	]test char entered observer.
[18:51:43	]test char exited observer at their location.
[18:51:45	]test char entered observer.
[18:51:48	]C17:RCT.YELLO-97 has gone afk.
[18:52:38	]test char exited observer at their location.
[18:52:39	]test char entered observer.
[18:52:46	]test char exited observer at their location.
[18:52:47	]test char entered observer.
[18:52:50	]test char exited observer at their location.
[18:52:51	]test char entered observer.
[18:52:53	]test char exited observer at their location.
[18:52:53	]test char entered observer.
[18:52:59	]test char exited observer at their location.
[18:53:00	]test char entered observer.
[18:53:02	]test char exited observer at their location.
[18:53:04	]test char entered observer.
[18:53:11	]test char exited observer at their location.
[18:53:12	]test char entered observer.
[18:53:15	]test char exited observer at their location.
[18:53:16	]test char entered observer.
[18:53:25	]test char exited observer at their location.
[18:53:26	]test char entered observer.
[18:53:28	]test char exited observer at their location.
[18:53:30	]test char entered observer.
[18:53:45	]test char exited observer at their location.
[18:53:47	]test char entered observer.
[18:54:15	]test char exited observer at their location.
[18:54:16	]test char entered observer.
[18:54:17	]test char exited observer at their location.
[18:54:18	]test char entered observer.
[18:54:20	]test char exited observer at their location.
[18:54:21	]test char entered observer.
[18:54:27	]test char exited observer at their location.
[18:54:28	]test char entered observer.
[18:54:38	]test char exited observer at their location.
[18:54:39	]test char entered observer.
[18:54:42	]test char exited observer at their location.
[18:54:43	]test char entered observer.
[18:54:50	]test char exited observer at their location.
[18:54:51	]test char entered observer.
[18:54:57	]test char exited observer at their location.
[18:54:59	]test char entered observer.
[18:55:10	]test char exited observer at their location.
[18:55:10	]test char entered observer.
[18:55:13	]test char exited observer at their location.
[18:55:15	]test char entered observer.
[18:55:21	]test char exited observer at their location.
[18:55:22	]test char entered observer.
[18:55:23	]test char exited observer at their location.
[18:55:25	]test char entered observer.
[18:55:27	]test char exited observer at their location.
[18:55:29	]test char entered observer.
[18:55:36	]test char exited observer at their location.
[18:55:36	]test char entered observer.
[18:55:37	]test char exited observer at their location.
[18:55:37	]test char entered observer.
[18:55:43	]test char exited observer at their location.
[18:55:45	]test char entered observer.
[18:55:48	]test char exited observer at their location.
[18:55:51	]test char entered observer.
[18:55:53	]test char exited observer at their location.
[18:55:54	]test char entered observer.
[18:55:57	]test char exited observer at their location.
[18:56:00	]test char entered observer.
[18:56:09	]test char exited observer at their location.
[18:56:11	]test char entered observer.
[18:56:19	]test char exited observer at their location.
[18:56:20	]test char entered observer.
[18:56:23	]test char exited observer at their location.
[18:56:25	]test char entered observer.
[18:56:27	]test char exited observer at their location.
[18:56:28	]test char entered observer.
[19:01:59	]test char has gone afk.
[19:02:34	]test char is no longer afk. Total time spent AFK: 330
[19:02:34	]test char exited observer at their location.
[19:02:35	]test char entered observer.
[19:09:34	]test char has gone afk.
[19:16:54	]test char is no longer afk. Total time spent AFK: 735
[19:22:24	]test char has gone afk.
[19:58:18	]C17:RCT.YELLO-97 is no longer afk. Total time spent AFK: 4285
[19:58:22	]C17:RCT.YELLO-97 entered observer.
[19:58:36	]Mango (STEAM_0:0:544539350) has disconnected.
[21:11:34	]test char is no longer afk. Total time spent AFK: 6845
[21:16:48	]M!NT has connected.
[21:16:52	]Furret No Furry Asimo has connected.
[21:17:47	]Furret No Furry Asimo loaded the character 'Billly Bo'
[21:17:51	]M!NT loaded the character 'test char'
[21:17:53	]test char has taken 85 damage from worldspawn.
[21:17:56	]test char is fully healed.
[21:18:07	]test char entered observer.
[21:18:09	]test char exited observer at their location.
[21:18:10	]Billly Bo ran SAM command 'hp' with arguments: '^' '100'
[21:18:11	]Billly Bo entered observer.
[21:18:11	]Billly Bo is fully healed.
[21:18:20	]Billly Bo exited observer at their location.
[21:18:59	]test char used command '/phonesay shit'.
[21:19:14	][IC] Billly Bo: Meow.
[21:19:20	][IC] Billly Bo: E.
[21:19:35	]test char entered observer.
[21:19:39	]test char exited observer at their location.
[21:19:39	]test char entered observer.
[21:19:41	]test char exited observer at their location.
[21:19:42	]test char entered observer.
[21:19:43	]test char exited observer at their location.
[21:19:44	]test char entered observer.
[21:19:58	]Billly Bo has given himself a bullet_pouch.
[21:19:58	]Billly Bo has gained a 'Ammunition Pouch' #1660021.
[21:20:02	]test char exited observer at their location.
[21:20:03	]test char entered observer.
[21:20:04	]test char exited observer at their location.
[21:20:05	]test char entered observer.
[21:20:06	]test char exited observer at their location.
[21:20:07	]test char entered observer.
[21:20:07	]test char exited observer at their location.
[21:20:07	]Billly Bo has given himself a mag_pouch.
[21:20:07	]Billly Bo has gained a 'Magazine Pouch' #1660022.
[21:20:10	]test char entered observer.
[21:20:11	]test char exited observer at their location.
[21:20:11	]Billly Bo has given himself a bullets_smg1.
[21:20:11	]Billly Bo has gained a 'Sub-machinegun Bullets' #1660023.
[21:20:11	]test char entered observer.
[21:20:13	]test char exited observer at their location.
[21:20:15	]test char entered observer.
[21:20:16	]test char exited observer at their location.
[21:20:17	]test char entered observer.
[21:20:20	]Billly Bo ran 'split' on item 'Sub-machinegun Bullets' (#1660023)
[21:20:20	]Billly Bo has gained a 'Sub-machinegun Bullets' #1660024.
[21:20:22	]Billly Bo ran 'combine' on item 'Sub-machinegun Bullets' (#1660023)
[21:20:29	]Billly Bo ran 'drop' on item 'PVS-4 (2xIR)' (#1659643)
[21:20:29	]Billly Bo has lost a 'PVS-4 (2xIR)' #1659643.
[21:20:30	]Billly Bo ran 'drop' on item 'Enhanced Burst' (#1659642)
[21:20:30	]Billly Bo has lost a 'Enhanced Burst' #1659642.
[21:20:30	]Billly Bo ran 'drop' on item 'Subsonic Rounds' (#1659087)
[21:20:30	]Billly Bo has lost a 'Subsonic Rounds' #1659087.
[21:20:31	]Billly Bo ran 'drop' on item '30-Round 7.62mm Poly' (#1659634)
[21:20:31	]Billly Bo has lost a '30-Round 7.62mm Poly' #1659634.
[21:20:31	]Billly Bo ran 'drop' on item 'Basilisk Stock' (#1659636)
[21:20:31	]Billly Bo has lost a 'Basilisk Stock' #1659636.
[21:20:32	]Billly Bo ran 'drop' on item '30-Round 5.45mm Poly' (#1659635)
[21:20:32	]Billly Bo has lost a '30-Round 5.45mm Poly' #1659635.
[21:20:32	]Billly Bo ran 'drop' on item 'Flash Hider' (#1659637)
[21:20:32	]Billly Bo has lost a 'Flash Hider' #1659637.
[21:20:32	]Billly Bo ran 'drop' on item 'Light Internals' (#1659639)
[21:20:32	]Billly Bo has lost a 'Light Internals' #1659639.
[21:20:33	]Billly Bo ran 'drop' on item '5mW Laser' (#1659638)
[21:20:33	]Billly Bo has lost a '5mW Laser' #1659638.
[21:20:39	]Billly Bo has given himself a bullets_smg1.
[21:20:40	]Billly Bo has gained a 'Sub-machinegun Bullets' #1660025.
[21:20:40	]Billly Bo has given himself a bullets_smg1.
[21:20:40	]Billly Bo has gained a 'Sub-machinegun Bullets' #1660026.
[21:20:41	]Billly Bo has given himself a bullets_smg1.
[21:20:41	]Billly Bo has gained a 'Sub-machinegun Bullets' #1660027.
[21:20:43	]Billly Bo has given himself a magazine_mp_30rnd.
[21:20:43	]Billly Bo has gained a '30rnd MP-magazine' #1660028.
[21:20:44	]Billly Bo has given himself a magazine_mp_30rnd.
[21:20:44	]Billly Bo has gained a '30rnd MP-magazine' #1660029.
[21:20:50	]Billly Bo ran 'combine' on item '30rnd MP-magazine' (#1660029)
[21:20:56	]Billly Bo ran 'unload' on item '30rnd MP-magazine' (#1660029)
[21:20:56	]Billly Bo has gained a 'Sub-machinegun Bullets' #1660030.
[21:20:58	]Billly Bo ran 'combine' on item '30rnd MP-magazine' (#1660029)
[21:21:01	]Billly Bo ran 'drop' on item 'Ammunition Pouch' (#1660021)
[21:21:01	]Billly Bo has lost a 'Ammunition Pouch' #1660021.
[21:21:01	]Billly Bo has lost a 'Sub-machinegun Bullets' #1660023.
[21:21:01	]Billly Bo ran 'drop' on item 'Magazine Pouch' (#1660022)
[21:21:01	]Billly Bo has lost a 'Magazine Pouch' #1660022.
[21:21:03	]Billly Bo ran 'ViewAlt' on item 'Ammunition Pouch' (#1660021)
[21:21:08	]Billly Bo has transferred a 'Sub-machinegun Bullets' #1660027 to a container with the name 'Ammunition Pouch' #76810.
[21:21:13	]Billly Bo ran 'ViewAlt' on item 'Magazine Pouch' (#1660022)
[21:21:14	]Billly Bo has transferred a '30rnd MP-magazine' #1660029 to a container with the name 'Magazine Pouch' #76811.
[21:21:17	]Billly Bo has transferred a '30rnd MP-magazine' #1660029 to a container with the name 'Magazine Pouch' #76811.
[21:21:18	]Billly Bo ran 'combine' on item '30rnd MP-magazine' (#1660028)
[21:21:19	]Billly Bo has transferred a '30rnd MP-magazine' #1660028 to a container with the name 'Magazine Pouch' #76811.
[21:21:20	]M!NT (STEAM_0:1:120751263) has disconnected.
[21:21:20	]Billly Bo ran 'take' on item 'Magazine Pouch' (#1660022)
[21:21:20	]Billly Bo has gained a 'Magazine Pouch' #1660022.
[21:21:20	]Billly Bo has gained a '30rnd MP-magazine' #1660028.
[21:21:20	]Billly Bo has gained a '30rnd MP-magazine' #1660029.
[21:21:30	]Billly Bo has given himself a mp7a1.
[21:21:30	]Billly Bo has gained a 'MP7A1' #1660031.
[21:21:31	]Billly Bo ran 'Equip' on item 'MP7A1' (#1660031)
[21:21:32	]Billly Bo has lost a 'Subsonic Rounds' #1659038.
[21:21:32	]Billly Bo used command '/ToggleRaise'.
[21:21:33	]Billly Bo has lost a '30rnd MP-magazine' #1660029.
[21:21:33	]Atle has connected.
[21:21:38	]Billly Bo has gained a '30rnd MP-magazine' #1660029.
[21:21:38	]Billly Bo has lost a '30rnd MP-magazine' #1660028.
[21:21:43	]Billly Bo ran 'ViewAlt' on item 'Ammunition Pouch' (#1660021)
[21:21:45	]Billly Bo ran 'take' on item 'Ammunition Pouch' (#1660021)
[21:21:45	]Billly Bo has gained a 'Ammunition Pouch' #1660021.
[21:21:45	]Billly Bo has gained a 'Sub-machinegun Bullets' #1660023.
[21:21:48	]Billly Bo ran 'combine' on item '30rnd MP-magazine' (#1660029)
[21:21:51	]Billly Bo has gained a '30rnd MP-magazine' #1660028.
[21:21:51	]Billly Bo has lost a '30rnd MP-magazine' #1660029.
[21:21:54	]Billly Bo destroyed a '5mW Laser' #1659638.
[21:21:54	]Billly Bo destroyed a 'Light Internals' #1659639.
[21:21:54	]Billly Bo destroyed a '30-Round 7.62mm Poly' #1659634.
[21:21:55	]Billly Bo destroyed a 'Flash Hider' #1659637.
[21:21:55	]Billly Bo destroyed a '30-Round 5.45mm Poly' #1659635.
[21:21:55	]Billly Bo destroyed a 'Subsonic Rounds' #1659087.
[21:21:55	]Billly Bo destroyed a 'PVS-4 (2xIR)' #1659643.
[21:21:55	]Billly Bo destroyed a 'Basilisk Stock' #1659636.
[21:21:55	]Billly Bo destroyed a 'Enhanced Burst' #1659642.
[21:21:56	]Billly Bo entered observer.
[21:21:57	]Billly Bo exited observer at their location.
[21:21:58	]Billly Bo entered observer.
[21:21:58	]Billly Bo exited observer at their location.
[21:22:00	]Billly Bo entered observer.
[21:22:00	]Billly Bo exited observer at their location.
[21:22:00	]Billly Bo entered observer.
[21:22:01	]Billly Bo exited observer at their location.
[21:22:01	]Billly Bo entered observer.
[21:22:01	]Billly Bo exited observer at their location.
[21:22:02	]Billly Bo entered observer.
[21:22:04	]Billly Bo exited observer at their location.
[21:22:04	]Billly Bo entered observer.
[21:22:05	]Billly Bo exited observer at their location.
[21:22:05	]Billly Bo entered observer.
[21:22:06	]Billly Bo exited observer at their location.
[21:22:06	]Billly Bo entered observer.
[21:22:07	]Billly Bo exited observer at their location.
[21:22:08	]Billly Bo entered observer.
[21:22:08	]Billly Bo exited observer at their location.
[21:22:08	]Billly Bo entered observer.
[21:22:10	]Billly Bo exited observer at their location.
[21:22:10	]Billly Bo entered observer.
[21:22:11	]Billly Bo exited observer at their location.
[21:22:11	]Billly Bo entered observer.
[21:22:11	]Billly Bo exited observer at their location.
[21:22:12	]Billly Bo entered observer.
[21:22:12	]Billly Bo exited observer at their location.
[21:22:12	]Billly Bo entered observer.
[21:22:13	]Billly Bo exited observer at their location.
[21:22:13	]Billly Bo entered observer.
[21:22:13	]Billly Bo exited observer at their location.
[21:22:14	]Billly Bo entered observer.
[21:22:14	]Billly Bo exited observer at their location.
[21:22:14	]Billly Bo entered observer.
[21:22:15	]Billly Bo exited observer at their location.
[21:22:15	]Billly Bo entered observer.
[21:22:15	]Billly Bo exited observer at their location.
[21:22:16	]Billly Bo entered observer.
[21:22:21	]Billly Bo exited observer at their location.
[21:22:25	]Billly Bo entered observer.
[21:22:29	]Billly Bo exited observer at their location.
[21:22:29	]Billly Bo entered observer.
[21:22:31	]Billly Bo exited observer at their location.
[21:22:31	]Billly Bo entered observer.
[21:22:32	]Billly Bo exited observer at their location.
[21:22:32	]Billly Bo entered observer.
[21:22:36	]Billly Bo exited observer at their location.
[21:22:37	]Billly Bo entered observer.
[21:22:38	]Atle loaded the character 'galunga'
[21:22:41	]Billly Bo exited observer at their location.
[21:22:41	]Billly Bo entered observer.
[21:22:41	]Billly Bo exited observer at their location.
[21:22:42	]Billly Bo entered observer.
[21:23:07	]Billly Bo exited observer at their location.
[21:23:10	][IC] Billly Bo: You are.
[21:23:10	][IC] Billly Bo: An.
[21:23:12	][IC] Billly Bo: ATLE.
[21:23:12	]Billly Bo entered observer.
[21:24:21	]Billly Bo exited observer at their location.
[21:24:22	]Billly Bo has taken 18 damage from worldspawn.
[21:24:22	]Billly Bo entered observer.
[21:24:23	]Billly Bo exited observer at their location.
[21:24:25	]Furret No Furry Asimo (STEAM_0:0:58605803) has disconnected.
[21:24:44	]M!NT has connected.
[21:25:08	]M!NT loaded the character 'test char'
[21:25:09	]test char has taken 24 damage from worldspawn.
[21:25:13	]test char is fully healed.
[21:25:14	]galunga has given himself a vortigaunt_head_fedora.
[21:25:14	]galunga has gained a 'Vortigaunt Fedora' #1660032.
[21:25:14	]test char entered observer.
[21:25:20	]test char exited observer at their location.
[21:25:23	]test char entered observer.
[21:25:32	]test char exited observer at their location.
[21:25:42	][IC] test char: When it starts ringin just look at it and press E okok.
[21:26:01	]test char used command '/phonesay HI??'.
[21:26:04	][IC] galunga: Herro.
[21:26:05	][IC] galunga: Is it.
[21:26:07	][OOC] galunga: how do i
[21:26:10	][OOC] galunga: how do i talk to it
[21:26:14	][OOC] test char: oh yes
[21:26:18	][OOC] test char: /phonesay or /ps
[21:26:21	]galunga used command '/phonesay herro'.
[21:26:23	]galunga used command '/phonesay testing'.
[21:26:23	][OOC] test char: phoneyell or py
[21:26:25	][Y] test char: Hi.
[21:26:28	]test char used command '/phoneyell HI'.
[21:26:28	]galunga used command '/phonesay it isnt ringing for me in a loop'.
[21:26:34	]galunga used command '/phonesay it has stopped ringing'.
[21:26:38	]test char used command '/phoneyell nOT RINGING FOR YOU?'.
[21:26:43	]galunga used command '/phonesay it aint ringing'.
[21:26:46	]test char used command '/phonesay hmmm just me'.
[21:26:51	]galunga used command '/phonesay uhh'.
[21:26:54	]galunga used command '/phonesay how do i call your number'.
[21:26:58	]test char used command '/phonesay so it was ringing and u picked it up and it stopped yes?'.
[21:27:07	][OOC] test char: close menu
[21:27:09	][OOC] test char: open menu
[21:27:17	][OOC] galunga: ok
[21:27:22	][OOC] test char: dial 1555
[21:27:22	][OOC] galunga: what is number
[21:27:24	][OOC] galunga: ok
[21:27:25	][OOC] test char: click dial
[21:27:32	]test char used command '/phonesay HI'.
[21:27:38	]test char used command '/phonesay still ringing for you?'.
[21:27:41	]galunga used command '/phonesay oh NOW its constantly ringing'.
[21:27:46	]test char used command '/phonesay yes its on the sender'.
[21:27:50	]galunga used command '/phonesay ok so it only loops it for the person calling'.
[21:27:50	]test char used command '/phonesay but yea ill fix dat'.
[21:27:56	]test char used command '/phonesay it'll also fix the status'.
[21:27:56	]galunga used command '/phonesay ok ok'.
[21:28:00	]galunga used command '/phonesay how do u know a phone number'.
[21:28:05	]galunga used command '/phonesay or how do u set a number'.
[21:28:07	]test char used command '/phonesay it'll say STATUS :> (phone name)'.
[21:28:11	]test char used command '/phonesay /editlandline'.
[21:28:29	][OOC] galunga: this one says STATUS: unknown
[21:28:38	][OOC] test char: ye i know
[21:28:41	][OOC] test char: i gotta le fix it
[21:28:45	][OOC] galunga: ok
[21:28:47	][OOC] test char: like i said.... buggy
[21:28:47	][OOC] galunga: COOOOOOL
[21:28:49	][OOC] test char: working on it...
[21:28:56	][OOC] galunga: ths is very cool
[21:28:59	][OOC] test char: it is!!
[21:29:03	][OOC] galunga: oh oh
[21:29:06	][OOC] galunga: will it work with
[21:29:13	][OOC] galunga: the
[21:29:18	][OOC] test char: and the reason the call is stopping is because it rings until it stops 
[21:29:28	][OOC] galunga: will it support the classic
[21:29:30	][OOC] test char: the code thinks its ringing and also thinks its picked up at the same time :skull:
[21:29:31	][OOC] galunga: hl2 phone booth
[21:29:39	][OOC] test char: maybe l8ter
[21:29:44	][OOC] test char: would like to get this out first
[21:29:46	][OOC] galunga: that'd be very cool
[21:29:49	][OOC] galunga: ok
[21:29:51	][OOC] test char: then wi can make a payphone version
[21:29:56	][OOC] galunga: that'd be badass
[21:30:07	][OOC] galunga: are there any plans in ze council to repalce all civilian radios with phones?
[21:30:14	][OOC] galunga: or are u keeping all radios
[21:30:16	][OOC] test char: not that i know of
[21:30:28	][OOC] test char: i would say itd be best to stick with radios *at first* and try the phones out
[21:30:32	][OOC] galunga: might be worth considering as an experiment!! will probably bring ppl together
[21:30:39	][OOC] galunga: forcing them to interact as they cant talk over the map
[21:30:49	][OOC] galunga: yeah try the phones out first
[21:30:56	][OOC] test char: ye ye just want to try it as it is. like maybe all the ministers get them
[21:30:57	][OOC] galunga: really cool
[21:31:03	][OOC] galunga: omg
[21:31:05	][OOC] test char: then the factions will try it
[21:31:08	][OOC] galunga: im gonna call the CWU so much
[21:31:10	][OOC] test char: then t4+ get one in their appartment 
[21:31:16	][OOC] test char: have one in the cwu warehouse
[21:31:19	][OOC] test char: ring ring!
[21:31:21	][OOC] galunga: yes please
[21:31:28	][OOC] galunga: ill test it out a lot if they got it
[21:31:29	][OOC] test char: "YES hello???? CWU??????????????? i need ARMBANDS"
[21:31:33	][OOC] galunga: im gonna ring them 24/7
[21:31:38	][OOC] galunga: hilarious
[21:31:40	][OOC] test char: how to make people hate phones
[21:31:46	][OOC] galunga: yes
[21:31:55	][OOC] galunga: this is really nice :D
[21:31:56	][OOC] test char: try out phone yell
[21:31:57	][OOC] test char: here
[21:32:10	]galunga used command '/phoneyell HELLOOOO'.
[21:32:11	]test char used command '/phonesay hi??'.
[21:32:16	]test char used command '/phoneyell i hate you'.
[21:32:17	]galunga used command '/phoneyell HELLOOOOoooooooooooooooooooyooOROKRHR TR TESTTSETETEST'.
[21:32:25	]galunga used command '/phoneyell oh it distorts the text too'.
[21:32:30	]galunga used command '/phonesay LOL'.
[21:32:34	]galunga used command '/phonesay it distorts the text thats funny'.
[21:32:35	]test char used command '/phonesay cool huh?'.
[21:32:38	]galunga used command '/phoneyell teeeeeeeeest'.
[21:32:46	]galunga used command '/phonesay very nice'.
[21:32:49	][OOC] test char: it also forces the text into all caps
[21:32:58	]galunga used command '/phonesay thats really nice'.
[21:33:03	][OOC] galunga: thats really nice
[21:33:10	][OOC] galunga: oh can you play a sound when it hangs up
[21:33:15	][OOC] galunga: when it disconnects you
[21:33:26	][OOC] test char: it does the hangup noise
[21:33:31	][OOC] galunga: does it?
[21:33:36	][OOC] galunga: can u try again
[21:33:36	][OOC] test char: yes listen you can hear the clack
[21:33:44	][OOC] test char: when you close out
[21:33:57	][OOC] galunga: oh yes when i click close
[21:34:04	][OOC] galunga: does it do it too when it disconnects the call?
[21:34:05	][OOC] test char: or do /hangupphone
[21:34:07	][OOC] galunga: i didnt notice
[21:34:08	]test char used command '/HangupPhone'.
[21:34:24	][OOC] test char: when the call disconnects nothing happens i need to fix that yeye
[21:34:30	][OOC] galunga: ah ok neato
[21:34:38	][OOC] test char: need to make the sound effect
[21:34:38	][OOC] galunga: gonna be so funny when ppl hang up the phone
[21:34:46	][OOC] test char: the beep-beep-beep-beep
[21:34:50	][OOC] galunga: memes
[21:34:58	][OOC] test char: yes here watch
[21:34:59	][OOC] galunga: nice!!!!!!!!!!!!!!!!!!!!!!!!!!
[21:35:02	][OOC] test char: also one last thing
[21:35:06	][OOC] test char: for some reason atm
[21:35:18	][OOC] test char: the hangup part of the code isnt working right so i need to make it hang up both sides
[21:35:23	][OOC] test char: when you hang up the other person can still talk to u
[21:35:28	][OOC] test char: but u cant talk back
[21:35:28	][OOC] galunga: oh lol
[21:35:43	][OOC] galunga: this has some great potential though
[21:35:43	][OOC] test char: its all very complicated.... :skull:
[21:35:49	][OOC] galunga: this could
[21:35:59	][OOC] galunga: in theory completely remove the need for radios in civilian RP
[21:36:03	][OOC] galunga: it has huge potential impact
[21:36:06	][OOC] test char: would like to add speaker phone option too but again, complex
[21:36:28	][OOC] test char: cuz then id have to add a bunch more listeners and things. the code is sorta set up to support it but.. it needs to be refactored anyways. UGH
[21:36:38	][OOC] galunga: oh yes is it 1-1 atm
[21:36:43	][OOC] galunga: so nobody else can hear
[21:36:55	][OOC] test char: technically there is no way to do confrence calls or speakerphone
[21:36:58	][OOC] test char: currently
[21:37:10	][OOC] galunga: hmm ok then that might prove difficult to replace the radio if its only 1-1
[21:37:15	][OOC] test char: thatd need more complex ui interactions and a lot more code to do but it *can* be done ofc
