[05:50:28	]ryebredd has connected.
[20:03:06	]Manhack has enabled persistence for 'models/props_combine/combine_booth_short01a.mdl'.
[20:03:06	]Manhack has used a context menu option with the name: persist
[20:03:13	]Manhack has spawned a 'Entity [271][ix_forcefield]'.
[20:03:14	]Manhack has spawned a 'Entity [273][ix_forcefield]'.
[20:03:16	]Manhack exited observer at their location.
[20:03:17	]Manhack entered observer.
[20:03:26	]Manhack has spawned a 'Entity [264][ix_forcefield]'.
[20:03:30	]Manhack has spawned a 'Entity [272][ix_forcefield]'.
[20:03:31	]Manhack has spawned a 'Entity [264][ix_forcefield]'.
[20:03:33	]Manhack has spawned a 'Entity [272][ix_forcefield]'.
[20:03:35	]Manhack has spawned a 'Entity [264][ix_forcefield]'.
[20:03:37	]Manhack has spawned a 'Entity [272][ix_forcefield]'.
[20:03:38	]Manhack has spawned a 'Entity [264][ix_forcefield]'.
[20:03:40	]Manhack has spawned a 'Entity [272][ix_forcefield]'.
[20:03:42	]Manhack exited observer at their location.
[20:03:46	]Manhack entered observer.
[20:04:00	]Manhack has spawned 'models/props_combine/combine_interface003.mdl'.
[20:04:02	]Manhack has enabled persistence for 'models/props_combine/combine_interface003.mdl'.
[20:04:02	]Manhack has used a context menu option with the name: persist
[20:04:06	]Manhack has spawned 'models/props_combine/combine_interface002.mdl'.
[20:04:11	]Manhack has enabled persistence for 'models/props_combine/combine_interface002.mdl'.
[20:04:11	]Manhack has used a context menu option with the name: persist
[20:04:17	]Manhack has spawned 'models/props_combine/combine_interface001.mdl'.
[20:04:20	]Manhack has enabled persistence for 'models/props_combine/combine_interface001.mdl'.
[20:04:20	]Manhack has used a context menu option with the name: persist
[20:04:42	]Manhack has spawned 'models/props_combine/railing_corner_outside.mdl'.
[20:04:56	]Manhack has fired a toolgun with the name: nocollideworld
[20:05:01	]Manhack has enabled persistence for 'models/props_combine/railing_corner_outside.mdl'.
[20:05:01	]Manhack has used a context menu option with the name: persist
[20:05:04	]Manhack has spawned 'models/props_combine/railing_corner_inside.mdl'.
[20:05:06	]Manhack has spawned 'models/props_combine/railing_corner_outside.mdl'.
[20:05:14	]Manhack has fired a toolgun with the name: nocollideworld
[20:05:28	]Manhack exited observer at their location.
[20:05:32	]Manhack entered observer.
[20:05:34	]Manhack has disabled persistence for 'models/props_combine/railing_corner_outside.mdl'.
[20:05:34	]Manhack has used a context menu option with the name: persist_end
[20:05:40	]Manhack has enabled persistence for 'models/props_combine/railing_corner_outside.mdl'.
[20:05:40	]Manhack has used a context menu option with the name: persist
[20:05:42	]Manhack has enabled persistence for 'models/props_combine/railing_corner_outside.mdl'.
[20:05:42	]Manhack has used a context menu option with the name: persist
[20:05:50	]Manhack has spawned 'models/props_combine/railing_256.mdl'.
[20:06:08	]Manhack has enabled persistence for 'models/props_combine/railing_256.mdl'.
[20:06:08	]Manhack has used a context menu option with the name: persist
[20:06:19	]Manhack has spawned 'models/props_combine/combine_light002a.mdl'.
[20:06:22	]Manhack has spawned 'models/props_combine/combine_light002a.mdl'.
[20:06:36	]Manhack has spawned a usable entity class 'ix_lamp' with model 'models/props_combine/combine_light002a.mdl'.
[20:06:36	]Manhack has used a context menu option with the name: ixusableentitycreate
[20:06:37	]Manhack exited observer at their location.
[20:06:43	]Manhack entered observer.
[20:07:06	]Manhack has spawned 'models/props_combine/railing_256.mdl'.
[20:07:15	]Manhack has fired a toolgun with the name: nocollideworld
[20:07:21	]Manhack has enabled persistence for 'models/props_combine/railing_256.mdl'.
[20:07:21	]Manhack has used a context menu option with the name: persist
[20:07:24	]Manhack has spawned 'models/props_combine/railing_256.mdl'.
[20:07:35	]Manhack has fired a toolgun with the name: nocollideworld
[20:07:48	]Manhack has enabled persistence for 'models/props_combine/railing_256.mdl'.
[20:07:48	]Manhack has used a context menu option with the name: persist
[20:07:53	]Manhack has disabled persistence for 'models/props_combine/railing_256.mdl'.
[20:07:53	]Manhack has used a context menu option with the name: persist_end
[20:07:59	]Manhack has enabled persistence for 'models/props_combine/railing_256.mdl'.
[20:07:59	]Manhack has used a context menu option with the name: persist
[20:08:04	]Manhack has disabled persistence for 'models/props_combine/railing_256.mdl'.
[20:08:04	]Manhack has used a context menu option with the name: persist_end
[20:08:07	]Manhack has enabled persistence for 'models/props_combine/railing_256.mdl'.
[20:08:07	]Manhack has used a context menu option with the name: persist
[20:08:18	]Manhack has spawned 'models/props_combine/combinethumper002.mdl'.
[20:08:51	]Manhack exited observer at their location.
[20:09:08	]Manhack used command '/PlaySound https://www.youtube.com/watch?v=GNYqvHRy4YM'.
[20:09:12	]Manhack used command '/PlaySong https://www.youtube.com/watch?v=GNYqvHRy4YM'.
[20:09:20	]Manhack entered observer.
[20:10:00	]Manhack used command '/StopSong'.
[20:10:03	]Manhack used command '/PlaySong https://www.youtube.com/watch?v=LmoOfVJUFHI'.
[20:10:09	]Manhack exited observer at their location.
[20:10:14	]Manhack entered observer.
[20:10:15	]Manhack exited observer at their location.
[20:10:16	]Manhack entered observer.
[20:10:33	]Manhack exited observer at their location.
[20:10:36	]Manhack entered observer.
[20:10:41	]Manhack exited observer at their location.
[20:10:45	]Manhack has spawned 'models/props_combine/combine_light002a.mdl'.
[20:10:53	]Manhack has spawned a usable entity class 'ix_lamp' with model 'models/props_combine/combine_light002a.mdl'.
[20:10:53	]Manhack has used a context menu option with the name: ixusableentitycreate
[20:11:11	]Manhack set walkSpeed to '97'.
[20:11:14	]Manhack set walkSpeed to '80'.
[20:11:25	]Manhack set walkSpeed to '75'.
[20:12:11	]Manhack set walkSpeed to '85'.
[20:12:47	]Manhack entered observer.
[20:12:53	]Manhack exited observer at their location.
[20:12:57	]Manhack entered observer.
[20:12:59	]Manhack exited observer at their location.
[20:13:03	]Manhack entered observer.
[20:13:26	]Manhack exited observer at their location.
[20:13:27	]Manhack entered observer.
[20:13:48	]Manhack has fired a toolgun with the name: prop_door
[20:13:56	]Manhack exited observer at their location.
[20:14:12	]Manhack entered observer.
[20:14:21	]Manhack has fired a toolgun with the name: prop_door
[20:14:44	]Manhack has fired a toolgun with the name: prop_door
[20:14:51	]Manhack exited observer at their location.
[20:14:52	]Manhack entered observer.
[20:15:08	]Manhack exited observer at their location.
[20:15:10	]Manhack entered observer.
[20:15:18	]Manhack has spawned a 'Entity [292][stormfox_oil_lamp]'.
[20:15:18	]Manhack exited observer at their location.
[20:15:21	]Manhack has spawned a 'Entity [293][stormfox_cs_lantern2]'.
[20:15:27	]Manhack entered observer.
[20:15:28	]Manhack exited observer at their location.
[20:15:31	]Manhack entered observer.
[20:15:32	]Manhack exited observer at their location.
[20:15:43	]Manhack entered observer.
[20:15:47	]Manhack exited observer at their location.
[20:15:51	]Manhack has spawned a 'Entity [291][stormfox_cs_lantern]'.
[20:16:01	]Manhack entered observer.
[20:16:03	]Manhack exited observer at their location.
[20:16:03	]Jei has connected.
[20:16:07	]Manhack has spawned a 'Entity [296][stormfox_oil_lamp]'.
[20:16:41	]Manhack has spawned a 'Entity [298][stormfox_cs_candle_small]'.
[20:16:51	]Manhack has spawned a 'Entity [295][stormfox_cs_candle]'.
[20:16:57	]Manhack has spawned a 'Entity [295][stormfox_oil_lamp]'.
[20:17:03	]Jei loaded the character 'Jinx'
[20:17:08	]Jinx is fully healed.
[20:17:17	]Jinx used command '/ToggleGM'.
[20:17:19	]Jinx entered observer.
[20:17:20	]Manhack entered observer.
[20:17:21	]Jinx exited observer.
[20:17:21	]Manhack exited observer at their location.
[20:17:27	]Manhack has spawned a 'Entity [299][stormfox_oil_lamp]'.
[20:17:44	]Manhack entered observer.
[20:17:45	]Manhack exited observer at their location.
[20:17:57	]Manhack set walkSpeed to '90'.
[20:18:19	][OOC] Jinx: Boo
[20:18:22	][OOC] Manhack: hi
[20:18:27	][OOC] Manhack: like the setting?
[20:18:28	]Manhack entered observer.
[20:18:34	]Jinx entered observer.
[20:18:43	]Manhack has enabled persistence for 'models/props_vehicles/truck002a_cab.mdl'.
[20:18:43	]Manhack has used a context menu option with the name: persist
[20:18:51	][OOC] Jinx: Reminds me of stalker maps
[20:18:59	][OOC] Manhack: Did most of the propping here.
[20:19:05	]Manhack exited observer at their location.
[20:19:11	]Manhack has spawned 'models/props_combine/combine_light002a.mdl'.
[20:19:13	]Jinx exited observer.
[20:19:15	]Jinx entered observer.
[20:19:17	]Manhack has spawned a usable entity class 'ix_lamp' with model 'models/props_combine/combine_light002a.mdl'.
[20:19:17	]Manhack has used a context menu option with the name: ixusableentitycreate
[20:19:27	]Manhack entered observer.
[20:19:31	]Manhack exited observer at their location.
[20:19:35	]Jinx exited observer at their location.
[20:19:37	][OOC] Manhack: We're gonna nail the oppressive atmosphere.
[20:19:41	]Jinx entered observer.
[20:19:54	][OOC] Manhack: failure in that department means it's all for nothing.
[20:20:09	][OOC] Jinx: Gotta get the CPs to be more opressive
[20:20:15	][OOC] Manhack: That's the plan.
[20:20:22	][OOC] Manhack: You're no longer allowed to talk outside.
[20:20:25	][OOC] Jinx: Does Dispatch work in this district?
[20:20:27	][OOC] Manhack: This map is perfect.
[20:20:28	]Manhack entered observer.
[20:20:30	][OOC] Manhack: Yes.
[20:20:40	][OOC] Manhack: Also like the playsong music?
[20:20:47	]Manhack exited observer at their location.
[20:20:48	]Manhack entered observer.
[20:20:49	]Manhack exited observer at their location.
[20:20:49	]Manhack entered observer.
[20:20:49	]Manhack exited observer at their location.
[20:20:50	]Manhack entered observer.
[20:21:09	][OOC] Jinx: I just joined. I only have the Ambience music
[20:21:15	]Manhack used command '/PlaySong https://www.youtube.com/watch?v=LmoOfVJUFHI'.
[20:21:25	][OOC] Manhack: It's beautiful tbh.
[20:21:28	][OOC] Manhack: For this place.
[20:21:38	][OOC] Jinx: Ohh, very interesting
[20:21:42	]Jinx used command '/AreaEdit'.
[20:21:47	]Manhack exited observer at their location.
[20:21:55	][OOC] Manhack: This is what I wanted Willard to be.
[20:22:00	][OOC] Manhack: Eery, dreery and damning.
[20:22:02	]Manhack entered observer.
[20:22:03	]Manhack has spawned 'models/props_combine/combinetower001.mdl'.
[20:22:04	][OOC] Jinx: You know, if you set all the Areas down you can transfer this maps Datafile to main willard. Easy as pie.
[20:22:10	][OOC] Manhack: Oh good.
[20:22:16	]Manhack used command '/AreaEdit'.
[20:22:20	][OOC] Jinx: Its what I did with Under Red Skies
[20:22:52	][OOC] Jinx: YO Nexus boxing ring
[20:23:06	]Manhack has added area "PEN-STATION AREA".
[20:23:11	]Manhack exited observer at their location.
[20:23:13	]Manhack entered observer.
[20:23:15	]Manhack used command '/AreaEdit'.
[20:23:20	][OOC] Manhack: This shall be the PEN-STATION AREA.
[20:23:24	][OOC] Manhack: I will get custom dispatch sounds.
[20:23:29	][OOC] Manhack: I will MAKE them.
[20:23:36	][OOC] Manhack: And they WILL SAY PEN-STATION AREA.
[20:23:46	]Jinx exited observer at their location.
[20:23:48	]Jinx entered observer.
[20:24:08	]Jinx exited observer at their location.
[20:24:24	][OOC] Jinx: Can you set me to a higher rank
[20:24:32	]Manhack has added area "Chestnut Cafe".
[20:24:36	]Manhack exited observer at their location.
[20:24:36	]Jinx entered observer.
[20:24:52	]Manhack entered observer.
[20:24:56	]Manhack used command '/AreaEdit'.
[20:25:16	]Manhack ran SAM command 'menu' with arguments: ''
[20:25:24	]Manhack ran SAM command 'setrank' with arguments: '#2' 'senior_admin' '0'
[20:25:29	][OOC] Jinx: Danka
[20:26:09	]Manhack has added area "The High-Horse".
[20:26:12	]Manhack exited observer at their location.
[20:26:17	]Manhack entered observer.
[20:26:22	]Manhack used command '/AreaEdit'.
[20:26:23	]Jinx exited observer at their location.
[20:26:28	]Jinx entered observer.
[20:26:38	]Manhack has removed area "The High-Horse".
[20:26:41	]Jinx exited observer at their location.
[20:26:46	]Jinx used command '/PrintStaffList'.
[20:27:01	]Jinx ran SAM command 'menu' with arguments: ''
[20:27:12	][OOC] Jinx: Senior Admins can't spawn stuff?
[20:27:24	]Manhack has added area "Angel's Horse".
[20:27:25	]Jinx has spawned a 'Entity [300][ix_rationdispenser]'.
[20:27:32	]Manhack ran SAM command 'menu' with arguments: ''
[20:27:36	]Manhack ran SAM command 'setrank' with arguments: '#2' 'community_manager' '0'
[20:27:41	]Jinx has spawned a cit_computer.
[20:27:42	]Manhack ran SAM command 'setrank' with arguments: '#2' 'community_manager' '720'
[20:27:45	]Jinx has used a context menu option with the name: remove
[20:27:47	]Manhack exited observer at their location.
[20:27:48	]Manhack entered observer.
[20:27:53	]Manhack exited observer at their location.
[20:27:55	]Manhack entered observer.
[20:27:56	]Manhack exited observer at their location.
[20:28:03	][OOC] Jinx: 12 Hours? You know if I rejoin i loose my rank right?
[20:28:18	][OOC] Jinx: Cause its connected to Xenforo and GExtension
[20:28:26	]Manhack entered observer.
[20:28:32	]Jinx has spawned a 'Entity [300][ix_cmbcontainer]'.
[20:28:36	][OOC] Manhack: Ach, I'll be on the server all day.
[20:28:40	][OOC] Manhack: I'll reset you.
[20:28:46	]Manhack exited observer at their location.
[20:28:49	]Manhack entered observer.
[20:28:52	]Manhack used command '/AreaEdit'.
[20:28:58	]Jinx set PlayersToLoot to '1'.
[20:29:11	]Jinx has used a context menu option with the name: remove
[20:29:19	]Manhack has added area "The Tree".
[20:29:19	][OOC] Jinx: Yo I love this crate system
[20:29:21	]Manhack exited observer at their location.
[20:29:22	]Jinx has spawned a 'Entity [300][ix_infestationcontainer]'.
[20:29:25	][OOC] Manhack: :d
[20:29:26	][OOC] Manhack: :D
[20:29:35	]Manhack entered observer.
[20:29:36	]Manhack exited observer at their location.
[20:29:37	]Manhack entered observer.
[20:29:38	]Jinx has given himself a flashlight.
[20:29:38	]Jinx has gained a 'Flashlight' #1584000.
[20:29:43	]Jinx has used a context menu option with the name: remove
[20:33:18	]Jinx has spawned a 'Entity [300][ix_advancedcontainer]'.
[20:33:45	]Jinx has used a context menu option with the name: remove
[20:33:46	]Jinx has used a context menu option with the name: remove
[20:33:54	]Jinx has spawned a 'Entity [307][ix_cmbcontainer]'.
[20:34:02	]Jinx has spawned a 'Entity [308][ix_cmbcontainer]'.
[20:34:52	]Manhack used command '/AreaEdit'.
[20:34:53	][OOC] Jinx: God this atmosphere is setting off my horror fight or flight
[20:35:13	][OOC] Jinx: Catching myself second guessing opening doors lmao
[20:35:56	]Manhack has added area "PEN-APARTMENT COMPLEX".
[20:36:41	]Manhack has added area "PEN-APARTMENT BASEMENT".
[20:36:52	]Manhack used command '/AreaEdit'.
[20:36:57	][OOC] Manhack: xdd
[20:37:03	][OOC] Manhack: Imagine that with the music.
[20:37:21	][LOOC] Jinx: The tense music
[20:37:25	][OOC] Jinx: The tense music
[20:39:07	]Jinx entered observer.
[20:39:21	]Jinx exited observer at their location.
[20:39:27	]Manhack has added area "CLC Headquarters".
[20:39:27	]Jinx entered observer.
[20:39:31	][OOC] Manhack: Doing the areas.
[20:39:33	]Jinx exited observer at their location.
[20:39:36	][OOC] Jinx: Alright
[20:39:46	][OOC] Jinx: Imma start on building up the nexus
[20:40:40	]Jinx has spawned 'models/hunter/blocks/cube150x150x025.mdl'.
[20:40:44	]Manhack has added area "PEN-STATION INDUSTRIAL BARRIER".
[20:40:46	]Jinx has spawned 'models/hunter/blocks/cube1x2x1.mdl'.
[20:40:48	]Jinx has spawned 'models/hunter/blocks/cube1x2x05.mdl'.
[20:40:53	]Manhack exited observer at their location.
[20:41:01	]Manhack entered observer.
[20:41:03	]Jinx has fired a toolgun with the name: precision
[20:41:16	]Jinx has fired a toolgun with the name: precision
[20:41:41	]Jinx has fired a toolgun with the name: submaterial
[20:41:46	]Jinx has fired a toolgun with the name: submaterial
[20:42:31	]Jinx has spawned a 'Entity [300][ix_customvendingmachine]'.
[20:42:34	]Jinx has used a context menu option with the name: rb655_dissolve
[20:42:36	]Jinx has used a context menu option with the name: rb655_dissolve
[20:42:36	]env_entity_dissolver destroyed a 'Vending Machine Key' #1584004.
[20:42:37	]Jinx has used a context menu option with the name: rb655_dissolve
[20:42:38	]env_entity_dissolver destroyed a 'Vending Machine Key' #1584002.
[20:42:39	]env_entity_dissolver destroyed a 'Vending Machine Key' #1584003.
[20:42:53	]Jinx has spawned a 'Entity [310][ix_rationdispenser]'.
[20:42:56	]Jinx has spawned a 'Entity [310][ix_rationdispenser]'.
[20:42:57	]Jinx has spawned a 'Entity [314][ix_rationdispenser]'.
[20:42:59	]Jinx has spawned a 'Entity [310][ix_rationdispenser]'.
[20:43:11	]Jinx has acquired his ration, gaining 10 credits, 0 wages and a ration ration.
[20:43:24	][OOC] Manhack: Righty-o.
[20:43:35	]Jinx has fired a toolgun with the name: stacker_improved
[20:43:35	]Jinx has spawned 'models/hunter/blocks/cube1x2x05.mdl'.
[20:43:42	]Jinx has fired a toolgun with the name: submaterial
[20:43:48	]Jinx has fired a toolgun with the name: submaterial
[20:43:53	]Jinx has enabled persistence for 'models/hunter/blocks/cube1x2x05.mdl'.
[20:43:53	]Jinx has used a context menu option with the name: persist
[20:43:55	]Jinx has enabled persistence for 'models/hunter/blocks/cube1x2x05.mdl'.
[20:43:55	]Jinx has used a context menu option with the name: persist
[20:45:01	]Jinx ran 'take' on item 'Ration' (#1584005)
[20:45:01	]Jinx has gained a 'Ration' #1584005.
[20:45:21	]Jinx has spawned a 'Entity [314][ix_pickupterminal]'.
[20:45:24	]Jinx has spawned a 'Entity [317][ix_pickupterminal]'.
[20:45:44	]Jinx has spawned a 'Entity [300][ix_rationdispenser]'.
[20:45:53	]Jinx has spawned a 'Entity [300][ix_rationdispenser]'.
[20:45:59	]Jinx has spawned a 'Entity [314][ix_rationdispenser]'.
[20:46:06	]Jinx has spawned a 'Entity [314][ix_pickupterminal]'.
[20:46:21	]Jinx has spawned a 'Entity [314][ix_pickupterminal]'.
[20:50:17	]Jinx entered observer.
[20:50:20	][OOC] Manhack: asdasddas
[20:50:23	][OOC] Jinx: ?
[20:50:24	]Manhack used command '/AreaEdit'.
[20:50:26	]Jinx exited observer at their location.
[20:50:31	][OOC] Manhack: just wanted to say asdasddas
[20:50:32	]Jinx has spawned a 'Entity [300][ix_vendor]'.
[20:50:38	][OOC] Jinx: FDgfdgdfgdg
[20:50:43	][OOC] Manhack: death
[20:51:56	]Jinx has used a context menu option with the name: vendor_edit
[20:53:24	]Jinx has used a context menu option with the name: vendor_edit
[20:54:20	]Manhack exited observer at their location.
[20:54:27	]Manhack entered observer.
[20:54:27	]Manhack exited observer at their location.
[20:54:33	]Jinx entered observer.
[20:54:34	]Jinx exited observer at their location.
[20:54:37	]Jinx used the 'S10:\\CMD-VEND-504' vendor.
[20:54:39	]Manhack entered observer.
[20:54:44	]Manhack exited observer at their location.
[20:54:48	]Manhack entered observer.
[20:54:52	]Manhack used command '/AreaEdit'.
[20:55:31	]Manhack has added area "CLC Administrative Function".
[20:55:38	]Manhack exited observer at their location.
[20:55:44	]Manhack entered observer.
[20:55:47	]Manhack used command '/AreaEdit'.
[20:56:21	][OOC] Jinx: Oh, does this district have power?
[20:56:26	]Manhack has added area "CLC Administrative Function - Lower Level".
[20:56:46	]Manhack used command '/AreaEdit'.
[20:57:09	]Manhack has added area "CLC Administrative Function - Chamber".
[20:57:35	]Manhack has added area "CLC Administrative Function - Offices".
[20:57:44	]Manhack exited observer at their location.
[20:57:58	]Manhack entered observer.
[20:58:03	]Jinx entered observer.
[20:58:05	]Manhack used command '/AreaEdit'.
[20:58:30	]Jinx exited observer at their location.
[20:58:31	]Manhack has added area "Ruined Overpass".
[20:58:41	]Jinx entered observer.
[20:58:59	]Jinx has used a context menu option with the name: rb655_breakable_break
[20:59:01	]Jinx exited observer at their location.
[20:59:04	]Jinx entered observer.
[20:59:52	]Manhack has added area "The Auld Reekie".
[20:59:56	]Manhack exited observer at their location.
[21:00:01	]Manhack entered observer.
[21:00:07	]Manhack used command '/AreaEdit'.
[21:00:09	]Manhack has removed area "The Auld Reekie".
[21:00:13	]Manhack used command '/AreaEdit'.
[21:00:18	]Jinx has spawned a capda.
[21:00:21	]Jinx ran 'take' on item 'Civil Administration PDA' (#1584006)
[21:00:21	]Jinx has gained a 'Civil Administration PDA' #1584006.
[21:00:23	]Jinx has given himself a pda.
[21:00:23	]Jinx has gained a 'Combine PDA' #1584007.
[21:00:25	]Jinx ran 'Equip' on item 'Civil Administration PDA' (#1584006)
[21:00:29	]Jinx exited observer at their location.
[21:00:34	]Jinx ran 'EquipUn' on item 'Civil Administration PDA' (#1584006)
[21:00:35	]Jinx ran 'Equip' on item 'Combine PDA' (#1584007)
[21:00:50	]Manhack has added area "The End-Road Bar".
[21:00:53	]Manhack exited observer at their location.
[21:01:00	]Manhack entered observer.
[21:01:01	]Manhack exited observer at their location.
[21:01:06	]Manhack has used a context menu option with the name: rb655_door_open
[21:01:08	]Manhack entered observer.
[21:01:09	]Manhack exited observer at their location.
[21:01:12	]Manhack entered observer.
[21:01:15	]Manhack has used a context menu option with the name: door_lockunlock
[21:01:15	]Manhack exited observer at their location.
[21:01:20	]Manhack has used a context menu option with the name: door_lockunlock
[21:01:23	]Manhack entered observer.
[21:01:25	]Manhack used command '/AreaEdit'.
[21:01:56	]Manhack has added area "The Clinic".
[21:01:59	]Manhack exited observer at their location.
[21:02:01	]Jei (STEAM_0:1:108198228) deleted character 'C24/SCN-13'
[21:02:04	]Jei (STEAM_0:1:108198228) deleted character 'Commander J.S. Legion'
[21:02:06	]Manhack entered observer.
[21:02:07	]Manhack used command '/AreaEdit'.
[21:02:26	]Manhack exited observer at their location.
[21:02:27	]Manhack entered observer.
[21:02:35	]Manhack has spawned a 'Vehicle [320][prop_vehicle_jeep_old]'.
[21:02:36	]Manhack exited observer at their location.
[21:03:01	][OOC] Manhack: OK good
[21:03:04	][OOC] Manhack: Vehicles can pass through the tunnel
[21:03:07	][OOC] Manhack: And yes
[21:03:14	][OOC] Manhack: It will have power, but it will be at generators.
[21:03:14	]Manhack entered observer.
[21:03:22	]Manhack exited observer at their location.
[21:03:23	]Manhack entered observer.
[21:03:24	]Manhack exited observer at their location.
[21:03:24	]Manhack entered observer.
[21:03:26	]Manhack exited observer at their location.
[21:03:52	]Manhack entered observer.
[21:03:53	]Manhack exited observer at their location.
[21:04:14	][OOC] Manhack: This map is fully stormfox compatible.
[21:04:17	][OOC] Manhack: excellent.
[21:04:42	]Manhack entered observer.
[21:04:45	]Manhack exited observer at their location.
[21:04:46	]Manhack entered observer.
[21:04:51	]Manhack exited observer at their location.
[21:04:56	]Manhack entered observer.
[21:06:10	][OOC] Manhack: Would be cool to scatter crates around the place.
[21:06:13	][OOC] Manhack: hidden
[21:06:31	]Manhack has used a context menu option with the name: remove
[21:06:38	]Manhack has used a context menu option with the name: remove
[21:06:40	]Manhack has fired a toolgun with the name: remover
[21:06:40	]Manhack has fired a toolgun with the name: remover
[21:06:58	]Manhack used command '/AreaEdit'.
[21:07:03	]Jinx has gone afk.
[21:07:13	]Jei created the character 'Lt. Adriana Dish'
[21:07:13	]Jei loaded the character 'Lt. Adriana Dish'
[21:07:13	]Lt. Adriana Dish is no longer afk. Total time spent AFK: 310
[21:07:13	]Lt. Adriana Dish has gained a '#81294's Identity Card' #1584008.
[21:07:13	]Lt. Adriana Dish has gained a 'Combine PDA' #1584009.
[21:07:13	]Lt. Adriana Dish has gained a 'Black Shoes' #1584010.
[21:07:13	]Lt. Adriana Dish has gained a 'CCA Black Suit Trousers' #1584011.
[21:07:13	]Lt. Adriana Dish has gained a 'CCA Black Suit Jacket' #1584012.
[21:07:19	]Lt. Adriana Dish entered observer.
[21:07:33	]Manhack exited observer at their location.
[21:07:42	]Lt. Adriana Dish exited observer at their location.
[21:08:14	][IC] Lt. Adriana Dish: Sdfsdfsdfdsfdsgfdhg.
[21:08:27	][OOC] Manhack: lmao
[21:08:35	][IC] Lt. Adriana Dish: Too much fog.
[21:08:46	]Manhack entered observer.
[21:08:46	]Manhack exited observer at their location.
[21:08:48	]Manhack entered observer.
[21:08:49	]Manhack exited observer at their location.
[21:08:52	]Lt. Adriana Dish entered observer.
[21:09:05	]Lt. Adriana Dish exited observer at their location.
[21:09:15	][OOC] Lt. Adriana Dish: I found the backrooms
[21:09:23	]Lt. Adriana Dish entered observer.
[21:09:34	]Lt. Adriana Dish exited observer at their location.
[21:10:02	]Manhack used command '/PlaySong https://www.youtube.com/watch?v=J8Vzf6ZGtgU'.
[21:10:05	]Manhack entered observer.
[21:10:09	][OOC] Manhack: I SEE
[21:10:10	]Manhack exited observer at their location.
[21:10:13	]Manhack entered observer.
[21:10:15	]Manhack exited observer at their location.
[21:10:16	]Manhack entered observer.
[21:10:16	]Manhack exited observer at their location.
[21:10:17	]Manhack entered observer.
[21:10:22	]Manhack exited observer at their location.
[21:10:25	][OOC] Lt. Adriana Dish: FOUND THE JW
[21:10:34	]Manhack entered observer.
[21:10:35	]Manhack exited observer at their location.
[21:10:41	]Manhack entered observer.
[21:10:43	]Manhack exited observer at their location.
[21:10:44	]Manhack has taken 7 damage from trigger_hurt.
[21:10:44	]Manhack has taken 7 damage from trigger_hurt.
[21:10:45	]Manhack entered observer.
[21:10:54	]Manhack exited observer at their location.
[21:11:02	]Manhack entered observer.
[21:11:03	]Manhack exited observer at their location.
[21:11:21	][OOC] Lt. Adriana Dish: If you want me too, I can go ahead and add more dispatch voicelines to the passive dispatch plugin
[21:11:47	][OOC] Lt. Adriana Dish: Battery..?
[21:11:54	]Manhack entered observer.
[21:12:01	]Lt. Adriana Dish entered observer.
[21:12:02	]Manhack exited observer at their location.
[21:12:25	][OOC] Lt. Adriana Dish: VORT CAVE
[21:12:26	][OOC] Lt. Adriana Dish: VORT CAVE
[21:12:29	][OOC] Manhack: yes
[21:12:32	]Manhack entered observer.
[21:12:41	][OOC] Lt. Adriana Dish: I bet Denukes happy about that
[21:12:44	]Lt. Adriana Dish exited observer at their location.
[21:12:52	][OOC] Manhack: Damn I got some balling music
[21:12:56	][OOC] Manhack: With that song
[21:12:58	][OOC] Manhack: playsong*
[21:13:10	]Lt. Adriana Dish entered observer.
[21:13:20	][OOC] Manhack: idea
[21:13:23	][OOC] Manhack: OH SHIT
[21:13:32	][OOC] Manhack: IT TURNS IT TO SNOW VERY WELL TOO
[21:13:40	][OOC] Manhack: COME
[21:13:44	]Manhack exited observer at their location.
[21:13:47	]Manhack entered observer.
[21:14:11	]Manhack exited observer at their location.
[21:14:11	]Manhack entered observer.
[21:14:12	]Manhack exited observer at their location.
[21:14:13	]Manhack entered observer.
[21:14:19	]Manhack exited observer at their location.
[21:14:21	]Manhack entered observer.
[21:14:23	]Manhack exited observer at their location.
[21:14:25	]Manhack entered observer.
[21:14:32	]Manhack exited observer at their location.
[21:14:33	]Manhack entered observer.
[21:14:38	]Manhack has used a context menu option with the name: rb655_door_close
[21:14:50	]Manhack exited observer at their location.
[21:14:57	][OOC] Manhack: This is going to be so, /so/ fun.
[21:15:03	]Manhack entered observer.
[21:15:21	]Manhack used command '/AreaEdit'.
[21:15:42	]Manhack exited observer at their location.
[21:15:45	]Manhack entered observer.
[21:15:45	]Lt. Adriana Dish exited observer at their location.
[21:15:54	]Manhack used command '/AreaEdit'.
[21:15:54	]Lt. Adriana Dish used command '/Staff'.
[21:15:57	]Manhack used command '/Staff'.
[21:15:57	]Lt. Adriana Dish used command '/PrintStaffList'.
[21:15:59	]Lt. Adriana Dish entered observer.
[21:16:06	]Lt. Adriana Dish used command '/Staff Im back to gm again'.
[21:16:12	]Manhack ran SAM command 'menu' with arguments: ''
[21:16:22	][OOC] Manhack: Did you disconnect???
[21:16:31	][OOC] Lt. Adriana Dish: No, I just switched characters
[21:16:33	]Manhack ran SAM command 'menu' with arguments: ''
[21:16:36	]Manhack ran SAM command 'setrank' with arguments: '#2' 'community_manager' '720'
[21:16:44	]Manhack used command '/AreaEdit'.
