[12:27:14	]Kappatalist has connected.
[13:30:01	]The White Dove entered observer.
[13:30:01	]The White Dove exited observer at their location.
[13:30:02	]The White Dove entered observer.
[13:30:02	]The White Dove exited observer at their location.
[13:30:04	]The White Dove entered observer.
[13:30:04	]The White Dove exited observer at their location.
[13:30:05	]The White Dove entered observer.
[13:30:05	]The White Dove exited observer at their location.
[13:30:05	]The White Dove entered observer.
[13:30:06	]The White Dove exited observer at their location.
[13:30:07	]The White Dove entered observer.
[13:30:07	]The White Dove exited observer at their location.
[13:30:08	]The White Dove entered observer.
[13:30:08	]The White Dove exited observer at their location.
[13:30:09	]The White Dove entered observer.
[13:30:09	]The White Dove exited observer at their location.
[13:30:10	]The White Dove entered observer.
[13:30:10	]The White Dove exited observer at their location.
[13:30:12	]The White Dove entered observer.
[13:30:12	]The White Dove exited observer at their location.
[13:30:13	]The White Dove entered observer.
[13:30:13	]The White Dove exited observer at their location.
[13:30:13	]The White Dove entered observer.
[13:30:14	]The White Dove exited observer at their location.
[13:30:14	]The White Dove entered observer.
[13:30:14	]The White Dove exited observer at their location.
[13:30:15	]The White Dove entered observer.
[13:30:15	]The White Dove exited observer at their location.
[13:30:16	]The White Dove entered observer.
[13:30:16	]The White Dove exited observer at their location.
[13:30:25	]Kappatalist (STEAM_0:1:86900379) has disconnected.
