[03:07:51	]TRL has connected.
[07:05:54	]C17:RCT.YELLO-87 has taken 1 damage from alley_elevator1.
[07:05:54	]C17:RCT.YELLO-87 has taken 1 damage from alley_elevator1.
[07:05:54	]C17:RCT.YELLO-87 has taken 1 damage from alley_elevator1.
[07:05:54	]C17:RCT.YELLO-87 has taken 1 damage from alley_elevator1.
[07:05:54	]C17:RCT.YELLO-87 has taken 1 damage from alley_elevator1.
[07:05:55	]C17:RCT.YELLO-87 has taken 1 damage from alley_elevator1.
[07:05:55	]C17:RCT.YELLO-87 has taken 1 damage from alley_elevator1.
[07:05:55	]C17:RCT.YELLO-87 has taken 1 damage from alley_elevator1.
[07:05:55	]C17:RCT.YELLO-87 has taken 1 damage from alley_elevator1.
[07:05:55	]C17:RCT.YELLO-87 has taken 1 damage from alley_elevator1.
[07:05:55	]C17:RCT.YELLO-87 has taken 1 damage from alley_elevator1.
[07:05:55	]C17:RCT.YELLO-87 has taken 1 damage from alley_elevator1.
[07:05:55	]C17:RCT.YELLO-87 has taken 1 damage from alley_elevator1.
[07:05:55	]C17:RCT.YELLO-87 has taken 1 damage from alley_elevator1.
[07:05:55	]C17:RCT.YELLO-87 has taken 1 damage from alley_elevator1.
[07:05:55	]C17:RCT.YELLO-87 has taken 1 damage from alley_elevator1.
[07:05:55	]C17:RCT.YELLO-87 has taken 1 damage from alley_elevator1.
[07:05:55	]C17:RCT.YELLO-87 has taken 1 damage from alley_elevator1.
[07:05:55	]C17:RCT.YELLO-87 has taken 1 damage from alley_elevator1.
[07:05:55	]C17:RCT.YELLO-87 has taken 1 damage from alley_elevator1.
[07:05:55	]C17:RCT.YELLO-87 has taken 1 damage from alley_elevator1.
[07:05:55	]C17:RCT.YELLO-87 has taken 1 damage from alley_elevator1.
[07:05:55	]C17:RCT.YELLO-87 has taken 1 damage from alley_elevator1.
[07:05:55	]C17:RCT.YELLO-87 has taken 1 damage from alley_elevator1.
[07:05:55	]C17:RCT.YELLO-87 has taken 1 damage from alley_elevator1.
[07:05:56	]C17:RCT.YELLO-87 has taken 1 damage from alley_elevator1.
[07:05:56	]C17:RCT.YELLO-87 has taken 1 damage from alley_elevator1.
[07:05:56	]C17:RCT.YELLO-87 has taken 1 damage from alley_elevator1.
[07:05:56	]C17:RCT.YELLO-87 has taken 1 damage from alley_elevator1.
[07:05:56	]C17:RCT.YELLO-87 has taken 1 damage from alley_elevator1.
[07:05:56	]C17:RCT.YELLO-87 has taken 1 damage from alley_elevator1.
[07:05:56	]C17:RCT.YELLO-87 has taken 1 damage from alley_elevator1.
[07:05:56	]C17:RCT.YELLO-87 has taken 1 damage from alley_elevator1.
[07:05:56	]C17:RCT.YELLO-87 has taken 1 damage from alley_elevator1.
[07:05:56	]C17:RCT.YELLO-87 has taken 1 damage from alley_elevator1.
[07:05:56	]C17:RCT.YELLO-87 has taken 1 damage from alley_elevator1.
[07:05:56	]C17:RCT.YELLO-87 has taken 1 damage from alley_elevator1.
[07:05:56	]C17:RCT.YELLO-87 has taken 1 damage from alley_elevator1.
[07:05:56	]C17:RCT.YELLO-87 has taken 1 damage from alley_elevator1.
[07:05:56	]C17:RCT.YELLO-87 has taken 1 damage from alley_elevator1.
[07:05:56	]C17:RCT.YELLO-87 has taken 1 damage from alley_elevator1.
[07:05:56	]C17:RCT.YELLO-87 has taken 1 damage from alley_elevator1.
[07:05:56	]C17:RCT.YELLO-87 has taken 1 damage from alley_elevator1.
[07:05:56	]C17:RCT.YELLO-87 has taken 1 damage from alley_elevator1.
[07:05:56	]C17:RCT.YELLO-87 has taken 1 damage from alley_elevator1.
[07:05:57	]C17:RCT.YELLO-87 has taken 1 damage from alley_elevator1.
[07:05:57	]C17:RCT.YELLO-87 has taken 1 damage from alley_elevator1.
[07:05:57	]C17:RCT.YELLO-87 has taken 1 damage from alley_elevator1.
[07:05:57	]C17:RCT.YELLO-87 has taken 1 damage from alley_elevator1.
[07:05:57	]C17:RCT.YELLO-87 has taken 1 damage from alley_elevator1.
[07:05:57	]C17:RCT.YELLO-87 has taken 1 damage from alley_elevator1.
[07:05:57	]C17:RCT.YELLO-87 has taken 1 damage from alley_elevator1.
[07:05:57	]C17:RCT.YELLO-87 has taken 1 damage from alley_elevator1.
[07:05:57	]C17:RCT.YELLO-87 has taken 1 damage from alley_elevator1.
[07:05:57	]C17:RCT.YELLO-87 has taken 1 damage from alley_elevator1.
[07:05:57	]C17:RCT.YELLO-87 has taken 1 damage from alley_elevator1.
[07:05:57	]C17:RCT.YELLO-87 has taken 1 damage from alley_elevator1.
[07:05:57	]C17:RCT.YELLO-87 has taken 1 damage from alley_elevator1.
[07:05:57	]C17:RCT.YELLO-87 has taken 1 damage from alley_elevator1.
[07:05:57	]C17:RCT.YELLO-87 has taken 1 damage from alley_elevator1.
[07:05:57	]C17:RCT.YELLO-87 was knocked unconscious and is bleeding out.
[07:06:14	]C17:RCT.YELLO-87 was just killed due to: accepting their death
[07:06:50	]C17:RCT.YELLO-87 has taken 1 damage from env_fire.
[07:06:51	]C17:RCT.YELLO-87 has taken 1 damage from env_fire.
[07:06:52	]C17:RCT.YELLO-87 has taken 1 damage from env_fire.
[07:06:53	]C17:RCT.YELLO-87 has taken 1 damage from env_fire.
[07:06:53	]C17:RCT.YELLO-87 has taken 1 damage from env_fire.
[07:06:53	]C17:RCT.YELLO-87 was knocked unconscious and is bleeding out.
[07:06:54	]C17:RCT.YELLO-87 was killed while bleeding out.
[07:06:54	]through the fire and flames feat cardi b has killed C17:RCT.YELLO-87 with trigger_hurt.
[07:07:25	]C17:RCT.YELLO-87 has taken 1 damage from env_fire.
[07:07:26	]C17:RCT.YELLO-87 was knocked unconscious and is bleeding out.
[07:07:27	]C17:RCT.YELLO-87 was killed while bleeding out.
[07:07:27	]through the fire and flames feat cardi b has killed C17:RCT.YELLO-87 with trigger_hurt.
[07:07:46	]C17:RCT.YELLO-87 has changed C17:RCT.YELLO-87's bodygroups.
[07:08:06	]C17:RCT.YELLO-87 has changed C17:RCT.YELLO-87's bodygroups.
[07:08:14	]C17:RCT.YELLO-87 used command '/CharFallOver'.
[07:08:16	]C17:RCT.YELLO-87 was knocked unconscious and is bleeding out.
[07:08:16	]C17:RCT.YELLO-87 was killed while bleeding out.
[07:08:16	]through the fire and flames feat cardi b has killed C17:RCT.YELLO-87 with trigger_hurt.
[07:08:48	]C17:RCT.YELLO-87 has taken 1 damage from env_fire.
[07:08:49	]C17:RCT.YELLO-87 has taken 1 damage from env_fire.
[07:08:50	]C17:RCT.YELLO-87 has taken 1 damage from env_fire.
[07:08:51	]C17:RCT.YELLO-87 has taken 1 damage from env_fire.
[07:08:52	]C17:RCT.YELLO-87 has taken 1 damage from env_fire.
[07:08:52	]C17:RCT.YELLO-87 has taken 1 damage from env_fire.
[07:08:53	]C17:RCT.YELLO-87 was knocked unconscious and is bleeding out.
[07:08:53	]C17:RCT.YELLO-87 was killed while bleeding out.
[07:08:53	]through the fire and flames feat cardi b has killed C17:RCT.YELLO-87 with trigger_hurt.
[07:09:03	]C17:RCT.YELLO-87 used command '/CharFallOver'.
[07:09:04	]Divine (STEAM_0:0:63629212) has disconnected.
