[00:20:57	]Rabithunter has connected.
[02:11:01	]Kranky has spawned 'models/props_d47_canals/floor_mud_768x512.mdl'.
[02:11:01	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_web_wide.mdl'.
[02:11:01	]Kranky has spawned 'models/props_d47_canals/interior_wall_512.mdl'.
[02:11:01	]Kranky has spawned 'models/props_d47_canals/canal_tunnel1.mdl'.
[02:11:01	]Kranky has spawned 'models/props_junk/garbage128_composite001c.mdl'.
[02:11:01	]Kranky has spawned 'models/props_debris/broken_pile001a.mdl'.
[02:11:01	]Kranky has spawned 'models/props_debris/floor_rubble1.mdl'.
[02:11:01	]Kranky has spawned 'models/hlvr/combine_hazardprops/combinehazardprops_hoover.mdl'.
[02:11:01	]Kranky has spawned 'models/props_d47_canals/canal_doublesawtooth_inverse.mdl'.
[02:11:01	]Kranky has spawned 'models/props/de_nuke/pipeset.mdl'.
[02:11:01	]Kranky has spawned 'models/hlvr/combine_hazardprops/combinehazardprops_warningsign.mdl'.
[02:11:01	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_web_flat_posable.mdl'.
[02:11:01	]Kranky has spawned 'models/props_d47_canals/canal_tunnel2.mdl'.
[02:11:02	]Kranky has spawned 'models/props_d47_canals/floor_mud_768x512.mdl'.
[02:11:02	]Kranky has spawned 'models/props_d47_canals/canal_pipe.mdl'.
[02:11:02	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_headcrab_cluster003.mdl'.
[02:11:02	]Kranky has spawned 'models/jq/hlvr/props/xen/xen_foam_base001.mdl'.
[02:11:02	]Kranky has spawned 'models/props_combine/combine_intmonitor001.mdl'.
[02:11:02	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_strand_anchor006.mdl'.
[02:11:02	]Kranky has spawned 'models/props_d47_canals/floor_mud_768x512.mdl'.
[02:11:02	]Kranky has spawned 'models/props_debris/concrete_spawnplug001a.mdl'.
[02:11:02	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_web_flat_posable.mdl'.
[02:11:02	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_web_flat_posable.mdl'.
[02:11:02	]Kranky has spawned 'models/props_d47_canals/canal_ladder.mdl'.
[02:11:02	]Kranky has spawned 'models/props_d47_canals/canal_interior_upper.mdl'.
[02:11:02	]Kranky has spawned 'models/jq/hlvr/props/xen/xen_foam_anchor01.mdl'.
[02:11:02	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_horiz001_wide002.mdl'.
[02:11:02	]Kranky has spawned 'models/props/de_nuke/pipeset.mdl'.
[02:11:02	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_web_wide.mdl'.
[02:11:02	]Kranky has spawned 'models/props_combine/combine_interface001.mdl'.
[02:11:02	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_headcrab_cluster001.mdl'.
[02:11:02	]Kranky has spawned 'models/props_d47_canals/floor_mud_768x512.mdl'.
[02:11:02	]Kranky has spawned 'models/props_d47_canals/floor_mud_768x512.mdl'.
[02:11:03	]Kranky has spawned 'models/props_d47_canals/floor_mud_768x512.mdl'.
[02:11:03	]Kranky has spawned 'models/props_d47_canals/floor_mud_768x512.mdl'.
[02:11:03	]Kranky has spawned 'models/props_d47_canals/floor_mud_768x512.mdl'.
[02:11:03	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_strand_anchor004.mdl'.
[02:11:03	]Kranky has spawned 'models/jq/hlvr/props/xen/xen_foam_pillar001.mdl'.
[02:11:03	]Kranky has spawned 'models/props_debris/plaster_ceilingpile002a.mdl'.
[02:11:03	]Kranky has spawned 'models/wn7new/metropolice/n7_cp_gasmask1.mdl'.
[02:11:03	]Kranky has spawned 'models/props_debris/plaster_floorpile001a.mdl'.
[02:11:03	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_web_flat_posable.mdl'.
[02:11:03	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_web_flat_posable.mdl'.
[02:11:03	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_pod_structure001.mdl'.
[02:11:03	]Kranky has spawned 'models/props_canal/canal_bridge03b.mdl'.
[02:11:03	]Kranky has spawned 'models/props_debris/tile_wall001a_chunk07.mdl'.
[02:11:03	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_web_flat_posable.mdl'.
[02:11:03	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_flat_blob01_barrel_mush01.mdl'.
[02:11:03	]Kranky has spawned 'models/hlvr/combine_hazardprops/combinehazardprops_warningsign.mdl'.
[02:11:03	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_web_cone001.mdl'.
[02:11:03	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_strand_anchor005.mdl'.
[02:11:03	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_web_flat_posable.mdl'.
[02:11:03	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_horiz001.mdl'.
[02:11:04	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_a3_pitwall_lod1.mdl'.
[02:11:04	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_jelly_blob001.mdl'.
[02:11:04	]Kranky has spawned 'models/props_debris/plaster_floorpile001a.mdl'.
[02:11:04	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_antlion_cluster001.mdl'.
[02:11:04	]Kranky has spawned 'models/jq/hlvr/props/infestation/dead_body/xen_dead_body.mdl'.
[02:11:04	]Kranky has spawned 'models/props_debris/concrete_spawnchunk001b.mdl'.
[02:11:04	]Kranky has spawned 'models/props_debris/plaster_ceilingpile001a.mdl'.
[02:11:04	]Kranky has spawned 'models/props_combine/combine_fence01a.mdl'.
[02:11:04	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_headcrab_cluster003.mdl'.
[02:11:04	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_web_flat_posable.mdl'.
[02:11:04	]Kranky has spawned a 'Entity [5419][ladder_small]'.
[02:11:04	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_headcrab_cluster001.mdl'.
[02:11:04	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_headcrab_cluster001.mdl'.
[02:11:04	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_web_flat_posable.mdl'.
[02:11:04	]Kranky has spawned 'models/hlvr/combine_hazardprops/combinehazardprops_lamp.mdl'.
[02:11:04	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_floor_ceiling001_wide.mdl'.
[02:11:04	]Kranky has spawned 'models/props_debris/concrete_spawnchunk001i.mdl'.
[02:11:04	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_pod_structure002_burst.mdl'.
[02:11:04	]Kranky has spawned 'models/props_combine/combine_fence01b.mdl'.
[02:11:04	]Kranky has spawned 'models/jq/hlvr/props/infestation/p1/xen_grenade_plant.mdl'.
[02:11:05	]Kranky has spawned 'models/props/de_nuke/pipeset.mdl'.
[02:11:05	]Kranky has spawned 'models/jq/hlvr/props/xen/xen_foam_wall001.mdl'.
[02:11:05	]Kranky has spawned 'models/props_d47_canals/floor_mud_768x512.mdl'.
[02:11:05	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_horiz001_wide002.mdl'.
[02:11:05	]Kranky has spawned 'models/props_d47_canals/canal_end.mdl'.
[02:11:05	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_headcrab_cluster001.mdl'.
[02:11:05	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_web_disc001_filled.mdl'.
[02:11:05	]Kranky has spawned 'models/props_d47_canals/canal_doublesawtooth_inverse.mdl'.
[02:11:05	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_web_flat_posable.mdl'.
[02:11:05	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_web_flat_posable.mdl'.
[02:11:05	]Kranky has spawned 'models/hlvr/combine_hazardprops/combinehazardprops_crate.mdl'.
[02:11:05	]Kranky has spawned 'models/props_d47_canals/floor_mud_768x512.mdl'.
[02:11:05	]Kranky has spawned 'models/props_debris/tile_wall001a_chunk04.mdl'.
[02:11:05	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_headcrab_cluster003.mdl'.
[02:11:05	]Kranky has spawned 'models/props_d47_canals/floor_mud_768x512.mdl'.
[02:11:05	]Kranky has spawned 'models/hlvr/combine_hazardprops/combinehazardprops_container.mdl'.
[02:11:05	]Kranky has spawned 'models/hlvr/distillery_gunk/distillerygunk_gunk.mdl'.
[02:11:05	]Kranky has spawned 'models/props_debris/plaster_floorpile001a.mdl'.
[02:11:05	]Kranky has spawned 'models/hlvr/combine_hazardprops/combinehazardprops_barrel_lock.mdl'.
[02:11:05	]Kranky has spawned 'models/props_d47_canals/floor_mud_768x512.mdl'.
[02:11:06	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_headcrab_cluster003.mdl'.
[02:11:06	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_web_flat_posable.mdl'.
[02:11:06	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_headcrab_cluster001.mdl'.
[02:11:06	]Kranky has spawned 'models/hlvr/distillery_gunk/distillerygunk_gunk.mdl'.
[02:11:06	]Kranky has spawned 'models/props_debris/plaster_ceilingpile002a.mdl'.
[02:11:06	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_antlion_cluster001.mdl'.
[02:11:06	]Kranky has spawned 'models/military/platform1.mdl'.
[02:11:06	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_web_mid.mdl'.
[02:11:06	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_floor_ceiling001_wide.mdl'.
[02:11:06	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_web_flat_posable.mdl'.
[02:11:06	]Kranky has spawned 'models/props_d47_canals/floor_mud_768x512.mdl'.
[02:11:06	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_web_wide.mdl'.
[02:11:06	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_web_flat_posable.mdl'.
[02:11:06	]Kranky has spawned 'models/jq/hlvr/props/infestation/p1/boomerplant_01.mdl'.
[02:11:06	]Kranky has spawned 'models/hlvr/combine_hazardprops/combinehazardprops_lamp.mdl'.
[02:11:06	]Kranky has spawned 'models/props_d47_canals/canal_sawtooth_inverse.mdl'.
[02:11:06	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_headcrab_cluster001.mdl'.
[02:11:06	]Kranky has spawned 'models/hlvr/distillery_gunk/distillerygunk_gunk.mdl'.
[02:11:06	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_floor_ceiling001_wide.mdl'.
[02:11:06	]Kranky has spawned 'models/props_debris/walldestroyed09a.mdl'.
[02:11:07	]Kranky has spawned 'models/props/de_nuke/pipeset.mdl'.
[02:11:07	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_floor_ceiling001_wide.mdl'.
[02:11:07	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_horiz001.mdl'.
[02:11:07	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_web_flat_posable.mdl'.
[02:11:07	]Kranky has spawned 'models/props_debris/concrete_debris128pile001b.mdl'.
[02:11:07	]Kranky has spawned 'models/jq/hlvr/props/infestation/p1/boomerplant_exploded.mdl'.
[02:11:07	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_antlion_cluster001.mdl'.
[02:11:07	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_antlion_cluster001.mdl'.
[02:11:07	]Kranky has spawned 'models/jq/hlvr/props/infestation/p1/xen_grenade_plant.mdl'.
[02:11:07	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_antlion_cluster003.mdl'.
[02:11:07	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_web_mid.mdl'.
[02:11:07	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_strand_anchor007.mdl'.
[02:11:07	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_horiz001_wide002.mdl'.
[02:11:07	]Kranky has spawned 'models/props_d47_canals/interior_wall_512.mdl'.
[02:11:07	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_strand_anchor008.mdl'.
[02:11:07	]Kranky has spawned 'models/props_debris/concrete_spawnchunk001d.mdl'.
[02:11:07	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_headcrab_cluster001.mdl'.
[02:11:07	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_web_flat_posable.mdl'.
[02:11:07	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_web_flat_posable.mdl'.
[02:11:07	]Kranky has spawned 'models/props_d47_canals/canal_end.mdl'.
[02:11:08	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_web_flat_posable.mdl'.
[02:11:08	]Kranky has spawned 'models/props_debris/concrete_section128wall001a.mdl'.
[02:11:08	]Kranky has spawned 'models/props_debris/plaster_floorpile001a.mdl'.
[02:11:12	]Kranky exited observer at their location.
[02:11:15	]Kranky entered observer.
[02:11:31	]Kranky exited observer at their location.
[02:11:47	]Kranky entered observer.
[02:11:50	]Kranky exited observer at their location.
[02:11:55	]Kranky entered observer.
[02:11:57	]Kranky exited observer at their location.
[02:12:01	]Kranky has used a context menu option with the name: ignite
[02:12:03	]Kranky has used a context menu option with the name: remove
[02:12:06	]Kranky has used a context menu option with the name: remove
[02:12:15	]Kranky entered observer.
[02:13:25	][IC] Kranky: !model ^ models/Gibs/HGIBS.mdl.
[02:13:33	]Kranky used command '/CharSetModel ^ models/Gibs/HGIBS.mdl'.
[02:13:37	]Kranky exited observer at their location.
[02:13:43	]Kranky entered observer.
[02:14:13	]Kranky used command '/CharSetModel ^ models/props_lab/cactus.mdl'.
[02:20:08	]Kranky (STEAM_0:1:110380124) has disconnected.
[03:20:37	]Kranky has connected.
[03:23:24	]Kranky loaded the character 'Kranky'
[03:23:40	]Kranky entered observer.
[03:26:10	]Kranky has spawned 'models/scene_building/sewer_system/tunnel_pipe_ent_gate.mdl'.
[03:26:20	]Kranky has used a context menu option with the name: skin
[03:26:22	]Kranky has used a context menu option with the name: skin
[03:26:25	]Kranky exited observer at their location.
[03:26:30	]Kranky entered observer.
[03:26:33	]Kranky has spawned 'models/scene_building/sewer_system/tunnel_2door.mdl'.
[03:26:37	]Kranky has spawned 'models/scene_building/sewer_system/comp_roundroom.mdl'.
[03:26:39	]Kranky has spawned 'models/scene_building/sewer_system/tunnel_2sec.mdl'.
[03:26:49	]Kranky has used a context menu option with the name: skin
[03:26:51	]Kranky has used a context menu option with the name: skin
[03:27:11	]Kranky has used a context menu option with the name: bodygroups
[03:27:18	]Kranky exited observer at their location.
[03:27:28	]Kranky entered observer.
[03:27:37	]Kranky exited observer at their location.
[03:27:43	]Kranky entered observer.
[03:27:50	]Kranky has spawned 'models/scene_building/sewer_system/comp_roundroom.mdl'.
[03:27:52	]Kranky has spawned 'models/scene_building/sewer_system/tunnel_2door.mdl'.
[03:28:04	]Kranky has spawned 'models/scene_building/sewer_system/tunnel_3sec.mdl'.
[03:28:08	]Kranky has spawned 'models/scene_building/sewer_system/tunnel_door.mdl'.
[03:28:19	]Kranky has used a context menu option with the name: skin
[03:28:21	]Kranky has used a context menu option with the name: skin
[03:28:23	]Kranky exited observer at their location.
[03:28:27	]Kranky entered observer.
[03:28:35	]Kranky has spawned 'models/scene_building/sewer_system/tunnel_pipe_ent.mdl'.
[03:28:39	]Kranky has spawned 'models/scene_building/sewer_system/tunnel_pipe_long.mdl'.
[03:28:40	]Kranky has spawned 'models/scene_building/sewer_system/tunnel_pipe_ent_gate.mdl'.
[03:28:42	]Kranky has spawned 'models/scene_building/sewer_system/tunnel_pipe_ent_gate.mdl'.
[03:28:51	]Kranky has used a context menu option with the name: bodygroups
[03:28:53	]Kranky has used a context menu option with the name: bodygroups
[03:28:55	]Kranky has used a context menu option with the name: skin
[03:28:57	]Kranky has used a context menu option with the name: skin
[03:28:58	]Kranky exited observer at their location.
[03:29:02	]Kranky entered observer.
[03:29:10	]Kranky has spawned 'models/props_phx/construct/metal_tubex2.mdl'.
[03:29:11	]Kranky has spawned 'models/props_phx/construct/metal_angle360.mdl'.
[03:29:19	]Kranky has spawned 'models/Mechanics/gears2/gear_60t2.mdl'.
[03:29:21	]Kranky has spawned 'models/Mechanics/gears2/gear_60t1.mdl'.
[03:29:32	]Kranky has spawned 'models/hunter/blocks/cube3x3x025.mdl'.
[03:29:35	]Kranky has spawned 'models/hunter/blocks/cube6x6x025.mdl'.
[03:29:43	]Kranky exited observer at their location.
[03:29:44	]Kranky entered observer.
[03:29:47	]Kranky has spawned 'models/hunter/blocks/cube6x6x025.mdl'.
[03:30:10	]Kranky has fired a toolgun with the name: nocollide
[03:30:17	]Kranky has fired a toolgun with the name: nocollide
[03:30:17	]Kranky has fired a toolgun with the name: nocollide
[03:30:30	]Kranky has fired a toolgun with the name: material
[03:30:32	]Kranky has fired a toolgun with the name: material
[03:30:33	]Kranky exited observer at their location.
[03:30:40	]Kranky entered observer.
[03:30:53	]Kranky has spawned 'models/scene_building/sewer_system/tunnel_door.mdl'.
[03:30:57	]Kranky has spawned 'models/scene_building/sewer_system/beam_hall_sky_dip.mdl'.
[03:30:58	]Kranky has spawned 'models/scene_building/sewer_system/comp_roundroom.mdl'.
[03:31:18	]Kranky exited observer at their location.
[03:31:19	]Kranky entered observer.
[03:31:20	]Kranky exited observer at their location.
[03:31:27	]Kranky entered observer.
[03:31:36	]Kranky exited observer at their location.
[03:31:39	]Kranky entered observer.
[03:31:42	]Kranky has spawned 'models/scene_building/sewer_system/beam_hall_sky_dip.mdl'.
[03:31:53	]Kranky has spawned 'models/scene_building/small_rooms/1door_r.mdl'.
[03:32:01	]Kranky has spawned 'models/scene_building/sewer_system/comp_roundroom.mdl'.
[03:32:23	]Kranky exited observer at their location.
[03:32:32	]Kranky entered observer.
[03:32:35	]Kranky exited observer at their location.
[03:32:42	]Kranky has used a context menu option with the name: skin
[03:32:49	]Kranky entered observer.
[03:33:00	]Kranky has spawned 'models/scene_building/sewer_system/tunnel_pipe_ent.mdl'.
[03:33:02	]Kranky has spawned 'models/scene_building/sewer_system/tunnel_pipe_ent_gate.mdl'.
[03:33:14	]Kranky has spawned 'models/scene_building/sewer_system/tunnel_pipe_2sec.mdl'.
[03:33:16	]Kranky has spawned 'models/scene_building/sewer_system/tunnel_door.mdl'.
[03:33:29	]Kranky has spawned 'models/scene_building/sewer_system/tunnel_straight.mdl'.
[03:33:34	]Kranky has spawned 'models/scene_building/sewer_system/tunnel_door.mdl'.
[03:33:38	]Kranky has spawned 'models/scene_building/sewer_system/comp_roundroom.mdl'.
[03:33:46	]Kranky exited observer at their location.
[03:33:51	]Kranky has used a context menu option with the name: skin
[03:33:53	]Kranky entered observer.
[03:33:58	]Kranky has used a context menu option with the name: skin
[03:34:00	]Kranky has used a context menu option with the name: skin
[03:34:03	]Kranky has spawned 'models/scene_building/small_rooms/2door_sides.mdl'.
[03:35:26	]Kranky exited observer at their location.
[03:35:29	]Kranky entered observer.
[03:35:34	]Kranky exited observer at their location.
[03:35:37	]Kranky entered observer.
[03:35:37	]Kranky exited observer at their location.
[03:36:05	]Kranky entered observer.
[03:36:19	]Kranky exited observer at their location.
[03:36:22	]Kranky has used a context menu option with the name: skin
[03:36:26	]Kranky has used a context menu option with the name: skin
[03:36:35	]Kranky has spawned 'models/scene_building/sewer_system/tunnel_pipe_ent_gate.mdl'.
[03:36:37	]Kranky entered observer.
[03:36:38	]Kranky has spawned 'models/scene_building/sewer_system/tunnel_pipe_ent_gate.mdl'.
[03:36:45	]Kranky has used a context menu option with the name: skin
[03:36:48	]Kranky has used a context menu option with the name: skin
[03:37:30	]Kranky has used a context menu option with the name: bodygroups
[03:37:36	]Kranky has used a context menu option with the name: skin
[03:37:41	]Kranky has used a context menu option with the name: skin
[03:37:44	]Kranky exited observer at their location.
[03:37:54	]Kranky entered observer.
[03:37:55	]Kranky has fired a toolgun with the name: light
[03:37:56	]Kranky exited observer at their location.
[03:37:57	]Kranky entered observer.
[03:37:57	]Kranky exited observer at their location.
[03:38:26	]Kranky has fired a toolgun with the name: light
[03:38:44	]Kranky has spawned 'models/scene_building/small_rooms/2door_opp.mdl'.
[03:38:44	]Kranky was knocked unconscious and is bleeding out.
[03:38:54	]Kranky used command '/CharStopBleedout ^'.
[03:39:01	]Kranky ran SAM command 'sethp' with arguments: '^' '100'
[03:39:02	]Kranky used command '/CharGetUp'.
[03:39:02	]Kranky entered observer.
[03:39:03	]Kranky used command '/CharGetUp'.
[03:39:05	]Kranky exited observer at their location.
[03:39:05	]Kranky has taken 20 damage from prop_physics.
[03:39:06	]Kranky was knocked unconscious and is bleeding out.
[03:39:11	]Kranky used command '/CharStopBleedout ^'.
[03:39:13	]Kranky ran SAM command 'sethp' with arguments: '^' '100'
[03:39:18	]Kranky used command '/CharGetUp'.
[03:39:19	]Kranky used command '/CharGetUp'.
[03:39:21	]Kranky used command '/CharFallOver'.
[03:39:23	]Kranky used command '/CharFallOver'.
[03:39:25	]Kranky used command '/CharFallOver'.
[03:39:30	]Kranky ran SAM command 'respawn' with arguments: '^'
[03:39:33	]Kranky entered observer.
[03:39:37	]Kranky has spawned 'models/scene_building/small_rooms/2door_opp.mdl'.
[03:39:39	]Kranky has spawned 'models/scene_building/small_rooms/2door_opp_l.mdl'.
[03:39:42	]Kranky has spawned 'models/scene_building/small_rooms/2door_sides.mdl'.
[03:39:44	]Kranky has spawned 'models/scene_building/small_rooms/2door_opp_mr.mdl'.
[03:39:46	]Kranky has spawned 'models/scene_building/small_rooms/2door_opp_ml.mdl'.
[03:39:48	]Kranky has spawned 'models/scene_building/small_rooms/1door.mdl'.
[03:39:58	]Kranky has spawned 'models/scene_building/small_rooms/1door_l.mdl'.
[03:40:01	]Kranky has spawned 'models/scene_building/small_rooms/1door_r.mdl'.
[03:40:06	]Kranky exited observer at their location.
[03:40:21	]Kranky entered observer.
[03:40:37	]Kranky has spawned 'models/scene_building/small_rooms/3door.mdl'.
[03:40:42	]Kranky has spawned 'models/scene_building/small_rooms/2door_opp_mr.mdl'.
[03:40:52	]Kranky exited observer at their location.
[03:41:07	]Kranky has used a context menu option with the name: skin
[03:41:09	]Kranky has used a context menu option with the name: skin
[03:41:14	]Kranky has fired a toolgun with the name: light
[03:41:38	]Kranky entered observer.
[03:41:42	]Kranky exited observer at their location.
[03:41:43	]Kranky entered observer.
[03:42:35	]Kranky has spawned 'models/scene_building/sewer_system/tunnel_pipe_long.mdl'.
[03:42:36	]Kranky exited observer at their location.
[03:42:45	]Kranky entered observer.
[03:43:15	]Kranky has spawned 'models/props_d47_canals/canal_tunnel3.mdl'.
[03:43:22	]Kranky has spawned 'models/scene_building/sewer_system/tunnel_pipe_ent_gate.mdl'.
[03:43:29	]Kranky has used a context menu option with the name: skin
[03:43:30	]Kranky exited observer at their location.
[03:43:33	]Kranky has used a context menu option with the name: skin
[03:43:34	]Kranky entered observer.
[03:43:37	]Kranky has used a context menu option with the name: skin
[03:43:38	]Kranky exited observer at their location.
[03:43:39	]Kranky entered observer.
[03:43:43	]Kranky has used a context menu option with the name: bodygroups
[03:43:49	]Kranky has used a context menu option with the name: skin
[03:43:55	]Kranky has spawned 'models/scene_building/sewer_system/tunnel_straight.mdl'.
[03:44:04	]Kranky has used a context menu option with the name: skin
[03:44:15	]Kranky has fired a toolgun with the name: stacker_improved
[03:44:15	]Kranky has spawned 'models/scene_building/sewer_system/tunnel_straight.mdl'.
[03:44:15	]Kranky has spawned 'models/scene_building/sewer_system/tunnel_straight.mdl'.
[03:44:15	]Kranky has spawned 'models/scene_building/sewer_system/tunnel_straight.mdl'.
[03:44:20	]Kranky exited observer at their location.
[03:44:22	]Kranky entered observer.
[03:44:28	]Kranky has spawned 'models/scene_building/sewer_system/tunnel_2sec.mdl'.
[03:44:29	]Kranky has spawned 'models/scene_building/sewer_system/tunnel_3sec.mdl'.
[03:44:46	]Kranky has used a context menu option with the name: skin
[03:44:47	]Kranky has used a context menu option with the name: skin
[03:44:51	]Kranky has spawned 'models/scene_building/sewer_system/tunnel_pipe_ent_gate.mdl'.
[03:45:00	]Kranky has used a context menu option with the name: skin
[03:45:04	]Kranky has used a context menu option with the name: skin
[03:45:06	]Kranky has used a context menu option with the name: skin
[03:45:08	]Kranky has used a context menu option with the name: bodygroups
[03:45:10	]Kranky has spawned 'models/scene_building/sewer_system/tunnel_pipe_mid.mdl'.
[03:45:13	]Kranky has spawned 'models/scene_building/sewer_system/tunnel_pipe_long.mdl'.
[03:45:45	]Kranky has spawned 'models/scene_building/sewer_system/tunnel_pipe_3sec.mdl'.
[03:45:47	]Kranky has spawned 'models/scene_building/sewer_system/tunnel_pipe_2sec.mdl'.
[03:46:21	]Kranky has spawned 'models/props_c17/fence01a.mdl'.
[03:46:24	]Kranky has fired a toolgun with the name: nocollideworld
[03:46:35	]Kranky has fired a toolgun with the name: colour
[03:46:36	]Kranky exited observer at their location.
[03:46:46	]Kranky entered observer.
[03:47:13	]Kranky has spawned 'models/props_junk/trashcluster01a_corner.mdl'.
[03:47:20	]Kranky has spawned 'models/props_junk/trashcluster01a_corner.mdl'.
[03:47:39	]Kranky has spawned 'models/props_d47_canals/floor_concrete_768x256.mdl'.
[03:47:40	]Kranky has spawned 'models/props_d47_canals/floor_mud_768x512.mdl'.
[03:47:55	]Kranky has fired a toolgun with the name: stacker_improved
[03:47:55	]Kranky has spawned 'models/props_d47_canals/floor_mud_768x512.mdl'.
[03:47:55	]Kranky has spawned 'models/props_d47_canals/floor_mud_768x512.mdl'.
[03:47:55	]Kranky has spawned 'models/props_d47_canals/floor_mud_768x512.mdl'.
[03:48:20	]Kranky has spawned 'models/props_d47_canals/canal_end.mdl'.
[03:48:40	]Kranky has spawned 'models/props_d47_canals/canal_jigsaw_inverse.mdl'.
[03:48:50	]Kranky has spawned 'models/props_d47_canals/canal_tunnel2.mdl'.
[03:49:01	]Kranky has spawned 'models/props_d47_canals/canal_tunnel1.mdl'.
[03:49:08	]Kranky exited observer at their location.
[03:49:11	]Kranky entered observer.
[03:49:15	]Kranky has spawned 'models/props_d47_canals/canal_jigsaw.mdl'.
[03:49:16	]Kranky has spawned 'models/props_d47_canals/canal_ladder.mdl'.
[03:49:35	]Kranky exited observer at their location.
[03:49:37	]Kranky has spawned 'models/props_debris/concrete_debris128pile001a.mdl'.
[03:49:45	]Kranky has spawned 'models/props_debris/concrete_debris256pile001a.mdl'.
[03:49:48	]Kranky has spawned 'models/props_debris/concrete_debris128pile001a.mdl'.
[03:49:52	]Kranky entered observer.
[03:50:08	]Kranky has spawned 'models/c24_interior/c24_int_debriswall_double.mdl'.
[03:50:15	]Kranky has fired a toolgun with the name: stacker_improved
[03:50:15	]Kranky has spawned 'models/props_d47_canals/floor_mud_768x512.mdl'.
[03:50:15	]Kranky has spawned 'models/props_d47_canals/floor_mud_768x512.mdl'.
[03:50:15	]Kranky has spawned 'models/props_d47_canals/floor_mud_768x512.mdl'.
[03:50:17	]Kranky has fired a toolgun with the name: stacker_improved
[03:50:17	]Kranky has spawned 'models/props_d47_canals/floor_mud_768x512.mdl'.
[03:50:17	]Kranky has spawned 'models/props_d47_canals/floor_mud_768x512.mdl'.
[03:50:17	]Kranky has spawned 'models/props_d47_canals/floor_mud_768x512.mdl'.
[03:50:22	]Kranky has fired a toolgun with the name: stacker_improved
[03:50:22	]Kranky has spawned 'models/props_d47_canals/floor_mud_768x512.mdl'.
[03:50:22	]Kranky has spawned 'models/props_d47_canals/floor_mud_768x512.mdl'.
[03:50:29	]Kranky has spawned 'models/props_d47_canals/canal_sawtooth.mdl'.
