[17:21:55	]Marco has connected.
[18:11:04	]C8:i3.UNION-49 has spawned a 'NPC [490][npc_citizen]'.
[18:11:13	]C8:i3.UNION-49 has spawned a 'NPC [472][npc_vj_hlr2_com_engineer]'.
[18:11:14	]C8:i3.UNION-49 has spawned a 'NPC [490][npc_vj_hlr2_com_engineer]'.
[18:11:26	]C8:i3.UNION-49 has fired a toolgun with the name: creator
[18:11:26	]C8:i3.UNION-49 has spawned a 'NPC [472][npc_citizen]'.
[18:11:31	]C8:i3.UNION-49 has fired a toolgun with the name: creator
[18:11:31	]C8:i3.UNION-49 has spawned a 'NPC [490][npc_citizen]'.
[18:11:33	]C8:i3.UNION-49 has fired a toolgun with the name: creator
[18:11:33	]C8:i3.UNION-49 has spawned a 'NPC [495][npc_citizen]'.
[18:11:34	]C8:i3.UNION-49 has fired a toolgun with the name: creator
[18:11:34	]C8:i3.UNION-49 has spawned a 'NPC [499][npc_citizen]'.
[18:11:36	]C8:i3.UNION-49 has fired a toolgun with the name: creator
[18:11:36	]C8:i3.UNION-49 has spawned a 'NPC [502][npc_citizen]'.
[18:11:37	]C8:i3.UNION-49 has fired a toolgun with the name: creator
[18:11:37	]C8:i3.UNION-49 has spawned a 'NPC [507][npc_citizen]'.
[18:11:40	]C8:i3.UNION-49 has fired a toolgun with the name: creator
[18:11:40	]C8:i3.UNION-49 has spawned a 'NPC [515][npc_citizen]'.
[18:11:44	]C8:i3.UNION-49 has fired a toolgun with the name: creator
[18:11:44	]C8:i3.UNION-49 has spawned a 'NPC [489][npc_citizen]'.
[18:11:45	]C8:i3.UNION-49 has fired a toolgun with the name: creator
[18:11:45	]C8:i3.UNION-49 has spawned a 'NPC [526][npc_citizen]'.
[18:11:47	]C8:i3.UNION-49 has fired a toolgun with the name: creator
[18:11:47	]C8:i3.UNION-49 has spawned a 'NPC [535][npc_citizen]'.
[18:11:48	]C8:i3.UNION-49 has fired a toolgun with the name: creator
[18:11:48	]C8:i3.UNION-49 has spawned a 'NPC [541][npc_citizen]'.
[18:11:50	]C8:i3.UNION-49 has fired a toolgun with the name: creator
[18:11:50	]C8:i3.UNION-49 has spawned a 'NPC [546][npc_citizen]'.
[18:11:51	]C8:i3.UNION-49 has fired a toolgun with the name: creator
[18:11:51	]C8:i3.UNION-49 has spawned a 'NPC [506][npc_citizen]'.
[18:11:52	]C8:i3.UNION-49 has fired a toolgun with the name: creator
[18:11:52	]C8:i3.UNION-49 has spawned a 'NPC [550][npc_citizen]'.
[18:11:55	]C8:i3.UNION-49 has fired a toolgun with the name: creator
[18:11:55	]C8:i3.UNION-49 has spawned a 'NPC [510][npc_citizen]'.
[18:11:57	]C8:i3.UNION-49 has fired a toolgun with the name: creator
[18:11:57	]C8:i3.UNION-49 has spawned a 'NPC [562][npc_citizen]'.
[18:12:07	]C8:i3.UNION-49 has fired a toolgun with the name: creator
[18:12:07	]C8:i3.UNION-49 has spawned a 'NPC [554][npc_citizen]'.
[18:12:09	]C8:i3.UNION-49 has fired a toolgun with the name: creator
[18:12:09	]C8:i3.UNION-49 has spawned a 'NPC [554][npc_citizen]'.
[18:12:10	]C8:i3.UNION-49 has fired a toolgun with the name: creator
[18:12:10	]C8:i3.UNION-49 has spawned a 'NPC [559][npc_citizen]'.
[18:12:12	]C8:i3.UNION-49 has fired a toolgun with the name: creator
[18:12:12	]C8:i3.UNION-49 has spawned a 'NPC [565][npc_citizen]'.
[18:12:13	]C8:i3.UNION-49 has fired a toolgun with the name: creator
[18:12:13	]C8:i3.UNION-49 has spawned a 'NPC [566][npc_citizen]'.
[18:12:14	]C8:i3.UNION-49 has fired a toolgun with the name: creator
[18:12:14	]C8:i3.UNION-49 has spawned a 'NPC [591][npc_citizen]'.
[18:12:15	]C8:i3.UNION-49 has fired a toolgun with the name: creator
[18:12:15	]C8:i3.UNION-49 has spawned a 'NPC [523][npc_citizen]'.
[18:12:17	]C8:i3.UNION-49 has fired a toolgun with the name: creator
[18:12:17	]C8:i3.UNION-49 has spawned a 'NPC [524][npc_citizen]'.
[18:12:19	]C8:i3.UNION-49 has fired a toolgun with the name: creator
[18:12:19	]C8:i3.UNION-49 has spawned a 'NPC [533][npc_citizen]'.
[18:12:22	]C8:i3.UNION-49 has fired a toolgun with the name: creator
[18:12:22	]C8:i3.UNION-49 has spawned a 'NPC [543][npc_citizen]'.
[18:12:24	]C8:i3.UNION-49 has fired a toolgun with the name: creator
[18:12:24	]C8:i3.UNION-49 has spawned a 'NPC [569][npc_citizen]'.
[18:12:28	]C8:i3.UNION-49 has spawned a 'NPC [568][npc_citizen]'.
[18:12:33	]C8:i3.UNION-49 has fired a toolgun with the name: creator
[18:12:33	]C8:i3.UNION-49 has spawned a 'NPC [590][npc_citizen]'.
[18:12:36	]C8:i3.UNION-49 has fired a toolgun with the name: creator
[18:12:36	]C8:i3.UNION-49 has spawned a 'NPC [568][npc_citizen]'.
[18:12:37	]C8:i3.UNION-49 has fired a toolgun with the name: creator
[18:12:37	]C8:i3.UNION-49 has spawned a 'NPC [602][npc_citizen]'.
[18:12:39	]C8:i3.UNION-49 has fired a toolgun with the name: creator
[18:12:39	]C8:i3.UNION-49 has spawned a 'NPC [589][npc_citizen]'.
[18:12:41	]C8:i3.UNION-49 has fired a toolgun with the name: creator
[18:12:41	]C8:i3.UNION-49 has spawned a 'NPC [543][npc_citizen]'.
[18:12:41	]C8:i3.UNION-49 has fired a toolgun with the name: creator
[18:12:41	]C8:i3.UNION-49 has spawned a 'NPC [589][npc_citizen]'.
[18:12:43	]C8:i3.UNION-49 has fired a toolgun with the name: creator
[18:12:43	]C8:i3.UNION-49 has spawned a 'NPC [543][npc_citizen]'.
[18:12:44	]C8:i3.UNION-49 has spawned a 'NPC [588][npc_citizen]'.
[18:12:46	]C8:i3.UNION-49 has spawned a 'NPC [594][npc_citizen]'.
[18:12:54	]C8:i3.UNION-49 has spawned a 'NPC [509][npc_citizen]'.
[18:12:55	]C8:i3.UNION-49 has spawned a 'NPC [627][npc_citizen]'.
[18:12:59	]C8:i3.UNION-49 has spawned a 'NPC [587][npc_citizen]'.
[18:13:03	]C8:i3.UNION-49 has spawned a 'NPC [549][npc_citizen]'.
[18:13:06	]C8:i3.UNION-49 has spawned a 'NPC [632][npc_citizen]'.
[18:13:07	]C8:i3.UNION-49 has spawned a 'NPC [590][npc_citizen]'.
[18:13:09	]C8:i3.UNION-49 has spawned a 'NPC [609][npc_citizen]'.
[18:13:10	]C8:i3.UNION-49 has spawned a 'NPC [579][npc_citizen]'.
[18:13:21	]C8:i3.UNION-49 has spawned a 'NPC [538][npc_citizen]'.
[18:13:24	]C8:i3.UNION-49 has spawned a 'NPC [606][npc_citizen]'.
[18:13:32	]C8:i3.UNION-49 has spawned a 'NPC [660][npc_citizen]'.
[18:13:39	]C8:i3.UNION-49 exited observer.
[18:13:58	]C8:i3.UNION-49 has fired a toolgun with the name: vjstool_npcrelationship
[18:14:03	]C8:i3.UNION-49 has fired a toolgun with the name: vjstool_npcrelationship
[18:14:06	]C8:i3.UNION-49 entered observer.
[18:14:08	]C8:i3.UNION-49 has fired a toolgun with the name: vjstool_npcrelationship
[18:14:09	]C8:i3.UNION-49 exited observer.
[18:14:16	]C8:i3.UNION-49 has spawned a 'NPC [621][npc_combine_s]'.
[18:14:17	]C8:i3.UNION-49 has fired a toolgun with the name: vjstool_npcrelationship
[18:14:20	]C8:i3.UNION-49 has fired a toolgun with the name: vjstool_npcrelationship
[18:14:33	]C8:i3.UNION-49 has used a context menu option with the name: rb655_make_hostile
[18:14:38	]C8:i3.UNION-49 has used a context menu option with the name: rb655_make_friendly
[18:14:40	]C8:i3.UNION-49 entered observer.
[18:15:12	]C8:i3.UNION-49 has fired a toolgun with the name: vjstool_notarget
[18:15:27	]C8:i3.UNION-49 exited observer.
[18:15:34	]C8:i3.UNION-49 entered observer.
[18:15:37	]C8:i3.UNION-49 has used a context menu option with the name: rb655_make_hostile
[18:15:46	]C8:i3.UNION-49 has used a context menu option with the name: rb655_make_hostile
[18:16:12	]C8:i3.UNION-49 has spawned a 'NPC [472][npc_combine_s]'.
[18:16:18	]C8:i3.UNION-49 has spawned a 'NPC [472][npc_metropolice]'.
[18:16:19	]C8:i3.UNION-49 has spawned a 'NPC [476][npc_metropolice]'.
[18:16:23	]C8:i3.UNION-49 has spawned a 'NPC [493][npc_combine_s]'.
[18:16:29	]C8:i3.UNION-49 has fired a toolgun with the name: creator
[18:16:29	]C8:i3.UNION-49 has spawned a 'NPC [472][npc_combine_s]'.
[18:16:30	]C8:i3.UNION-49 has fired a toolgun with the name: creator
[18:16:30	]C8:i3.UNION-49 has spawned a 'NPC [489][npc_combine_s]'.
[18:16:33	]C8:i3.UNION-49 has spawned a 'NPC [489][npc_combine_s]'.
[18:16:35	]C8:i3.UNION-49 has spawned a 'NPC [493][npc_combine_s]'.
[18:16:37	]C8:i3.UNION-49 has spawned a 'NPC [495][npc_combine_s]'.
[18:16:38	]C8:i3.UNION-49 has spawned a 'NPC [498][npc_combine_s]'.
[18:16:40	]C8:i3.UNION-49 has spawned a 'NPC [500][npc_combine_s]'.
[18:16:41	]C8:i3.UNION-49 has spawned a 'NPC [498][npc_combine_s]'.
[18:16:42	]C8:i3.UNION-49 has spawned a 'NPC [502][npc_combine_s]'.
[18:16:44	]C8:i3.UNION-49 has spawned a 'NPC [506][npc_combine_s]'.
[18:16:50	]C8:i3.UNION-49 has spawned a 'NPC [508][npc_combine_s]'.
[18:16:53	]C8:i3.UNION-49 has spawned a 'NPC [510][npc_combine_s]'.
[18:16:56	]C8:i3.UNION-49 has spawned a 'NPC [516][npc_metropolice]'.
[18:16:57	]C8:i3.UNION-49 has spawned a 'NPC [519][npc_combine_s]'.
[18:16:59	]C8:i3.UNION-49 has spawned a 'NPC [516][npc_combine_s]'.
[18:17:01	]C8:i3.UNION-49 has spawned a 'NPC [516][npc_combine_s]'.
[18:17:02	]C8:i3.UNION-49 has spawned a 'NPC [524][npc_combine_s]'.
[18:17:04	]C8:i3.UNION-49 has spawned a 'NPC [530][npc_combine_s]'.
[18:17:05	]C8:i3.UNION-49 has spawned a 'NPC [535][npc_combine_s]'.
[18:17:06	]C8:i3.UNION-49 has spawned a 'NPC [530][npc_combine_s]'.
[18:17:07	]C8:i3.UNION-49 has spawned a 'NPC [538][npc_combine_s]'.
[18:17:09	]C8:i3.UNION-49 has spawned a 'NPC [542][npc_combine_s]'.
[18:17:10	]C8:i3.UNION-49 has spawned a 'NPC [546][npc_combine_s]'.
[18:17:11	]C8:i3.UNION-49 has spawned a 'NPC [549][npc_combine_s]'.
[18:17:13	]C8:i3.UNION-49 has spawned a 'NPC [553][npc_combine_s]'.
[18:17:13	]C8:i3.UNION-49 has spawned a 'NPC [558][npc_combine_s]'.
[18:17:17	]C8:i3.UNION-49 has spawned a 'NPC [564][npc_combine_s]'.
[18:17:19	]C8:i3.UNION-49 has spawned a 'NPC [566][npc_combine_s]'.
[18:17:21	]C8:i3.UNION-49 has spawned a 'NPC [568][npc_combine_s]'.
[18:17:25	]C8:i3.UNION-49 has spawned a 'NPC [570][npc_combine_s]'.
[18:17:32	]C8:i3.UNION-49 has spawned a 'NPC [579][npc_combine_s]'.
[18:17:40	]C8:i3.UNION-49 has spawned a 'NPC [583][npc_combine_s]'.
[18:17:42	]C8:i3.UNION-49 has spawned a 'NPC [588][npc_combine_s]'.
[18:17:45	]C8:i3.UNION-49 has spawned a 'NPC [590][npc_combine_s]'.
[18:17:49	]C8:i3.UNION-49 exited observer.
[18:17:57	]C8:i3.UNION-49 ran 'EquipUn' on item 'Model 870' (#3270320)
[18:17:57	]C8:i3.UNION-49 has gained a '8rnd Shotgun Magazine' #3270397.
[18:17:58	]C8:i3.UNION-49 ran 'Equip' on item 'Model 870' (#3270320)
[18:17:59	]C8:i3.UNION-49 used command '/ToggleRaise'.
[18:18:01	]C8:i3.UNION-49 has lost a '8rnd Shotgun Magazine' #3305766.
[18:18:11	]C8:i3.UNION-49 has hit npc_combine_s dealing 8 damage (CritChance was 0.60).
[18:18:11	]C8:i3.UNION-49 has hit npc_combine_s dealing 8 damage (CritChance was 0.60).
[18:18:11	]C8:i3.UNION-49 has hit npc_combine_s in the head dealing 9 damage (CritChance was 0.12).
[18:18:11	]C8:i3.UNION-49 has critically hit npc_combine_s dealing 9 damage (CritChance was 0.60).
[18:18:11	]C8:i3.UNION-49 has hit npc_combine_s dealing 8 damage (CritChance was 0.60).
[18:18:25	]C8:i3.UNION-49 entered observer.
[18:18:27	]C8:i3.UNION-49 has used a context menu option with the name: rb655_make_hostile
[18:18:30	]C8:i3.UNION-49 exited observer.
[18:18:36	]C8:i3.UNION-49 has used a context menu option with the name: rb655_make_hostile
[18:18:51	]C8:i3.UNION-49 entered observer.
[18:18:53	]C8:i3.UNION-49 exited observer.
[18:18:57	]C8:i3.UNION-49 has fired a toolgun with the name: vjstool_notarget
[18:18:58	]C8:i3.UNION-49 has fired a toolgun with the name: vjstool_notarget
[18:19:02	]C8:i3.UNION-49 has used a context menu option with the name: rb655_make_friendly
[18:19:07	]C8:i3.UNION-49 has taken 5 damage from npc_combine_s.
[18:19:11	]C8:i3.UNION-49 has used a context menu option with the name: rb655_make_hostile
[18:19:12	]C8:i3.UNION-49 has used a context menu option with the name: rb655_make_friendly
[18:19:14	]C8:i3.UNION-49 has used a context menu option with the name: rb655_make_hostile
[18:19:17	]C8:i3.UNION-49 has taken 22 damage from npc_combine_s.
[18:19:40	]C8:i3.UNION-49 has fired a toolgun with the name: vjstool_npcrelationship
[18:19:40	]C8:i3.UNION-49 has fired a toolgun with the name: vjstool_npcrelationship
[18:19:47	]C8:i3.UNION-49 entered observer.
[18:19:58	]C8:i3.UNION-49 has spawned a 'NPC [472][npc_vj_hla_antlion]'.
[18:20:01	]C8:i3.UNION-49 exited observer.
[18:20:05	]C8:i3.UNION-49 used command '/ToggleRaise'.
[18:20:12	]C8:i3.UNION-49 has hit npc_vj_hla_antlion dealing 8 damage (CritChance was 0.00).
[18:20:12	]C8:i3.UNION-49 has hit npc_vj_hla_antlion dealing 8 damage (CritChance was 0.00).
[18:20:12	]C8:i3.UNION-49 has hit npc_vj_hla_antlion dealing 8 damage (CritChance was 0.00).
[18:20:12	]C8:i3.UNION-49 has hit npc_vj_hla_antlion dealing 8 damage (CritChance was 0.00).
[18:20:12	]C8:i3.UNION-49 has hit npc_vj_hla_antlion dealing 8 damage (CritChance was 0.00).
[18:20:12	]C8:i3.UNION-49 has hit npc_vj_hla_antlion dealing 8 damage (CritChance was 0.00).
[18:20:12	]C8:i3.UNION-49 has hit npc_vj_hla_antlion dealing 8 damage (CritChance was 0.00).
[18:20:12	]C8:i3.UNION-49 has hit npc_vj_hla_antlion dealing 8 damage (CritChance was 0.00).
[18:20:12	]C8:i3.UNION-49 has hit npc_vj_hla_antlion dealing 8 damage (CritChance was 0.00).
[18:20:12	]C8:i3.UNION-49 has hit npc_vj_hla_antlion dealing 8 damage (CritChance was 0.00).
[18:20:12	]C8:i3.UNION-49 has hit npc_vj_hla_antlion in the head dealing 9 damage (CritChance was 0.12).
[18:20:14	]C8:i3.UNION-49 has hit npc_vj_hla_antlion dealing 8 damage (CritChance was 0.00).
[18:20:14	]C8:i3.UNION-49 has hit npc_vj_hla_antlion dealing 8 damage (CritChance was 0.00).
[18:20:14	]C8:i3.UNION-49 has hit npc_vj_hla_antlion dealing 8 damage (CritChance was 0.00).
[18:20:14	]C8:i3.UNION-49 has hit npc_vj_hla_antlion dealing 8 damage (CritChance was 0.00).
[18:20:14	]C8:i3.UNION-49 has hit npc_vj_hla_antlion dealing 8 damage (CritChance was 0.00).
[18:20:14	]C8:i3.UNION-49 has hit npc_vj_hla_antlion dealing 8 damage (CritChance was 0.00).
[18:20:14	]C8:i3.UNION-49 has hit npc_vj_hla_antlion dealing 8 damage (CritChance was 0.00).
[18:20:14	]C8:i3.UNION-49 has hit npc_vj_hla_antlion dealing 8 damage (CritChance was 0.00).
[18:20:14	]C8:i3.UNION-49 has hit npc_vj_hla_antlion dealing 8 damage (CritChance was 0.00).
[18:20:14	]C8:i3.UNION-49 has hit npc_vj_hla_antlion dealing 8 damage (CritChance was 0.00).
[18:20:14	]C8:i3.UNION-49 has taken 13 damage from Antlion.
[18:20:16	]C8:i3.UNION-49 has hit npc_vj_hla_antlion in the left leg dealing 6 damage (CritChance was 0.36).
[18:20:16	]C8:i3.UNION-49 has hit npc_vj_hla_antlion in the left leg dealing 6 damage (CritChance was 0.36).
[18:20:16	]C8:i3.UNION-49 has hit npc_vj_hla_antlion in the left leg dealing 6 damage (CritChance was 0.36).
[18:20:16	]C8:i3.UNION-49 has critically hit npc_vj_hla_antlion in the left leg dealing 8 damage (CritChance was 0.36).
[18:20:16	]C8:i3.UNION-49 has hit npc_vj_hla_antlion dealing 8 damage (CritChance was 0.00).
[18:20:17	]C8:i3.UNION-49 has taken 13 damage from Antlion.
[18:20:18	]C8:i3.UNION-49 has hit npc_vj_hla_antlion dealing 8 damage (CritChance was 0.00).
[18:20:18	]C8:i3.UNION-49 has hit npc_vj_hla_antlion in the head dealing 9 damage (CritChance was 0.12).
[18:20:18	]C8:i3.UNION-49 has hit npc_vj_hla_antlion in the head dealing 9 damage (CritChance was 0.12).
[18:20:18	]C8:i3.UNION-49 has hit npc_vj_hla_antlion in the head dealing 9 damage (CritChance was 0.12).
[18:20:18	]C8:i3.UNION-49 has hit npc_vj_hla_antlion dealing 8 damage (CritChance was 0.00).
[18:20:18	]C8:i3.UNION-49 has hit npc_vj_hla_antlion in the head dealing 9 damage (CritChance was 0.12).
[18:20:18	]C8:i3.UNION-49 has critically hit npc_vj_hla_antlion in the head dealing 11 damage (CritChance was 0.12).
[18:20:18	]C8:i3.UNION-49 has hit npc_vj_hla_antlion in the head dealing 9 damage (CritChance was 0.12).
[18:20:18	]C8:i3.UNION-49 has hit npc_vj_hla_antlion dealing 8 damage (CritChance was 0.00).
[18:20:18	]C8:i3.UNION-49 has hit npc_vj_hla_antlion dealing 8 damage (CritChance was 0.00).
[18:20:18	]C8:i3.UNION-49 has hit npc_vj_hla_antlion in the right leg dealing 6 damage (CritChance was 0.36).
[18:20:18	]C8:i3.UNION-49 has hit npc_vj_hla_antlion in the right leg dealing 6 damage (CritChance was 0.36).
[18:20:18	]C8:i3.UNION-49 has hit npc_vj_hla_antlion dealing 8 damage (CritChance was 0.00).
[18:20:18	]C8:i3.UNION-49 has hit npc_vj_hla_antlion dealing 8 damage (CritChance was 0.00).
[18:20:18	]C8:i3.UNION-49 has hit npc_vj_hla_antlion dealing 8 damage (CritChance was 0.00).
[18:20:18	]C8:i3.UNION-49 has hit npc_vj_hla_antlion dealing 8 damage (CritChance was 0.00).
[18:20:18	]C8:i3.UNION-49 has hit npc_vj_hla_antlion in the right leg dealing 6 damage (CritChance was 0.36).
[18:20:20	]C8:i3.UNION-49 has gained a '8rnd Shotgun Magazine' #3305766.
[18:20:20	]C8:i3.UNION-49 has lost a '8rnd Shotgun Magazine' #3305765.
[18:20:26	]C8:i3.UNION-49 is fully healed.
[18:20:37	]C8:i3.UNION-49 has spawned a 'NPC [472][npc_vj_hlr2_com_elite]'.
[18:20:38	]C8:i3.UNION-49 has taken 3 damage from Overwatch Elite.
[18:20:38	]C8:i3.UNION-49 has taken 12 damage from Overwatch Elite.
[18:20:38	]C8:i3.UNION-49 has taken 12 damage from Overwatch Elite.
[18:20:38	]C8:i3.UNION-49 has taken 3 damage from Overwatch Elite.
[18:20:38	]C8:i3.UNION-49 has taken 3 damage from Overwatch Elite.
[18:20:38	]C8:i3.UNION-49 has taken 3 damage from Overwatch Elite.
[18:20:39	]C8:i3.UNION-49 has taken 3 damage from Overwatch Elite.
[18:20:41	]C8:i3.UNION-49 is fully healed.
[18:20:50	]C8:i3.UNION-49 has fired a toolgun with the name: creator
[18:20:50	]C8:i3.UNION-49 has spawned a 'NPC [472][npc_vj_hlr2_com_elite]'.
[18:20:51	]C8:i3.UNION-49 has fired a toolgun with the name: creator
[18:20:51	]C8:i3.UNION-49 has spawned a 'NPC [483][npc_vj_hlr2_com_elite]'.
[18:20:51	]C8:i3.UNION-49 has taken 3 damage from Overwatch Elite.
[18:20:51	]C8:i3.UNION-49 has taken 3 damage from Overwatch Elite.
[18:20:51	]C8:i3.UNION-49 has taken 3 damage from Overwatch Elite.
[18:20:51	]C8:i3.UNION-49 has taken 3 damage from Overwatch Elite.
[18:20:52	]C8:i3.UNION-49 has taken 3 damage from Overwatch Elite.
[18:20:52	]C8:i3.UNION-49 has taken 3 damage from Overwatch Elite.
[18:20:52	]C8:i3.UNION-49 has taken 3 damage from Overwatch Elite.
[18:20:52	]C8:i3.UNION-49 has taken 24 damage from Overwatch Elite.
[18:20:52	]C8:i3.UNION-49 has taken 12 damage from Overwatch Elite.
[18:20:52	]C8:i3.UNION-49 has taken 3 damage from Overwatch Elite.
[18:20:52	]C8:i3.UNION-49 has taken 24 damage from Overwatch Elite.
[18:20:53	]C8:i3.UNION-49 has taken 3 damage from Overwatch Elite.
[18:20:53	]C8:i3.UNION-49 has taken 3 damage from Overwatch Elite.
[18:20:53	]C8:i3.UNION-49 has taken 24 damage from Overwatch Elite.
[18:20:53	]C8:i3.UNION-49 has taken 12 damage from Overwatch Elite.
[18:20:53	]C8:i3.UNION-49 has taken 3 damage from Overwatch Elite.
[18:20:53	]C8:i3.UNION-49 has taken 12 damage from Overwatch Elite.
[18:20:53	]C8:i3.UNION-49 has taken 24 damage from Overwatch Elite.
[18:20:53	]C8:i3.UNION-49 has taken 12 damage from Overwatch Elite.
[18:20:53	]C8:i3.UNION-49 has taken 3 damage from Overwatch Elite.
[18:20:54	]C8:i3.UNION-49 has taken 3 damage from Overwatch Elite.
[18:20:54	]C8:i3.UNION-49 has taken 3 damage from Overwatch Elite.
[18:20:54	]C8:i3.UNION-49 has gained a '8rnd Shotgun Magazine' #3305765.
[18:20:54	]C8:i3.UNION-49 was knocked unconscious and is bleeding out.
[18:20:54	]C8:i3.UNION-49 has gained a '17rnd USP Magazine' #3200148.
[18:21:01	]C8:i3.UNION-49 is no longer unconscious from critical wounds.
[18:21:01	]C8:i3.UNION-49 is fully healed.
[18:21:01	]C8:i3.UNION-49 used command '/CharStopBleedout ^'.
[18:21:06	]C8:i3.UNION-49 has fired a toolgun with the name: creator
[18:21:06	]C8:i3.UNION-49 has spawned a 'NPC [481][npc_vj_hlr2_com_elite]'.
[18:21:12	]C8:i3.UNION-49 entered observer.
[18:21:12	]C8:i3.UNION-49 exited observer.
[18:21:15	]C8:i3.UNION-49 has fired a toolgun with the name: creator
[18:21:15	]C8:i3.UNION-49 has spawned a 'NPC [480][npc_vj_hlr2_com_elite]'.
[18:21:20	]C8:i3.UNION-49 has spawned a 'NPC [480][npc_fastzombie_torso]'.
[18:21:27	]C8:i3.UNION-49 has spawned a 'NPC [480][npc_helicopter]'.
[18:21:31	]C8:i3.UNION-49 has spawned a 'NPC [480][npc_combine_s]'.
[18:21:36	]C8:i3.UNION-49 has spawned a 'NPC [480][npc_kleiner]'.
[18:21:37	]C8:i3.UNION-49 has spawned a 'NPC [481][npc_citizen]'.
[18:21:41	]C8:i3.UNION-49 has used a context menu option with the name: rb655_citizen_panic
[18:21:47	]C8:i3.UNION-49 has spawned a 'NPC [480][npc_citizen]'.
[18:21:49	]C8:i3.UNION-49 entered observer.
[18:21:56	]C8:i3.UNION-49 has fired a toolgun with the name: duplicator
[18:21:56	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate1x2.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/props_phx/construct/wood/wood_panel1x1.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate1x2.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/props_combine/breenbust.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate2x8.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate1x2.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/props_combine/breenbust.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate2x2.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate1x2.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/props_combine/breenbust.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/props_combine/breenbust.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate1x2.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate1x3.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/props_combine/breenbust.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/props_combine/breenbust.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/props_phx/construct/wood/wood_panel1x2.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate2x4.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/props_phx/construct/wood/wood_panel1x2.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/props_phx/construct/wood/wood_panel2x2.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/props_phx/construct/wood/wood_panel1x2.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/props_combine/breenbust.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/props_phx/construct/wood/wood_panel1x2.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/props_combine/breenbust.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate2x8.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate1x2.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/props_phx/construct/wood/wood_panel1x1.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/props_combine/breenbust.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/props_phx/construct/wood/wood_panel2x2.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate1x1.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/props_phx/construct/wood/wood_panel1x2.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/props_combine/breenbust.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate2x4.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate1x3.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate2x2.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate2x2.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/props_combine/breenbust.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/props_combine/breenbust.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/props_combine/breenbust.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate2x4.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/props_combine/breenbust.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate1x2.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate1x2.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate2x7.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/props_combine/breenbust.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/props_phx/construct/wood/wood_panel1x2.mdl'.
