[01:48:17	]'Sevens' has connected.
[19:44:50	]Osaka Tariotto exited observer at their location.
[19:44:51	]Donald Trump ran 'take' on item 'Resin' (#2050861)
[19:44:51	]Donald Trump has gained a 'Resin' #2050861.
[19:44:55	]Monika Némethová has spawned a combine_filter.
[19:44:57	]CWU CHARACTER ran 'Consume' on item 'Apple' (#2050862)
[19:44:58	]Jindosh Mighty used command '/Broadcast this workshift has been sponsored by the salamanca family, their money and blood'.
[19:44:59	]Osaka Tariotto entered observer.
[19:44:59	]I CHECK THIS OUT entered observer.
[19:45:00	]Osaka Tariotto exited observer at their location.
[19:45:05	]Jindosh Mighty ran 'take' on item '#84781's Identity Card' (#2050197)
[19:45:05	]Jindosh Mighty has gained a '#84781's Identity Card' #2050197.
[19:45:07	]turrlunggung ran 'take' on item '#67943's Identity Card' (#2050758)
[19:45:07	]turrlunggung has gained a '#67943's Identity Card' #2050758.
[19:45:08	]Jindosh Mighty ran 'take' on item 'CWU Member Access Keycard' (#2050766)
[19:45:08	]Jindosh Mighty has gained a 'CWU Member Access Keycard' #2050766.
[19:45:09	]Samuel Lacrose has taken 51 damage from turrlunggung.
[19:45:09	][VORT] turrlunggung has damaged Samuel Lacrose, dealing 51 with vortbeam
[19:45:09	]jeoff has taken 51 damage from turrlunggung.
[19:45:09	][VORT] turrlunggung has damaged jeoff, dealing 51 with vortbeam
[19:45:10	][OOC] Hank J. Wimleton: hmmm maybe a thing you could do is that resin can be stacked? maybe 4-5 at a time so you dont need to wait for the fabricator to open like 5 times
[19:45:11	][IC] CWU CHARACTER: Now biopaste is just recycling food?
[19:45:13	]Monika Némethová entered observer.
[19:45:19	][OOC] Walter Hartwell White Sr.: It says auth error when i try to get into the cwu terminal
[19:45:20	][IC] Osaka Tariotto: Biopaste creates the food.
[19:45:24	]Monika Némethová exited observer at their location.
[19:45:25	][IC] Osaka Tariotto: We plan on adding corpses into there, too.
[19:45:26	]Ernest Descombes has taken 5 damage from jeoff.
[19:45:26	]jeoff has damaged Ernest Descombes, dealing 5.0009 with ix_hands
[19:45:27	]Monika Némethová ran 'take' on item 'Combine Filter' (#2050863)
[19:45:27	]Monika Némethová has gained a 'Combine Filter' #2050863.
[19:45:27	]Ernest Descombes has taken 5 damage from jeoff.
[19:45:27	]jeoff has damaged Ernest Descombes, dealing 5.0012 with ix_hands
[19:45:28	][IC] Osaka Tariotto: So you can make biopaste.
[19:45:30	][IC] Jindosh Mighty: Salamanca blood, salamanca blood.
[19:45:32	]Monika Némethová has spawned a usp.
[19:45:32	]Ernest Descombes ran SAM command 'hp' with arguments: 'ernest' '5000'
[19:45:32	][IC] Osaka Tariotto: Hell maybe even living targets LOL.
[19:45:33	]Ernest Descombes is fully healed.
[19:45:33	]I CHECK THIS OUT used command '/Announce So the platform to the right of spawn, I'll be making multiple workstations for players to play around with, so please hold. --- Brickwall.'.
[19:45:35	]Walter Hartwell White Sr. ran 'drop' on item 'Combine Battery' (#2050728)
[19:45:35	]Walter Hartwell White Sr. has lost a 'Combine Battery' #2050728.
[19:45:35	][IC] turrlunggung: I have a brain injury.
[19:45:36	][OOC] Donald Trump: how do i whitelist
[19:45:36	][IC] CWU CHARACTER: Yeah but in what sense do. Oh okay, corpses make bio paste.
[19:45:38	]I CHECK THIS OUT has fired a toolgun with the name: remover
[19:45:39	]Ernest Descombes ran 'drop' on item 'Combine Battery' (#2050720)
[19:45:39	]Ernest Descombes has lost a 'Combine Battery' #2050720.
[19:45:39	]I CHECK THIS OUT has fired a toolgun with the name: remover
[19:45:39	][IC] jeoff: Its not working.
[19:45:39	]I CHECK THIS OUT has fired a toolgun with the name: remover
[19:45:40	][IC] Osaka Tariotto: The big.
[19:45:41	]Jindosh Mighty has taken 5 damage from Donald Trump.
[19:45:41	]Donald Trump has damaged Jindosh Mighty, dealing 5.0066 with ix_hands
[19:45:41	][IC] Osaka Tariotto: OW.
[19:45:42	]Jindosh Mighty has taken 5 damage from Donald Trump.
[19:45:42	]Donald Trump has damaged Jindosh Mighty, dealing 5.0069 with ix_hands
[19:45:42	]Jindosh Mighty has taken 5 damage from Donald Trump.
[19:45:42	]Donald Trump has damaged Jindosh Mighty, dealing 5.0072 with ix_hands
[19:45:42	]env_entity_dissolver destroyed a 'Empty Takeaway' #2050672.
[19:45:42	]I CHECK THIS OUT has fired a toolgun with the name: remover
[19:45:43	]Hank J. Wimleton used command '/ToggleRaise'.
[19:45:43	][IC] turrlunggung: Ow.
[19:45:44	]I CHECK THIS OUT has fired a toolgun with the name: remover
[19:45:45	]Hank J. Wimleton has critically hit James Herrington in the stomach dealing 10 damage (CritChance was 0.84).
[19:45:45	]James Herrington has taken 10 damage from Hank J. Wimleton.
[19:45:45	]Hank J. Wimleton has critically hit James Herrington in the right arm dealing 3 damage (CritChance was 0.84).
[19:45:45	]James Herrington has taken 2 damage from Hank J. Wimleton.
[19:45:45	]Hank J. Wimleton has critically hit James Herrington in the stomach dealing 10 damage (CritChance was 0.84).
[19:45:45	]James Herrington has taken 10 damage from Hank J. Wimleton.
[19:45:45	]Hank J. Wimleton has critically hit James Herrington in the head dealing 11 damage (CritChance was 0.84).
[19:45:45	]James Herrington has taken 11 damage from Hank J. Wimleton.
[19:45:45	]Hank J. Wimleton has critically hit James Herrington in the chest dealing 10 damage (CritChance was 0.84).
[19:45:45	]James Herrington has taken 10 damage from Hank J. Wimleton.
[19:45:45	]env_entity_dissolver destroyed a 'Flimsy Metal Pipe' #2050688.
[19:45:46	][IC] turrlunggung: Ow. Ow. Ow.
[19:45:49	][IC] Jindosh Mighty: Does this take corpses yet.
[19:45:51	]I CHECK THIS OUT has spawned a 'Entity [374][ix_discscanner]'.
[19:45:53	][OOC] Ernest Descombes: sorry brick
[19:45:53	]I CHECK THIS OUT has spawned a 'Entity [380][ix_fabricator]'.
[19:45:54	]Hank J. Wimleton used command '/ToggleRaise'.
[19:45:54	][IC] Osaka Tariotto: Yes.
[19:45:56	][IC] Osaka Tariotto: Well.
[19:45:57	][IC] Osaka Tariotto: No.
[19:45:58	]Samuel Lacrose has taken 5 damage from Donald Trump.
[19:45:58	]Donald Trump has damaged Samuel Lacrose, dealing 5.0075 with ix_hands
[19:45:58	]Samuel Lacrose has taken 5 damage from Donald Trump.
[19:45:58	]Donald Trump has damaged Samuel Lacrose, dealing 5.0078 with ix_hands
[19:45:58	][IC] CWU CHARACTER: Now if I do this.
[19:45:59	]Walter Hartwell White Sr. has gained level 2 in the Guns skill.
[19:45:59	]Walter Hartwell White Sr. has hit Donald Trump dealing 12 damage (CritChance was 0.86).
[19:45:59	]Donald Trump has taken 12 damage from Walter Hartwell White Sr..
[19:45:59	]Samuel Lacrose has taken 5 damage from Donald Trump.
[19:45:59	]Donald Trump has damaged Samuel Lacrose, dealing 5.0081 with ix_hands
[19:46:00	]Hank J. Wimleton has hit Samuel Lacrose in the head dealing 5 damage (CritChance was 0.84).
[19:46:00	]Samuel Lacrose has taken 5 damage from Hank J. Wimleton.
[19:46:00	]Hank J. Wimleton has critically hit Jindosh Mighty in the chest dealing 10 damage (CritChance was 0.84).
[19:46:00	]Jindosh Mighty has taken 10 damage from Hank J. Wimleton.
[19:46:00	]Hank J. Wimleton has critically hit Samuel Lacrose in the left leg dealing 3 damage (CritChance was 0.84).
[19:46:00	]Samuel Lacrose has taken 2 damage from Hank J. Wimleton.
[19:46:00	]Hank J. Wimleton has critically hit Walter Hartwell White Sr. in the right arm dealing 3 damage (CritChance was 0.84).
[19:46:00	]Walter Hartwell White Sr. has taken 2 damage from Hank J. Wimleton.
[19:46:00	]Samuel Lacrose has taken 5 damage from Donald Trump.
[19:46:00	]Donald Trump has damaged Samuel Lacrose, dealing 5.0084 with ix_hands
[19:46:00	]Walter Hartwell White Sr. has critically hit Donald Trump dealing 19 damage (CritChance was 0.86).
[19:46:00	]Donald Trump has taken 19 damage from Walter Hartwell White Sr..
[19:46:00	][IC] turrlunggung: Ow. Ow. Ow. Ow. Ow. Ow. Ow. Ow. Ow. Ow. Ow. Ow. Ow. Ow. Ow. Ow. Ow. Ow. Ow. Ow. Ow. Ow. Ow. Ow. Ow. Ow. Ow. Ow. Ow. Ow.
[19:46:01	]Samuel Lacrose has taken 5 damage from Donald Trump.
[19:46:01	]Donald Trump has damaged Samuel Lacrose, dealing 5.0087 with ix_hands
[19:46:01	]Ernest Descombes has taken 5 damage from ix_item.
[19:46:02	]Samuel Lacrose has taken 5 damage from Donald Trump.
[19:46:02	]Donald Trump has damaged Samuel Lacrose, dealing 5.009 with ix_hands
[19:46:02	]Samuel Lacrose was knocked unconscious and is bleeding out.
[19:46:02	]Donald Trump has damaged Samuel Lacrose, dealing 5.0093 with ix_hands
[19:46:03	]Ernest Descombes is fully healed.
[19:46:04	]Walter Hartwell White Sr. has critically hit Donald Trump dealing 19 damage (CritChance was 0.86).
[19:46:04	]Donald Trump has taken 19 damage from Walter Hartwell White Sr..
[19:46:05	][OOC] I CHECK THIS OUT: Why apologize you did nothing wrong
[19:46:06	]Walter Hartwell White Sr. has gained level 3 in the Guns skill.
[19:46:06	]Walter Hartwell White Sr. has critically hit Donald Trump dealing 19 damage (CritChance was 0.86).
[19:46:06	]Donald Trump was knocked unconscious and is bleeding out.
[19:46:08	]Donald Trump used command '/CharGetUp'.
[19:46:08	]Monika Némethová ran 'take' on item 'Data-Disc' (#2050854)
[19:46:08	]Monika Némethová has gained a 'Data-Disc' #2050854.
[19:46:09	]CWU CHARACTER ran 'drop' on item 'Apple' (#2050839)
[19:46:09	]CWU CHARACTER has lost a 'Apple' #2050839.
[19:46:12	]env_entity_dissolver destroyed a 'Flimsy Metal Pipe' #2050690.
[19:46:15	]I CHECK THIS OUT has spawned a 'Entity [308][ix_cwuterminal]'.
[19:46:20	]Monika Némethová entered observer.
[19:46:21	][IC] turrlunggung: To the void with you!
[19:46:23	]Donald Trump was just killed due to: accepting their death
[19:46:23	]Walter Hartwell White Sr. has taken 51 damage from turrlunggung.
[19:46:23	][VORT] turrlunggung has damaged Walter Hartwell White Sr., dealing 51 with vortbeam
[19:46:25	]Hank J. Wimleton used command '/ToggleRaise'.
[19:46:25	]I CHECK THIS OUT has spawned a 'Entity [411][ix_batterycharger]'.
[19:46:27	]Hank J. Wimleton has critically hit turrlunggung dealing 10 damage (CritChance was 0.84).
[19:46:27	]turrlunggung has taken 10 damage from Hank J. Wimleton.
[19:46:27	]Hank J. Wimleton has critically hit turrlunggung dealing 10 damage (CritChance was 0.84).
[19:46:27	]turrlunggung has taken 10 damage from Hank J. Wimleton.
[19:46:27	]Hank J. Wimleton has critically hit turrlunggung dealing 10 damage (CritChance was 0.84).
[19:46:27	]turrlunggung has taken 10 damage from Hank J. Wimleton.
[19:46:27	]Hank J. Wimleton has critically hit turrlunggung dealing 10 damage (CritChance was 0.84).
[19:46:27	]turrlunggung has taken 10 damage from Hank J. Wimleton.
[19:46:27	]Hank J. Wimleton has critically hit turrlunggung dealing 10 damage (CritChance was 0.84).
[19:46:27	]turrlunggung has taken 10 damage from Hank J. Wimleton.
[19:46:27	]Hank J. Wimleton has critically hit turrlunggung dealing 10 damage (CritChance was 0.84).
[19:46:27	]turrlunggung has taken 10 damage from Hank J. Wimleton.
[19:46:27	]Hank J. Wimleton has critically hit turrlunggung dealing 10 damage (CritChance was 0.84).
[19:46:27	]turrlunggung has taken 10 damage from Hank J. Wimleton.
[19:46:27	]Hank J. Wimleton has critically hit turrlunggung dealing 10 damage (CritChance was 0.84).
[19:46:27	]turrlunggung has taken 10 damage from Hank J. Wimleton.
[19:46:28	]Engi Man has unloaded their "Donald Trump" character.
[19:46:28	][IC] Osaka Tariotto: :P.
[19:46:29	]Engi Man has unloaded their "Engi Man" character.
[19:46:30	][IC] CWU CHARACTER: Ha!
[19:46:30	]Hank J. Wimleton used command '/ToggleRaise'.
[19:46:30	][VORT] turrlunggung has damaged Engi Man, dealing 51 with vortbeam
[19:46:31	][Y] Jindosh Mighty: Be free, my child.
[19:46:31	]I CHECK THIS OUT has spawned a 'Entity [360][ix_batterycharger]'.
[19:46:32	]Hank J. Wimleton has critically hit turrlunggung dealing 10 damage (CritChance was 0.84).
[19:46:32	]turrlunggung has taken 10 damage from Hank J. Wimleton.
[19:46:32	]Hank J. Wimleton has critically hit turrlunggung dealing 10 damage (CritChance was 0.84).
[19:46:32	]turrlunggung has taken 10 damage from Hank J. Wimleton.
[19:46:32	]Hank J. Wimleton has critically hit turrlunggung dealing 10 damage (CritChance was 0.84).
[19:46:32	]turrlunggung has taken 10 damage from Hank J. Wimleton.
[19:46:32	]Hank J. Wimleton has critically hit turrlunggung dealing 10 damage (CritChance was 0.84).
[19:46:32	]turrlunggung has taken 10 damage from Hank J. Wimleton.
[19:46:32	]Hank J. Wimleton has critically hit turrlunggung dealing 10 damage (CritChance was 0.84).
[19:46:32	]turrlunggung has taken 10 damage from Hank J. Wimleton.
[19:46:33	]Hank J. Wimleton has critically hit turrlunggung dealing 10 damage (CritChance was 0.84).
[19:46:33	]turrlunggung has taken 10 damage from Hank J. Wimleton.
[19:46:33	]Hank J. Wimleton has critically hit turrlunggung dealing 10 damage (CritChance was 0.84).
[19:46:33	]turrlunggung has taken 10 damage from Hank J. Wimleton.
[19:46:34	]Hank J. Wimleton has hit turrlunggung dealing 6 damage (CritChance was 0.84).
[19:46:34	]turrlunggung has taken 6 damage from Hank J. Wimleton.
[19:46:34	]Hank J. Wimleton has critically hit turrlunggung dealing 10 damage (CritChance was 0.84).
[19:46:34	]turrlunggung has taken 10 damage from Hank J. Wimleton.
[19:46:35	]Hank J. Wimleton has critically hit turrlunggung dealing 10 damage (CritChance was 0.84).
[19:46:35	]turrlunggung has taken 10 damage from Hank J. Wimleton.
[19:46:35	][IC] Osaka Tariotto: Even recycling food does it too.
[19:46:36	]Hank J. Wimleton has gained a '8rnd 870-magazine' #1987256.
[19:46:36	]Hank J. Wimleton has lost a '8rnd 870-magazine' #1987255.
[19:46:38	]Monika Némethová exited observer at their location.
[19:46:38	][IC] CWU CHARACTER: If it made resin that'd be funny.
[19:46:39	]CWU CHARACTER ran 'take' on item 'Biopaste' (#2050865)
[19:46:39	]CWU CHARACTER has gained a 'Biopaste' #2050865.
[19:46:42	]I CHECK THIS OUT has spawned a 'Entity [379][ix_fabricator]'.
[19:46:42	]Engi Man loaded the character 'Donald Trump'
[19:46:42	]Hank J. Wimleton has critically hit turrlunggung dealing 10 damage (CritChance was 0.84).
[19:46:42	]turrlunggung has taken 10 damage from Hank J. Wimleton.
[19:46:42	]Hank J. Wimleton has critically hit turrlunggung dealing 10 damage (CritChance was 0.84).
[19:46:42	]turrlunggung was knocked unconscious and is bleeding out.
[19:46:43	][IC] Osaka Tariotto: Let's see.
[19:46:49	][IC] Samuel Lacrose: Ow.
[19:46:49	]CWU CHARACTER ran 'drop' on item 'Biopaste' (#2050846)
[19:46:49	]CWU CHARACTER has lost a 'Biopaste' #2050846.
[19:46:50	][IC] Samuel Lacrose: Ow.
[19:46:51	][IC] Samuel Lacrose: Aaaaaaagh!
[19:46:51	][OOC] Hank J. Wimleton: shotguns still op as ever
[19:46:51	]I CHECK THIS OUT used command '/ShowEdicts'.
[19:46:52	][IC] Samuel Lacrose: Aaaaaaagh!
[19:46:53	]Monika Némethová has spawned a artificial_cheesepaste.
[19:46:53	]Hank J. Wimleton ran 'removeMag' on item 'Model 870' (#1987240)
[19:46:53	]Hank J. Wimleton has gained a '8rnd 870-magazine' #1987255.
[19:46:53	][IC] Samuel Lacrose: Aaaaaaagh!
[19:46:55	]Monika Némethová has spawned a biopaste.
[19:46:56	][IC] Samuel Lacrose: Aaaaaaagh!
[19:46:57	]Hank J. Wimleton ran 'combine' on item 'Buckshot Shotgun Shells' (#2049547)
[19:46:58	]turrlunggung was just killed due to: accepting their death
[19:46:59	]Hank J. Wimleton ran 'combine' on item '8rnd 870-magazine' (#1987255)
[19:47:01	]I CHECK THIS OUT has spawned a 'Entity [452][ix_discscanner]'.
[19:47:01	]Hank J. Wimleton has lost a '8rnd 870-magazine' #1987256.
[19:47:03	]Kranky has unloaded their "turrlunggung" character.
[19:47:03	]Osaka Tariotto ran SAM command 'hp' with arguments: 'osaka' '50000000000000000000000000000'
[19:47:03	][IC] CWU CHARACTER: Oh nice. 'You can't recycle this'.
[19:47:04	]Su'Kma'Ba'Lez has gone afk.
[19:47:07	]CWU CHARACTER ran 'take' on item 'Biopaste' (#2050846)
[19:47:07	]CWU CHARACTER has gained a 'Biopaste' #2050846.
[19:47:09	]I CHECK THIS OUT has spawned a 'Entity [396][ix_cwuterminal]'.
[19:47:09	][IC] Osaka Tariotto: Ah, that makes sense.
[19:47:10	][IC] Osaka Tariotto: Good.
[19:47:12	]Jindosh Mighty ran 'drop' on item '#84781's Identity Card' (#2050197)
[19:47:12	]Jindosh Mighty has lost a '#84781's Identity Card' #2050197.
[19:47:12	]Jindosh Mighty ran 'drop' on item 'CWU Member Access Keycard' (#2050766)
[19:47:12	]Jindosh Mighty has lost a 'CWU Member Access Keycard' #2050766.
[19:47:14	]Monika Némethová ran 'drop' on item 'Data-Disc' (#2050854)
[19:47:14	]Monika Némethová has lost a 'Data-Disc' #2050854.
[19:47:17	]Kranky loaded the character 'Xih'Shaa'Barr'
[19:47:19	][IC] CWU CHARACTER: But if you recycle food it gives bipaste, not resin, which is good.
[19:47:19	][IC] Osaka Tariotto: AH.
[19:47:20	]I CHECK THIS OUT has spawned a 'Entity [416][ix_cwuterminal]'.
[19:47:22	][IC] Samuel Lacrose: Mmmbandages.
[19:47:23	][IC] Osaka Tariotto: Battery here makes this work.
[19:47:23	][IC] jeoff: Here's some food.
[19:47:27	][IC] Osaka Tariotto: Now we know how it works.
[19:47:29	][IC] Samuel Lacrose: Aaaaaaagh!
[19:47:29	]I CHECK THIS OUT has spawned a 'Entity [406][ix_discscanner]'.
[19:47:30	][IC] Samuel Lacrose: Aaaaaaagh!
[19:47:30	]Donald Trump has taken 5 damage from jeoff.
[19:47:30	]jeoff has damaged Donald Trump, dealing 5.0015 with ix_hands
[19:47:30	][IC] CWU CHARACTER: On the bottom, yeah.
[19:47:31	]Donald Trump has taken 5 damage from jeoff.
[19:47:31	]jeoff has damaged Donald Trump, dealing 5.0018 with ix_hands
[19:47:31	][OOC] Ernest Descombes: how do you make biopaste
[19:47:35	]Kranky has unloaded their "Xih'Shaa'Barr" character.
[19:47:36	]Hank J. Wimleton has hit jeoff in the chest dealing 6 damage (CritChance was 0.84).
[19:47:36	]jeoff has taken 6 damage from Hank J. Wimleton.
[19:47:36	][IC] CWU CHARACTER: These recharge batteries.
[19:47:36	]I CHECK THIS OUT has spawned a 'Entity [422][ix_fabricator]'.
[19:47:39	][OOC] Samuel Lacrose: recycle food, i assume
[19:47:39	]CWU CHARACTER ran 'take' on item 'Combine Battery' (#2050566)
[19:47:39	]CWU CHARACTER has gained a 'Combine Battery' #2050566.
[19:47:40	][OOC] Ernest Descombes: do you recycle natural things?
[19:47:41	]Monika Némethová ran 'take' on item 'Biopaste' (#2050867)
[19:47:41	]Monika Némethová has gained a 'Biopaste' #2050867.
[19:47:42	]CWU CHARACTER ran 'drop' on item 'Combine Battery' (#2050566)
[19:47:42	]CWU CHARACTER has lost a 'Combine Battery' #2050566.
[19:47:42	]Hank J. Wimleton used command '/ToggleRaise'.
[19:47:43	][OOC] Osaka Tariotto: Yes
[19:47:44	][OOC] Ernest Descombes: lets try it
[19:47:45	]CWU CHARACTER ran 'drop' on item 'Empty Takeaway' (#2050676)
[19:47:45	]CWU CHARACTER has lost a 'Empty Takeaway' #2050676.
[19:47:46	]Monika Némethová entered observer.
[19:47:47	]I CHECK THIS OUT has spawned a 'Entity [434][ix_batterycharger]'.
[19:47:48	]Kranky loaded the character 'Gong galalang'
[19:47:49	]Hank J. Wimleton has critically hit jeoff in the left arm dealing 3 damage (CritChance was 0.78).
[19:47:49	]jeoff has taken 2 damage from Hank J. Wimleton.
[19:47:49	]Hank J. Wimleton has critically hit jeoff in the stomach dealing 10 damage (CritChance was 0.84).
[19:47:49	]jeoff has taken 10 damage from Hank J. Wimleton.
[19:47:50	]Osaka Tariotto entered observer.
[19:47:50	]Ernest Descombes has taken 5 damage from Donald Trump.
[19:47:50	]Donald Trump has damaged Ernest Descombes, dealing 5.0096 with ix_hands
[19:47:51	]Osaka Tariotto exited observer at their location.
[19:47:51	]Ernest Descombes has given himself a fruit_apple.
[19:47:51	]Ernest Descombes has gained a 'Apple' #2050868.
[19:47:53	]Ernest Descombes is fully healed.
[19:47:54	]Donald Trump has taken 5 damage from jeoff.
[19:47:54	]jeoff has damaged Donald Trump, dealing 5.0021 with ix_hands
[19:47:55	]Osaka Tariotto has spawned a antlion_sandwich.
[19:47:56	]Osaka Tariotto has spawned a antlion_sandwich.
[19:47:56	]Osaka Tariotto has spawned a antlion_sandwich.
[19:47:56	]Osaka Tariotto has spawned a antlion_sandwich.
[19:47:56	]Osaka Tariotto has spawned a antlion_sandwich.
[19:47:56	]Osaka Tariotto has spawned a antlion_sandwich.
[19:47:56	]Osaka Tariotto has spawned a antlion_sandwich.
[19:47:56	]Osaka Tariotto has spawned a antlion_sandwich.
[19:47:56	]Osaka Tariotto has spawned a antlion_sandwich.
[19:47:57	]Osaka Tariotto has spawned a antlion_sandwich.
[19:47:57	]Ernest Descombes ran 'drop' on item 'Apple' (#2050868)
[19:47:57	]Ernest Descombes has lost a 'Apple' #2050868.
[19:47:57	]Hank J. Wimleton used command '/ToggleRaise'.
[19:47:57	]Osaka Tariotto has spawned a antlion_sandwich.
[19:47:57	]Donald Trump has taken 5 damage from jeoff.
[19:47:57	]jeoff has damaged Donald Trump, dealing 5.0024 with ix_hands
[19:47:57	]Osaka Tariotto has spawned a antlion_sandwich.
[19:47:57	]Osaka Tariotto has spawned a antlion_sandwich.
[19:47:57	]Osaka Tariotto has spawned a antlion_sandwich.
[19:47:57	]I CHECK THIS OUT has spawned a 'Entity [493][ix_cwuterminal]'.
[19:47:57	]Osaka Tariotto has spawned a antlion_sandwich.
[19:47:58	]Monika Némethová has given himself a comp_resin.
[19:47:58	]Monika Némethová has gained a 'Resin' #2050884.
[19:48:00	]Hank J. Wimleton has critically hit jeoff in the chest dealing 10 damage (CritChance was 0.84).
[19:48:00	]jeoff has taken 10 damage from Hank J. Wimleton.
[19:48:00	]Hank J. Wimleton has critically hit jeoff in the chest dealing 10 damage (CritChance was 0.84).
[19:48:00	]jeoff has taken 10 damage from Hank J. Wimleton.
[19:48:00	]Hank J. Wimleton has critically hit jeoff in the chest dealing 10 damage (CritChance was 0.84).
[19:48:00	]jeoff was knocked unconscious and is bleeding out.
[19:48:00	]Hank J. Wimleton has critically hit Donald Trump in the left arm dealing 0 damage (CritChance was 0.78).
[19:48:00	]Hank J. Wimleton has critically hit Donald Trump in the left arm dealing 3 damage (CritChance was 0.78).
[19:48:00	]Donald Trump has taken 2 damage from Hank J. Wimleton.
[19:48:00	]Hank J. Wimleton has critically hit Donald Trump in the stomach dealing 0 damage (CritChance was 0.84).
[19:48:00	]Hank J. Wimleton has critically hit Donald Trump in the stomach dealing 10 damage (CritChance was 0.84).
[19:48:00	]Donald Trump has taken 10 damage from Hank J. Wimleton.
[19:48:02	]I CHECK THIS OUT exited observer at their location.
[19:48:05	]Osaka Tariotto used command '/Announce Food items in the central part of the concrete area.'.
[19:48:08	]Monika Némethová has given himself a comp_resin.
[19:48:08	]Monika Némethová has gained a 'Resin' #2050885.
[19:48:09	]Monika Némethová has given himself a comp_resin.
[19:48:09	]Monika Némethová has gained a 'Resin' #2050886.
[19:48:10	]Osaka Tariotto used command '/Announce Use it to recycle.'.
[19:48:12	]Monika Némethová has given himself a comp_resin.
[19:48:12	]Monika Némethová has gained a 'Resin' #2050888.
[19:48:12	]Ernest Descombes ran 'take' on item 'Biopaste' (#2050887)
[19:48:12	]Ernest Descombes has gained a 'Biopaste' #2050887.
[19:48:13	]Monika Némethová has given himself a comp_resin.
[19:48:13	]Monika Némethová has gained a 'Resin' #2050889.
[19:48:14	]env_entity_dissolver destroyed a 'Empty Takeaway' #2050676.
[19:48:14	]Osaka Tariotto entered observer.
[19:48:14	]Monika Némethová has given himself a comp_resin.
[19:48:14	]Monika Némethová has gained a 'Resin' #2050890.
[19:48:14	]Osaka Tariotto exited observer at their location.
[19:48:15	]Monika Némethová has given himself a comp_resin.
[19:48:15	]Monika Némethová has gained a 'Resin' #2050891.
[19:48:15	]Monika Némethová has given himself a comp_resin.
[19:48:15	]Monika Némethová has gained a 'Resin' #2050892.
[19:48:16	]Monika Némethová has given himself a comp_resin.
[19:48:16	]Monika Némethová has gained a 'Resin' #2050893.
[19:48:16	]Osaka Tariotto has spawned a antlion_sandwich.
[19:48:16	][OOC] Samuel Lacrose: need my bleedout stopped and hp set to 100 
[19:48:17	]Osaka Tariotto has spawned a antlion_sandwich.
[19:48:17	]Osaka Tariotto has spawned a antlion_sandwich.
[19:48:17	]Monika Némethová has given himself a comp_resin.
[19:48:17	]Monika Némethová has gained a 'Resin' #2050897.
[19:48:17	]Osaka Tariotto has spawned a antlion_sandwich.
[19:48:17	]Osaka Tariotto has spawned a antlion_sandwich.
[19:48:18	]Monika Némethová has given himself a comp_resin.
[19:48:18	]Monika Némethová has gained a 'Resin' #2050900.
[19:48:18	]Osaka Tariotto has spawned a antlion_sandwich.
[19:48:18	]Osaka Tariotto has spawned a antlion_sandwich.
[19:48:18	]Osaka Tariotto has spawned a antlion_sandwich.
[19:48:19	]Osaka Tariotto has spawned a antlion_sandwich.
[19:48:19	]Monika Némethová has given himself a comp_resin.
[19:48:19	]Monika Némethová has gained a 'Resin' #2050905.
[19:48:19	]Osaka Tariotto has spawned a antlion_sandwich.
[19:48:19	]Osaka Tariotto has spawned a antlion_sandwich.
[19:48:19	]Osaka Tariotto has spawned a antlion_sandwich.
[19:48:19	]Osaka Tariotto has spawned a antlion_sandwich.
[19:48:19	]Osaka Tariotto has spawned a antlion_sandwich.
[19:48:19	]Walter Hartwell White Sr. ran 'take' on item 'Antlion Sandwich' (#2050877)
[19:48:19	]Walter Hartwell White Sr. has gained a 'Antlion Sandwich' #2050877.
[19:48:19	]Osaka Tariotto has spawned a antlion_sandwich.
[19:48:20	]jeoff was just killed due to: accepting their death
[19:48:21	]Walter Hartwell White Sr. ran 'take' on item 'Antlion Sandwich' (#2050875)
[19:48:21	]Walter Hartwell White Sr. has gained a 'Antlion Sandwich' #2050875.
[19:48:21	]CWU CHARACTER ran 'Consume' on item 'Antlion Sandwich' (#2050899)
[19:48:21	]CWU CHARACTER has gained a level 3 long boost in Strength.
[19:48:21	]CWU CHARACTER has gained a level 1 long boost in Perception.
[19:48:22	]CWU CHARACTER ran 'Consume' on item 'Antlion Sandwich' (#2050898)
[19:48:22	]CWU CHARACTER has wasted a level 3 long boost in Strength (current: 0; target: 3).
[19:48:22	]CWU CHARACTER has wasted a level 1 long boost in Perception (current: 0; target: 1).
[19:48:22	]Walter Hartwell White Sr. ran 'take' on item 'Antlion Sandwich' (#2050870)
[19:48:22	]Walter Hartwell White Sr. has gained a 'Antlion Sandwich' #2050870.
[19:48:25	]Hank J. Wimleton has gained a '8rnd 870-magazine' #1987256.
[19:48:25	]Hank J. Wimleton has lost a '8rnd 870-magazine' #1987255.
[19:48:29	]Jindosh Mighty used command '/Broadcast attention please, do not put your dick into the scrapper, it will hurt like hell'.
[19:48:30	]I CHECK THIS OUT has spawned a combinebattery.
[19:48:31	]Osaka Tariotto used command '/CharStopBleedout lacrose'.
[19:48:34	]Osaka Tariotto entered observer.
[19:48:35	]jeoff used command '/Broadcast 1984'.
[19:48:37	]I CHECK THIS OUT has spawned a combinebattery.
[19:48:39	]Osaka Tariotto exited observer at their location.
