[19:47:36	]Merlinsclaw has connected.
[20:14:11	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x3x025.mdl'.
[20:14:21	]Merlinsclaw has fired a toolgun with the name: stacker_improved
[20:14:21	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x3x025.mdl'.
[20:14:21	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x3x025.mdl'.
[20:14:21	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x3x025.mdl'.
[20:14:21	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x3x025.mdl'.
[20:14:21	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x3x025.mdl'.
[20:14:27	]Merlinsclaw has fired a toolgun with the name: stacker_improved
[20:14:27	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x3x025.mdl'.
[20:14:27	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x3x025.mdl'.
[20:14:27	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x3x025.mdl'.
[20:14:27	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x3x025.mdl'.
[20:14:27	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x3x025.mdl'.
[20:14:35	]Merlinsclaw has fired a toolgun with the name: stacker_improved
[20:14:35	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x3x025.mdl'.
[20:14:35	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x3x025.mdl'.
[20:14:35	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x3x025.mdl'.
[20:14:35	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x3x025.mdl'.
[20:14:36	]Merlinsclaw has fired a toolgun with the name: stacker_improved
[20:14:36	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x3x025.mdl'.
[20:14:36	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x3x025.mdl'.
[20:14:36	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x3x025.mdl'.
[20:14:36	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x3x025.mdl'.
[20:14:43	]Merlinsclaw has fired a toolgun with the name: stacker_improved
[20:14:43	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x3x025.mdl'.
[20:14:43	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x3x025.mdl'.
[20:14:43	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x3x025.mdl'.
[20:14:43	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x3x025.mdl'.
[20:14:50	]Merlinsclaw has fired a toolgun with the name: stacker_improved
[20:14:50	]Merlinsclaw has spawned 'models/nt/props_warehouse/handrail_walkway_256.mdl'.
[20:14:50	]Merlinsclaw has spawned 'models/nt/props_warehouse/handrail_walkway_256.mdl'.
[20:14:50	]Merlinsclaw has spawned 'models/nt/props_warehouse/handrail_walkway_256.mdl'.
[20:14:50	]Merlinsclaw has spawned 'models/nt/props_warehouse/handrail_walkway_256.mdl'.
[20:14:55	]Merlinsclaw has fired a toolgun with the name: stacker_improved
[20:14:55	]Merlinsclaw has spawned 'models/nt/props_warehouse/handrail_walkway_256.mdl'.
[20:15:14	]Merlinsclaw exited observer at their location.
[20:15:15	]Merlinsclaw entered observer.
[20:15:17	]Merlinsclaw exited observer at their location.
[20:15:18	]Merlinsclaw entered observer.
[20:15:23	]Merlinsclaw exited observer at their location.
[20:15:31	]Merlinsclaw entered observer.
[20:15:31	]Merlinsclaw exited observer at their location.
[20:15:32	]Merlinsclaw entered observer.
[20:15:33	]Merlinsclaw exited observer at their location.
[20:15:34	]Merlinsclaw entered observer.
[20:15:35	]Merlinsclaw exited observer at their location.
[20:15:41	]Merlinsclaw entered observer.
[20:15:56	]Merlinsclaw has fired a toolgun with the name: remover
[20:15:56	]Merlinsclaw has fired a toolgun with the name: remover
[20:15:57	]Merlinsclaw has fired a toolgun with the name: remover
[20:15:57	]Merlinsclaw has fired a toolgun with the name: remover
[20:15:57	]Merlinsclaw has fired a toolgun with the name: remover
[20:15:58	]Merlinsclaw has fired a toolgun with the name: remover
[20:15:58	]Merlinsclaw has fired a toolgun with the name: remover
[20:15:59	]Merlinsclaw has fired a toolgun with the name: remover
[20:16:07	]Merlinsclaw has fired a toolgun with the name: remover
[20:16:07	]Merlinsclaw has fired a toolgun with the name: remover
[20:16:07	]Merlinsclaw has fired a toolgun with the name: remover
[20:16:07	]Merlinsclaw has fired a toolgun with the name: remover
[20:16:08	]Merlinsclaw has fired a toolgun with the name: remover
[20:16:08	]Merlinsclaw has fired a toolgun with the name: remover
[20:16:08	]Merlinsclaw has fired a toolgun with the name: remover
[20:16:13	]Merlinsclaw has fired a toolgun with the name: remover
[20:16:14	]Merlinsclaw has fired a toolgun with the name: remover
[20:16:14	]Merlinsclaw has fired a toolgun with the name: remover
[20:16:15	]Merlinsclaw has fired a toolgun with the name: remover
[20:16:20	]Merlinsclaw has fired a toolgun with the name: advdupe2
[20:16:21	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x3x025.mdl'.
[20:16:21	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x150x025.mdl'.
[20:16:21	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x3x025.mdl'.
[20:16:21	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x150x025.mdl'.
[20:16:21	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x3x025.mdl'.
[20:16:21	]Merlinsclaw has spawned 'models/props_pipes/pipeset32d_256_001a.mdl'.
[20:16:21	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x3x025.mdl'.
[20:16:21	]Merlinsclaw has spawned 'models/nt/props_warehouse/handrail_walkway_256.mdl'.
[20:16:24	]Merlinsclaw has fired a toolgun with the name: remover
[20:16:24	]Merlinsclaw has fired a toolgun with the name: remover
[20:16:24	]Merlinsclaw has fired a toolgun with the name: remover
[20:16:25	]Merlinsclaw has fired a toolgun with the name: remover
[20:16:25	]Merlinsclaw has fired a toolgun with the name: remover
[20:16:25	]Merlinsclaw has fired a toolgun with the name: remover
[20:16:26	]Merlinsclaw has fired a toolgun with the name: remover
[20:16:26	]Merlinsclaw has fired a toolgun with the name: remover
[20:16:27	]Merlinsclaw has fired a toolgun with the name: remover
[20:16:28	]Merlinsclaw has fired a toolgun with the name: remover
[20:16:33	]Merlinsclaw has fired a toolgun with the name: advdupe2
[20:16:33	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x3x025.mdl'.
[20:16:33	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x3x025.mdl'.
[20:16:33	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x3x025.mdl'.
[20:16:33	]Merlinsclaw has spawned 'models/nt/props_warehouse/handrail_walkway_256.mdl'.
[20:16:33	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x150x025.mdl'.
[20:16:33	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x3x025.mdl'.
[20:16:34	]Merlinsclaw has spawned 'models/props_pipes/pipeset32d_256_001a.mdl'.
[20:16:34	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x150x025.mdl'.
[20:16:35	]Merlinsclaw exited observer at their location.
[20:16:45	]Merlinsclaw has fired a toolgun with the name: advdupe2
[20:16:45	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x3x025.mdl'.
[20:16:45	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x3x025.mdl'.
[20:16:45	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x3x025.mdl'.
[20:16:45	]Merlinsclaw has spawned 'models/nt/props_warehouse/handrail_walkway_256.mdl'.
[20:16:46	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x150x025.mdl'.
[20:16:46	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x3x025.mdl'.
[20:16:46	]Merlinsclaw has spawned 'models/props_pipes/pipeset32d_256_001a.mdl'.
[20:16:46	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x150x025.mdl'.
[20:16:49	]Merlinsclaw has fired a toolgun with the name: advdupe2
[20:16:49	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x3x025.mdl'.
[20:16:49	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x3x025.mdl'.
[20:16:49	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x3x025.mdl'.
[20:16:49	]Merlinsclaw has spawned 'models/nt/props_warehouse/handrail_walkway_256.mdl'.
[20:16:49	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x150x025.mdl'.
[20:16:49	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x3x025.mdl'.
[20:16:49	]Merlinsclaw has spawned 'models/props_pipes/pipeset32d_256_001a.mdl'.
[20:16:49	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x150x025.mdl'.
[20:16:54	]Merlinsclaw has fired a toolgun with the name: advdupe2
[20:16:54	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x3x025.mdl'.
[20:16:54	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x3x025.mdl'.
[20:16:54	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x3x025.mdl'.
[20:16:54	]Merlinsclaw has spawned 'models/nt/props_warehouse/handrail_walkway_256.mdl'.
[20:16:54	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x150x025.mdl'.
[20:16:54	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x3x025.mdl'.
[20:16:54	]Merlinsclaw has spawned 'models/props_pipes/pipeset32d_256_001a.mdl'.
[20:16:54	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x150x025.mdl'.
[20:16:56	]Merlinsclaw entered observer.
[20:17:01	]Merlinsclaw exited observer at their location.
[20:17:02	]Merlinsclaw entered observer.
[20:17:13	]Merlinsclaw has fired a toolgun with the name: advdupe2
[20:17:13	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x3x025.mdl'.
[20:17:13	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x3x025.mdl'.
[20:17:13	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x3x025.mdl'.
[20:17:13	]Merlinsclaw has spawned 'models/nt/props_warehouse/handrail_walkway_256.mdl'.
[20:17:13	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x150x025.mdl'.
[20:17:13	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x3x025.mdl'.
[20:17:13	]Merlinsclaw has spawned 'models/props_pipes/pipeset32d_256_001a.mdl'.
[20:17:13	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x150x025.mdl'.
[20:17:14	]Merlinsclaw exited observer at their location.
[20:17:15	]Merlinsclaw entered observer.
[20:17:16	]Merlinsclaw exited observer at their location.
[20:17:19	]Merlinsclaw entered observer.
[20:17:27	]Merlinsclaw has fired a toolgun with the name: stacker_improved
[20:17:27	]Merlinsclaw has spawned 'models/nt/props_warehouse/handrail_walkway_256.mdl'.
[20:17:27	]Merlinsclaw has spawned 'models/nt/props_warehouse/handrail_walkway_256.mdl'.
[20:17:27	]Merlinsclaw has spawned 'models/nt/props_warehouse/handrail_walkway_256.mdl'.
[20:17:27	]Merlinsclaw has spawned 'models/nt/props_warehouse/handrail_walkway_256.mdl'.
[20:17:32	]Merlinsclaw has fired a toolgun with the name: stacker_improved
[20:17:32	]Merlinsclaw has spawned 'models/props_pipes/pipeset32d_256_001a.mdl'.
[20:17:32	]Merlinsclaw has spawned 'models/props_pipes/pipeset32d_256_001a.mdl'.
[20:17:32	]Merlinsclaw has spawned 'models/props_pipes/pipeset32d_256_001a.mdl'.
[20:17:32	]Merlinsclaw has spawned 'models/props_pipes/pipeset32d_256_001a.mdl'.
[20:17:56	]Merlinsclaw has fired a toolgun with the name: stacker_improved
[20:17:56	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x3x025.mdl'.
[20:17:56	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x3x025.mdl'.
[20:17:56	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x3x025.mdl'.
[20:17:56	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x3x025.mdl'.
[20:18:03	]Merlinsclaw has fired a toolgun with the name: stacker_improved
[20:18:03	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x3x025.mdl'.
[20:18:03	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x3x025.mdl'.
[20:18:03	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x3x025.mdl'.
[20:18:03	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x3x025.mdl'.
[20:18:05	]Merlinsclaw exited observer at their location.
[20:18:06	]Merlinsclaw entered observer.
[20:18:58	]Merlinsclaw exited observer at their location.
[20:19:04	]Merlinsclaw entered observer.
[20:19:11	]Merlinsclaw has spawned 'models/props_pipes/pipeset32d_corner128d_001a.mdl'.
[20:19:13	]Merlinsclaw has spawned 'models/props_pipes/pipeset32d_corner128r_001a.mdl'.
[20:19:42	]Merlinsclaw exited observer at their location.
[20:19:44	]Merlinsclaw entered observer.
[20:19:46	]Merlinsclaw exited observer at their location.
[20:19:46	]Merlinsclaw entered observer.
[20:19:52	]Merlinsclaw exited observer at their location.
[20:19:53	]Merlinsclaw entered observer.
[20:19:54	]Merlinsclaw has spawned 'models/props_pipes/pipeset32d_128_001a.mdl'.
[20:19:55	]Merlinsclaw has spawned 'models/props_pipes/pipeset32d_256_001a.mdl'.
[20:19:59	]Merlinsclaw has spawned 'models/props_pipes/pipeset32d_bend256u_001a.mdl'.
[20:20:03	]Merlinsclaw has fired a toolgun with the name: nocollideworld
[20:20:12	]Merlinsclaw exited observer at their location.
[20:20:28	]Merlinsclaw entered observer.
[20:20:33	]Merlinsclaw exited observer at their location.
[20:20:49	]Merlinsclaw entered observer.
[20:20:51	]Merlinsclaw exited observer at their location.
[20:20:53	]Merlinsclaw entered observer.
[20:21:02	]Merlinsclaw exited observer at their location.
[20:21:05	]Merlinsclaw entered observer.
[20:21:05	]Merlinsclaw has fired a toolgun with the name: sh_persist
[20:21:05	]Merlinsclaw has enabled persistence for 'models/props_pipes/pipeset32d_corner128r_001a.mdl'.
[20:21:06	]Merlinsclaw has fired a toolgun with the name: sh_persist
[20:21:06	]Merlinsclaw has enabled persistence for 'models/props_pipes/pipeset32d_bend256u_001a.mdl'.
[20:21:07	]Merlinsclaw has fired a toolgun with the name: sh_persist
[20:21:07	]Merlinsclaw has enabled persistence for 'models/props_pipes/pipeset32d_corner128r_001a.mdl'.
[20:21:08	]Merlinsclaw has fired a toolgun with the name: sh_persist
[20:21:08	]Merlinsclaw has enabled persistence for 'models/nt/props_warehouse/handrail_walkway_256.mdl'.
[20:21:10	]Merlinsclaw has fired a toolgun with the name: sh_persist
[20:21:10	]Merlinsclaw has enabled persistence for 'models/props_pipes/pipeset32d_256_001a.mdl'.
[20:21:10	]Merlinsclaw has fired a toolgun with the name: sh_persist
[20:21:10	]Merlinsclaw has disabled persistence for 'models/hunter/blocks/cube025x3x025.mdl'.
[20:21:12	]Merlinsclaw has fired a toolgun with the name: sh_persist
[20:21:12	]Merlinsclaw has enabled persistence for 'models/hunter/blocks/cube025x3x025.mdl'.
[20:21:14	]Merlinsclaw has fired a toolgun with the name: sh_persist
[20:21:14	]Merlinsclaw has disabled persistence for 'models/hunter/blocks/cube025x3x025.mdl'.
[20:21:15	]Merlinsclaw has fired a toolgun with the name: sh_persist
[20:21:15	]Merlinsclaw has enabled persistence for 'models/hunter/blocks/cube025x3x025.mdl'.
[20:21:16	]Merlinsclaw has fired a toolgun with the name: sh_persist
[20:21:16	]Merlinsclaw has disabled persistence for 'models/hunter/blocks/cube025x3x025.mdl'.
[20:21:17	]Merlinsclaw has fired a toolgun with the name: sh_persist
[20:21:17	]Merlinsclaw has enabled persistence for 'models/hunter/blocks/cube025x3x025.mdl'.
[20:21:34	]Merlinsclaw has spawned 'models/nt/props_warehouse/handrail_walkway_128.mdl'.
[20:21:45	]Merlinsclaw exited observer at their location.
[20:21:48	]Merlinsclaw entered observer.
[20:22:00	]Merlinsclaw has fired a toolgun with the name: precision
[20:22:03	]Merlinsclaw has fired a toolgun with the name: precision
[20:22:04	]Merlinsclaw has fired a toolgun with the name: precision
[20:22:09	]Merlinsclaw has spawned 'models/nt/props_warehouse/handrail_walkway_128.mdl'.
[20:22:15	]Merlinsclaw exited observer at their location.
[20:22:30	]Merlinsclaw entered observer.
[20:22:33	]Merlinsclaw has fired a toolgun with the name: nocollideworld
[20:22:34	]Merlinsclaw exited observer at their location.
[20:22:45	]Merlinsclaw entered observer.
[20:22:49	]Merlinsclaw exited observer at their location.
[20:22:54	]Merlinsclaw entered observer.
[20:23:02	]Merlinsclaw has fired a toolgun with the name: stacker_improved
[20:23:02	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x3x025.mdl'.
[20:23:06	]Merlinsclaw has fired a toolgun with the name: stacker_improved
[20:23:06	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x3x025.mdl'.
[20:23:12	]Merlinsclaw has fired a toolgun with the name: stacker_improved
[20:23:12	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x3x025.mdl'.
[20:23:13	]Merlinsclaw has fired a toolgun with the name: stacker_improved
[20:23:13	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x3x025.mdl'.
[20:23:28	]Merlinsclaw exited observer at their location.
[20:23:30	]Merlinsclaw entered observer.
[20:23:31	]Merlinsclaw exited observer at their location.
[20:23:33	]Merlinsclaw entered observer.
[20:23:34	]Merlinsclaw exited observer at their location.
[20:23:42	]Merlinsclaw entered observer.
[20:23:43	]Merlinsclaw exited observer at their location.
[20:23:47	]Merlinsclaw has spawned 'models/nt/props_warehouse/handrail_walkway_128.mdl'.
[20:23:51	]Merlinsclaw entered observer.
[20:23:52	]Merlinsclaw exited observer at their location.
[20:23:53	]Merlinsclaw has fired a toolgun with the name: nocollideworld
[20:24:08	]Merlinsclaw entered observer.
[20:24:09	]Merlinsclaw exited observer at their location.
[20:24:17	]Merlinsclaw entered observer.
[20:24:18	]Merlinsclaw exited observer at their location.
[20:24:22	]Merlinsclaw has fired a toolgun with the name: nocollideworld
[20:24:28	]Merlinsclaw entered observer.
[20:24:32	]Merlinsclaw exited observer at their location.
[20:24:41	]Merlinsclaw entered observer.
[20:24:42	]Merlinsclaw exited observer at their location.
[20:24:44	]Merlinsclaw entered observer.
[20:24:58	]Merlinsclaw has fired a toolgun with the name: stacker_improved
[20:24:58	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x3x025.mdl'.
[20:25:03	]Merlinsclaw exited observer at their location.
[20:25:12	]Merlinsclaw has fired a toolgun with the name: nocollideworld
[20:25:19	]Merlinsclaw entered observer.
[20:25:24	]Merlinsclaw exited observer at their location.
[20:25:30	]Merlinsclaw entered observer.
[20:25:31	]Merlinsclaw exited observer at their location.
[20:25:34	]Merlinsclaw entered observer.
[20:25:35	]Merlinsclaw exited observer at their location.
[20:25:36	]Merlinsclaw entered observer.
[20:25:37	]Merlinsclaw exited observer at their location.
[20:25:44	]Merlinsclaw entered observer.
[20:25:44	]Merlinsclaw exited observer at their location.
[20:25:45	]Merlinsclaw entered observer.
[20:25:49	]Merlinsclaw has fired a toolgun with the name: stacker_improved
[20:25:49	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x3x025.mdl'.
[20:25:58	]Merlinsclaw exited observer at their location.
[20:25:59	]Merlinsclaw has fired a toolgun with the name: nocollideworld
[20:26:03	]Merlinsclaw entered observer.
[20:26:04	]Merlinsclaw exited observer at their location.
[20:26:11	]Merlinsclaw entered observer.
[20:26:15	]Merlinsclaw exited observer at their location.
[20:26:18	]Merlinsclaw has fired a toolgun with the name: sh_persist
[20:26:18	]Merlinsclaw has enabled persistence for 'models/nt/props_warehouse/handrail_walkway_128.mdl'.
[20:26:19	]Merlinsclaw has fired a toolgun with the name: sh_persist
[20:26:19	]Merlinsclaw has enabled persistence for 'models/nt/props_warehouse/handrail_walkway_128.mdl'.
[20:26:20	]Merlinsclaw has fired a toolgun with the name: sh_persist
[20:26:20	]Merlinsclaw has disabled persistence for 'models/props_pipes/pipeset32d_corner128r_001a.mdl'.
[20:26:21	]Merlinsclaw has fired a toolgun with the name: sh_persist
[20:26:21	]Merlinsclaw has enabled persistence for 'models/props_pipes/pipeset32d_corner128r_001a.mdl'.
[20:26:21	]Merlinsclaw entered observer.
[20:26:22	]Merlinsclaw has fired a toolgun with the name: sh_persist
[20:26:22	]Merlinsclaw has enabled persistence for 'models/hunter/blocks/cube025x3x025.mdl'.
[20:26:22	]Merlinsclaw has fired a toolgun with the name: sh_persist
[20:26:22	]Merlinsclaw has enabled persistence for 'models/hunter/blocks/cube025x3x025.mdl'.
[20:26:23	]Merlinsclaw has fired a toolgun with the name: sh_persist
[20:26:23	]Merlinsclaw has disabled persistence for 'models/nt/props_warehouse/handrail_walkway_128.mdl'.
[20:26:24	]Merlinsclaw has fired a toolgun with the name: sh_persist
[20:26:24	]Merlinsclaw has enabled persistence for 'models/nt/props_warehouse/handrail_walkway_128.mdl'.
[20:26:28	]Merlinsclaw exited observer at their location.
[20:26:35	]Merlinsclaw entered observer.
[20:26:57	]Merlinsclaw exited observer at their location.
[20:27:06	]Merlinsclaw entered observer.
[20:27:06	]Merlinsclaw exited observer at their location.
[20:27:07	]Merlinsclaw entered observer.
[20:27:09	]Merlinsclaw exited observer at their location.
[20:27:10	]Merlinsclaw entered observer.
[20:27:12	]Merlinsclaw exited observer at their location.
[20:27:12	]Merlinsclaw entered observer.
[20:27:13	]Merlinsclaw exited observer at their location.
[20:27:14	]Merlinsclaw entered observer.
[20:27:14	]Merlinsclaw exited observer at their location.
[20:27:15	]Merlinsclaw entered observer.
[20:27:16	]Merlinsclaw exited observer at their location.
[20:27:16	]Merlinsclaw entered observer.
[20:27:17	]Merlinsclaw exited observer at their location.
[20:27:18	]Merlinsclaw entered observer.
[20:27:18	]Merlinsclaw exited observer at their location.
[20:27:20	]Merlinsclaw entered observer.
[20:27:20	]Merlinsclaw exited observer at their location.
[20:27:24	]Merlinsclaw entered observer.
[20:27:38	]Merlinsclaw has fired a toolgun with the name: stacker_improved
[20:27:38	]Merlinsclaw has spawned 'models/props_pipes/pipeset32d_256_001a.mdl'.
[20:27:41	]Merlinsclaw exited observer at their location.
[20:27:47	]Merlinsclaw entered observer.
[20:27:48	]Merlinsclaw has spawned 'models/props_pipes/pipeset32d_corner128d_001a.mdl'.
[20:27:50	]Merlinsclaw has spawned 'models/props_pipes/pipeset32d_corner128r_001a.mdl'.
[20:27:54	]Merlinsclaw has spawned 'models/props_pipes/pipeset32d_bend256u_001a.mdl'.
[20:28:21	]Merlinsclaw has fired a toolgun with the name: stacker_improved
[20:28:21	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x150x025.mdl'.
[20:28:22	]Merlinsclaw has fired a toolgun with the name: stacker_improved
[20:28:22	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x150x025.mdl'.
[20:28:23	]Merlinsclaw has fired a toolgun with the name: stacker_improved
[20:28:24	]Merlinsclaw has fired a toolgun with the name: stacker_improved
[20:28:24	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x150x025.mdl'.
[20:28:25	]Merlinsclaw has fired a toolgun with the name: stacker_improved
[20:28:25	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x150x025.mdl'.
[20:28:32	]Merlinsclaw has fired a toolgun with the name: nocollideworld
[20:28:35	]Merlinsclaw exited observer at their location.
[20:28:39	]Merlinsclaw entered observer.
[20:28:43	]Merlinsclaw exited observer at their location.
[20:28:44	]Merlinsclaw entered observer.
[20:29:14	]Merlinsclaw exited observer at their location.
[20:29:19	]Merlinsclaw entered observer.
[20:29:42	]Merlinsclaw exited observer at their location.
[20:29:48	]Merlinsclaw entered observer.
[20:30:10	]Merlinsclaw has fired a toolgun with the name: advdupe2
[20:30:10	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x3x025.mdl'.
[20:30:10	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x3x025.mdl'.
[20:30:10	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x3x025.mdl'.
[20:30:10	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x150x025.mdl'.
[20:30:10	]Merlinsclaw has spawned 'models/props_pipes/pipeset32d_256_001a.mdl'.
[20:30:10	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x3x025.mdl'.
[20:30:10	]Merlinsclaw has spawned 'models/nt/props_warehouse/handrail_walkway_256.mdl'.
[20:30:10	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x150x025.mdl'.
[20:30:11	]Merlinsclaw exited observer at their location.
[20:30:14	]Merlinsclaw entered observer.
[20:30:18	]Merlinsclaw exited observer at their location.
[20:30:20	]Merlinsclaw entered observer.
[20:30:25	]Merlinsclaw exited observer at their location.
[20:30:35	]Merlinsclaw entered observer.
[20:30:39	]Merlinsclaw exited observer at their location.
[20:30:46	]Merlinsclaw entered observer.
[20:31:13	]Merlinsclaw has fired a toolgun with the name: advdupe2
[20:31:13	]Merlinsclaw has spawned 'models/nt/props_warehouse/handrail_walkway_256.mdl'.
[20:31:13	]Merlinsclaw has spawned 'models/props_pipes/pipeset32d_256_001a.mdl'.
[20:31:13	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x150x025.mdl'.
[20:31:13	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x3x025.mdl'.
[20:31:13	]Merlinsclaw has spawned 'models/nt/props_warehouse/handrail_walkway_256.mdl'.
[20:31:13	]Merlinsclaw has spawned 'models/nt/props_warehouse/handrail_walkway_256.mdl'.
[20:31:13	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x3x025.mdl'.
[20:31:13	]Merlinsclaw has spawned 'models/nt/props_warehouse/handrail_walkway_128.mdl'.
[20:31:13	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x3x025.mdl'.
[20:31:13	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x150x025.mdl'.
[20:31:13	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x150x025.mdl'.
[20:31:13	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x3x025.mdl'.
[20:31:13	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x3x025.mdl'.
[20:31:13	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x3x025.mdl'.
[20:31:13	]Merlinsclaw has spawned 'models/props_pipes/pipeset32d_256_001a.mdl'.
[20:31:13	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x150x025.mdl'.
[20:31:14	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x3x025.mdl'.
[20:31:14	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x3x025.mdl'.
[20:31:14	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x3x025.mdl'.
[20:31:14	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x150x025.mdl'.
[20:31:14	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x3x025.mdl'.
[20:31:14	]Merlinsclaw has spawned 'models/props_pipes/pipeset32d_256_001a.mdl'.
[20:31:14	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x3x025.mdl'.
[20:31:14	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x3x025.mdl'.
[20:31:14	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x3x025.mdl'.
[20:31:14	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x3x025.mdl'.
[20:31:14	]Merlinsclaw has spawned 'models/props_pipes/pipeset32d_256_001a.mdl'.
[20:31:14	]Merlinsclaw has spawned 'models/props_pipes/pipeset32d_256_001a.mdl'.
[20:31:14	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x3x025.mdl'.
