[02:35:45	]Fractures has connected.
[02:55:27	]Crash test dummy has critically hit S10/WALLHAMMER.ICE-20 in the chest dealing 34 damage (CritChance was 0.21).
[02:55:27	]S10/WALLHAMMER.ICE-20 has taken 34 damage from Crash test dummy.
[02:55:27	]Crash test dummy has critically hit S10/WALLHAMMER.ICE-20 in the chest dealing 34 damage (CritChance was 0.84).
[02:55:27	]S10/WALLHAMMER.ICE-20 has taken 34 damage from Crash test dummy.
[02:55:27	]Crash test dummy has critically hit S10/WALLHAMMER.ICE-20 in the chest dealing 34 damage (CritChance was 0.84).
[02:55:27	]S10/WALLHAMMER.ICE-20 has taken 34 damage from Crash test dummy.
[02:55:27	]Crash test dummy has critically hit S10/WALLHAMMER.ICE-20 in the chest dealing 34 damage (CritChance was 0.84).
[02:55:27	]S10/WALLHAMMER.ICE-20 has taken 34 damage from Crash test dummy.
[02:55:27	]Crash test dummy has critically hit S10/WALLHAMMER.ICE-20 in the chest dealing 34 damage (CritChance was 0.84).
[02:55:27	]S10/WALLHAMMER.ICE-20 was knocked unconscious and is bleeding out.
[02:55:30	]Crash test dummy has gained a '20rnd DMR-magazine' #1652268.
[02:55:30	]Crash test dummy has lost a '20rnd DMR-magazine' #1652267.
[02:55:51	]Crash test dummy used command '/ToggleRaise'.
[02:55:57	][IC] S10/WALLHAMMER.ICE-20: <:: Ow. ::>
[02:56:01	][IC] Crash test dummy: Ugh... Agh.
[02:56:09	][IC] Crash test dummy: Ugh... Agh-hgh.
[02:56:12	][IC] S10/WALLHAMMER.ICE-20: <:: Sixty. Niner. ::>
[02:56:15	][IC] Crash test dummy: Ugh...
[02:56:17	][IC] S10/WALLHAMMER.ICE-20: <:: LOL. ::>
[02:56:18	][IC] Crash test dummy: Oghhh.
[02:56:20	][IC] Crash test dummy: Ugh... Agh.
[02:56:21	][IC] S10/WALLHAMMER.ICE-20: <:: Shit. ::>
[02:56:23	][IC] S10/WALLHAMMER.ICE-20: <:: Toiler. ::>
[02:56:25	][IC] S10/WALLHAMMER.ICE-20: <:: Toilet. ::>
[02:56:27	][IC] S10/WALLHAMMER.ICE-20: <:: Toilet. ::>
[02:56:28	][IC] S10/WALLHAMMER.ICE-20: <:: Toilet. ::>
[02:56:29	][IC] S10/WALLHAMMER.ICE-20: <:: Toilet. ::>
[02:56:30	]Crash test dummy used command '/ToggleRaise'.
[02:56:30	][IC] S10/WALLHAMMER.ICE-20: <:: Toilet. ::>
[02:56:33	]Crash test dummy used command '/ToggleRaise'.
[02:56:37	][IC] S10/WALLHAMMER.ICE-20: <:: Haha. ::>
[02:56:40	][ME] Crash test dummy: executes wallhammer
[02:56:41	][IC] S10/WALLHAMMER.ICE-20: <:: Haha, hostile is scrambled. ::>
[02:56:51	]S10/WALLHAMMER.ICE-20 was just killed due to: accepting their death
[02:56:55	]S10/WALLHAMMER.ICE-20 ran 'Equip' on item 'AR-2' (#1655640)
[02:56:56	]S10/WALLHAMMER.ICE-20 used command '/ToggleRaise'.
[02:56:57	]S10/WALLHAMMER.ICE-20 has lost a '30rnd Pulse-magazine' #1655649.
[02:56:59	]Crash test dummy ran 'take' on item 'Rifle Bullets' (#1652323)
[02:56:59	]Crash test dummy has gained a 'Rifle Bullets' #1652323.
[02:57:00	]S10/WALLHAMMER.ICE-20 has critically hit Crash test dummy in the chest dealing 14 damage (CritChance was 0.66).
[02:57:00	]Crash test dummy has taken 13 damage from S10/WALLHAMMER.ICE-20.
[02:57:00	]S10/WALLHAMMER.ICE-20 has hit Crash test dummy in the chest dealing 13 damage (CritChance was 0.66).
[02:57:00	]Crash test dummy has taken 13 damage from S10/WALLHAMMER.ICE-20.
[02:57:00	]S10/WALLHAMMER.ICE-20 has critically hit Crash test dummy in the head dealing 22 damage (CritChance was 0.66).
[02:57:00	]Crash test dummy has taken 22 damage from S10/WALLHAMMER.ICE-20.
[02:57:00	]S10/WALLHAMMER.ICE-20 has critically hit Crash test dummy in the chest dealing 14 damage (CritChance was 1.01).
[02:57:00	]Crash test dummy has taken 13 damage from S10/WALLHAMMER.ICE-20.
[02:57:00	]S10/WALLHAMMER.ICE-20 has critically hit Crash test dummy in the left arm dealing 3 damage (CritChance was 1.01).
[02:57:00	]Crash test dummy has taken 3 damage from S10/WALLHAMMER.ICE-20.
[02:57:00	]S10/WALLHAMMER.ICE-20 has critically hit Crash test dummy in the chest dealing 14 damage (CritChance was 1.01).
[02:57:00	]Crash test dummy has taken 13 damage from S10/WALLHAMMER.ICE-20.
[02:57:01	]S10/WALLHAMMER.ICE-20 has critically hit Crash test dummy in the left arm dealing 3 damage (CritChance was 1.01).
[02:57:01	]Crash test dummy has taken 3 damage from S10/WALLHAMMER.ICE-20.
[02:57:01	]S10/WALLHAMMER.ICE-20 has critically hit Crash test dummy in the stomach dealing 14 damage (CritChance was 1.01).
[02:57:01	]Crash test dummy has taken 13 damage from S10/WALLHAMMER.ICE-20.
[02:57:01	]S10/WALLHAMMER.ICE-20 has critically hit Crash test dummy in the left arm dealing 3 damage (CritChance was 1.01).
[02:57:01	]Crash test dummy has taken 3 damage from S10/WALLHAMMER.ICE-20.
[02:57:01	]S10/WALLHAMMER.ICE-20 has critically hit Crash test dummy in the chest dealing 14 damage (CritChance was 1.01).
[02:57:01	]Crash test dummy has taken 13 damage from S10/WALLHAMMER.ICE-20.
[02:57:01	]Crash test dummy ran 'combine' on item '20rnd DMR-magazine' (#1652268)
[02:57:01	]S10/WALLHAMMER.ICE-20 has critically hit Crash test dummy in the stomach dealing 14 damage (CritChance was 1.01).
[02:57:01	]Crash test dummy has taken 13 damage from S10/WALLHAMMER.ICE-20.
[02:57:01	]S10/WALLHAMMER.ICE-20 has critically hit Crash test dummy in the stomach dealing 14 damage (CritChance was 1.01).
[02:57:01	]Crash test dummy has gained a '20rnd DMR-magazine' #1652267.
[02:57:01	]Crash test dummy was knocked unconscious and is bleeding out.
[02:57:02	]Crash test dummy used the 'John Doe' vendor.
[02:57:03	]S10/WALLHAMMER.ICE-20 destroyed a 'Pulse Rifle Bullets' #1655622.
[02:57:05	]S10/WALLHAMMER.ICE-20 has gained a '30rnd Pulse-magazine' #1655649.
[02:57:05	]S10/WALLHAMMER.ICE-20 has lost a '30rnd Pulse-magazine' #1655648.
[02:57:08	][IC] S10/WALLHAMMER.ICE-20: <:: Woman. ::>
[02:57:14	]S10/WALLHAMMER.ICE-20 has gained a '30rnd Pulse-magazine' #1655648.
[02:57:14	]S10/WALLHAMMER.ICE-20 has lost a '30rnd Pulse-magazine' #1655647.
[02:57:19	]S10/WALLHAMMER.ICE-20 used command '/CharSearch'.
[02:57:19	][IC] Crash test dummy: Ugh... Agh.
[02:57:22	][IC] Crash test dummy: Ugh... Agh-hgh.
[02:57:23	][IC] S10/WALLHAMMER.ICE-20: <:: Hey. ::>
[02:57:26	]Crash test dummy was just killed due to: accepting their death
[02:57:30	]Crash test dummy used command '/CharGetUp'.
[02:57:30	]Crash test dummy used command '/CharGetUp'.
[02:57:31	]Crash test dummy used command '/CharGetUp'.
[02:57:31	]Crash test dummy used command '/CharGetUp'.
[02:57:42	]Crash test dummy has spawned 'models/props_wasteland/interior_fence002d.mdl'.
[02:57:43	]S10/WALLHAMMER.ICE-20 used command '/ToggleRaise'.
[02:57:47	]S10/WALLHAMMER.ICE-20 has hit Crash test dummy in the left leg dealing 1 damage (CritChance was 0.66).
[02:57:47	]Crash test dummy has taken 1 damage from S10/WALLHAMMER.ICE-20.
[02:57:50	]Crash test dummy is fully healed.
[02:57:56	]Crash test dummy ran 'Equip' on item 'G3' (#1652222)
[02:57:57	]Crash test dummy has lost a '20rnd DMR-magazine' #1652266.
[02:57:58	]S10/WALLHAMMER.ICE-20 ran 'combine' on item '30rnd Pulse-magazine' (#1655649)
[02:57:58	]S10/WALLHAMMER.ICE-20 ran 'combine' on item '30rnd Pulse-magazine' (#1655648)
[02:57:59	]S10/WALLHAMMER.ICE-20 has gained a '30rnd Pulse-magazine' #1655647.
[02:57:59	]S10/WALLHAMMER.ICE-20 has lost a '30rnd Pulse-magazine' #1655649.
[02:58:00	]Crash test dummy used command '/ToggleRaise'.
[02:58:06	]Crash test dummy has hit S10/WALLHAMMER.ICE-20 in the stomach dealing 21 damage (CritChance was 0.21).
[02:58:06	]S10/WALLHAMMER.ICE-20 has taken 21 damage from Crash test dummy.
[02:58:06	]Crash test dummy has hit S10/WALLHAMMER.ICE-20 in the left arm dealing 0 damage (CritChance was 0.21).
[02:58:06	]Crash test dummy has hit S10/WALLHAMMER.ICE-20 in the left arm dealing 9 damage (CritChance was 0.21).
[02:58:06	]S10/WALLHAMMER.ICE-20 has taken 9 damage from Crash test dummy.
[02:58:07	]S10/WALLHAMMER.ICE-20 is fully healed.
[02:58:09	]S10/WALLHAMMER.ICE-20 has critically hit Crash test dummy in the right leg dealing 3 damage (CritChance was 0.66).
[02:58:09	]Crash test dummy has taken 3 damage from S10/WALLHAMMER.ICE-20.
[02:58:09	]Crash test dummy has hit S10/WALLHAMMER.ICE-20 in the chest dealing 0 damage (CritChance was 0.21).
[02:58:09	]Crash test dummy has hit S10/WALLHAMMER.ICE-20 in the left arm dealing 9 damage (CritChance was 0.21).
[02:58:09	]S10/WALLHAMMER.ICE-20 has taken 9 damage from Crash test dummy.
[02:58:09	]Crash test dummy has critically hit S10/WALLHAMMER.ICE-20 in the stomach dealing 0 damage (CritChance was 0.21).
[02:58:09	]Crash test dummy has hit S10/WALLHAMMER.ICE-20 in the left arm dealing 9 damage (CritChance was 0.21).
[02:58:09	]S10/WALLHAMMER.ICE-20 has taken 9 damage from Crash test dummy.
[02:58:09	]Crash test dummy has hit S10/WALLHAMMER.ICE-20 in the stomach dealing 21 damage (CritChance was 0.21).
[02:58:09	]S10/WALLHAMMER.ICE-20 has taken 21 damage from Crash test dummy.
[02:58:09	]S10/WALLHAMMER.ICE-20 has critically hit Crash test dummy in the right arm dealing 3 damage (CritChance was 0.66).
[02:58:09	]Crash test dummy has taken 3 damage from S10/WALLHAMMER.ICE-20.
[02:58:10	]Crash test dummy is fully healed.
[02:58:10	]S10/WALLHAMMER.ICE-20 has gained a '30rnd Pulse-magazine' #1655649.
[02:58:10	]S10/WALLHAMMER.ICE-20 has lost a '30rnd Pulse-magazine' #1655648.
[02:58:12	]S10/WALLHAMMER.ICE-20 is fully healed.
[02:58:12	]Crash test dummy has gained a '20rnd DMR-magazine' #1652266.
[02:58:12	]Crash test dummy has lost a '20rnd DMR-magazine' #1652268.
[02:58:17	]S10/WALLHAMMER.ICE-20 has critically hit Crash test dummy in the right leg dealing 3 damage (CritChance was 0.66).
[02:58:17	]Crash test dummy has taken 3 damage from S10/WALLHAMMER.ICE-20.
[02:58:17	]Crash test dummy has hit S10/WALLHAMMER.ICE-20 in the stomach dealing 21 damage (CritChance was 0.21).
[02:58:17	]S10/WALLHAMMER.ICE-20 has taken 21 damage from Crash test dummy.
[02:58:18	]Crash test dummy has hit S10/WALLHAMMER.ICE-20 in the left leg dealing 9 damage (CritChance was 0.21).
[02:58:18	]S10/WALLHAMMER.ICE-20 has taken 9 damage from Crash test dummy.
[02:58:18	]Crash test dummy has hit S10/WALLHAMMER.ICE-20 in the right arm dealing 9 damage (CritChance was 0.21).
[02:58:18	]S10/WALLHAMMER.ICE-20 has taken 9 damage from Crash test dummy.
[02:58:18	]Crash test dummy has hit S10/WALLHAMMER.ICE-20 in the chest dealing 21 damage (CritChance was 0.21).
[02:58:18	]S10/WALLHAMMER.ICE-20 has taken 21 damage from Crash test dummy.
[02:58:18	]Crash test dummy has hit S10/WALLHAMMER.ICE-20 in the chest dealing 21 damage (CritChance was 0.21).
[02:58:18	]S10/WALLHAMMER.ICE-20 has taken 21 damage from Crash test dummy.
[02:58:18	]S10/WALLHAMMER.ICE-20 has critically hit Crash test dummy in the head dealing 22 damage (CritChance was 0.66).
[02:58:18	]Crash test dummy has taken 22 damage from S10/WALLHAMMER.ICE-20.
[02:58:18	]Crash test dummy has critically hit S10/WALLHAMMER.ICE-20 in the left arm dealing 9 damage (CritChance was 0.21).
[02:58:18	]S10/WALLHAMMER.ICE-20 has taken 9 damage from Crash test dummy.
[02:58:18	]Crash test dummy has hit S10/WALLHAMMER.ICE-20 in the chest dealing 21 damage (CritChance was 0.21).
[02:58:18	]S10/WALLHAMMER.ICE-20 has taken 21 damage from Crash test dummy.
[02:58:18	]S10/WALLHAMMER.ICE-20 has critically hit Crash test dummy in the chest dealing 14 damage (CritChance was 0.66).
[02:58:18	]Crash test dummy has taken 14 damage from S10/WALLHAMMER.ICE-20.
[02:58:19	]Crash test dummy has hit S10/WALLHAMMER.ICE-20 in the left leg dealing 0 damage (CritChance was 0.21).
[02:58:19	]Crash test dummy has hit S10/WALLHAMMER.ICE-20 in the left arm dealing 0 damage (CritChance was 0.21).
[02:58:19	]Crash test dummy has hit S10/WALLHAMMER.ICE-20 in the left arm dealing 0 damage (CritChance was 0.21).
[02:58:19	]Crash test dummy has hit S10/WALLHAMMER.ICE-20 in the left arm dealing 9 damage (CritChance was 0.21).
[02:58:19	]S10/WALLHAMMER.ICE-20 has taken 9 damage from Crash test dummy.
[02:58:19	]S10/WALLHAMMER.ICE-20 has critically hit Crash test dummy in the chest dealing 14 damage (CritChance was 1.01).
[02:58:19	]Crash test dummy has taken 14 damage from S10/WALLHAMMER.ICE-20.
[02:58:19	]S10/WALLHAMMER.ICE-20 has critically hit Crash test dummy in the chest dealing 14 damage (CritChance was 1.01).
[02:58:19	]Crash test dummy has taken 14 damage from S10/WALLHAMMER.ICE-20.
[02:58:19	]Crash test dummy has hit S10/WALLHAMMER.ICE-20 in the left arm dealing 0 damage (CritChance was 0.21).
[02:58:19	]Crash test dummy has hit S10/WALLHAMMER.ICE-20 in the left arm dealing 9 damage (CritChance was 0.21).
[02:58:19	]S10/WALLHAMMER.ICE-20 has taken 9 damage from Crash test dummy.
[02:58:19	]S10/WALLHAMMER.ICE-20 has critically hit Crash test dummy in the chest dealing 14 damage (CritChance was 1.01).
[02:58:19	]Crash test dummy has taken 14 damage from S10/WALLHAMMER.ICE-20.
[02:58:19	]Crash test dummy has hit S10/WALLHAMMER.ICE-20 in the left arm dealing 0 damage (CritChance was 0.20).
[02:58:19	]Crash test dummy has hit S10/WALLHAMMER.ICE-20 in the left arm dealing 9 damage (CritChance was 0.20).
[02:58:19	]S10/WALLHAMMER.ICE-20 has taken 9 damage from Crash test dummy.
[02:58:19	]S10/WALLHAMMER.ICE-20 has critically hit Crash test dummy in the head dealing 22 damage (CritChance was 1.01).
[02:58:19	]Crash test dummy has taken 22 damage from S10/WALLHAMMER.ICE-20.
[02:58:19	]Crash test dummy has hit S10/WALLHAMMER.ICE-20 in the left arm dealing 0 damage (CritChance was 0.19).
[02:58:19	]Crash test dummy has hit S10/WALLHAMMER.ICE-20 in the left arm dealing 0 damage (CritChance was 0.19).
[02:58:19	]Crash test dummy has hit S10/WALLHAMMER.ICE-20 in the left arm dealing 9 damage (CritChance was 0.19).
[02:58:19	]S10/WALLHAMMER.ICE-20 has taken 9 damage from Crash test dummy.
[02:58:19	]Crash test dummy has hit S10/WALLHAMMER.ICE-20 in the left arm dealing 9 damage (CritChance was 0.19).
[02:58:19	]S10/WALLHAMMER.ICE-20 has taken 9 damage from Crash test dummy.
[02:58:19	]S10/WALLHAMMER.ICE-20 has critically hit Crash test dummy in the head dealing 22 damage (CritChance was 1.01).
[02:58:19	]Crash test dummy has gained a '20rnd DMR-magazine' #1652268.
[02:58:19	]Crash test dummy was knocked unconscious and is bleeding out.
[02:58:22	]S10/WALLHAMMER.ICE-20 is fully healed.
[02:58:22	][IC] S10/WALLHAMMER.ICE-20: <:: Haha. ::>
[02:58:29	][IC] S10/WALLHAMMER.ICE-20: <:: Cease fire, target is friendly! ::>
[02:58:35	]Crash test dummy was just killed due to: accepting their death
[02:58:38	]Crash test dummy ran 'combine' on item '20rnd DMR-magazine' (#1652268)
[02:58:38	][IC] S10/WALLHAMMER.ICE-20: <:: Hehehe, friend game effective. ::>
[02:58:39	]Crash test dummy used command '/CharGetUp'.
[02:58:44	]S10/WALLHAMMER.ICE-20 ran 'combine' on item '30rnd Pulse-magazine' (#1655647)
[02:58:45	]S10/WALLHAMMER.ICE-20 has gained a '30rnd Pulse-magazine' #1655648.
[02:58:45	]S10/WALLHAMMER.ICE-20 has lost a '30rnd Pulse-magazine' #1655647.
[02:58:47	][Y] Crash test dummy: How much HP and armor?
[02:58:54	]Crash test dummy ran 'Equip' on item 'G3' (#1652222)
[02:58:55	]Crash test dummy has lost a '20rnd DMR-magazine' #1652268.
[02:58:55	]S10/WALLHAMMER.ICE-20 ran 'Equip' on item 'Incendiary Grenade' (#1651999)
[02:58:56	]S10/WALLHAMMER.ICE-20 used command '/ToggleRaise'.
[02:59:02	]Crash test dummy has spawned 'models/props_wasteland/kitchen_fridge001a.mdl'.
[02:59:05	]S10/WALLHAMMER.ICE-20 used command '/ToggleRaise'.
[02:59:06	]Crash test dummy used command '/ToggleRaise'.
[02:59:12	]S10/WALLHAMMER.ICE-20 has critically hit Crash test dummy in the left leg dealing 3 damage (CritChance was 0.66).
[02:59:12	]Crash test dummy has taken 3 damage from S10/WALLHAMMER.ICE-20.
[02:59:13	]S10/WALLHAMMER.ICE-20 has critically hit Crash test dummy in the stomach dealing 1 damage (CritChance was 0.66).
[02:59:13	]Crash test dummy has taken 1 damage from S10/WALLHAMMER.ICE-20.
[02:59:13	]Crash test dummy has critically hit S10/WALLHAMMER.ICE-20 in the left arm dealing 0 damage (CritChance was 0.21).
[02:59:13	]Crash test dummy has hit S10/WALLHAMMER.ICE-20 in the left arm dealing 0 damage (CritChance was 0.21).
[02:59:13	]Crash test dummy has hit S10/WALLHAMMER.ICE-20 in the left arm dealing 0 damage (CritChance was 0.21).
[02:59:13	]Crash test dummy has critically hit S10/WALLHAMMER.ICE-20 in the left arm dealing 0 damage (CritChance was 0.21).
[02:59:13	]Crash test dummy has hit S10/WALLHAMMER.ICE-20 in the left arm dealing 5 damage (CritChance was 0.21).
[02:59:13	]S10/WALLHAMMER.ICE-20 has taken 4 damage from Crash test dummy.
[02:59:15	]Crash test dummy is fully healed.
[02:59:17	]S10/WALLHAMMER.ICE-20 is fully healed.
[02:59:18	]S10/WALLHAMMER.ICE-20 has critically hit Crash test dummy in the chest dealing 14 damage (CritChance was 0.66).
[02:59:18	]Crash test dummy has taken 13 damage from S10/WALLHAMMER.ICE-20.
[02:59:18	]S10/WALLHAMMER.ICE-20 has critically hit Crash test dummy in the head dealing 22 damage (CritChance was 0.66).
[02:59:18	]Crash test dummy has taken 22 damage from S10/WALLHAMMER.ICE-20.
[02:59:19	]Crash test dummy has critically hit S10/WALLHAMMER.ICE-20 in the left arm dealing 9 damage (CritChance was 0.21).
[02:59:19	]S10/WALLHAMMER.ICE-20 has taken 9 damage from Crash test dummy.
[02:59:19	]Crash test dummy has critically hit S10/WALLHAMMER.ICE-20 in the head dealing 36 damage (CritChance was 0.21).
[02:59:19	]S10/WALLHAMMER.ICE-20 has taken 36 damage from Crash test dummy.
[02:59:19	]Crash test dummy has hit S10/WALLHAMMER.ICE-20 in the left arm dealing 6 damage (CritChance was 0.21).
[02:59:19	]S10/WALLHAMMER.ICE-20 has taken 6 damage from Crash test dummy.
[02:59:19	]Crash test dummy has hit S10/WALLHAMMER.ICE-20 in the chest dealing 21 damage (CritChance was 0.21).
[02:59:19	]S10/WALLHAMMER.ICE-20 has taken 21 damage from Crash test dummy.
[02:59:28	]Crash test dummy has gained a '20rnd DMR-magazine' #1652268.
[02:59:28	]Crash test dummy has lost a '20rnd DMR-magazine' #1652267.
[02:59:37	]S10/WALLHAMMER.ICE-20 ran 'unload' on item '30rnd Pulse-magazine' (#1655648)
[02:59:37	]S10/WALLHAMMER.ICE-20 has gained a 'Pulse Rifle Bullets' #1655650.
[02:59:38	]S10/WALLHAMMER.ICE-20 has critically hit Crash test dummy in the chest dealing 0 damage (CritChance was 1.01).
[02:59:38	]S10/WALLHAMMER.ICE-20 has critically hit Crash test dummy in the left arm dealing 3 damage (CritChance was 1.01).
[02:59:38	]Crash test dummy has taken 3 damage from S10/WALLHAMMER.ICE-20.
[02:59:38	]S10/WALLHAMMER.ICE-20 has critically hit Crash test dummy in the stomach dealing 14 damage (CritChance was 1.01).
[02:59:38	]Crash test dummy has taken 13 damage from S10/WALLHAMMER.ICE-20.
[02:59:38	]Crash test dummy has critically hit S10/WALLHAMMER.ICE-20 in the right arm dealing 9 damage (CritChance was 0.84).
[02:59:38	]S10/WALLHAMMER.ICE-20 has taken 9 damage from Crash test dummy.
[02:59:39	]Crash test dummy has critically hit S10/WALLHAMMER.ICE-20 in the head dealing 36 damage (CritChance was 0.84).
[02:59:39	]S10/WALLHAMMER.ICE-20 has taken 36 damage from Crash test dummy.
[02:59:39	]Crash test dummy has critically hit S10/WALLHAMMER.ICE-20 in the chest dealing 0 damage (CritChance was 0.84).
[02:59:39	]Crash test dummy has critically hit S10/WALLHAMMER.ICE-20 in the head dealing 36 damage (CritChance was 0.84).
[02:59:39	]S10/WALLHAMMER.ICE-20 has taken 36 damage from Crash test dummy.
[02:59:39	]Crash test dummy has critically hit S10/WALLHAMMER.ICE-20 in the chest dealing 27 damage (CritChance was 0.84).
[02:59:39	]S10/WALLHAMMER.ICE-20 has taken 26 damage from Crash test dummy.
[02:59:40	]Crash test dummy has critically hit S10/WALLHAMMER.ICE-20 in the right arm dealing 9 damage (CritChance was 0.84).
[02:59:40	]S10/WALLHAMMER.ICE-20 has taken 9 damage from Crash test dummy.
[02:59:40	]S10/WALLHAMMER.ICE-20 has critically hit Crash test dummy in the right arm dealing 4 damage (CritChance was 0.94).
[02:59:40	]Crash test dummy has taken 3 damage from S10/WALLHAMMER.ICE-20.
[02:59:41	]Crash test dummy has critically hit S10/WALLHAMMER.ICE-20 in the left arm dealing 9 damage (CritChance was 0.84).
[02:59:41	]S10/WALLHAMMER.ICE-20 has taken 9 damage from Crash test dummy.
[02:59:41	]Crash test dummy has gained a '20rnd DMR-magazine' #1652267.
[02:59:41	]Crash test dummy has lost a '20rnd DMR-magazine' #1652268.
[02:59:44	]S10/WALLHAMMER.ICE-20 ran 'combine' on item '30rnd Pulse-magazine' (#1655649)
[02:59:44	]S10/WALLHAMMER.ICE-20 has gained a '30rnd Pulse-magazine' #1655647.
[02:59:44	]S10/WALLHAMMER.ICE-20 has lost a '30rnd Pulse-magazine' #1655649.
[02:59:46	]S10/WALLHAMMER.ICE-20 ran 'Equip' on item 'Frag Grenade' (#1655590)
[02:59:46	]S10/WALLHAMMER.ICE-20 used command '/ToggleRaise'.
[02:59:50	]S10/WALLHAMMER.ICE-20 used command '/ToggleRaise'.
[02:59:51	]Crash test dummy has gained a '20rnd DMR-magazine' #1652268.
[02:59:51	]Crash test dummy was knocked unconscious and is bleeding out.
[02:59:54	][IC] S10/WALLHAMMER.ICE-20: <:: Haha. ::>
[02:59:56	][IC] S10/WALLHAMMER.ICE-20: <:: Boomer. ::>
[02:59:56	][LOOC] Crash test dummy: I have no ammo
[03:00:00	][IC] S10/WALLHAMMER.ICE-20: <:: Me neither. ::>
[03:00:00	][LOOC] Crash test dummy: can I resupply?
[03:00:02	][IC] S10/WALLHAMMER.ICE-20: <:: Yes. ::>
[03:00:04	]S10/WALLHAMMER.ICE-20 ran 'give' on item 'Disinfected Bandage Roll' (#1314348)
[03:00:04	]S10/WALLHAMMER.ICE-20 has performed the 'Use Disinfected Bandage Roll' action, gaining 22 experience in medicine.
[03:00:04	]Crash test dummy was disinfected by S10/WALLHAMMER.ICE-20 for 42 seconds.
[03:00:04	]Crash test dummy's bleeding was stopped by S10/WALLHAMMER.ICE-20.
[03:00:04	]Crash test dummy was bandaged by S10/WALLHAMMER.ICE-20 for 15 HP.
[03:00:05	]S10/WALLHAMMER.ICE-20 ran 'give' on item 'Morphine' (#1314354)
[03:00:05	]S10/WALLHAMMER.ICE-20 has performed the 'Use Morphine' action, gaining 80 experience in medicine.
[03:00:05	]Crash test dummy has gained a level 4 short boost in Strength.
[03:00:05	]S10/WALLHAMMER.ICE-20 ran 'give' on item 'Morphine' (#1314354)
[03:00:05	]S10/WALLHAMMER.ICE-20 has performed the 'Use Morphine' action, gaining 17 experience in medicine.
[03:00:05	]Crash test dummy has wasted a level 4 short boost in Strength (current: 0; target: 4).
[03:00:06	]S10/WALLHAMMER.ICE-20 ran 'give' on item 'Disinfected Bandage Roll' (#1314348)
[03:00:06	]S10/WALLHAMMER.ICE-20 has performed the 'Use Disinfected Bandage Roll' action, gaining 22 experience in medicine.
[03:00:06	]Crash test dummy was disinfected by S10/WALLHAMMER.ICE-20 for 42 seconds.
[03:00:06	]Crash test dummy was bandaged by S10/WALLHAMMER.ICE-20 for 15 HP.
[03:00:07	]S10/WALLHAMMER.ICE-20 ran 'give' on item 'Disinfected Bandage Roll' (#1314348)
[03:00:07	]S10/WALLHAMMER.ICE-20 has performed the 'Use Disinfected Bandage Roll' action, gaining 15 experience in medicine.
[03:00:07	]Crash test dummy was disinfected by S10/WALLHAMMER.ICE-20 for 42 seconds.
[03:00:07	]Crash test dummy was bandaged by S10/WALLHAMMER.ICE-20 for 15 HP.
[03:00:08	]Crash test dummy was knocked unconscious and is bleeding out.
[03:00:11	][IC] S10/WALLHAMMER.ICE-20: <:: LOL. ::>
[03:00:14	][LOOC] Crash test dummy: NOOO LET ME RESPAWN ;-;
[03:00:18	]S10/WALLHAMMER.ICE-20 has spawned 'models/props_junk/wood_crate001a_damaged.mdl'.
[03:00:27	]S10/WALLHAMMER.ICE-20 has spawned 'models/props_lab/blastdoor001b.mdl'.
[03:00:28	]Crash test dummy was just killed due to: accepting their death
[03:00:31	]Crash test dummy used command '/CharGetUp'.
[03:00:32	]Crash test dummy used command '/CharGetUp'.
[03:00:33	]Crash test dummy used command '/CharGetUp'.
[03:00:33	]S10/WALLHAMMER.ICE-20 has spawned 'models/props_lab/blastdoor001b.mdl'.
[03:00:33	]Crash test dummy used command '/CharGetUp'.
[03:00:37	]S10/WALLHAMMER.ICE-20 has spawned 'models/props_lab/filecabinet02.mdl'.
[03:00:42	]S10/WALLHAMMER.ICE-20 has spawned 'models/props_c17/oildrum001.mdl'.
[03:00:44	]Crash test dummy has spawned 'models/props_wasteland/kitchen_fridge001a.mdl'.
[03:00:49	]S10/WALLHAMMER.ICE-20 has spawned 'models/props_junk/TrashDumpster01a.mdl'.
[03:00:52	]S10/WALLHAMMER.ICE-20 has spawned 'models/props_combine/headcrabcannister01a.mdl'.
[03:00:54	]Crash test dummy used the 'John Doe' vendor.
[03:00:56	]Crash test dummy has gained 0 chips.
[03:00:56	]S10/WALLHAMMER.ICE-20 has spawned 'models/props_canal/bridge_pillar02.mdl'.
[03:00:56	]Crash test dummy has gained a 'Rifle Bullets' #1655651.
[03:00:57	]Crash test dummy has gained 0 chips.
[03:00:57	]Crash test dummy has gained a 'Rifle Bullets' #1655652.
[03:00:57	]Crash test dummy has gained 0 chips.
[03:00:57	]Crash test dummy has gained a 'Rifle Bullets' #1655653.
[03:00:58	]Crash test dummy has gained 0 chips.
[03:00:58	]Crash test dummy has gained a 'Rifle Bullets' #1655654.
[03:00:58	]Crash test dummy has gained 0 chips.
[03:00:59	]Crash test dummy has gained a 'Rifle Bullets' #1655655.
[03:00:59	]Crash test dummy has gained 0 chips.
[03:00:59	]Crash test dummy has gained a 'Rifle Bullets' #1655656.
[03:01:03	]S10/WALLHAMMER.ICE-20 ran 'EquipUn' on item 'AR-2' (#1655640)
[03:01:03	]S10/WALLHAMMER.ICE-20 has gained a '30rnd Pulse-magazine' #1655649.
[03:01:04	][IC] S10/WALLHAMMER.ICE-20: <:: Ok so. ::>
