[00:00:03	]Julia Jazmin has hit npc_vj_hlr2_rebel in the chest dealing 17 damage (CritChance was 0.65).
[21:04:48	][OOC] Guido Schwarz: Was too all over
[21:04:50	]Hank J. Wimleton ran 'drop' on item 'AKM' (#2687386)
[21:04:50	]Hank J. Wimleton has lost a 'AKM' #2687386.
[21:04:52	]Hank J. Wimleton ran 'Equip' on item 'MP5A3' (#2687223)
[21:04:54	]Hank J. Wimleton used command '/ToggleRaise'.
[21:05:30	]Hank J. Wimleton ran 'EquipUn' on item 'MP5A3' (#2687223)
[21:05:31	]Hank J. Wimleton ran 'drop' on item 'MP5A3' (#2687223)
[21:05:31	]Hank J. Wimleton has lost a 'MP5A3' #2687223.
[21:05:32	]Hank J. Wimleton ran 'take' on item 'AKM' (#2687386)
[21:05:32	]Hank J. Wimleton has gained a 'AKM' #2687386.
[21:05:33	]Hank J. Wimleton ran 'Equip' on item 'AKM' (#2687386)
[21:05:34	]Hank J. Wimleton used command '/ToggleRaise'.
[21:05:36	]Hank J. Wimleton destroyed a 'MP5A3' #2687223.
[21:06:03	]Guido Schwarz has used a context menu option with the name: vendor_edit
[21:07:05	]Lekoboi has connected.
[21:07:34	]Guido Schwarz opened the 'SLUMS CMB > REB' #120766 container.
[21:07:36	]Guido Schwarz closed the 'SLUMS CMB > REB' #120766 container.
[21:08:09	]Lekoboi (STEAM_0:1:491764502) deleted character 'John Mcdonald'
[21:08:12	]Lekoboi (STEAM_0:1:491764502) deleted character 'C24:This.Is.My.Name'
[21:09:30	]Lekoboi created the character 'BIG JOEY'
[21:09:30	]Lekoboi loaded the character 'BIG JOEY'
[21:09:31	]BIG JOEY has gained a 'Flashlight' #2687511.
[21:09:31	]BIG JOEY has gained a 'Light Grey Armband' #2687512.
[21:09:31	]BIG JOEY has gained a '#12064's Identity Card' #2687513.
[21:09:31	]BIG JOEY has gained a 'Green Jumpsuit' #2687514.
[21:09:31	]BIG JOEY has gained a 'Brown Jumpsuit Trousers' #2687515.
[21:09:31	]BIG JOEY has gained a 'Worn Brown Shoes' #2687516.
[21:09:50	]Lekoboi has unloaded their "BIG JOEY" character.
[21:10:13	][OOC] Hank J. Wimleton: guessing the testing is tarting a bit later than usual
[21:10:44	]MCGSCEFFAAWHETJH55555 has connected.
[21:10:44	]Lekoboi created the character 'C17:RCT.YELLO-11'
[21:10:44	]Lekoboi has gained level 10 in the Speed skill.
[21:10:44	]Lekoboi loaded the character 'C17:RCT.YELLO-11'
[21:10:44	]C17:RCT.YELLO-11 has gained a '#64175's Identity Card' #2687517.
[21:10:44	]C17:RCT.YELLO-11 has gained a 'Combine PDA' #2687518.
[21:10:44	]C17:RCT.YELLO-11 has gained a 'Light Functionary Uniform' #2687519.
[21:10:44	]C17:RCT.YELLO-11 has gained a 'PMG-5 (AUG) Gasmask' #2687520.
[21:10:44	]C17:RCT.YELLO-11 has gained a 'Small Bag' #2687521.
[21:10:44	]C17:RCT.YELLO-11 has gained a 'Large Bag' #2687522.
[21:10:55	]Lekoboi has unloaded their "C17:RCT.YELLO-11" character.
[21:10:59	]Lekoboi loaded the character 'BIG JOEY'
[21:11:15	]Lekoboi has unloaded their "BIG JOEY" character.
[21:11:20	]Lekoboi loaded the character 'C17:RCT.YELLO-11'
[21:11:21	]Hank J. Wimleton has spawned 'models/props_c17/FurnitureTable001a.mdl'.
[21:11:23	]Hank J. Wimleton has spawned 'models/props_c17/FurnitureTable001a.mdl'.
[21:11:48	]Guido Schwarz exited observer at their location.
[21:12:08	]Guido Schwarz has spawned a 'Entity [6462][ix_vendor]'.
[21:12:11	]C17:RCT.YELLO-11 has changed C17:RCT.YELLO-11's bodygroups.
[21:12:11	]Guido Schwarz has used a context menu option with the name: vendor_edit
[21:12:42	]C17:RCT.YELLO-11 used command '/StaticCharActionSet the MF was clearly mewing'.
[21:12:56	]Raptorian has connected.
[21:12:57	][Y] C17:RCT.YELLO-11: <:: HELLO???? YELLO!?=!?!? ::>
[21:13:02	]Alessiodoomboy has connected.
[21:13:31	]Hank J. Wimleton has critically hit C17:RCT.YELLO-11 dealing 19 damage (CritChance was 0.29).
[21:13:31	]C17:RCT.YELLO-11 has taken 19 damage from Hank J. Wimleton.
[21:13:34	]MCGSCEFFAAWHETJH55555 created the character 'Disposable Rebel'
[21:13:35	]Disposable Rebel has gained a 'Flashlight' #2687523.
[21:13:35	]Disposable Rebel has gained a 'Black Armband' #2687524.
[21:13:35	]Disposable Rebel has gained a '#16501's Identity Card' #2687525.
[21:13:35	]Disposable Rebel has gained a 'Blue Jumpsuit' #2687526.
[21:13:35	]Disposable Rebel has gained a 'Jumpsuit Trousers' #2687527.
[21:13:35	]Disposable Rebel has gained a 'Brown Leather Boots' #2687528.
[21:13:35	]MCGSCEFFAAWHETJH55555 loaded the character 'Disposable Rebel'
[21:13:35	]C17:RCT.YELLO-11 is fully healed.
[21:13:45	]Hank J. Wimleton has hit C17:RCT.YELLO-11 dealing 12 damage (CritChance was 0.29).
[21:13:45	]C17:RCT.YELLO-11 has taken 12 damage from Hank J. Wimleton.
[21:13:45	]C17:RCT.YELLO-11 is fully healed.
[21:13:47	][IC] C17:RCT.YELLO-11: <:: HEY!!! ::>
[21:13:53	][IC] Hank J. Wimleton: That was a kiss!
[21:13:58	][IC] Hank J. Wimleton: A rebel kiss.
[21:13:59	][IC] C17:RCT.YELLO-11: <:: Oh okey :3. ::>
[21:14:01	][IC] Hank J. Wimleton: :3.
[21:14:04	][IC] C17:RCT.YELLO-11: <:: My name big joey :). ::>
[21:14:07	]Disposable Rebel ran SAM command 'asay' with arguments: 'Made it, whereto.'
[21:14:09	][IC] Hank J. Wimleton: Hank.
[21:14:11	][IC] Hank J. Wimleton: Big hank.
[21:14:12	]Raptorian loaded the character 'C24.CPT.KRAAS-44'
[21:14:15	][IC] Hank J. Wimleton: From fortnite.
[21:14:16	]C17:RCT.YELLO-11 used the 'John Doe' vendor.
[21:14:17	]Disposable Rebel ran 'drop' on item 'Black Armband' (#2687524)
[21:14:17	]Disposable Rebel has lost a 'Black Armband' #2687524.
[21:14:20	]C17:RCT.YELLO-11 has gained 0 chips.
[21:14:20	]C17:RCT.YELLO-11 has gained a 'HK USP .45' #2687529.
[21:14:24	]Guido Schwarz used command '/Announce Just setting up still'.
[21:14:27	]Guido Schwarz has used a context menu option with the name: vendor_edit
[21:14:38	]Alessiodoomboy loaded the character 'femboy'
[21:14:43	]femboy is fully healed.
[21:14:57	]C24.CPT.KRAAS-44 has changed C24.CPT.KRAAS-44's bodygroups.
[21:15:02	]C24: i2.MCNULTY-19 used command '/CharSetName Femboy C24: i2.MCNULTY-19'.
[21:15:06	]C24: i2.MCNULTY-19 ran 'Equip' on item 'Overwatch Standard-Issue Carbine' (#2687365)
[21:15:08	]Raptorian has unloaded their "C24.CPT.KRAAS-44" character.
[21:15:10	]C24: i2.MCNULTY-19 entered observer.
[21:15:12	]Raptorian loaded the character 'C24.CPT.KRAAS-44'
[21:15:16	]C24: i2.MCNULTY-19 exited observer at their location.
[21:15:20	]C24: i2.MCNULTY-19 entered observer.
[21:15:20	]C24: i2.MCNULTY-19 exited observer at their location.
[21:15:21	]C24: i2.MCNULTY-19 entered observer.
[21:15:22	]Hank J. Wimleton used command '/ToggleRaise'.
[21:15:25	]C24: i2.MCNULTY-19 exited observer at their location.
[21:15:32	]C24: i2.MCNULTY-19 entered observer.
[21:15:33	]C24: i2.MCNULTY-19 exited observer at their location.
[21:15:40	]C24.CPT.KRAAS-44 has changed C24.CPT.KRAAS-44's bodygroups.
[21:16:02	]C24: i2.MCNULTY-19 entered observer.
[21:16:07	]C24: i2.MCNULTY-19 exited observer at their location.
[21:16:07	]C24: i2.MCNULTY-19 entered observer.
[21:16:13	]Hank J. Wimleton opened the 'Broadcasting Locker' #116954 container.
[21:16:15	]Hank J. Wimleton closed the 'Broadcasting Locker' #116954 container.
[21:16:16	]Hank J. Wimleton opened the 'Broadcasting Locker' #116954 container.
[21:16:26	][IC] C17:RCT.YELLO-11: <:: Pluh.. ::>
[21:16:26	]C24: i2.MCNULTY-19 ran SAM command 'sethp' with arguments: '*' '100'
[21:16:27	]C24: i2.MCNULTY-19 exited observer at their location.
[21:16:27	]C24.CPT.KRAAS-44 is fully healed.
[21:16:27	]C24: i2.MCNULTY-19 entered observer.
[21:16:28	]C24: i2.MCNULTY-19 exited observer at their location.
[21:16:30	]Hank J. Wimleton has gained a 'Burgundy' #2600164 from a container with the name 'Broadcasting Locker' #116954.
[21:16:33	]C24: i2.MCNULTY-19 ran SAM command 'setarmor' with arguments: '*' '50'
[21:16:33	][IC] C17:RCT.YELLO-11: <:: Have you been doing ur mewing, PAL?!?!? ::>
[21:16:34	]Hank J. Wimleton has gained a 'Burgundy Trousers' #2600165 from a container with the name 'Broadcasting Locker' #116954.
[21:16:38	]Hank J. Wimleton ran 'drop' on item 'Sniper Rifle Bullets' (#2687070)
[21:16:38	]Hank J. Wimleton has lost a 'Sniper Rifle Bullets' #2687070.
[21:16:40	][IC] Disposable Rebel: No, it's like 4 AM.
[21:16:43	]Hank J. Wimleton has gained a 'Dress Shoes' #2600167 from a container with the name 'Broadcasting Locker' #116954.
[21:16:43	]C24: i2.MCNULTY-19 ran 'EquipUn' on item 'Overwatch Standard-Issue Carbine' (#2687365)
[21:16:43	]Hank J. Wimleton closed the 'Broadcasting Locker' #116954 container.
[21:16:44	]C24: i2.MCNULTY-19 ran 'Equip' on item 'Overwatch Standard-Issue Carbine' (#2687365)
[21:16:44	]C24: i2.MCNULTY-19 ran 'EquipUn' on item 'Overwatch Standard-Issue Carbine' (#2687365)
[21:16:45	]C24: i2.MCNULTY-19 ran 'Equip' on item 'Overwatch Standard-Issue Carbine' (#2687365)
[21:16:46	]C24: i2.MCNULTY-19 ran 'EquipUn' on item 'Overwatch Standard-Issue Carbine' (#2687365)
[21:16:46	][IC] C17:RCT.YELLO-11: <:: What.. The flip bro. ::>
[21:16:46	]C24: i2.MCNULTY-19 ran 'Equip' on item 'Overwatch Standard-Issue Carbine' (#2687365)
[21:16:47	]C24: i2.MCNULTY-19 ran 'EquipUn' on item 'Overwatch Standard-Issue Carbine' (#2687365)
[21:16:47	]C24: i2.MCNULTY-19 ran 'Equip' on item 'Overwatch Standard-Issue Carbine' (#2687365)
[21:16:48	]C24: i2.MCNULTY-19 ran 'EquipUn' on item 'Overwatch Standard-Issue Carbine' (#2687365)
[21:16:48	]C24: i2.MCNULTY-19 ran 'Equip' on item 'Overwatch Standard-Issue Carbine' (#2687365)
[21:16:50	][IC] Disposable Rebel: Timzones.
[21:16:53	][IC] C17:RCT.YELLO-11: <:: Smh...... ::>
[21:16:58	]C24: i2.MCNULTY-19 used the 'John Doe' vendor.
[21:17:02	]C17:RCT.YELLO-11 ran 'Equip' on item 'HK USP .45' (#2687529)
[21:17:05	]Hank J. Wimleton opened the 'Large Crate' #112201 container.
[21:17:08	]C24: i2.MCNULTY-19 has gained 0 chips.
[21:17:08	]C24: i2.MCNULTY-19 has gained a 'Overwatch Heavy Shotgun' #2687530.
[21:17:09	]Hank J. Wimleton ran 'Write' on item '[INFO] Loyalty Tiers - Standard' (#2415785)
[21:17:11	][IC] C17:RCT.YELLO-11: <:: What the flip. ::>
[21:17:13	]C24: i2.MCNULTY-19 ran 'EquipUn' on item 'Overwatch Standard-Issue Carbine' (#2687365)
[21:17:13	]C24: i2.MCNULTY-19 ran 'Equip' on item 'Overwatch Heavy Shotgun' (#2687530)
[21:17:15	][LOOC] Disposable Rebel: what the shit is going on with that
[21:17:17	]Guido Schwarz used command '/Announce As only 6 people are here, we can do 3v3 or FFA, whichever you guys prefer. As testing a small pool of weapons'.
[21:17:18	]Hank J. Wimleton ran 'Write' on item '[LOYALISM] First Citizen's Tenets' (#2415777)
[21:17:19	]Guido Schwarz has gained level 15 in the Speed skill.
[21:17:23	]Hank J. Wimleton closed the 'Large Crate' #112201 container.
[21:17:32	][OOC] Hank J. Wimleton: sure
[21:17:32	][OOC] C17:RCT.YELLO-11: FFA :3
[21:17:33	]C24: i2.MCNULTY-19 used command '/Announce 3v3s would be elpico'.
[21:17:43	][OOC] C24: i2.MCNULTY-19: that was meant to be a // not a /anounce
[21:17:46	]C24: i2.MCNULTY-19 opened the 'Trash Bin' #117029 container.
[21:17:47	][OOC] Guido Schwarz: Minge
[21:17:47	]C24: i2.MCNULTY-19 closed the 'Trash Bin' #117029 container.
[21:17:50	][OOC] Disposable Rebel: are we testing it in a pvp scenario eexclusively? because you're about to see what 400 ping shootouts look like
[21:17:50	][OOC] C24: i2.MCNULTY-19: kys
[21:17:54	]C24: i2.MCNULTY-19 entered observer.
[21:18:02	]C24: i2.MCNULTY-19 exited observer at their location.
[21:18:04	][IC] C17:RCT.YELLO-11: <:: LMFAO!!!!!!!!!!!!!!!!!!! ::>
[21:18:11	][OOC] C24: i2.MCNULTY-19: /j
[21:18:14	]C24: i2.MCNULTY-19 ran 'EquipUn' on item 'Overwatch Heavy Shotgun' (#2687530)
[21:18:14	][OOC] Guido Schwarz: Will be PVP yes, I will tp you all over
[21:18:17	]Guido Schwarz ran SAM command 'bring' with arguments: '*'
[21:18:20	][IC] Hank J. Wimleton: I am the red spy.
[21:18:21	]C24: i2.MCNULTY-19 entered observer.
[21:18:23	][IC] C17:RCT.YELLO-11: <:: Holy shit. ::>
[21:18:26	][IC] C17:RCT.YELLO-11: <:: Spy tf2????!!! ::>
[21:18:28	]C24: i2.MCNULTY-19 ran SAM command 'goto' with arguments: 'hank'
[21:18:30	]Disposable Rebel used the 'John Doe' vendor.
[21:18:30	]C24: i2.MCNULTY-19 exited observer at their location.
[21:18:30	][IC] Hank J. Wimleton: Real.
[21:18:34	]C24: i2.MCNULTY-19 ran 'drop' on item 'Overwatch Heavy Shotgun' (#2687530)
[21:18:34	]C24: i2.MCNULTY-19 has lost a 'Overwatch Heavy Shotgun' #2687530.
[21:18:35	]C24: i2.MCNULTY-19 ran 'Equip' on item 'Overwatch Standard-Issue Carbine' (#2687365)
[21:18:37	]C24: i2.MCNULTY-19 destroyed a 'Overwatch Heavy Shotgun' #2687530.
[21:18:41	]C24: i2.MCNULTY-19 ran 'EquipUn' on item 'Overwatch Standard-Issue Carbine' (#2687365)
[21:18:42	]C24: i2.MCNULTY-19 used the 'John Doe' vendor.
[21:18:47	][LOOC] Disposable Rebel: thisi s as close as ill ever get to another char on main
[21:18:51	]Hank J. Wimleton used the 'John Doe' vendor.
[21:19:00	]Guido Schwarz used command '/Announce Going to start with SMGs first. SO pick whatever SMG you wish really.'.
[21:19:04	]Disposable Rebel used the 'John Doe' vendor.
[21:19:04	]C17:RCT.YELLO-11 used the 'John Doe' vendor.
[21:19:05	]C24: i2.MCNULTY-19 used the 'John Doe' vendor.
[21:19:09	]Hank J. Wimleton ran 'EquipUn' on item 'AKM' (#2687386)
[21:19:09	]C24.CPT.KRAAS-44 used the 'John Doe' vendor.
[21:19:09	]Hank J. Wimleton ran 'drop' on item 'AKM' (#2687386)
[21:19:09	]Hank J. Wimleton has lost a 'AKM' #2687386.
[21:19:10	]Guido Schwarz used the 'John Doe' vendor.
[21:19:10	]C17:RCT.YELLO-11 has gained 0 chips.
[21:19:11	]C17:RCT.YELLO-11 has gained a 'MP5A3' #2687531.
[21:19:12	]Hank J. Wimleton destroyed a 'AKM' #2687386.
[21:19:13	]C24: i2.MCNULTY-19 has gained 0 chips.
[21:19:13	]C24: i2.MCNULTY-19 has gained a 'MP5A3' #2687532.
[21:19:14	]C17:RCT.YELLO-11 ran 'Equip' on item 'MP5A3' (#2687531)
[21:19:15	]Hank J. Wimleton used the 'John Doe' vendor.
[21:19:15	]C17:RCT.YELLO-11 ran 'EquipUn' on item 'HK USP .45' (#2687529)
[21:19:16	]C24.CPT.KRAAS-44 ran 'drop' on item 'Overwatch Standard-Issue Carbine' (#2687353)
[21:19:16	]C24.CPT.KRAAS-44 has lost a 'Overwatch Standard-Issue Carbine' #2687353.
[21:19:17	]C24: i2.MCNULTY-19 ran 'Equip' on item 'MP5A3' (#2687532)
[21:19:18	]Hank J. Wimleton has gained 0 chips.
[21:19:18	]Hank J. Wimleton has gained a 'MP5A3' #2687533.
[21:19:18	]C24.CPT.KRAAS-44 destroyed a 'Overwatch Standard-Issue Carbine' #2687353.
[21:19:21	]C24.CPT.KRAAS-44 used the 'John Doe' vendor.
[21:19:23	]Guido Schwarz has gained 0 chips.
[21:19:23	]Guido Schwarz has gained a 'MP5A3' #2687534.
[21:19:23	]Disposable Rebel has gained 0 chips.
[21:19:23	]Disposable Rebel has gained a 'PPSH-41' #2687535.
[21:19:24	]Hank J. Wimleton ran 'Equip' on item 'MP5A3' (#2687533)
[21:19:25	]Hank J. Wimleton used command '/ToggleRaise'.
[21:19:25	][IC] C17:RCT.YELLO-11: <:: My luv. ::>
[21:19:26	]C24.CPT.KRAAS-44 has gained 0 chips.
[21:19:26	]C24.CPT.KRAAS-44 has gained a 'MP5-SD' #2687536.
[21:19:26	]Guido Schwarz ran 'Equip' on item 'MP5A3' (#2687534)
[21:19:29	]C24.CPT.KRAAS-44 ran 'Equip' on item 'MP5-SD' (#2687536)
[21:19:30	]C24: i2.MCNULTY-19 ran 'EquipUn' on item 'MP5A3' (#2687532)
[21:19:31	]Disposable Rebel ran 'Equip' on item 'PPSH-41' (#2687535)
[21:19:32	]C24.CPT.KRAAS-44 ran 'EquipUn' on item 'MP5-SD' (#2687536)
[21:19:32	]C24: i2.MCNULTY-19 used the 'John Doe' vendor.
[21:19:33	]C24.CPT.KRAAS-44 ran 'Equip' on item 'MP5-SD' (#2687536)
[21:19:33	]C24.CPT.KRAAS-44 ran 'EquipUn' on item 'MP5-SD' (#2687536)
[21:19:35	]C24.CPT.KRAAS-44 ran 'Equip' on item 'MP5-SD' (#2687536)
[21:19:35	]C24.CPT.KRAAS-44 ran 'EquipUn' on item 'MP5-SD' (#2687536)
[21:19:36	]Hank J. Wimleton used the 'John Doe' vendor.
[21:19:36	]C24.CPT.KRAAS-44 ran 'Equip' on item 'MP5-SD' (#2687536)
[21:19:37	]C24.CPT.KRAAS-44 ran 'EquipUn' on item 'MP5-SD' (#2687536)
[21:19:37	]C24.CPT.KRAAS-44 ran 'Equip' on item 'MP5-SD' (#2687536)
[21:19:38	]Hank J. Wimleton has gained 0 chips.
[21:19:38	]Hank J. Wimleton has gained a 'Uzi' #2687537.
[21:19:40	]Guido Schwarz has fired a toolgun with the name: item_ammo_crate
[21:19:40	]C24: i2.MCNULTY-19 used the 'John Doe' vendor.
[21:19:40	]Guido Schwarz has fired a toolgun with the name: item_ammo_crate
[21:19:41	]Guido Schwarz has fired a toolgun with the name: item_ammo_crate
[21:19:42	]C24: i2.MCNULTY-19 has gained 0 chips.
[21:19:42	]C24: i2.MCNULTY-19 has gained a 'MP5-SD' #2687538.
[21:19:43	]Hank J. Wimleton used the 'John Doe' vendor.
[21:19:44	]C24: i2.MCNULTY-19 ran 'Equip' on item 'MP5-SD' (#2687538)
[21:19:48	]Hank J. Wimleton has gained 0 chips.
[21:19:49	]Hank J. Wimleton has gained 0 chips.
[21:19:52	]Hank J. Wimleton ran 'EquipUn' on item 'MP5A3' (#2687533)
[21:19:52	][IC] C24.CPT.KRAAS-44: <:: Mcnulty on my team. ::>
[21:19:52	]Hank J. Wimleton ran 'drop' on item 'MP5A3' (#2687533)
[21:19:52	]Hank J. Wimleton has lost a 'MP5A3' #2687533.
[21:19:54	]C24: i2.MCNULTY-19 ran 'drop' on item 'MP5A3' (#2687532)
[21:19:54	]C24: i2.MCNULTY-19 has lost a 'MP5A3' #2687532.
[21:19:55	]Hank J. Wimleton ran 'take' on item 'MP5-SD' (#2687540)
[21:19:55	]Hank J. Wimleton has gained a 'MP5-SD' #2687540.
[21:19:56	]C24: i2.MCNULTY-19 destroyed a 'MP5A3' #2687532.
[21:19:57	][LOOC] Guido Schwarz: Ah, it gives wrong ammo, sadness
[21:19:57	][IC] C24: i2.MCNULTY-19: <:: Amen. ::>
[21:19:59	]C24: i2.MCNULTY-19 used the 'John Doe' vendor.
[21:19:59	]Hank J. Wimleton ran 'drop' on item 'MP5-SD' (#2687540)
[21:19:59	]Hank J. Wimleton has lost a 'MP5-SD' #2687540.
[21:20:01	]Hank J. Wimleton ran 'take' on item 'MP5A3' (#2687539)
[21:20:01	]Hank J. Wimleton has gained a 'MP5A3' #2687539.
[21:20:02	][LOOC] Disposable Rebel: i feel like this ammo box is lying to me
[21:20:04	]Hank J. Wimleton ran 'Equip' on item 'MP5A3' (#2687539)
[21:20:04	]Hank J. Wimleton ran 'EquipUn' on item 'MP5A3' (#2687539)
[21:20:05	]C24: i2.MCNULTY-19 used the 'John Doe' vendor.
[21:20:05	]Hank J. Wimleton ran 'Equip' on item 'MP5A3' (#2687539)
[21:20:06	]Hank J. Wimleton ran 'EquipUn' on item 'MP5A3' (#2687539)
[21:20:06	]Guido Schwarz entered observer.
[21:20:07	]Hank J. Wimleton ran 'Equip' on item 'MP5A3' (#2687539)
[21:20:07	]Guido Schwarz exited observer at their location.
[21:20:07	]Guido Schwarz has fired a toolgun with the name: item_ammo_crate
[21:20:08	][LOOC] Disposable Rebel: it didnt increase my ammo count at all
[21:20:08	]Hank J. Wimleton ran 'EquipUn' on item 'MP5A3' (#2687539)
[21:20:09	]Hank J. Wimleton ran 'Equip' on item 'MP5A3' (#2687539)
[21:20:12	]Hank J. Wimleton used command '/ToggleRaise'.
[21:20:14	]Hank J. Wimleton used command '/ToggleRaise'.
[21:20:15	]C24: i2.MCNULTY-19 used the 'John Doe' vendor.
[21:20:16	]Guido Schwarz has fired a toolgun with the name: item_ammo_crate
[21:20:17	]Guido Schwarz has fired a toolgun with the name: item_ammo_crate
[21:20:20	]C24: i2.MCNULTY-19 has gained 0 chips.
[21:20:20	]C24: i2.MCNULTY-19 has gained a 'Uzi' #2687541.
[21:20:22	][IC] Hank J. Wimleton: You goin ppsh again?
[21:20:23	]C24: i2.MCNULTY-19 ran 'Equip' on item 'Uzi' (#2687541)
[21:20:24	]Hank J. Wimleton destroyed a 'MP5A3' #2687533.
[21:20:24	]C24: i2.MCNULTY-19 ran 'EquipUn' on item 'MP5-SD' (#2687538)
[21:20:25	]C24: i2.MCNULTY-19 ran 'Equip' on item 'Uzi' (#2687541)
[21:20:25	]Hank J. Wimleton destroyed a 'MP5-SD' #2687540.
[21:20:27	]Hank J. Wimleton used the 'John Doe' vendor.
[21:20:29	][IC] Disposable Rebel: Wdym again?
[21:20:30	]Guido Schwarz entered observer.
[21:20:32	]C24: i2.MCNULTY-19 ran 'drop' on item 'Uzi' (#2687541)
[21:20:32	]C24: i2.MCNULTY-19 has lost a 'Uzi' #2687541.
[21:20:32	]Guido Schwarz has fired a toolgun with the name: item_ammo_crate
[21:20:33	]C24: i2.MCNULTY-19 ran 'Equip' on item 'MP5-SD' (#2687538)
[21:20:33	]Guido Schwarz has fired a toolgun with the name: item_ammo_crate
[21:20:33	]Guido Schwarz has fired a toolgun with the name: item_ammo_crate
[21:20:34	]C24: i2.MCNULTY-19 ran 'drop' on item 'Overwatch Standard-Issue Carbine' (#2687365)
[21:20:34	]C24: i2.MCNULTY-19 has lost a 'Overwatch Standard-Issue Carbine' #2687365.
[21:20:34	]Guido Schwarz has fired a toolgun with the name: item_ammo_crate
[21:20:35	]Guido Schwarz has fired a toolgun with the name: item_ammo_crate
[21:20:36	][IC] Disposable Rebel: It's my first time doine one of these things.
[21:20:36	]C24: i2.MCNULTY-19 destroyed a 'Overwatch Standard-Issue Carbine' #2687365.
[21:20:36	]Guido Schwarz exited observer at their location.
[21:20:38	][IC] Hank J. Wimleton: Oh you werent in yesterdays testin?
[21:20:38	]C24: i2.MCNULTY-19 destroyed a 'Uzi' #2687541.
[21:20:38	]Furret No Furry Asimo has connected.
[21:20:38	]Hank J. Wimleton used the 'John Doe' vendor.
[21:20:42	]Hank J. Wimleton has gained 0 chips.
[21:20:44	]C24.CPT.KRAAS-44 ran 'EquipUn' on item 'MP5-SD' (#2687536)
[21:20:44	]Hank J. Wimleton ran 'EquipUn' on item 'MP5A3' (#2687539)
[21:20:45	]Hank J. Wimleton ran 'clearChamber' on item 'MP5A3' (#2687539)
[21:20:45	]Hank J. Wimleton has gained a 'Sub-machinegun Bullets' #2687543.
[21:20:45	]C24.CPT.KRAAS-44 ran 'Equip' on item 'MP5-SD' (#2687536)
[21:20:46	]Hank J. Wimleton ran 'drop' on item 'MP5A3' (#2687539)
[21:20:46	]Hank J. Wimleton has lost a 'MP5A3' #2687539.
[21:20:46	]C24.CPT.KRAAS-44 ran 'EquipUn' on item 'MP5-SD' (#2687536)
[21:20:47	]Hank J. Wimleton used the 'John Doe' vendor.
[21:20:47	]C24.CPT.KRAAS-44 ran 'Equip' on item 'MP5-SD' (#2687536)
[21:20:48	][IC] Disposable Rebel: Wasn't announced, so no.
[21:20:48	]C24.CPT.KRAAS-44 ran 'EquipUn' on item 'MP5-SD' (#2687536)
[21:20:49	]Hank J. Wimleton ran 'take' on item 'PPSH-41' (#2687542)
[21:20:49	]Hank J. Wimleton has gained a 'PPSH-41' #2687542.
[21:20:49	]C24.CPT.KRAAS-44 ran 'Equip' on item 'MP5-SD' (#2687536)
[21:20:50	]C24.CPT.KRAAS-44 ran 'EquipUn' on item 'MP5-SD' (#2687536)
[21:20:50	]Hank J. Wimleton ran 'Equip' on item 'PPSH-41' (#2687542)
[21:20:51	]C24.CPT.KRAAS-44 ran 'Equip' on item 'MP5-SD' (#2687536)
[21:20:52	]Guido Schwarz used command '/Announce Ammo behind you'.
[21:20:52	]C24: i2.MCNULTY-19 entered observer.
[21:20:52	]C24.CPT.KRAAS-44 ran 'EquipUn' on item 'MP5-SD' (#2687536)
[21:20:52	]Hank J. Wimleton used command '/ToggleRaise'.
[21:20:53	]C24.CPT.KRAAS-44 ran 'Equip' on item 'MP5-SD' (#2687536)
[21:20:53	]C24: i2.MCNULTY-19 exited observer at their location.
[21:20:54	]C24.CPT.KRAAS-44 ran 'EquipUn' on item 'MP5-SD' (#2687536)
[21:20:54	]C24.CPT.KRAAS-44 ran 'Equip' on item 'MP5-SD' (#2687536)
[21:20:56	][IC] C24: i2.MCNULTY-19: <:: Leko. ::>
[21:20:58	][IC] C17:RCT.YELLO-11: <:: What. ::>
[21:21:01	][IC] C17:RCT.YELLO-11: <:: I already got it. ::>
[21:21:05	]Hank J. Wimleton ran 'EquipUn' on item 'PPSH-41' (#2687542)
[21:21:06	]Hank J. Wimleton ran 'drop' on item 'PPSH-41' (#2687542)
[21:21:06	]Hank J. Wimleton has lost a 'PPSH-41' #2687542.
[21:21:07	]Hank J. Wimleton ran 'take' on item 'MP5A3' (#2687539)
[21:21:07	]Hank J. Wimleton has gained a 'MP5A3' #2687539.
[21:21:08	][IC] C17:RCT.YELLO-11: <:: You goober. ::>
[21:21:09	]Hank J. Wimleton ran 'Equip' on item 'MP5A3' (#2687539)
[21:21:11	]Hank J. Wimleton used command '/ToggleRaise'.
[21:21:11	][IC] C24: i2.MCNULTY-19: <:: Ok. ::>
[21:21:13	][IC] C24: i2.MCNULTY-19: <:: We squad. ::>
[21:21:16	]Hank J. Wimleton destroyed a 'PPSH-41' #2687542.
[21:21:20	][LOOC] Guido Schwarz: Let me know when you are all ready.
[21:21:20	]Hank J. Wimleton used the 'John Doe' vendor.
[21:21:28	][IC] Hank J. Wimleton: Buddy ur armour.
[21:21:31	]Guido Schwarz used command '/Announce Will start with FFA first because XD'.
[21:21:33	][LOOC] Disposable Rebel: as ready as i can be. you about to see what a shootout looks like with high ping people on it?
[21:21:34	]Hank J. Wimleton used the 'John Doe' vendor.
[21:21:37	][IC] C17:RCT.YELLO-11: <:: XD!!!! HARHARHARGARAGRT#. ::>
