[10:30:34	]thc has connected.
[22:05:12	]Michael Brians has spawned 'models/props_interiors/Furniture_chair03a.mdl'.
[22:05:14	]Jon Hoodfella entered observer.
[22:05:20	]Merlinsclaw has spawned 'models/props_debris/wood_board06a.mdl'.
[22:05:22	]Michael Brians has spawned a usable entity class 'ix_chair' with model 'models/props_interiors/furniture_chair03a.mdl'.
[22:05:22	]Michael Brians has used a context menu option with the name: ixusableentitycreate
[22:05:24	]Michael Brians has spawned a usable entity class 'ix_chair' with model 'models/props_interiors/furniture_chair03a.mdl'.
[22:05:24	]Michael Brians has used a context menu option with the name: ixusableentitycreate
[22:05:26	]Michael Brians entered observer.
[22:05:29	]Merlinsclaw has spawned 'models/props_debris/wood_board06a.mdl'.
[22:05:56	]Michael Brians exited observer at their location.
[22:05:56	]Merlinsclaw has spawned 'models/props_debris/wood_board06a.mdl'.
[22:05:58	]Michael Brians has spawned 'models/props_c17/Lockers001a.mdl'.
[22:06:02	]Michael Brians has enabled persistence for 'models/props_c17/lockers001a.mdl'.
[22:06:02	]Michael Brians has used a context menu option with the name: persist
[22:06:03	]Michael Brians has spawned 'models/props_debris/metal_panel01a.mdl'.
[22:06:05	]Michael Brians has spawned 'models/props_c17/Lockers001a.mdl'.
[22:06:05	]Merlinsclaw has fired a toolgun with the name: sh_persist
[22:06:05	]Merlinsclaw has enabled persistence for 'models/props_debris/wood_board06a.mdl'.
[22:06:06	]Merlinsclaw has fired a toolgun with the name: sh_persist
[22:06:06	]Merlinsclaw has enabled persistence for 'models/props_debris/wood_board06a.mdl'.
[22:06:06	]Merlinsclaw has fired a toolgun with the name: sh_persist
[22:06:06	]Merlinsclaw has enabled persistence for 'models/props_debris/wood_board06a.mdl'.
[22:06:06	]Merlinsclaw has fired a toolgun with the name: sh_persist
[22:06:06	]Merlinsclaw has enabled persistence for 'models/props_debris/wood_board06a.mdl'.
[22:06:08	]Michael Brians has enabled persistence for 'models/props_c17/lockers001a.mdl'.
[22:06:08	]Michael Brians has used a context menu option with the name: persist
[22:06:09	]Michael Brians has spawned 'models/props_c17/Lockers001a.mdl'.
[22:06:12	]Michael Brians has spawned 'models/props_c17/Lockers001a.mdl'.
[22:06:15	]Merlinsclaw has spawned 'models/hunter/plates/plate1x2.mdl'.
[22:06:19	]Michael Brians has enabled persistence for 'models/props_c17/lockers001a.mdl'.
[22:06:19	]Michael Brians has used a context menu option with the name: persist
[22:06:24	]Michael Brians has spawned 'models/props_junk/wood_crate002a.mdl'.
[22:06:27	]Merlinsclaw has fired a toolgun with the name: material
[22:06:27	]Michael Brians has enabled persistence for 'models/props_junk/wood_crate002a.mdl'.
[22:06:27	]Michael Brians has used a context menu option with the name: persist
[22:06:28	]Michael Brians has spawned 'models/props_trainstation/trainstation_post001.mdl'.
[22:06:30	]Merlinsclaw has fired a toolgun with the name: nocollideworld
[22:06:31	]Michael Brians has spawned 'models/props_junk/wood_crate002a.mdl'.
[22:06:35	]Michael Brians has enabled persistence for 'models/props_junk/wood_crate002a.mdl'.
[22:06:35	]Michael Brians has used a context menu option with the name: persist
[22:06:35	]Michael Brians created a 'Large Crate' container.
[22:06:35	]Michael Brians has used a context menu option with the name: wncontainer_create
[22:06:37	]Michael Brians has used a context menu option with the name: remove
[22:06:39	]Michael Brians has spawned 'models/props_junk/wood_crate002a.mdl'.
[22:06:41	]Merlinsclaw has fired a toolgun with the name: stacker_improved
[22:06:41	]Merlinsclaw has spawned 'models/hunter/plates/plate1x2.mdl'.
[22:06:42	]Michael Brians has enabled persistence for 'models/props_junk/wood_crate002a.mdl'.
[22:06:42	]Michael Brians has used a context menu option with the name: persist
[22:06:43	]Michael Brians has spawned 'models/props_junk/wood_pallet001a.mdl'.
[22:06:46	]Merlinsclaw has fired a toolgun with the name: sh_persist
[22:06:46	]Merlinsclaw has enabled persistence for 'models/hunter/plates/plate1x2.mdl'.
[22:06:46	]Merlinsclaw has fired a toolgun with the name: sh_persist
[22:06:46	]Merlinsclaw has enabled persistence for 'models/hunter/plates/plate1x2.mdl'.
[22:06:47	]Merlinsclaw entered observer.
[22:06:50	]Merlinsclaw exited observer at their location.
[22:06:50	]Michael Brians entered observer.
[22:06:52	]Michael Brians exited observer at their location.
[22:06:58	]Jon Hoodfella exited observer at their location.
[22:07:03	]Merlinsclaw has spawned 'models/props_c17/FurnitureFireplace001a.mdl'.
[22:07:11	]Michael Brians has spawned 'models/props_junk/wood_crate001a_damaged.mdl'.
[22:07:14	]Michael Brians has spawned 'models/props_junk/wood_crate001a_damaged.mdl'.
[22:07:14	]Merlinsclaw has fired a toolgun with the name: nocollideworld
[22:07:17	]Michael Brians has enabled persistence for 'models/props_junk/wood_crate001a_damaged.mdl'.
[22:07:17	]Michael Brians has used a context menu option with the name: persist
[22:07:18	]Michael Brians has enabled persistence for 'models/props_junk/wood_crate001a_damaged.mdl'.
[22:07:18	]Michael Brians has used a context menu option with the name: persist
[22:07:19	]Merlinsclaw has fired a toolgun with the name: sh_persist
[22:07:19	]Merlinsclaw has enabled persistence for 'models/props_c17/furniturefireplace001a.mdl'.
[22:07:19	]Michael Brians has enabled persistence for 'models/props_junk/wood_pallet001a.mdl'.
[22:07:19	]Michael Brians has used a context menu option with the name: persist
[22:07:22	]Merlinsclaw has fired a toolgun with the name: sh_persist
[22:07:22	]Merlinsclaw has disabled persistence for 'models/props_c17/furniturefireplace001a.mdl'.
[22:07:26	]Merlinsclaw has fired a toolgun with the name: sh_persist
[22:07:26	]Merlinsclaw has enabled persistence for 'models/props_c17/furniturefireplace001a.mdl'.
[22:07:32	]Jon Hoodfella entered observer.
[22:07:34	]Michael Brians has spawned 'models/props_wasteland/laundry_cart001.mdl'.
[22:07:34	]Merlinsclaw has spawned 'models/props_c17/SuitCase001a.mdl'.
[22:07:37	]Michael Brians entered observer.
[22:07:37	]Michael Brians exited observer at their location.
[22:07:37	]Jon Hoodfella exited observer at their location.
[22:07:40	]Jon Hoodfella entered observer.
[22:07:46	]Michael Brians has enabled persistence for 'models/props_wasteland/laundry_cart001.mdl'.
[22:07:46	]Michael Brians has used a context menu option with the name: persist
[22:07:49	]Merlinsclaw has spawned 'models/props_c17/SuitCase001a.mdl'.
[22:07:54	]Michael Brians has spawned 'models/props_wasteland/controlroom_filecabinet002a.mdl'.
[22:07:55	]Merlinsclaw has spawned 'models/props_c17/SuitCase_Passenger_Physics.mdl'.
[22:07:59	]Michael Brians has enabled persistence for 'models/props_wasteland/controlroom_filecabinet002a.mdl'.
[22:07:59	]Michael Brians has used a context menu option with the name: persist
[22:08:01	]Merlinsclaw has fired a toolgun with the name: sh_persist
[22:08:01	]Merlinsclaw has enabled persistence for 'models/props_c17/suitcase_passenger_physics.mdl'.
[22:08:02	]Merlinsclaw has fired a toolgun with the name: sh_persist
[22:08:02	]Merlinsclaw has enabled persistence for 'models/props_c17/suitcase001a.mdl'.
[22:08:03	]Merlinsclaw has fired a toolgun with the name: sh_persist
[22:08:03	]Merlinsclaw has enabled persistence for 'models/props_c17/suitcase001a.mdl'.
[22:08:04	]Michael Brians has spawned 'models/props_trainstation/trainstation_arch001.mdl'.
[22:08:09	]Merlinsclaw has spawned 'models/props_combine/breenbust.mdl'.
[22:08:17	]Merlinsclaw has spawned 'models/props_junk/garbage128_composite001b.mdl'.
[22:08:21	]Merlinsclaw has fired a toolgun with the name: sh_persist
[22:08:21	]Merlinsclaw has enabled persistence for 'models/props_junk/garbage128_composite001b.mdl'.
[22:08:25	]Michael Brians has spawned 'models/props_junk/PushCart01a.mdl'.
[22:08:28	]Merlinsclaw has spawned 'models\props/CS_militia/stove01.mdl'.
[22:08:34	]Michael Brians has enabled persistence for 'models/props_junk/pushcart01a.mdl'.
[22:08:34	]Michael Brians has used a context menu option with the name: persist
[22:08:38	]Michael Brians has disabled persistence for 'models/props_junk/pushcart01a.mdl'.
[22:08:38	]Michael Brians has used a context menu option with the name: persist_end
[22:08:41	]Michael Brians has enabled persistence for 'models/props_junk/pushcart01a.mdl'.
[22:08:41	]Michael Brians has used a context menu option with the name: persist
[22:08:44	]Michael Brians has disabled persistence for 'models/props_junk/pushcart01a.mdl'.
[22:08:44	]Michael Brians has used a context menu option with the name: persist_end
[22:08:44	]Merlinsclaw has spawned 'models\props/CS_militia/refrigerator01.mdl'.
[22:08:47	]Michael Brians has enabled persistence for 'models/props_junk/pushcart01a.mdl'.
[22:08:47	]Michael Brians has used a context menu option with the name: persist
[22:08:51	]Merlinsclaw has fired a toolgun with the name: sh_persist
[22:08:51	]Merlinsclaw has enabled persistence for 'models\props/cs_militia/refrigerator01.mdl'.
[22:08:52	]Merlinsclaw has fired a toolgun with the name: sh_persist
[22:08:52	]Merlinsclaw has enabled persistence for 'models\props/cs_militia/stove01.mdl'.
[22:08:58	]Merlinsclaw has spawned 'models\props/CS_militia/television_console01.mdl'.
[22:08:59	]Michael Brians has spawned 'models/props_debris/metal_panel02a.mdl'.
[22:09:04	]Merlinsclaw has fired a toolgun with the name: sh_persist
[22:09:04	]Merlinsclaw has disabled persistence for 'models/props_forest/bunkbed2.mdl'.
[22:09:05	]Merlinsclaw entered observer.
[22:09:07	]Merlinsclaw has fired a toolgun with the name: sh_persist
[22:09:07	]Merlinsclaw has enabled persistence for 'models/props_forest/bunkbed2.mdl'.
[22:09:07	]Merlinsclaw has fired a toolgun with the name: sh_persist
[22:09:07	]Merlinsclaw has disabled persistence for 'models/props_forest/bunkbed2.mdl'.
[22:09:09	]Merlinsclaw has fired a toolgun with the name: sh_persist
[22:09:09	]Merlinsclaw has disabled persistence for 'models/props_forest/bunkbed.mdl'.
[22:09:10	]Merlinsclaw exited observer at their location.
[22:09:10	]Michael Brians has spawned 'models/props_debris/metal_panel02a.mdl'.
[22:09:11	]Merlinsclaw has fired a toolgun with the name: remover
[22:09:12	]Merlinsclaw has fired a toolgun with the name: remover
[22:09:15	]Merlinsclaw has spawned 'models\props/CS_militia/couch.mdl'.
[22:09:22	]Michael Brians has enabled persistence for 'models/props_debris/metal_panel02a.mdl'.
[22:09:22	]Michael Brians has used a context menu option with the name: persist
[22:09:23	]Michael Brians has enabled persistence for 'models/props_debris/metal_panel02a.mdl'.
[22:09:23	]Michael Brians has used a context menu option with the name: persist
[22:09:23	]Merlinsclaw has spawned 'models/props/de_boathouse/pillow01.mdl'.
[22:09:25	]Merlinsclaw has spawned 'models/props/gg_tibet/pillowonfloorgray.mdl'.
[22:09:26	]Michael Brians entered observer.
[22:09:29	]Merlinsclaw entered observer.
[22:09:30	]Michael Brians exited observer at their location.
[22:09:31	]Merlinsclaw exited observer at their location.
[22:09:32	]Merlinsclaw entered observer.
[22:09:35	]Merlinsclaw exited observer at their location.
[22:09:38	]Merlinsclaw has spawned 'models/props_c17/oildrum001.mdl'.
[22:09:42	]Merlinsclaw has spawned 'models/props_junk/MetalBucket01a.mdl'.
[22:09:47	]Jon Hoodfella exited observer at their location.
[22:09:59	]Merlinsclaw has spawned 'models/props_interiors/clothing_pile1.mdl'.
[22:10:09	]Merlinsclaw has spawned 'models/props_interiors/clothing_pile3.mdl'.
[22:10:13	]Merlinsclaw has spawned 'models/props_interiors/corkboardverticle01.mdl'.
[22:10:32	]Merlinsclaw has fired a toolgun with the name: sh_persist
[22:10:32	]Merlinsclaw has enabled persistence for 'models/props_interiors/corkboardverticle01.mdl'.
[22:10:33	]Merlinsclaw has fired a toolgun with the name: sh_persist
[22:10:33	]Merlinsclaw has enabled persistence for 'models/props_interiors/clothing_pile3.mdl'.
[22:10:34	]Merlinsclaw has fired a toolgun with the name: sh_persist
[22:10:34	]Merlinsclaw has disabled persistence for 'models/props_junk/garbage128_composite001b.mdl'.
[22:10:35	]Merlinsclaw has fired a toolgun with the name: sh_persist
[22:10:35	]Merlinsclaw has enabled persistence for 'models/props_junk/garbage128_composite001b.mdl'.
[22:10:36	]Merlinsclaw has fired a toolgun with the name: sh_persist
[22:10:36	]Merlinsclaw has enabled persistence for 'models/props/gg_tibet/pillowonfloorgray.mdl'.
[22:10:37	]Merlinsclaw has fired a toolgun with the name: sh_persist
[22:10:37	]Merlinsclaw has fired a toolgun with the name: sh_persist
[22:10:37	]Merlinsclaw has enabled persistence for 'models/props_junk/metalbucket01a.mdl'.
[22:10:38	]Merlinsclaw has fired a toolgun with the name: sh_persist
[22:10:38	]Merlinsclaw has enabled persistence for 'models\props/cs_militia/couch.mdl'.
[22:10:40	]Merlinsclaw has fired a toolgun with the name: sh_persist
[22:10:40	]Merlinsclaw has enabled persistence for 'models/props_interiors/clothing_pile1.mdl'.
[22:10:41	]Merlinsclaw has fired a toolgun with the name: sh_persist
[22:10:41	]Merlinsclaw has disabled persistence for 'models/props_junk/garbage128_composite001b.mdl'.
[22:10:42	]Merlinsclaw has fired a toolgun with the name: sh_persist
[22:10:42	]Merlinsclaw has enabled persistence for 'models/props_junk/garbage128_composite001b.mdl'.
[22:11:11	]Jon Hoodfella has spawned 'models/mosi/fallout4/props/fortifications/junkwall04.mdl'.
[22:11:14	]Merlinsclaw has fired a toolgun with the name: sh_textadd
[22:11:27	]Merlinsclaw has fired a toolgun with the name: sh_textadd
[22:11:29	]Jon Hoodfella has spawned 'models/mosi/fallout4/props/fortifications/junkwall04.mdl'.
[22:11:31	]Michael Brians entered observer.
[22:11:42	]Michael Brians exited observer at their location.
[22:11:45	]Merlinsclaw has fired a toolgun with the name: sh_textadd
[22:11:51	]Jon Hoodfella has spawned 'models/mosi/fallout4/props/fortifications/junkwall04.mdl'.
[22:11:58	]Jon Hoodfella has fired a toolgun with the name: nocollideworld
[22:12:08	]Michael Brians has spawned 'models/props/wall7.mdl'.
[22:12:11	]Merlinsclaw has fired a toolgun with the name: sh_textadd
[22:12:12	]Michael Brians has spawned 'models/props/wall6.mdl'.
[22:12:15	]Michael Brians has fired a toolgun with the name: nocollideworld
[22:12:32	]Michael Brians has enabled persistence for 'models/props/wall6.mdl'.
[22:12:32	]Michael Brians has used a context menu option with the name: persist
[22:12:37	]Michael Brians has spawned 'models/props/wall9.mdl'.
[22:12:40	]Jon Hoodfella entered observer.
[22:12:42	]Merlinsclaw has spawned 'models/props_interiors/clipboardholder01.mdl'.
[22:12:44	]Michael Brians has fired a toolgun with the name: nocollideworld
[22:12:51	]Merlinsclaw has spawned 'models/props_interiors/towel_rack.mdl'.
[22:12:53	]Jon Hoodfella exited observer at their location.
[22:12:58	]Merlinsclaw has spawned 'models\props/CS_militia/microwave01.mdl'.
[22:13:00	]Michael Brians has enabled persistence for 'models/props/wall9.mdl'.
[22:13:00	]Michael Brians has used a context menu option with the name: persist
[22:13:07	]Merlinsclaw has spawned 'models\props/CS_militia/dryer.mdl'.
[22:13:14	]Michael Brians entered observer.
[22:13:21	]Merlinsclaw has fired a toolgun with the name: remover
[22:13:23	]Michael Brians exited observer at their location.
[22:13:25	]Michael Brians has spawned 'models/props/wall5.mdl'.
[22:13:25	]Merlinsclaw has spawned 'models\props/CS_militia/caseofbeer01.mdl'.
[22:13:29	]Michael Brians has spawned 'models/props/wall4.mdl'.
[22:13:31	]Merlinsclaw has fired a toolgun with the name: sh_persist
[22:13:31	]Merlinsclaw has enabled persistence for 'models\props/cs_militia/caseofbeer01.mdl'.
[22:13:32	]Merlinsclaw has fired a toolgun with the name: sh_persist
[22:13:32	]Merlinsclaw has enabled persistence for 'models\props/cs_militia/dryer.mdl'.
[22:13:32	]Michael Brians has fired a toolgun with the name: nocollideworld
[22:13:41	]Jon Hoodfella entered observer.
[22:13:42	]Michael Brians entered observer.
[22:13:45	]Merlinsclaw entered observer.
[22:13:47	]Merlinsclaw exited observer at their location.
[22:13:52	]Jon Hoodfella exited observer at their location.
[22:13:59	]Jon Hoodfella entered observer.
[22:14:01	]Michael Brians has disabled persistence for 'models/props_debris/metal_panel02a.mdl'.
[22:14:01	]Michael Brians has used a context menu option with the name: persist_end
[22:14:05	]Michael Brians has enabled persistence for 'models/props_debris/metal_panel02a.mdl'.
[22:14:05	]Michael Brians has used a context menu option with the name: persist
[22:14:06	]Michael Brians has disabled persistence for 'models/props_debris/metal_panel02a.mdl'.
[22:14:06	]Michael Brians has used a context menu option with the name: persist_end
[22:14:07	]Merlinsclaw has fired a toolgun with the name: sh_textadd
[22:14:08	]Michael Brians has enabled persistence for 'models/props_debris/metal_panel02a.mdl'.
[22:14:08	]Michael Brians has used a context menu option with the name: persist
[22:14:10	]Jon Hoodfella exited observer at their location.
[22:14:10	]Merlinsclaw entered observer.
[22:14:13	]Merlinsclaw exited observer at their location.
[22:14:17	]Merlinsclaw entered observer.
[22:14:22	]Michael Brians exited observer at their location.
[22:14:24	]Jon Hoodfella entered observer.
[22:14:25	]Merlinsclaw exited observer at their location.
[22:14:26	]Merlinsclaw entered observer.
[22:14:27	]Michael Brians has spawned 'models/props/wall7.mdl'.
[22:14:28	]Jon Hoodfella exited observer at their location.
[22:14:29	]Michael Brians has spawned 'models/props/wall6.mdl'.
[22:14:38	]Michael Brians entered observer.
[22:14:40	]Michael Brians exited observer at their location.
[22:14:41	]Jon Hoodfella has spawned 'models/props/window5.mdl'.
[22:14:44	]Michael Brians entered observer.
[22:14:44	]Jon Hoodfella has fired a toolgun with the name: nocollideworld
[22:14:45	]Michael Brians exited observer at their location.
[22:14:47	]Jon Hoodfella entered observer.
[22:14:48	]Michael Brians has spawned 'models/props/window1.mdl'.
[22:14:51	]Michael Brians has spawned 'models/props/window3.mdl'.
[22:14:53	]Michael Brians has fired a toolgun with the name: nocollideworld
[22:14:54	]Michael Brians has fired a toolgun with the name: nocollideworld
[22:14:56	]Jon Hoodfella exited observer at their location.
[22:15:01	]Jon Hoodfella has spawned 'models/props/wall1.mdl'.
[22:15:01	]Merlinsclaw exited observer at their location.
[22:15:02	]Jon Hoodfella has fired a toolgun with the name: nocollideworld
[22:15:07	]Merlinsclaw has fired a toolgun with the name: sh_paneladd
[22:15:07	]Merlinsclaw entered observer.
[22:15:08	]Merlinsclaw exited observer at their location.
[22:15:09	]Michael Brians has enabled persistence for 'models/props/window3.mdl'.
[22:15:09	]Michael Brians has used a context menu option with the name: persist
[22:15:14	]Michael Brians has spawned 'models/props/wall3.mdl'.
[22:15:17	]Michael Brians has fired a toolgun with the name: nocollideworld
[22:15:24	]Jon Hoodfella has spawned 'models/props/wallcap9.mdl'.
[22:15:27	]Michael Brians entered observer.
[22:15:33	]Michael Brians exited observer at their location.
[22:15:34	]Michael Brians has enabled persistence for 'models/props/wall3.mdl'.
[22:15:34	]Michael Brians has used a context menu option with the name: persist
[22:15:37	]Michael Brians has spawned 'models/props/window_cap1.mdl'.
[22:15:40	]Michael Brians has spawned 'models/props/window_cap1.mdl'.
[22:15:42	]Michael Brians has spawned 'models/props/window_cap1.mdl'.
[22:15:45	]Michael Brians has fired a toolgun with the name: nocollideworld
[22:15:46	]Merlinsclaw entered observer.
[22:15:48	]Merlinsclaw exited observer at their location.
[22:15:55	]Jon Hoodfella entered observer.
[22:15:57	]Jon Hoodfella exited observer at their location.
[22:15:59	]Michael Brians entered observer.
[22:16:00	]Merlinsclaw has fired a toolgun with the name: sh_paneladd
[22:16:02	]Jon Hoodfella has spawned 'models/props/fence3.mdl'.
[22:16:04	]Jon Hoodfella entered observer.
[22:16:05	]Jon Hoodfella has spawned 'models/props/fence3.mdl'.
[22:16:07	]Merlinsclaw has fired a toolgun with the name: sh_paneladd
[22:16:08	]Michael Brians exited observer at their location.
[22:16:08	]Jon Hoodfella exited observer at their location.
[22:16:09	]Jon Hoodfella entered observer.
[22:16:09	]Jon Hoodfella exited observer at their location.
[22:16:10	]Michael Brians entered observer.
[22:16:12	]Michael Brians exited observer at their location.
[22:16:15	]Jon Hoodfella has spawned 'models/props/storefront.mdl'.
[22:16:16	]Michael Brians has spawned 'models/props/wall6.mdl'.
[22:16:19	]Michael Brians has fired a toolgun with the name: nocollideworld
[22:16:21	]Jon Hoodfella has spawned 'models/props/wall1.mdl'.
[22:16:24	]Jon Hoodfella has spawned 'models/props/window1.mdl'.
[22:16:26	]Michael Brians entered observer.
[22:16:29	]Jon Hoodfella has spawned 'models/props/wood_cap1.mdl'.
[22:16:30	]Merlinsclaw entered observer.
[22:16:33	]Jon Hoodfella has spawned 'models/props/wood_cap1.mdl'.
[22:16:34	]Merlinsclaw exited observer at their location.
[22:16:37	]Michael Brians has spawned 'models/props/wall5.mdl'.
[22:16:37	]Jon Hoodfella has spawned 'models/props/wood_cap2.mdl'.
[22:16:40	]Michael Brians has fired a toolgun with the name: nocollideworld
[22:16:42	]Merlinsclaw has spawned 'models/mechanics/solid_steel/type_b_2_4.mdl'.
[22:16:45	]Merlinsclaw has spawned 'models/mechanics/solid_steel/type_b_2_2.mdl'.
[22:16:46	]Michael Brians exited observer at their location.
[22:16:47	]Merlinsclaw has spawned 'models/mechanics/solid_steel/type_b_2_2.mdl'.
[22:16:48	]Michael Brians has fired a toolgun with the name: nocollideworld
[22:16:50	]Michael Brians has enabled persistence for 'models/props/wall5.mdl'.
[22:16:50	]Michael Brians has used a context menu option with the name: persist
[22:16:50	]Jon Hoodfella has spawned 'models/barn/barn_railing64.mdl'.
[22:16:53	]Michael Brians entered observer.
[22:16:55	]Merlinsclaw has spawned 'models/props_c17/playground_jungle_gym01b.mdl'.
[22:16:56	]Jon Hoodfella has spawned 'models/props/fence2.mdl'.
[22:16:58	]Michael Brians exited observer at their location.
[22:16:58	]Jon Hoodfella has fired a toolgun with the name: nocollideworld
[22:17:00	]Michael Brians entered observer.
[22:17:00	]Michael Brians exited observer at their location.
[22:17:05	]Merlinsclaw has fired a toolgun with the name: nocollideworld
[22:17:07	]Michael Brians has spawned 'models/props/wall10.mdl'.
[22:17:10	]Michael Brians has fired a toolgun with the name: nocollideworld
[22:17:11	]Michael Brians has fired a toolgun with the name: nocollideworld
[22:17:12	]Merlinsclaw entered observer.
[22:17:15	]Jon Hoodfella entered observer.
[22:17:15	]Merlinsclaw exited observer at their location.
[22:17:15	]Merlinsclaw entered observer.
[22:17:19	]Jon Hoodfella has spawned 'models/props/fence2.mdl'.
[22:17:20	]Merlinsclaw exited observer at their location.
[22:17:31	]Michael Brians has enabled persistence for 'models/props/wall10.mdl'.
[22:17:31	]Michael Brians has used a context menu option with the name: persist
[22:17:36	]Michael Brians entered observer.
[22:17:38	]Michael Brians exited observer at their location.
[22:17:39	]Michael Brians entered observer.
[22:17:40	]Merlinsclaw entered observer.
[22:17:42	]Merlinsclaw exited observer at their location.
[22:17:48	]Michael Brians exited observer at their location.
[22:17:50	]Michael Brians entered observer.
[22:17:50	]Merlinsclaw has spawned 'models/props_vehicles/tire001a_tractor.mdl'.
[22:17:52	]Merlinsclaw has spawned 'models/props_vehicles/tire001b_truck.mdl'.
[22:17:53	]Michael Brians exited observer at their location.
[22:17:54	]Merlinsclaw entered observer.
[22:17:55	]Michael Brians entered observer.
[22:17:57	]Michael Brians exited observer at their location.
[22:18:02	]Merlinsclaw exited observer at their location.
[22:18:04	]Michael Brians entered observer.
[22:18:06	]Merlinsclaw has spawned 'models/props_junk/CinderBlock01a.mdl'.
[22:18:08	]Merlinsclaw has spawned 'models/props_junk/CinderBlock01a.mdl'.
[22:18:15	]Merlinsclaw has spawned 'models/props_debris/wood_board06a.mdl'.
[22:18:42	]Michael Brians exited observer at their location.
[22:18:45	]Michael Brians entered observer.
[22:18:48	]Merlinsclaw has spawned 'models/willardnetworks/food/cproids.mdl'.
[22:18:49	]Michael Brians exited observer at their location.
[22:18:50	]Merlinsclaw entered observer.
[22:18:51	]Michael Brians entered observer.
[22:18:51	]Merlinsclaw exited observer at their location.
[22:18:52	]Merlinsclaw has spawned 'models/willardnetworks/food/cproids.mdl'.
[22:18:56	]Merlinsclaw has spawned 'models/willardnetworks/food/cproids.mdl'.
[22:19:01	]Merlinsclaw has spawned 'models/props_junk/PopCan01a.mdl'.
[22:19:03	]Merlinsclaw has spawned 'models/props_junk/PopCan01a.mdl'.
[22:19:03	]Michael Brians has spawned 'models/props/storefront.mdl'.
[22:19:07	]Merlinsclaw has spawned 'models/props_junk/PopCan01a.mdl'.
[22:19:09	]Michael Brians has fired a toolgun with the name: nocollideworld
[22:19:14	]Merlinsclaw has fired a toolgun with the name: sh_persist
[22:19:14	]Merlinsclaw has enabled persistence for 'models/props_debris/wood_board06a.mdl'.
[22:19:14	]Merlinsclaw has fired a toolgun with the name: sh_persist
[22:19:14	]Merlinsclaw has enabled persistence for 'models/props_junk/cinderblock01a.mdl'.
[22:19:15	]Merlinsclaw has fired a toolgun with the name: sh_persist
[22:19:15	]Merlinsclaw has enabled persistence for 'models/props_junk/cinderblock01a.mdl'.
[22:19:16	]Michael Brians has spawned 'models/props/wall9.mdl'.
[22:19:16	]Merlinsclaw has fired a toolgun with the name: sh_persist
[22:19:16	]Merlinsclaw has enabled persistence for 'models/props_c17/playground_jungle_gym01b.mdl'.
[22:19:19	]Michael Brians has fired a toolgun with the name: nocollideworld
[22:19:23	]Merlinsclaw has fired a toolgun with the name: material
[22:19:23	]Merlinsclaw has fired a toolgun with the name: material
[22:19:24	]Merlinsclaw has fired a toolgun with the name: material
[22:19:24	]Merlinsclaw has fired a toolgun with the name: material
[22:19:27	]Merlinsclaw has fired a toolgun with the name: material
[22:19:27	]Merlinsclaw has fired a toolgun with the name: material
[22:19:29	]Merlinsclaw has fired a toolgun with the name: material
[22:19:29	]Merlinsclaw has fired a toolgun with the name: material
[22:19:29	]Merlinsclaw has fired a toolgun with the name: material
[22:19:30	]Merlinsclaw has fired a toolgun with the name: material
[22:19:31	]Michael Brians exited observer at their location.
[22:19:32	]Michael Brians entered observer.
[22:19:33	]Merlinsclaw has fired a toolgun with the name: sh_persist
[22:19:33	]Merlinsclaw has enabled persistence for 'models/willardnetworks/food/cproids.mdl'.
[22:19:34	]Merlinsclaw has fired a toolgun with the name: sh_persist
[22:19:34	]Merlinsclaw has enabled persistence for 'models/willardnetworks/food/cproids.mdl'.
[22:19:34	]Merlinsclaw has fired a toolgun with the name: sh_persist
[22:19:34	]Merlinsclaw has enabled persistence for 'models/props_junk/popcan01a.mdl'.
[22:19:35	]Merlinsclaw has fired a toolgun with the name: sh_persist
[22:19:35	]Merlinsclaw has enabled persistence for 'models/props_junk/popcan01a.mdl'.
[22:19:35	]Merlinsclaw has fired a toolgun with the name: sh_persist
[22:19:35	]Merlinsclaw has enabled persistence for 'models/props_junk/popcan01a.mdl'.
[22:19:36	]Merlinsclaw has fired a toolgun with the name: sh_persist
[22:19:36	]Merlinsclaw has disabled persistence for 'models/props_debris/wood_board06a.mdl'.
[22:19:36	]Merlinsclaw has fired a toolgun with the name: sh_persist
[22:19:36	]Merlinsclaw has enabled persistence for 'models/props_debris/wood_board06a.mdl'.
[22:19:38	]Merlinsclaw has fired a toolgun with the name: sh_persist
[22:19:38	]Merlinsclaw has disabled persistence for 'models/props_c17/playground_jungle_gym01b.mdl'.
[22:19:38	]Merlinsclaw has fired a toolgun with the name: sh_persist
[22:19:38	]Merlinsclaw has enabled persistence for 'models/props_c17/playground_jungle_gym01b.mdl'.
[22:19:39	]Michael Brians exited observer at their location.
[22:19:39	]Merlinsclaw has fired a toolgun with the name: sh_persist
[22:19:39	]Merlinsclaw has enabled persistence for 'models/mechanics/solid_steel/type_b_2_4.mdl'.
[22:19:40	]Michael Brians has enabled persistence for 'models/props/wall9.mdl'.
[22:19:40	]Michael Brians has used a context menu option with the name: persist
[22:19:40	]Merlinsclaw has fired a toolgun with the name: sh_persist
[22:19:40	]Merlinsclaw has enabled persistence for 'models/props_vehicles/tire001b_truck.mdl'.
[22:19:41	]Michael Brians entered observer.
[22:19:41	]Merlinsclaw has fired a toolgun with the name: sh_persist
[22:19:41	]Merlinsclaw has enabled persistence for 'models/mechanics/solid_steel/type_b_2_2.mdl'.
