[00:00:00	]Raptorian - S10/K'A'N:WOLF-85 used command '/Radio unit is down'.
[00:18:46	]Scook has taken 1 damage from entityflame.
[00:18:47	]Scook has taken 1 damage from entityflame.
[00:18:47	]Scook has taken 1 damage from entityflame.
[00:18:47	]Scook has taken 1 damage from entityflame.
[00:18:47	]Scook has taken 1 damage from entityflame.
[00:18:47	]Milkman - S10/ORD.K'A'N:VIGGAKILLA-10 used command '/D this retard just fell in the water'.
[00:18:47	]Scook has taken 1 damage from entityflame.
[00:18:48	]Scook has taken 1 damage from entityflame.
[00:18:48	]Scook has taken 1 damage from entityflame.
[00:18:48	]Scook has taken 1 damage from entityflame.
[00:18:48	]Scook has taken 1 damage from entityflame.
[00:18:48	]Scook has taken 1 damage from entityflame.
[00:18:48	][OOC] Hank J. Wimleton: just aim better :shrug:
[00:18:49	]Scook has taken 1 damage from entityflame.
[00:18:49	]Scook has taken 1 damage from entityflame.
[00:18:49	]Scook has taken 1 damage from entityflame.
[00:18:49	]Scook has taken 1 damage from entityflame.
[00:18:49	]VADIM - SPEAR-78 used command '/Radio LMFAO'.
[00:18:49	]Scook has taken 1 damage from entityflame.
[00:18:49	][OOC] Don Lorenzo: Sometimes arms do 0 damage
[00:18:50	]Scook has taken 1 damage from entityflame.
[00:18:50	]Scook has taken 1 damage from entityflame.
[00:18:50	]Scook has taken 1 damage from entityflame.
[00:18:50	]Scook has taken 1 damage from entityflame.
[00:18:50	]Scook has taken 1 damage from entityflame.
[00:18:50	]Maine - S10/K'A'N.DESTROYER-70 used command '/ToggleRaise'.
[00:18:51	]Scook has taken 1 damage from entityflame.
[00:18:51	]Scook has taken 1 damage from entityflame.
[00:18:51	]Scook has taken 1 damage from entityflame.
[00:18:51	]Scook has taken 1 damage from entityflame.
[00:18:51	]Scook has taken 1 damage from entityflame.
[00:18:52	]Scook has taken 1 damage from entityflame.
[00:18:52	]Scook has taken 1 damage from entityflame.
[00:18:52	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 used command '/D YOU FUCKING KNOCKED ME OFF!'.
[00:18:52	]Scook has taken 1 damage from entityflame.
[00:18:52	]Scook has taken 1 damage from entityflame.
[00:18:52	]Scook has taken 1 damage from entityflame.
[00:18:53	]Scook has taken 1 damage from entityflame.
[00:18:53	]Scook has taken 1 damage from entityflame.
[00:18:53	]Scook has taken 1 damage from entityflame.
[00:18:53	]Scook has taken 1 damage from entityflame.
[00:18:53	]Scook has taken 1 damage from entityflame.
[00:18:54	]Scook has taken 1 damage from entityflame.
[00:18:54	]Scook has taken 1 damage from entityflame.
[00:18:54	]Scook has taken 1 damage from entityflame.
[00:18:54	]Scook has taken 1 damage from entityflame.
[00:18:54	]Scook has taken 1 damage from entityflame.
[00:18:55	]Scook has taken 1 damage from entityflame.
[00:18:55	]Scook has taken 1 damage from entityflame.
[00:18:55	]Scook has taken 1 damage from entityflame.
[00:18:55	]Scook has taken 1 damage from entityflame.
[00:18:55	]Scook has taken 1 damage from entityflame.
[00:18:56	]Scook has taken 1 damage from entityflame.
[00:18:56	]Scook has taken 1 damage from entityflame.
[00:18:56	]Scook has taken 1 damage from entityflame.
[00:18:56	]Scook has taken 1 damage from entityflame.
[00:18:56	]Scook has taken 1 damage from entityflame.
[00:18:57	]Scook has taken 1 damage from entityflame.
[00:18:57	]Scook has taken 1 damage from entityflame.
[00:18:57	]Scook has taken 1 damage from entityflame.
[00:18:57	]VADIM - SPEAR-78 used command '/Radio heal and tp back'.
[00:18:57	]Scook ran 'use' on item 'First Aid Kit' (#2049643)
[00:18:57	]Scook has performed the 'Use First Aid Kit' action, gaining 85 experience in medicine.
[00:18:57	]Scook was disinfected by Scook for 114 seconds.
[00:18:57	]Scook was bandaged by Scook for 55 HP.
[00:18:57	]Scook has taken 1 damage from entityflame.
[00:18:57	]Scook has taken 1 damage from entityflame.
[00:18:57	]ULTIMA - S10/APF.K'A'N-999 used command '/D alessio fix this'.
[00:18:58	]Scook has taken 1 damage from entityflame.
[00:18:58	]Scook has taken 1 damage from entityflame.
[00:18:59	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 used command '/ToggleGM'.
[00:18:59	]Milkman - S10/ORD.K'A'N:VIGGAKILLA-10 used command '/D i wasnt even near you'.
[00:19:01	]Mr McVort used command '/EnterMeditation'.
[00:19:02	][OOC] Moses McVortal: Advanced vortibeam on unarmed Civil Protection RCT
[00:19:03	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 ran SAM command 'respawn' with arguments: '^'
[00:19:03	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 has taken 2 damage from PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69.
[00:19:03	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 has taken 4 damage from PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69.
[00:19:04	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 has taken 6 damage from PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69.
[00:19:04	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 has taken 8 damage from PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69.
[00:19:04	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 ran SAM command 'admin' with arguments: ''
[00:19:04	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 was knocked unconscious and is bleeding out.
[00:19:04	]Tsah'Lih has taken 40 damage from Scook.
[00:19:04	][VORT] Scook has damaged Tsah'Lih dealing 40 with vortslam
[00:19:05	][IC] Mr McVort: Cooking.
[00:19:06	][IC] Maine - S10/K'A'N.DESTROYER-70: <:: Raptorian. ::>
[00:19:06	]Milkman - S10/ORD.K'A'N:VIGGAKILLA-10 used command '/D ALESSIO!!'.
[00:19:07	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 ran SAM command 'respawn' with arguments: '^'
[00:19:07	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 has taken 2 damage from PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69.
[00:19:07	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 ran SAM command 'unadmin' with arguments: ''
[00:19:07	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 has taken 2 damage from PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69.
[00:19:07	][IC] Mr McVort: Cooking.
[00:19:07	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 has taken 4 damage from PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69.
[00:19:08	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 ran SAM command 'admin' with arguments: ''
[00:19:08	]Scook was knocked unconscious and is bleeding out.
[00:19:08	][VORT] Tsah'Lih has damaged Scook dealing 595 with vortadvancedbeam
[00:19:08	][IC] Moses McVortal: Indeed...
[00:19:08	]Scook used command '/CharGetUp'.
[00:19:09	][IC] Mr McVort: Cooking.
[00:19:09	]VADIM - SPEAR-78 used command '/Radio get out of the water brah'.
[00:19:09	][OOC] Hank J. Wimleton: just aim better :shrug:
[00:19:10	]Moses McVortal used command '/ExitAct'.
[00:19:10	][OOC] Tamara Lahtizer: Stomach and chest have both done 30 and 25
[00:19:10	][IC] Scook: NOO.
[00:19:11	]ULTIMA - S10/APF.K'A'N-999 used command '/D alessio thats not a fix'.
[00:19:11	][IC] rebel mcrebel: Let him cook.
[00:19:11	][IC] Scook: LMAO.
[00:19:12	][IC] Maine - S10/K'A'N.DESTROYER-70: <:: No sound vvhen vve get near. ::>
[00:19:13	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 ran SAM command 'unadmin' with arguments: ''
[00:19:15	]Male_07 used command '/D wha'.
[00:19:15	][IC] Maine - S10/K'A'N.DESTROYER-70: <:: No sound vvhen vve get near. ::>
[00:19:16	][OOC] Tamara Lahtizer: Looking at my dmg log
[00:19:17	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 ran SAM command 'hp' with arguments: '^' '100'
[00:19:17	]Moses McVortal used command '/EnterMeditation'.
[00:19:17	]Tsah'Lih used command '/EnterMeditation'.
[00:19:17	][IC] Scook: Pls halp frend.
[00:19:18	][IC] Raptorian - S10/K'A'N:WOLF-85: <:: Hide there. ::>
[00:19:20	][IC] Maine - S10/K'A'N.DESTROYER-70: <:: No running near cave. ::>
[00:19:21	]VADIM - SPEAR-78 used command '/D i dont have all my meds'.
[00:19:21	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 ran SAM command 'armor' with arguments: '^' '100'
[00:19:21	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 is fully healed.
[00:19:22	]ULTIMA - S10/APF.K'A'N-999 used command '/D alessio teleport somethingcool69 to us'.
[00:19:22	]Mr McVort is fully healed.
[00:19:22	]Su'Kma'Ba'Lez used command '/Staff Purple fell in leech water...'.
[00:19:24	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 used command '/ToggleGM'.
[00:19:26	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 has lost a '30rnd Pulse-magazine' #2049486.
[00:19:29	]Su'Kma'Ba'Lez used command '/Staff Send his ass back to deployment lmao'.
[00:19:30	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 used command '/D I'm here'.
[00:19:31	]Milkman - S10/ORD.K'A'N:VIGGAKILLA-10 used command '/ToggleRaise'.
[00:19:31	][IC] rebel mcrebel: Are they coming or not.
[00:19:31	][OOC] Mr McVort: So, are we still waiting for OTA?
[00:19:32	][IC] Raptorian - S10/K'A'N:WOLF-85: <:: Wait for their signal. ::>
[00:19:35	][OOC] Male_07: yes
[00:19:36	][IC] Raptorian - S10/K'A'N:WOLF-85: <:: At intercession. ::>
[00:19:37	]VADIM - SPEAR-78 used command '/Radio smoke prepped'.
[00:19:38	]Don Lorenzo ran SAM command 'asay' with arguments: 'Admins, do I have my rebel rogue auths?'
[00:19:40	][IC] Maine - S10/K'A'N.DESTROYER-70: <:: Ridgeline, no? ::>
[00:19:41	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 ran 'Equip' on item 'Flash Grenade' (#2049702)
[00:19:41	][IC] Maine - S10/K'A'N.DESTROYER-70: <:: Copy. ::>
[00:19:46	][IC] Raptorian - S10/K'A'N:WOLF-85: <:: That wroks. ::>
[00:19:46	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 has gained a '30rnd Pulse-magazine' #2049486.
[00:19:46	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 has lost a '30rnd Pulse-magazine' #2049485.
[00:19:47	][IC] Raptorian - S10/K'A'N:WOLF-85: <:: Clear ridge. ::>
[00:19:48	]Milkman - S10/ORD.K'A'N:VIGGAKILLA-10 ran 'Equip' on item 'Flash Grenade' (#2049527)
[00:19:49	]VADIM - SPEAR-78 used command '/Radio where are the other 2??'.
[00:19:52	]Tamara Lahtizer used command '/PM Don I have a PK auth on you called *S2K*.. don't tempt me'.
[00:19:53	][IC] Milkman - S10/ORD.K'A'N:VIGGAKILLA-10: <:: Hold. ::>
[00:19:55	][Y] Moses McVortal: That sharp spur of hope has not dulled to this day. For once the lesser master lay defeated, we knew the greater must also fall in time.
[00:19:56	][OOC] Tsah'Lih: i cant believe i have to sit out this round because of the buggy healing system that rapt abused
[00:19:56	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 used command '/Radio FLASH prepped'.
[00:19:58	]Maine - S10/K'A'N.DESTROYER-70 used command '/Radio Moving to entrance.'.
[00:20:00	][IC] Milkman - S10/ORD.K'A'N:VIGGAKILLA-10: <:: Move in on this flash. ::>
[00:20:00	]VADIM - SPEAR-78 used command '/Radio we fucking lost some ota brah'.
[00:20:01	][IC] Maine - S10/K'A'N.DESTROYER-70: <:: Cant do ridge. ::>
[00:20:03	][IC] Raptorian - S10/K'A'N:WOLF-85: <:: Rappel up? ::>
[00:20:04	]Milkman - S10/ORD.K'A'N:VIGGAKILLA-10 has gained a '30rnd Pulse-magazine' #2049002.
[00:20:04	]Milkman - S10/ORD.K'A'N:VIGGAKILLA-10 has lost a '30rnd Pulse-magazine' #2049001.
[00:20:04	][IC] Maine - S10/K'A'N.DESTROYER-70: <:: Need to go quick. ::>
[00:20:05	][IC] Milkman - S10/ORD.K'A'N:VIGGAKILLA-10: <:: Deploy. ::>
[00:20:05	][IC] ULTIMA - S10/APF.K'A'N-999: <:: Go go go! ::>
[00:20:05	]Male_07 ran SAM command 'goto' with arguments: 'Hank'
[00:20:08	]Scook was just killed due to: accepting their death
[00:20:12	][IC] VADIM - SPEAR-78: <:: Smoke. ::>
[00:20:12	]Don Lorenzo used command '/Radio hearing a flashbang..'.
[00:20:13	][IC] VADIM - SPEAR-78: <:: Ready. ::>
[00:20:15	]Milkman - S10/ORD.K'A'N:VIGGAKILLA-10 ran 'Equip' on item 'Smoke Grenade' (#2049678)
[00:20:17	][IC] VADIM - SPEAR-78: <:: On me. ::>
[00:20:17	]Milkman - S10/ORD.K'A'N:VIGGAKILLA-10 has gained a '30rnd Pulse-magazine' #2049001.
[00:20:17	]Milkman - S10/ORD.K'A'N:VIGGAKILLA-10 has lost a '30rnd Pulse-magazine' #2049002.
[00:20:17	]ULTIMA - S10/APF.K'A'N-999 used command '/ToggleRaise'.
[00:20:17	]Milkman - S10/ORD.K'A'N:VIGGAKILLA-10 used command '/ToggleRaise'.
[00:20:18	][OOC] Male_07: why are you guys so pressed about a balance test...
[00:20:27	][IC] Maine - S10/K'A'N.DESTROYER-70: <:: Silence. ::>
[00:20:27	][OOC] Don Lorenzo: because we are here to have fun you incel
[00:20:30	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 has gained a '30rnd Pulse-magazine' #2049485.
[00:20:30	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 has lost a '30rnd Pulse-magazine' #2049486.
[00:20:32	]ULTIMA - S10/APF.K'A'N-999 used command '/ToggleRaise'.
[00:20:32	][OOC] Su'Kma'Ba'Lez: Tbh this round has gone to shit. But let's just finish it
[00:20:33	][Y] Moses McVortal: What seems to you a seems to you a sacrifice is merely, to us, an oscillation. We do not fear the interval of darkness.
[00:20:33	]Tamara Lahtizer has hit VADIM - SPEAR-78 in the stomach dealing 45 damage (CritChance was 0.54).
[00:20:33	]VADIM - SPEAR-78 has taken 45 damage from Tamara Lahtizer.
[00:20:33	]Milkman - S10/ORD.K'A'N:VIGGAKILLA-10 ran 'EquipUn' on item 'Smoke Grenade' (#2049678)
[00:20:33	]VADIM - SPEAR-78 has gained a '30rnd Pulse-magazine' #2049207.
[00:20:33	]VADIM - SPEAR-78 has lost a '30rnd Pulse-magazine' #2049206.
[00:20:34	]Milkman - S10/ORD.K'A'N:VIGGAKILLA-10 ran 'Equip' on item 'Frag Grenade' (#2049677)
[00:20:34	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 has hit Tamara Lahtizer in the left leg dealing 7 damage (CritChance was 0.50).
[00:20:34	]Tamara Lahtizer has taken 6 damage from PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69.
[00:20:34	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 has hit Tamara Lahtizer in the chest dealing 16 damage (CritChance was 0.50).
[00:20:34	]Tamara Lahtizer has taken 16 damage from PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69.
[00:20:34	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 has critically hit Tamara Lahtizer in the head dealing 27 damage (CritChance was 0.50).
[00:20:34	]Tamara Lahtizer has taken 27 damage from PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69.
[00:20:34	]Tamara Lahtizer is fully healed.
[00:20:35	]VADIM - SPEAR-78 is fully healed.
[00:20:36	]ULTIMA - S10/APF.K'A'N-999 has critically hit Tamara Lahtizer in the right leg dealing 7 damage (CritChance was 1.01).
[00:20:36	]Tamara Lahtizer has taken 7 damage from ULTIMA - S10/APF.K'A'N-999.
[00:20:36	]ULTIMA - S10/APF.K'A'N-999 has critically hit VADIM - SPEAR-78 in the stomach dealing 27 damage (CritChance was 1.01).
[00:20:36	]VADIM - SPEAR-78 has taken 27 damage from ULTIMA - S10/APF.K'A'N-999.
[00:20:36	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 has gained a '30rnd Pulse-magazine' #2049486.
[00:20:36	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 has lost a '30rnd Pulse-magazine' #2049485.
[00:20:38	]ULTIMA - S10/APF.K'A'N-999 has gained a '24rnd Heavy-Pulse Magazine' #2048589.
[00:20:38	]ULTIMA - S10/APF.K'A'N-999 has lost a '24rnd Heavy-Pulse Magazine' #2048588.
[00:20:40	]ULTIMA - S10/APF.K'A'N-999 used command '/D vadim..'.
[00:20:40	]rebel mcrebel has gained a '30rnd SG556-magazine' #2049108.
[00:20:40	]rebel mcrebel has lost a '30rnd SG556-magazine' #2049107.
[00:20:41	]ULTIMA - S10/APF.K'A'N-999 used command '/ToggleRaise'.
[00:20:41	][IC] VADIM - SPEAR-78: <:: DONT SHOOT ME TARDS. ::>
[00:20:41	]Milkman - S10/ORD.K'A'N:VIGGAKILLA-10 ran 'Equip' on item 'Flash Grenade' (#2049526)
[00:20:41	][OOC] Tsah'Lih: absolute chaos
[00:20:42	]Maine - S10/K'A'N.DESTROYER-70 used command '/Radio TEAM 2 is prepped in 1 minute. Give call on injection.'.
[00:20:42	]Tamara Lahtizer used command '/Radio Lighthouse!'.
[00:20:43	]Scook ran 'Equip' on item 'Sledge Hammer' (#1927062)
[00:20:44	]Tamara Lahtizer has gained a 'PM-II (7x)' #2049185.
[00:20:45	]Milkman - S10/ORD.K'A'N:VIGGAKILLA-10 has gained a '30rnd Pulse-magazine' #2049002.
[00:20:45	]Milkman - S10/ORD.K'A'N:VIGGAKILLA-10 has lost a '30rnd Pulse-magazine' #2049001.
[00:20:46	]ULTIMA - S10/APF.K'A'N-999 used command '/Radio Inject.'.
[00:20:46	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 has gained a '30rnd Pulse-magazine' #2049485.
[00:20:46	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 has lost a '30rnd Pulse-magazine' #2049484.
[00:20:46	]Milkman - S10/ORD.K'A'N:VIGGAKILLA-10 has gained a '30rnd Pulse-magazine' #2049001.
[00:20:46	]Milkman - S10/ORD.K'A'N:VIGGAKILLA-10 was knocked unconscious and is bleeding out.
[00:20:46	][VORT] Moses McVortal has damaged Milkman - S10/ORD.K'A'N:VIGGAKILLA-10 dealing 595 with vortadvancedbeam
[00:20:46	]VADIM - SPEAR-78 has gained a '30rnd Pulse-magazine' #2049206.
[00:20:46	]VADIM - SPEAR-78 was knocked unconscious and is bleeding out.
[00:20:46	][VORT] Moses McVortal has damaged VADIM - SPEAR-78 dealing 595 with vortadvancedbeam
[00:20:46	][IC] Milkman - S10/ORD.K'A'N:VIGGAKILLA-10: <:: Deploy. ::>
[00:20:47	]Tamara Lahtizer used command '/ToggleRaise'.
[00:20:49	]ULTIMA - S10/APF.K'A'N-999 used command '/ToggleRaise'.
[00:20:50	]Maine - S10/K'A'N.DESTROYER-70 used command '/ToggleRaise'.
[00:20:51	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 has gained a '30rnd Pulse-magazine' #2049484.
[00:20:51	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 has lost a '30rnd Pulse-magazine' #2049485.
[00:20:51	][OOC] Male_07: yeah after this one I think we're doneso
[00:20:52	]Tamara Lahtizer used command '/ToggleRaise'.
[00:20:53	]Milkman - S10/ORD.K'A'N:VIGGAKILLA-10 used command '/Radio Ordinal down'.
[00:20:54	]ULTIMA - S10/APF.K'A'N-999 used command '/ToggleRaise'.
[00:20:55	]Tamara Lahtizer ran 'Equip' on item 'Flash Grenade' (#2049179)
[00:20:55	]ULTIMA - S10/APF.K'A'N-999 has taken 40 damage from Vill'um.
[00:20:55	][VORT] Vill'um has damaged ULTIMA - S10/APF.K'A'N-999 dealing 40 with vortslam
[00:20:55	][VORT] Vill'um has damaged VADIM - SPEAR-78 dealing 40 with vortslam
[00:20:55	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 has taken 40 damage from Vill'um.
[00:20:55	][VORT] Vill'um has damaged PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 dealing 40 with vortslam
[00:20:56	]Tamara Lahtizer used command '/ToggleRaise'.
[00:20:56	]ULTIMA - S10/APF.K'A'N-999 has critically hit PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 in the left leg dealing 0 damage (CritChance was 1.01).
[00:20:56	]ULTIMA - S10/APF.K'A'N-999 has critically hit PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 in the right leg dealing 7 damage (CritChance was 1.01).
[00:20:56	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 has taken 7 damage from ULTIMA - S10/APF.K'A'N-999.
[00:20:56	]ULTIMA - S10/APF.K'A'N-999 has critically hit Vill'um dealing 0 damage (CritChance was 1.01).
[00:20:56	]ULTIMA - S10/APF.K'A'N-999 has critically hit Vill'um dealing 27 damage (CritChance was 1.01).
[00:20:56	]Vill'um has taken 27 damage from ULTIMA - S10/APF.K'A'N-999.
[00:20:56	]ULTIMA - S10/APF.K'A'N-999 has critically hit Vill'um dealing 27 damage (CritChance was 1.01).
[00:20:56	]Vill'um has taken 27 damage from ULTIMA - S10/APF.K'A'N-999.
[00:20:57	]ULTIMA - S10/APF.K'A'N-999 has critically hit Vill'um dealing 27 damage (CritChance was 1.01).
[00:20:57	]Vill'um was knocked unconscious and is bleeding out.
[00:20:59	][IC] ULTIMA - S10/APF.K'A'N-999: <:: Shithead. ::>
[00:21:00	]Maine - S10/K'A'N.DESTROYER-70 used command '/ToggleRaise'.
[00:21:01	]ULTIMA - S10/APF.K'A'N-999 ran 'use' on item 'Adrenaline' (#2049689)
[00:21:01	]ULTIMA - S10/APF.K'A'N-999 has performed the 'Use Adrenaline' action, gaining 40 experience in medicine.
[00:21:01	]ULTIMA - S10/APF.K'A'N-999 has gained a level 4 short boost in Agility.
[00:21:03	]Maine - S10/K'A'N.DESTROYER-70 has critically hit Mr McVort dealing 0 damage (CritChance was 1.01).
[00:21:03	]Maine - S10/K'A'N.DESTROYER-70 has critically hit Mr McVort dealing 0 damage (CritChance was 1.01).
[00:21:03	]Maine - S10/K'A'N.DESTROYER-70 has critically hit Mr McVort dealing 25 damage (CritChance was 1.01).
[00:21:03	]Mr McVort has taken 25 damage from Maine - S10/K'A'N.DESTROYER-70.
[00:21:03	]Maine - S10/K'A'N.DESTROYER-70 has critically hit Mr McVort dealing 25 damage (CritChance was 1.01).
[00:21:03	]Mr McVort has taken 25 damage from Maine - S10/K'A'N.DESTROYER-70.
[00:21:03	]Maine - S10/K'A'N.DESTROYER-70 has gained a '30rnd Pulse-magazine' #2049429.
[00:21:03	]Maine - S10/K'A'N.DESTROYER-70 was knocked unconscious and is bleeding out.
[00:21:03	][VORT] Mr McVort has damaged Maine - S10/K'A'N.DESTROYER-70 dealing 595 with vortadvancedbeam
[00:21:04	][Y] Moses McVortal: Throw a grenade!
[00:21:04	][OOC] Tsah'Lih: don lorenzo?
[00:21:05	]ULTIMA - S10/APF.K'A'N-999 has critically hit Scook dealing 0 damage (CritChance was 1.01).
[00:21:05	]ULTIMA - S10/APF.K'A'N-999 has critically hit Scook dealing 0 damage (CritChance was 1.01).
[00:21:05	]ULTIMA - S10/APF.K'A'N-999 has critically hit Scook dealing 0 damage (CritChance was 1.01).
[00:21:05	]ULTIMA - S10/APF.K'A'N-999 has critically hit Scook dealing 27 damage (CritChance was 1.01).
[00:21:05	]Scook has taken 27 damage from ULTIMA - S10/APF.K'A'N-999.
[00:21:05	]ULTIMA - S10/APF.K'A'N-999 has critically hit Scook dealing 0 damage (CritChance was 1.01).
[00:21:05	]ULTIMA - S10/APF.K'A'N-999 has critically hit Scook dealing 27 damage (CritChance was 1.01).
[00:21:05	]Scook has taken 27 damage from ULTIMA - S10/APF.K'A'N-999.
[00:21:05	]Raptorian - S10/K'A'N:WOLF-85 has critically hit Mr McVort dealing 25 damage (CritChance was 1.01).
[00:21:05	]Mr McVort has taken 25 damage from Raptorian - S10/K'A'N:WOLF-85.
[00:21:05	]ULTIMA - S10/APF.K'A'N-999 has critically hit Scook dealing 0 damage (CritChance was 1.01).
[00:21:05	]ULTIMA - S10/APF.K'A'N-999 has critically hit Scook dealing 27 damage (CritChance was 1.01).
[00:21:05	]Scook has taken 27 damage from ULTIMA - S10/APF.K'A'N-999.
[00:21:05	]Raptorian - S10/K'A'N:WOLF-85 has critically hit Mr McVort dealing 0 damage (CritChance was 1.01).
[00:21:05	]Raptorian - S10/K'A'N:WOLF-85 has critically hit Mr McVort dealing 25 damage (CritChance was 1.01).
[00:21:05	]Mr McVort has taken 25 damage from Raptorian - S10/K'A'N:WOLF-85.
[00:21:06	]ULTIMA - S10/APF.K'A'N-999 has critically hit Scook dealing 0 damage (CritChance was 1.01).
[00:21:06	]ULTIMA - S10/APF.K'A'N-999 has critically hit Scook dealing 27 damage (CritChance was 1.01).
[00:21:06	]Scook has taken 27 damage from ULTIMA - S10/APF.K'A'N-999.
[00:21:06	]Hank J. Wimleton has critically hit Scook dealing 10 damage (CritChance was 0.84).
[00:21:06	]Scook has taken 10 damage from Hank J. Wimleton.
[00:21:06	]Hank J. Wimleton has critically hit Scook dealing 10 damage (CritChance was 0.84).
[00:21:06	]Scook has taken 10 damage from Hank J. Wimleton.
[00:21:06	]Raptorian - S10/K'A'N:WOLF-85 has critically hit Mr McVort dealing 25 damage (CritChance was 1.01).
[00:21:06	]Mr McVort has taken 25 damage from Raptorian - S10/K'A'N:WOLF-85.
[00:21:06	]Vill'um used command '/CharStopBleedout ^'.
[00:21:07	]Milkman - S10/ORD.K'A'N:VIGGAKILLA-10 used command '/Radio helix'.
[00:21:07	]ULTIMA - S10/APF.K'A'N-999 has critically hit Scook dealing 27 damage (CritChance was 1.01).
[00:21:07	]Scook has taken 27 damage from ULTIMA - S10/APF.K'A'N-999.
[00:21:07	]Hank J. Wimleton has gained a '8rnd 870-magazine' #1987256.
[00:21:07	]Hank J. Wimleton has lost a '8rnd 870-magazine' #1987255.
[00:21:07	]Raptorian - S10/K'A'N:WOLF-85 has critically hit Mr McVort dealing 0 damage (CritChance was 1.01).
[00:21:07	]Raptorian - S10/K'A'N:WOLF-85 has critically hit Mr McVort dealing 25 damage (CritChance was 1.01).
[00:21:07	]Mr McVort has taken 25 damage from Raptorian - S10/K'A'N:WOLF-85.
[00:21:07	]ULTIMA - S10/APF.K'A'N-999 has critically hit Scook dealing 0 damage (CritChance was 1.01).
[00:21:07	]ULTIMA - S10/APF.K'A'N-999 has critically hit Scook dealing 27 damage (CritChance was 1.01).
[00:21:07	]Scook has taken 27 damage from ULTIMA - S10/APF.K'A'N-999.
[00:21:07	]ULTIMA - S10/APF.K'A'N-999 has critically hit Scook dealing 0 damage (CritChance was 1.01).
[00:21:07	]ULTIMA - S10/APF.K'A'N-999 has critically hit Scook dealing 27 damage (CritChance was 1.01).
[00:21:07	]Scook was knocked unconscious and is bleeding out.
[00:21:07	]Raptorian - S10/K'A'N:WOLF-85 has critically hit Mr McVort dealing 0 damage (CritChance was 1.01).
[00:21:07	]Raptorian - S10/K'A'N:WOLF-85 has critically hit Mr McVort dealing 0 damage (CritChance was 1.01).
[00:21:07	]Raptorian - S10/K'A'N:WOLF-85 has critically hit Mr McVort dealing 0 damage (CritChance was 1.01).
