[18:03:44	]Kappatalist has connected.
[20:15:04	]Razi Oliver has taken 15 damage from Human Grunt.
[20:15:04	]Razi Oliver has taken 5 damage from Human Sergeant.
[20:15:04	]Razi Oliver has taken 1 damage from Human Grunt.
[20:15:04	]Razi Oliver has taken 5 damage from Human Grunt.
[20:15:04	]Razi Oliver has taken 5 damage from Human Sergeant.
[20:15:04	]Razi Oliver has taken 5 damage from Human Grunt.
[20:15:04	]Razi Oliver has taken 5 damage from Human Grunt.
[20:15:04	]Razi Oliver has taken 1 damage from Human Grunt.
[20:15:04	]Razi Oliver has taken 5 damage from Human Grunt.
[20:15:04	]Razi Oliver was knocked unconscious and is bleeding out.
[20:15:11	]Eric Bayer used command '/CharStopBleedout Razi'.
[20:15:12	]Razi Oliver was knocked unconscious and is bleeding out.
[20:15:15	]Eric Bayer ran SAM command 'hp' with arguments: 'Razi' '500'
[20:15:17	]Razi Oliver is no longer unconscious from critical wounds.
[20:15:17	]Razi Oliver is fully healed.
[20:15:17	]Razi Oliver has taken 5 damage from Human Grunt.
[20:15:18	]Razi Oliver has taken 2 damage from Human Grunt.
[20:15:18	]Razi Oliver has taken 5 damage from Human Grunt.
[20:15:18	]Razi Oliver has taken 5 damage from Human Grunt.
[20:15:18	]Razi Oliver has taken 10 damage from Human Grunt.
[20:15:18	]Razi Oliver has taken 80 damage from Human Grunt.
[20:15:18	]Razi Oliver has taken 5 damage from Human Sergeant.
[20:15:19	]Razi Oliver has taken 5 damage from Human Grunt.
[20:15:19	]Razi Oliver has taken 1 damage from Human Grunt.
[20:15:19	]Razi Oliver has taken 5 damage from Human Grunt.
[20:15:19	]Razi Oliver has taken 5 damage from Human Sergeant.
[20:15:19	]Razi Oliver has taken 10 damage from Human Grunt.
[20:15:19	]Razi Oliver has taken 1 damage from Human Grunt.
[20:15:19	]Razi Oliver has taken 1 damage from Human Sergeant.
[20:15:19	]Razi Oliver has taken 5 damage from Human Grunt.
[20:15:19	]Razi Oliver has taken 1 damage from Human Grunt.
[20:15:20	]Razi Oliver has taken 6 damage from Human Grunt.
[20:15:20	]Razi Oliver has taken 6 damage from Human Grunt.
[20:15:20	]Razi Oliver has taken 6 damage from Human Grunt.
[20:15:20	]Razi Oliver has taken 7 damage from Human Grunt.
[20:15:20	]Razi Oliver has taken 5 damage from Human Grunt.
[20:15:21	]Razi Oliver has taken 1 damage from Human Grunt.
[20:15:21	]Razi Oliver has taken 6 damage from Human Grunt.
[20:15:22	]Razi Oliver is fully healed.
[20:15:24	]Razi Oliver has taken 50 damage from obj_vj_hlr1_grenade.
[20:15:26	]Eric Bayer used command '/CharStopBleedout Razi'.
[20:15:27	]Razi Oliver is fully healed.
[20:15:30	]Eric Bayer has used a context menu option with the name: remove
[20:15:36	]Eric Bayer has spawned a 'NPC [4828][npc_vj_hlr1_mrfriendly]'.
[20:15:38	]Eric Bayer exited observer at their location.
[20:15:42	]Eric Bayer entered observer.
[20:15:48	]Eric Bayer has spawned a 'NPC [4899][npc_citizen]'.
[20:16:08	]Eric Bayer has used a context menu option with the name: remove
[20:16:11	]Eric Bayer has spawned a 'NPC [4870][npc_vj_hlr1_m2a3bradley]'.
[20:16:14	]Eric Bayer has spawned a 'NPC [4849][npc_vj_hlr1_m1a1abrams]'.
[20:16:18	]Eric Bayer has spawned a 'NPC [4849][npc_vj_hlr1_ichthyosaur]'.
[20:16:23	]Eric Bayer has spawned a 'NPC [4828][npc_vj_hlr1_boid]'.
[20:16:40	]Eric Bayer has used a context menu option with the name: vj_pr_npc_control
[20:16:46	]Eric Bayer entered observer.
[20:16:59	]Eric Bayer has spawned a 'NPC [4934][npc_vj_hlr1_rat]'.
[20:17:05	]Razi Oliver ran 'take' on item 'Small Bag' (#2048871)
[20:17:05	]Razi Oliver has gained a 'Small Bag' #2048871.
[20:17:05	]Razi Oliver has gained a 'Adrenaline' #2049654.
[20:17:16	]Eric Bayer has used a context menu option with the name: vj_pr_npc_gib
[20:17:37	]Eric Bayer has spawned a 'NPC [4866][npc_vj_hunter2_z]'.
[20:17:41	]Eric Bayer exited observer at their location.
[20:17:43	]Eric Bayer entered observer.
[20:17:53	]Eric Bayer has spawned a 'NPC [4869][npc_vj_hunter2_z]'.
[20:17:58	]Eric Bayer has fired a toolgun with the name: vjstool_npcmover
[20:18:30	]Razi Oliver has taken 8 damage from Hunter Synth.
[20:18:32	]Razi Oliver is fully healed.
[20:18:40	]Razi Oliver has taken 8 damage from Hunter Synth.
[20:18:40	]Razi Oliver has taken 8 damage from Hunter Synth.
[20:18:42	]Razi Oliver is fully healed.
[20:18:44	]Razi Oliver has taken 8 damage from Hunter Synth.
[20:18:45	]Razi Oliver has taken 8 damage from Hunter Synth.
[20:18:46	]Razi Oliver has taken 8 damage from Hunter Synth.
[20:18:46	]Razi Oliver has taken 8 damage from Hunter Synth.
[20:18:47	]Razi Oliver has taken 8 damage from Hunter Synth.
[20:18:47	]Razi Oliver has taken 8 damage from Hunter Synth.
[20:18:47	]Razi Oliver is fully healed.
[20:18:48	]Razi Oliver has taken 8 damage from Hunter Synth.
[20:18:49	]Eric Bayer has used a context menu option with the name: vj_pr_npc_gib
[20:18:50	]Razi Oliver has taken 8 damage from obj_vj_flechette_z.
[20:18:52	]Razi Oliver is fully healed.
[20:19:22	]Eric Bayer has spawned a 'Entity [4850][hydra_egg]'.
[20:19:24	]Eric Bayer exited observer at their location.
[20:19:25	]Eric Bayer entered observer.
[20:19:30	]Eric Bayer has spawned a 'Entity [4881][hydra_base]'.
[20:19:35	]Eric Bayer has spawned a 'NPC [131][npc_citizen]'.
[20:19:43	]Eric Bayer has spawned a 'NPC [4883][npc_citizen]'.
[20:19:45	]Eric Bayer has spawned a 'NPC [4870][npc_citizen]'.
[20:19:48	]Eric Bayer has spawned a 'NPC [2883][npc_citizen]'.
[20:20:09	]Eric Bayer has spawned a incendiary_grenade.
[20:20:11	]Eric Bayer has spawned a hatchet.
[20:20:15	]Eric Bayer has spawned a 'NPC [4895][npc_citizen]'.
[20:20:18	]Eric Bayer has spawned a 'NPC [4907][npc_citizen]'.
[20:20:20	]Eric Bayer has spawned a 'NPC [4857][npc_citizen]'.
[20:20:33	]Eric Bayer has spawned a 'NPC [4914][npc_citizen]'.
[20:20:36	]Eric Bayer has spawned a 'NPC [4895][npc_citizen]'.
[20:20:39	]Eric Bayer has spawned a 'NPC [4850][npc_citizen]'.
[20:21:29	]Eric Bayer has spawned a 'NPC [4879][npc_vj_overwatch_soldier_z]'.
[20:21:42	]Eric Bayer has spawned a 'NPC [4783][npc_vj_overwatch_soldier_z]'.
[20:22:25	]Eric Bayer has spawned a 'NPC [4912][npc_vj_overwatch_soldier_z]'.
[20:22:36	]Eric Bayer has spawned a akm.
[20:22:42	]Razi Oliver has taken 80 damage from Overwatch Soldier.
[20:22:42	]Razi Oliver has taken 1 damage from Overwatch Soldier.
[20:22:43	]Razi Oliver has taken 5 damage from Overwatch Soldier.
[20:22:43	]Razi Oliver has taken 1 damage from Overwatch Soldier.
[20:22:43	]Razi Oliver has taken 5 damage from Overwatch Soldier.
[20:22:43	]Razi Oliver has taken 1 damage from Overwatch Soldier.
[20:22:43	]Razi Oliver has taken 5 damage from Overwatch Soldier.
[20:22:44	]Razi Oliver has taken 10 damage from Overwatch Soldier.
[20:22:44	]Razi Oliver has damaged npc_vj_overwatch_soldier_z, dealing 5 with ix_hands
[20:22:45	]Razi Oliver has damaged npc_vj_overwatch_soldier_z, dealing 5 with ix_hands
[20:22:45	]Razi Oliver has taken 10 damage from Overwatch Soldier.
[20:22:46	]Razi Oliver has taken 10 damage from Overwatch Soldier.
[20:22:47	]Razi Oliver has taken 10 damage from Overwatch Soldier.
[20:22:47	]Razi Oliver has damaged npc_vj_overwatch_soldier_z, dealing 5 with ix_hands
[20:22:48	]Razi Oliver has taken 10 damage from Overwatch Soldier.
[20:22:48	]Razi Oliver has damaged npc_vj_overwatch_soldier_z, dealing 5 with ix_hands
[20:22:49	]Razi Oliver has taken 10 damage from Overwatch Soldier.
[20:22:50	]Razi Oliver was knocked unconscious and is bleeding out.
[20:22:51	]Eric Bayer has spawned a magazine_ak_30rnd.
[20:22:52	]Eric Bayer has spawned a magazine_ak_30rnd.
[20:22:54	]Eric Bayer has spawned a bullets_assaultrifle.
[20:22:54	]Eric Bayer has spawned a bullets_assaultrifle.
[20:23:04	]Eric Bayer used command '/CharStopBleedout razi'.
[20:23:07	]Eric Bayer ran SAM command 'hp' with arguments: 'razi' '100'
[20:23:07	]Razi Oliver used command '/CharGetUp'.
[20:23:07	]Razi Oliver is no longer unconscious from critical wounds.
[20:23:07	]Razi Oliver is fully healed.
[20:23:11	]Razi Oliver ran 'take' on item 'Assault Rifle Bullets' (#2050029)
[20:23:11	]Razi Oliver has gained a 'Assault Rifle Bullets' #2050029.
[20:23:12	]Razi Oliver ran 'take' on item 'Assault Rifle Bullets' (#2050028)
[20:23:12	]Razi Oliver has gained a 'Assault Rifle Bullets' #2050028.
[20:23:13	]Razi Oliver ran 'take' on item 'AKM' (#2050025)
[20:23:13	]Razi Oliver has gained a 'AKM' #2050025.
[20:23:14	]Razi Oliver ran 'take' on item '30rnd AK-magazine' (#2050027)
[20:23:14	]Razi Oliver has gained a '30rnd AK-magazine' #2050027.
[20:23:15	]Razi Oliver ran 'take' on item '30rnd AK-magazine' (#2050026)
[20:23:15	]Razi Oliver has gained a '30rnd AK-magazine' #2050026.
[20:23:16	]Eric Bayer is admin-searching Razi Oliver's inventory.
[20:23:16	]Eric Bayer has used a context menu option with the name: ixviewinventory
[20:23:18	]Razi Oliver ran 'Equip' on item 'AKM' (#2050025)
[20:23:19	]Eric Bayer has closed Razi Oliver's inventory.
[20:23:19	]Razi Oliver ran 'combine' on item '30rnd AK-magazine' (#2050026)
[20:23:20	]Razi Oliver ran 'combine' on item '30rnd AK-magazine' (#2050027)
[20:23:22	]Razi Oliver has lost a '30rnd AK-magazine' #2050027.
[20:23:31	]Razi Oliver has hit npc_vj_overwatch_soldier_z dealing 14 damage (CritChance was 0.50).
[20:23:31	]Razi Oliver has hit npc_vj_overwatch_soldier_z in the left arm dealing 9 damage (CritChance was 0.50).
[20:23:31	]Razi Oliver has hit npc_vj_overwatch_soldier_z in the head dealing 12 damage (CritChance was 0.50).
[20:23:41	]Eric Bayer has spawned a 'NPC [4908][npc_vj_overwatch_elite_z]'.
[20:23:43	]Eric Bayer has spawned a 'NPC [4845][npc_vj_overwatch_elite_z]'.
[20:23:47	]Razi Oliver has gained level 1 in the Guns skill.
[20:23:47	]Razi Oliver has hit npc_vj_overwatch_soldier_z dealing 14 damage (CritChance was 0.50).
[20:23:48	]Razi Oliver has hit npc_vj_overwatch_soldier_z dealing 14 damage (CritChance was 0.53).
[20:23:48	]Razi Oliver has hit npc_vj_overwatch_soldier_z in the left arm dealing 9 damage (CritChance was 0.53).
[20:23:48	]Razi Oliver has hit npc_vj_overwatch_soldier_z in the head dealing 12 damage (CritChance was 0.53).
[20:23:49	]Razi Oliver has taken 5 damage from Overwatch Soldier.
[20:23:55	]Razi Oliver has gained level 2 in the Guns skill.
[20:23:55	]Razi Oliver has critically hit npc_vj_overwatch_soldier_z dealing 22 damage (CritChance was 0.53).
[20:23:57	]Razi Oliver has gained a '30rnd AK-magazine' #2050027.
[20:23:57	]Razi Oliver has lost a '30rnd AK-magazine' #2050026.
[20:23:58	]Eric Bayer has spawned a torso_green_kevlar_t3.
[20:24:05	]Razi Oliver ran 'take' on item 'Heavy Kevlar Uniform' (#2050030)
[20:24:05	]Razi Oliver has gained a 'Heavy Kevlar Uniform' #2050030.
[20:24:27	]Razi Oliver has critically hit npc_vj_overwatch_elite_z in the right arm dealing 19 damage (CritChance was 0.55).
[20:24:27	]Razi Oliver has hit npc_vj_overwatch_elite_z dealing 14 damage (CritChance was 0.55).
[20:24:27	]Razi Oliver has gained level 3 in the Guns skill.
[20:24:27	]Razi Oliver has critically hit npc_vj_overwatch_elite_z dealing 22 damage (CritChance was 0.55).
[20:24:28	]Razi Oliver has critically hit npc_vj_overwatch_elite_z in the right arm dealing 19 damage (CritChance was 0.57).
[20:24:28	]Razi Oliver has critically hit npc_vj_overwatch_elite_z in the head dealing 24 damage (CritChance was 0.57).
[20:24:28	]Razi Oliver has gained level 4 in the Guns skill.
[20:24:28	]Razi Oliver has hit npc_vj_overwatch_elite_z in the head dealing 12 damage (CritChance was 0.57).
[20:24:30	]Razi Oliver has critically hit npc_vj_overwatch_elite_z dealing 22 damage (CritChance was 0.59).
[20:24:30	]Razi Oliver has gained a '30rnd AK-magazine' #2050026.
[20:24:30	]Razi Oliver was knocked unconscious and is bleeding out.
[20:24:42	]Eric Bayer used command '/CharStopBleedout razi'.
[20:24:44	]Eric Bayer ran SAM command 'hp' with arguments: 'razi' '100'
[20:24:47	]Eric Bayer ran SAM command 'armor' with arguments: 'razi' '50'
[20:24:47	]Razi Oliver is no longer unconscious from critical wounds.
[20:24:47	]Razi Oliver is fully healed.
[20:24:51	]Razi Oliver ran 'unload' on item '30rnd AK-magazine' (#2050027)
[20:24:51	]Razi Oliver has gained a 'Assault Rifle Bullets' #2050031.
[20:24:53	]Razi Oliver ran 'combine' on item '30rnd AK-magazine' (#2050026)
[20:24:55	]Razi Oliver has lost a '30rnd AK-magazine' #2050026.
[20:24:56	]Eric Bayer has spawned a 'NPC [4899][npc_vj_combine_apc_z]'.
[20:25:00	]Eric Bayer has fired a toolgun with the name: vjstool_npcmover
[20:25:00	]Eric Bayer has fired a toolgun with the name: vjstool_npcmover
[20:25:01	]Eric Bayer has fired a toolgun with the name: vjstool_npcmover
[20:25:02	]Eric Bayer has fired a toolgun with the name: vjstool_npcmover
[20:25:03	]Eric Bayer has fired a toolgun with the name: vjstool_npcmover
[20:25:06	]Razi Oliver has critically hit npc_vj_overwatch_elite_z dealing 22 damage (CritChance was 0.59).
[20:25:06	]Razi Oliver has taken 3 damage from Overwatch Elite.
[20:25:06	]Razi Oliver has gained level 5 in the Guns skill.
[20:25:06	]Razi Oliver has critically hit npc_vj_overwatch_elite_z dealing 0 damage (CritChance was 0.59).
[20:25:06	]Razi Oliver has hit npc_vj_overwatch_elite_z in the left arm dealing 9 damage (CritChance was 0.61).
[20:25:06	]Razi Oliver has taken 12 damage from Overwatch Elite.
[20:25:06	]Razi Oliver has taken 3 damage from Overwatch Elite.
[20:25:06	]Razi Oliver has hit npc_vj_overwatch_elite_z dealing 14 damage (CritChance was 0.61).
[20:25:06	]Razi Oliver has taken 3 damage from Overwatch Elite.
[20:25:07	]Razi Oliver has taken 3 damage from Overwatch Elite.
[20:25:07	]Razi Oliver has gained level 6 in the Guns skill.
[20:25:07	]Razi Oliver has hit npc_vj_overwatch_elite_z dealing 14 damage (CritChance was 0.61).
[20:25:07	]Razi Oliver has taken 3 damage from Overwatch Elite.
[20:25:07	]Razi Oliver has critically hit npc_vj_overwatch_elite_z in the head dealing 24 damage (CritChance was 0.63).
[20:25:07	]Razi Oliver is fully healed.
[20:25:12	]Razi Oliver has taken 20 damage from Combine APC.
[20:25:13	]Razi Oliver has taken 10 damage from Combine APC.
[20:25:17	]Razi Oliver is fully healed.
[20:25:18	]Razi Oliver has taken 80 damage from Overwatch Soldier.
[20:25:18	]Razi Oliver has taken 1 damage from Overwatch Soldier.
[20:25:18	]Razi Oliver has taken 1 damage from Overwatch Soldier.
[20:25:18	]Razi Oliver has taken 5 damage from Overwatch Soldier.
[20:25:18	]Razi Oliver has critically hit npc_vj_overwatch_soldier_z in the head dealing 24 damage (CritChance was 0.59).
[20:25:19	]Razi Oliver has gained level 7 in the Guns skill.
[20:25:19	]Razi Oliver has hit npc_vj_overwatch_soldier_z in the left leg dealing 12 damage (CritChance was 0.59).
[20:25:19	]Razi Oliver has critically hit npc_vj_overwatch_soldier_z in the right leg dealing 21 damage (CritChance was 0.59).
[20:25:19	]Razi Oliver has critically hit npc_vj_overwatch_soldier_z dealing 22 damage (CritChance was 0.59).
[20:25:19	]Eric Bayer has spawned a 'NPC [4928][npc_vj_overwatch_soldier_z]'.
[20:25:20	]Eric Bayer has spawned a 'NPC [4936][npc_vj_overwatch_soldier_z]'.
[20:25:26	]Eric Bayer has spawned a 'NPC [4961][npc_vj_hlr2_rebel_engineer]'.
[20:25:27	]Eric Bayer has spawned a 'NPC [4851][npc_vj_hlr2_rebel_engineer]'.
[20:25:35	]Eric Bayer has spawned a 'NPC [3984][npc_vj_hlr2_rebel]'.
[20:25:44	]Eric Bayer has given himself a surgerykit.
[20:25:44	]Eric Bayer has gained a 'Surgical Kit' #2050032.
[20:25:45	]Eric Bayer has given himself a firstaid.
[20:25:45	]Eric Bayer has gained a 'First Aid Kit' #2050033.
[20:25:46	]Eric Bayer has given himself a health_kit.
[20:25:46	]Eric Bayer has gained a 'Health Kit' #2050034.
[20:25:48	]Eric Bayer is admin-searching Razi Oliver's inventory.
[20:25:48	]Eric Bayer has used a context menu option with the name: ixviewinventory
[20:25:50	]Razi Oliver has gained a 'Health Kit' #2050034.
[20:25:50	]Eric Bayer has transferred a 'Health Kit' #2050034 to a container with the name 'Razi Oliver's inventory' #61412.
[20:25:51	]Razi Oliver has gained a 'First Aid Kit' #2050033.
[20:25:51	]Eric Bayer has transferred a 'First Aid Kit' #2050033 to a container with the name 'Razi Oliver's inventory' #61412.
[20:25:53	]Razi Oliver has gained a 'Surgical Kit' #2050032.
[20:25:53	]Eric Bayer has transferred a 'Surgical Kit' #2050032 to a container with the name 'Razi Oliver's inventory' #61412.
[20:25:53	]Eric Bayer has closed Razi Oliver's inventory.
[20:26:05	]Eric Bayer has spawned a 'NPC [4935][npc_vj_overwatch_soldier_z]'.
[20:26:06	]Eric Bayer has spawned a 'NPC [4832][npc_vj_overwatch_soldier_z]'.
[20:26:08	]Eric Bayer has spawned a 'NPC [4919][npc_vj_overwatch_soldier_z]'.
[20:26:16	]Eric Bayer has spawned a 'NPC [4889][npc_vj_hlr2_rebel]'.
[20:26:18	]Eric Bayer has spawned a 'NPC [4977][npc_vj_hlr2_rebel]'.
[20:26:20	]Eric Bayer has spawned a 'NPC [4783][npc_vj_hlr2_rebel]'.
[20:26:21	]Razi Oliver has taken 1 damage from Overwatch Soldier.
[20:26:22	]Razi Oliver has taken 3 damage from Overwatch Soldier.
[20:26:22	]Razi Oliver has gained a '30rnd AK-magazine' #2050026.
[20:26:22	]Razi Oliver was knocked unconscious and is bleeding out.
[20:26:30	]Eric Bayer used command '/CharStopBleedout razi'.
[20:26:32	]Eric Bayer ran SAM command 'hp' with arguments: 'razi' '100'
[20:26:32	]Razi Oliver is no longer unconscious from critical wounds.
[20:26:32	]Razi Oliver is fully healed.
[20:26:34	]Eric Bayer ran SAM command 'armor' with arguments: 'razi' '50'
[20:26:39	]Razi Oliver has lost a '30rnd AK-magazine' #2050026.
[20:27:03	]Razi Oliver has taken 2 damage from Combine APC.
[20:27:03	]Razi Oliver has taken 10 damage from Combine APC.
[20:27:04	]Razi Oliver has taken 32 damage from Combine APC.
[20:27:06	]Eric Bayer has spawned a 'NPC [4954][npc_vj_overwatch_soldier_z]'.
[20:27:07	]Eric Bayer has spawned a 'NPC [4961][npc_vj_overwatch_soldier_z]'.
[20:27:09	]Razi Oliver has taken 32 damage from Combine APC.
[20:27:09	]Razi Oliver has taken 10 damage from Combine APC.
[20:27:30	]Razi Oliver has taken 10 damage from Combine APC.
[20:27:30	]Razi Oliver has taken 10 damage from Combine APC.
[20:27:30	]Razi Oliver has taken 2 damage from Combine APC.
[20:27:31	]Razi Oliver has taken 2 damage from Combine APC.
[20:27:31	]Razi Oliver has taken 2 damage from Combine APC.
[20:27:31	]Razi Oliver has taken 32 damage from Combine APC.
[20:27:31	]Razi Oliver has gained a '30rnd AK-magazine' #2050026.
[20:27:31	]Razi Oliver was knocked unconscious and is bleeding out.
[20:27:39	]Eric Bayer used command '/CharStopBleedout razi'.
[20:27:40	]Eric Bayer ran SAM command 'armor' with arguments: 'razi' '50'
[20:27:41	]Eric Bayer ran SAM command 'armor' with arguments: 'razi' '50'
[20:27:45	]Eric Bayer ran SAM command 'hp' with arguments: 'razi' '100'
[20:27:47	]Razi Oliver is no longer unconscious from critical wounds.
[20:27:47	]Razi Oliver is fully healed.
[20:27:53	]Eric Bayer has spawned a 'NPC [4953][npc_vj_hlr2_rebel]'.
[20:27:54	]Razi Oliver has lost a '30rnd AK-magazine' #2050026.
[20:27:54	]Eric Bayer has spawned a 'NPC [4945][npc_vj_hlr2_rebel]'.
[20:27:59	]Eric Bayer has spawned a 'NPC [4928][npc_vj_overwatch_soldier_z]'.
[20:28:00	]Eric Bayer has spawned a 'NPC [4882][npc_vj_overwatch_soldier_z]'.
[20:28:07	]Eric Bayer has used a context menu option with the name: vj_pr_npc_gib
[20:28:07	]Razi Oliver has gained level 8 in the Guns skill.
[20:28:07	]Razi Oliver has hit npc_vj_combine_apc_z dealing 14 damage (CritChance was 0.65).
[20:28:07	]Razi Oliver has hit npc_vj_combine_apc_z dealing 14 damage (CritChance was 0.67).
[20:28:07	]Razi Oliver has hit npc_vj_combine_apc_z dealing 14 damage (CritChance was 0.67).
[20:28:14	]Razi Oliver has taken 5 damage from Overwatch Soldier.
[20:28:15	]Razi Oliver has taken 1 damage from Overwatch Soldier.
[20:28:15	]Razi Oliver has taken 5 damage from Overwatch Soldier.
[20:28:17	]Razi Oliver is fully healed.
[20:28:18	]Razi Oliver has taken 80 damage from Overwatch Soldier.
[20:28:22	]Razi Oliver ran 'use' on item 'Health Kit' (#2050034)
[20:28:22	]Razi Oliver has performed the 'Use Health Kit' action, gaining 190 experience in medicine.
[20:28:22	]Razi Oliver was disinfected by Razi Oliver for 588 seconds.
[20:28:22	]Razi Oliver was bandaged by Razi Oliver for 90 HP.
[20:28:27	]Eric Bayer has spawned a 'NPC [4866][npc_vj_dropship_z]'.
[20:28:31	]Eric Bayer has fired a toolgun with the name: vjstool_npcmover
[20:28:33	]Razi Oliver ran 'use' on item 'Adrenaline' (#2049654)
[20:28:33	]Razi Oliver has gained a level 4 short boost in Agility.
[20:28:35	]Razi Oliver ran 'drop' on item 'Cloth Rags' (#1501259)
[20:28:35	]Razi Oliver has lost a 'Cloth Rags' #1501259.
[20:28:49	]Razi Oliver has taken 5 damage from Overwatch Soldier.
[20:28:49	]Razi Oliver has taken 4 damage from prop_dynamic.
[20:28:49	]Razi Oliver has taken 1 damage from prop_dynamic.
[20:28:49	]Razi Oliver has taken 4 damage from prop_dynamic.
[20:28:50	]Razi Oliver has taken 4 damage from prop_dynamic.
[20:28:50	]Razi Oliver has taken 4 damage from prop_dynamic.
[20:28:50	]Razi Oliver has taken 4 damage from prop_dynamic.
[20:28:59	]Eric Bayer has spawned a 'NPC [4968][npc_vj_hlr2_rebel]'.
[20:29:00	]Eric Bayer has spawned a 'NPC [4907][npc_vj_hlr2_rebel]'.
[20:29:06	]Razi Oliver has taken 37 damage from Explosive Rollermine.
[20:29:06	]Explosive Rollermine destroyed a 'EOTech 553 (RDS)' #2048188.
[20:29:18	]Eric Bayer has used a context menu option with the name: vj_pr_npc_gib
[20:29:23	]Razi Oliver ran 'use' on item 'First Aid Kit' (#2050033)
[20:29:23	]Razi Oliver has gained level 4 in the Medicine skill.
[20:29:23	]Razi Oliver has performed the 'Use First Aid Kit' action, gaining 75 experience in medicine.
[20:29:23	]Razi Oliver tried to disinfect Razi Oliver but the wound was already clean.
[20:29:23	]Razi Oliver was bandaged by Razi Oliver for 64 HP.
[20:29:25	]Razi Oliver ran 'use' on item 'Surgical Kit' (#2050032)
[20:29:25	]Razi Oliver has performed the 'Use Surgical Kit' action, gaining 79 experience in medicine.
[20:29:25	]Razi Oliver tried to disinfect Razi Oliver but the wound was already clean.
[20:29:25	]Razi Oliver was bandaged by Razi Oliver for 83 HP.
[20:29:30	]Eric Bayer has used a context menu option with the name: vj_pr_npc_gib
[20:29:35	]Eric Bayer has used a context menu option with the name: vj_pr_npc_slay
[20:29:35	]Razi Oliver ran 'use' on item 'Health Kit' (#2050034)
[20:29:35	]Razi Oliver has performed the 'Use Health Kit' action, gaining 22 experience in medicine.
[20:29:35	]Razi Oliver was disinfected by Razi Oliver for 777 seconds.
[20:29:35	]Razi Oliver was bandaged by Razi Oliver for 97 HP.
[20:29:37	]Eric Bayer has used a context menu option with the name: vj_pr_npc_slay
[20:29:39	]Eric Bayer has used a context menu option with the name: vj_pr_npc_slay
[20:29:41	]Razi Oliver has taken 1 damage from Overwatch Soldier.
[20:29:48	]Eric Bayer has spawned a 'NPC [4984][npc_vj_dropship_z]'.
[20:30:04	]Razi Oliver has taken 5 damage from Overwatch Soldier.
[20:30:10	]Razi Oliver has taken 1 damage from Overwatch Soldier.
[20:30:18	]Eric Bayer has spawned a 'NPC [4936][npc_vj_combineguard_z]'.
[20:30:20	]Eric Bayer has spawned a 'NPC [4946][npc_vj_overwatch_soldier_z]'.
[20:30:21	]Eric Bayer has spawned a 'NPC [4953][npc_vj_overwatch_soldier_z]'.
[20:30:25	]Eric Bayer has fired a toolgun with the name: vjstool_npcmover
[20:30:26	]Eric Bayer has fired a toolgun with the name: vjstool_npcmover
[20:30:27	]Eric Bayer has fired a toolgun with the name: vjstool_npcmover
[20:30:31	]Razi Oliver has taken 5 damage from Overwatch Soldier.
[20:30:41	]Eric Bayer has spawned a 'NPC [4828][npc_vj_hlr2_rebel_engineer]'.
[20:30:42	]Eric Bayer has spawned a 'NPC [4851][npc_vj_hlr2_rebel]'.
[20:30:43	]Eric Bayer has spawned a 'NPC [4908][npc_vj_hlr2_rebel]'.
[20:30:44	]Eric Bayer has spawned a 'NPC [4970][npc_vj_hlr2_rebel]'.
[20:30:44	]Razi Oliver has gained a '30rnd AK-magazine' #2050026.
[20:30:44	]Razi Oliver was knocked unconscious and is bleeding out.
[20:30:45	]Eric Bayer has spawned a 'NPC [3984][npc_vj_hlr2_rebel]'.
[20:30:55	]Eric Bayer ran SAM command 'hp' with arguments: 'razi' '100'
[20:30:56	]Eric Bayer ran SAM command 'armor' with arguments: 'razi' '50'
[20:30:57	]Razi Oliver is no longer unconscious from critical wounds.
[20:30:58	]Eric Bayer used command '/CharStopBleedout razi'.
[20:31:02	]Razi Oliver has lost a '30rnd AK-magazine' #2050026.
[20:31:08	]Razi Oliver has hit npc_vj_hlr2_res_sentry dealing 14 damage (CritChance was 0.67).
[20:31:11	]Eric Bayer has spawned a bullets_assaultrifle.
[20:31:11	]Eric Bayer has spawned a bullets_assaultrifle.
[20:31:12	]Eric Bayer has spawned a bullets_assaultrifle.
[20:31:12	]Eric Bayer has spawned a bullets_assaultrifle.
[20:31:15	]Razi Oliver has taken 5 damage from Overwatch Soldier.
[20:31:18	]Razi Oliver has taken 5 damage from Overwatch Soldier.
[20:31:20	]Razi Oliver has gained level 9 in the Guns skill.
[20:31:20	]Razi Oliver has critically hit npc_vj_overwatch_soldier_z in the left leg dealing 21 damage (CritChance was 0.67).
[20:31:21	]Razi Oliver has critically hit npc_vj_overwatch_soldier_z in the left arm dealing 19 damage (CritChance was 0.68).
[20:31:23	]Razi Oliver has critically hit npc_vj_overwatch_soldier_z dealing 22 damage (CritChance was 0.69).
[20:31:23	]Razi Oliver has gained level 10 in the Guns skill.
[20:31:23	]Razi Oliver has critically hit npc_vj_overwatch_soldier_z in the head dealing 24 damage (CritChance was 0.69).
[20:31:28	]Kappatalist loaded the character 'C17:RCT.YELLO-37'
[20:31:29	]Razi Oliver ran 'take' on item 'Assault Rifle Bullets' (#2050038)
[20:31:29	]Razi Oliver has gained a 'Assault Rifle Bullets' #2050038.
[20:31:30	]Razi Oliver ran 'take' on item 'Assault Rifle Bullets' (#2050037)
[20:31:30	]Razi Oliver has gained a 'Assault Rifle Bullets' #2050037.
