[02:08:59	]Nesh has connected.
[03:24:04	]Jenifer Maesroe has hit C17:RCT.YELLO-83 in the chest dealing 25 damage (CritChance was 0.16).
[03:24:04	]C17:RCT.YELLO-83 has taken 25 damage from Jenifer Maesroe.
[03:24:05	]Jenifer Maesroe has hit C17:RCT.YELLO-83 in the chest dealing 25 damage (CritChance was 0.16).
[03:24:05	]C17:RCT.YELLO-83 has taken 25 damage from Jenifer Maesroe.
[03:24:06	]Randy Cole has hit Jenifer Maesroe in the left arm dealing 11 damage (CritChance was 0.61).
[03:24:06	]Jenifer Maesroe has taken 10 damage from Randy Cole.
[03:24:07	]C17:RCT.YELLO-83 has critically hit Jenifer Maesroe in the head dealing 11 damage (CritChance was 0.84).
[03:24:07	]Jenifer Maesroe has taken 11 damage from C17:RCT.YELLO-83.
[03:24:07	]C17:RCT.YELLO-83 has critically hit Jenifer Maesroe in the chest dealing 10 damage (CritChance was 0.84).
[03:24:07	]Jenifer Maesroe has taken 10 damage from C17:RCT.YELLO-83.
[03:24:07	]C17:RCT.YELLO-83 has critically hit Jenifer Maesroe in the chest dealing 10 damage (CritChance was 0.84).
[03:24:07	]Jenifer Maesroe has taken 10 damage from C17:RCT.YELLO-83.
[03:24:07	]C17:RCT.YELLO-83 has hit Jenifer Maesroe in the stomach dealing 6 damage (CritChance was 0.84).
[03:24:07	]Jenifer Maesroe has taken 6 damage from C17:RCT.YELLO-83.
[03:24:11	]Randy Cole ran 'use' on item 'First Aid Kit' (#1657710)
[03:24:11	]Randy Cole has performed the 'Use First Aid Kit' action, gaining 85 experience in medicine.
[03:24:11	]Randy Cole was disinfected by Randy Cole for 124 seconds.
[03:24:11	]Randy Cole was bandaged by Randy Cole for 56 HP.
[03:24:13	]Randy Cole has gained a '20rnd DMR-magazine' #1657569.
[03:24:13	]Randy Cole has lost a '20rnd DMR-magazine' #1657573.
[03:24:13	]C17:RCT.YELLO-83 has critically hit Jenifer Maesroe in the left arm dealing 0 damage (CritChance was 0.82).
[03:24:13	]C17:RCT.YELLO-83 has critically hit Jenifer Maesroe in the left arm dealing 0 damage (CritChance was 0.82).
[03:24:13	]C17:RCT.YELLO-83 has critically hit Jenifer Maesroe in the left arm dealing 0 damage (CritChance was 0.82).
[03:24:13	]C17:RCT.YELLO-83 has critically hit Jenifer Maesroe in the left arm dealing 3 damage (CritChance was 0.82).
[03:24:13	]Jenifer Maesroe has taken 2 damage from C17:RCT.YELLO-83.
[03:24:16	]C17:RCT.YELLO-83 has critically hit Jenifer Maesroe in the left leg dealing 3 damage (CritChance was 0.84).
[03:24:16	]Jenifer Maesroe has taken 2 damage from C17:RCT.YELLO-83.
[03:24:16	]C17:RCT.YELLO-83 has critically hit Jenifer Maesroe in the head dealing 11 damage (CritChance was 0.84).
[03:24:16	]Jenifer Maesroe has gained a '20rnd DMR-magazine' #1649822.
[03:24:16	]Jenifer Maesroe was knocked unconscious and is bleeding out.
[03:24:21	]Randy Cole has gained a '20rnd DMR-magazine' #1657573.
[03:24:21	]Randy Cole has lost a '20rnd DMR-magazine' #1657572.
[03:24:22	]C17:RCT.YELLO-83 has gained a '20rnd Abzats-magazine' #1655506.
[03:24:22	]C17:RCT.YELLO-83 has lost a '20rnd Abzats-magazine' #1655504.
[03:24:28	]C17:RCT.YELLO-83 ran 'combine' on item '20rnd Abzats-magazine' (#1655506)
[03:24:29	]Randy Cole ran 'split' on item 'Disinfected Bandage Roll' (#1657704)
[03:24:29	]Randy Cole has gained a 'Disinfected Bandage Roll' #1657764.
[03:24:30	]C17:RCT.YELLO-83 ran 'combine' on item '20rnd Abzats-magazine' (#1655506)
[03:24:31	]C17:RCT.YELLO-83 ran 'combine' on item '20rnd Abzats-magazine' (#1655507)
[03:24:31	]Randy Cole ran 'use' on item 'Disinfected Bandage Roll' (#1657764)
[03:24:31	]Randy Cole has performed the 'Use Disinfected Bandage Roll' action, gaining 15 experience in medicine.
[03:24:31	]Randy Cole tried to disinfect Randy Cole but the wound was already clean.
[03:24:31	]Randy Cole was bandaged by Randy Cole for 17 HP.
[03:24:36	]C17:RCT.YELLO-83 has critically hit Jenifer Maesroe in the left leg dealing 0 damage (CritChance was 0.84).
[03:24:36	]C17:RCT.YELLO-83 has hit Jenifer Maesroe in the left leg dealing 0 damage (CritChance was 0.84).
[03:24:36	]C17:RCT.YELLO-83 has critically hit Jenifer Maesroe in the left leg dealing 0 damage (CritChance was 0.84).
[03:24:36	]C17:RCT.YELLO-83 has hit Jenifer Maesroe in the left leg dealing 5 damage (CritChance was 0.84).
[03:24:36	]Jenifer Maesroe was killed while bleeding out.
[03:24:36	]C17:RCT.YELLO-83 has killed Jenifer Maesroe with player.
[03:24:38	][IC] Randy Cole: <:: STERILZE. ::>
[03:24:43	]Randy Cole ran 'combine' on item '20rnd DMR-magazine' (#1657571)
[03:24:44	]Randy Cole ran 'combine' on item '20rnd DMR-magazine' (#1657570)
[03:24:45	]Randy Cole ran 'combine' on item '20rnd DMR-magazine' (#1657569)
[03:24:47	]Randy Cole ran 'combine' on item '20rnd DMR-magazine' (#1657569)
[03:24:49	]Randy Cole ran 'combine' on item '20rnd DMR-magazine' (#1657573)
[03:24:50	]C17:RCT.YELLO-83 used command '/Radio TARGET STERILIZED'.
[03:24:51	]Randy Cole ran 'combine' on item '20rnd DMR-magazine' (#1657573)
[03:24:54	][OOC] Jenifer Maesroe: that shotty is way op for what it is lmao
[03:25:01	]Jenifer Maesroe ran 'drop' on item 'SCAR-H' (#1649821)
[03:25:01	]Jenifer Maesroe has lost a 'SCAR-H' #1649821.
[03:25:02	]Jenifer Maesroe ran 'drop' on item '20rnd DMR-magazine' (#1649824)
[03:25:02	]Jenifer Maesroe has lost a '20rnd DMR-magazine' #1649824.
[03:25:03	]Jenifer Maesroe ran 'drop' on item 'Rifle Bullets' (#1657763)
[03:25:03	]Jenifer Maesroe has lost a 'Rifle Bullets' #1657763.
[03:25:03	]Jenifer Maesroe ran 'drop' on item '20rnd DMR-magazine' (#1649822)
[03:25:03	]Jenifer Maesroe has lost a '20rnd DMR-magazine' #1649822.
[03:25:04	]Jenifer Maesroe ran 'drop' on item '20rnd DMR-magazine' (#1649823)
[03:25:04	]Jenifer Maesroe has lost a '20rnd DMR-magazine' #1649823.
[03:25:05	][OOC] C17:RCT.YELLO-83: its literally not usable in firstperson btw
[03:25:07	][OOC] Randy Cole: imagine how that was during the antlion ARC
[03:25:13	]Jenifer Maesroe has fired a toolgun with the name: remover
[03:25:14	]Jenifer Maesroe has fired a toolgun with the name: remover
[03:25:14	]Jenifer Maesroe has fired a toolgun with the name: remover
[03:25:15	]Jenifer Maesroe has fired a toolgun with the name: remover
[03:25:16	]Jenifer Maesroe has fired a toolgun with the name: remover
[03:25:16	]Jenifer Maesroe has fired a toolgun with the name: remover
[03:25:17	]Jenifer Maesroe has fired a toolgun with the name: remover
[03:25:17	][OOC] C17:RCT.YELLO-83: if i fought you in firstperson you'd just win
[03:25:17	]Jenifer Maesroe has fired a toolgun with the name: remover
[03:25:18	]Jenifer Maesroe has fired a toolgun with the name: remover
[03:25:25	]Randy Cole ran 'Repair' on item 'RL Heavy Kevlar' (#1656613)
[03:25:26	][OOC] Jenifer Maesroe: damn!
[03:25:30	]C17:RCT.YELLO-83 has gained a '20rnd Abzats-magazine' #1655504.
[03:25:30	]C17:RCT.YELLO-83 has lost a '20rnd Abzats-magazine' #1655507.
[03:25:33	]Jenifer Maesroe has given himself a m4a1.
[03:25:33	]Jenifer Maesroe has gained a 'M4A1' #1657765.
[03:25:33	]C17:RCT.YELLO-83 ran 'combine' on item '20rnd Abzats-magazine' (#1655504)
[03:25:34	]C17:RCT.YELLO-83 ran 'combine' on item '20rnd Abzats-magazine' (#1655504)
[03:25:37	]Jenifer Maesroe ran 'Equip' on item 'M4A1' (#1657765)
[03:25:40	]Randy Cole has gained a '20rnd DMR-magazine' #1657572.
[03:25:40	]Randy Cole has lost a '20rnd DMR-magazine' #1657573.
[03:25:43	]Randy Cole ran 'combine' on item '20rnd DMR-magazine' (#1657572)
[03:25:48	]Jenifer Maesroe has given himself a magazine_m4_30rnd.
[03:25:48	]Jenifer Maesroe has gained a '30rnd M4-magazine' #1657766.
[03:25:48	]Jenifer Maesroe has given himself a magazine_m4_30rnd.
[03:25:48	]Jenifer Maesroe has gained a '30rnd M4-magazine' #1657767.
[03:25:49	]Jenifer Maesroe has given himself a magazine_m4_30rnd.
[03:25:49	]Jenifer Maesroe has gained a '30rnd M4-magazine' #1657768.
[03:25:53	]Jenifer Maesroe has given himself a bullets_assaultrifle.
[03:25:53	]Jenifer Maesroe has gained a 'Assault Rifle Bullets' #1657769.
[03:25:54	]Jenifer Maesroe has given himself a bullets_assaultrifle.
[03:25:54	]Jenifer Maesroe has gained a 'Assault Rifle Bullets' #1657770.
[03:25:55	]Jenifer Maesroe ran 'combine' on item '30rnd M4-magazine' (#1657768)
[03:25:56	]Jenifer Maesroe ran 'combine' on item '30rnd M4-magazine' (#1657767)
[03:25:58	]Jenifer Maesroe has given himself a bullets_assaultrifle.
[03:25:58	]Jenifer Maesroe has gained a 'Assault Rifle Bullets' #1657771.
[03:25:58	][OOC] Randy Cole: can you give me a holosight or some kind of scope?
[03:25:58	]Jenifer Maesroe has given himself a bullets_assaultrifle.
[03:25:59	]Jenifer Maesroe has gained a 'Assault Rifle Bullets' #1657772.
[03:26:00	]Jenifer Maesroe ran 'combine' on item '30rnd M4-magazine' (#1657766)
[03:26:02	]C17:RCT.YELLO-83 has gained a '20rnd Abzats-magazine' #1655507.
[03:26:02	]C17:RCT.YELLO-83 has lost a '20rnd Abzats-magazine' #1655506.
[03:26:02	]Jenifer Maesroe has given himself a bullets_assaultrifle.
[03:26:02	]Jenifer Maesroe has gained a 'Assault Rifle Bullets' #1657773.
[03:26:10	][IC] C17:RCT.YELLO-83: <:: Call contact: suspect target one. ::>
[03:26:16	]Jenifer Maesroe ran 'drop' on item 'Spoiled Artificial Fruit Juice' (#1647447)
[03:26:16	]Jenifer Maesroe has lost a 'Spoiled Artificial Fruit Juice' #1647447.
[03:26:21	][IC] C17:RCT.YELLO-83: <:: Thanks. ::>
[03:26:22	][OOC] Randy Cole: this Iron sight is literally dogshit I couldn't hit you with it
[03:26:25	]C17:RCT.YELLO-83 used command '/ToggleRaise'.
[03:26:29	][OOC] C17:RCT.YELLO-83: play thirdperson, all ota do it
[03:26:32	]C17:RCT.YELLO-83 ran 'combine' on item '20rnd Abzats-magazine' (#1655507)
[03:26:33	]C17:RCT.YELLO-83 ran 'drop' on item 'Buckshot Shotgun Shells' (#1657727)
[03:26:33	]C17:RCT.YELLO-83 has lost a 'Buckshot Shotgun Shells' #1657727.
[03:26:35	]C17:RCT.YELLO-83 used the 'John Doe' vendor.
[03:26:36	]C17:RCT.YELLO-83 has gained 0 chips.
[03:26:36	]C17:RCT.YELLO-83 has gained a 'Buckshot Shotgun Shells' #1657774.
[03:26:37	]C17:RCT.YELLO-83 has gained 0 chips.
[03:26:37	]C17:RCT.YELLO-83 has gained a 'Buckshot Shotgun Shells' #1657775.
[03:26:37	]C17:RCT.YELLO-83 has gained 0 chips.
[03:26:37	]C17:RCT.YELLO-83 has gained a 'Buckshot Shotgun Shells' #1657776.
[03:26:37	]C17:RCT.YELLO-83 has gained 0 chips.
[03:26:38	]C17:RCT.YELLO-83 has gained a 'Buckshot Shotgun Shells' #1657777.
[03:26:40	][OOC] C17:RCT.YELLO-83: jk
[03:26:45	]C17:RCT.YELLO-83 used the 'John Doe' vendor.
[03:26:47	]C17:RCT.YELLO-83 has gained 0 chips.
[03:26:47	]C17:RCT.YELLO-83 has gained a 'Disinfected Bandage Roll' #1657778.
[03:26:48	][IC] Jenifer Maesroe: Hi.
[03:26:50	][IC] Randy Cole: Hi.
[03:26:57	][IC] Randy Cole: That hurt.
[03:26:58	]Randy Cole used the 'John Doe' vendor.
[03:27:00	]Randy Cole has gained 0 chips.
[03:27:00	]Randy Cole has gained a 'Adrenaline' #1657779.
[03:27:03	]Randy Cole ran 'use' on item 'Adrenaline' (#1657779)
[03:27:03	]Randy Cole has performed the 'Use Adrenaline' action, gaining 31 experience in medicine.
[03:27:03	]Randy Cole has gained a level 4 short boost in Agility.
[03:27:03	]Randy Cole used the 'John Doe' vendor.
[03:27:06	]Randy Cole has gained 0 chips.
[03:27:06	]Randy Cole has gained a 'Rifle Bullets' #1657780.
[03:27:06	]Randy Cole has gained 0 chips.
[03:27:06	]Randy Cole has gained a 'Rifle Bullets' #1657781.
[03:27:07	]Randy Cole has gained 0 chips.
[03:27:07	]Randy Cole has gained a 'Rifle Bullets' #1657782.
[03:27:07	]Randy Cole has gained 0 chips.
[03:27:07	]Randy Cole has gained a 'Rifle Bullets' #1657783.
[03:27:08	]Randy Cole has gained 0 chips.
[03:27:08	]Randy Cole has gained a 'Rifle Bullets' #1657784.
[03:27:08	]Randy Cole has gained 0 chips.
[03:27:08	]Randy Cole has gained a 'Rifle Bullets' #1657785.
[03:27:10	]Randy Cole has gained 0 chips.
[03:27:10	]Randy Cole has gained a 'First Aid Kit' #1657786.
[03:27:12	][IC] C17:RCT.YELLO-83: <:: True. She rly hit my bodypack bruh. ::>
[03:27:12	]Randy Cole has gained 0 chips.
[03:27:12	]Randy Cole has gained a 'Disinfected Bandage Roll' #1657787.
[03:27:16	]C17:RCT.YELLO-83 ran 'drop' on item 'Buckshot Shotgun Shells' (#1657774)
[03:27:16	]C17:RCT.YELLO-83 has lost a 'Buckshot Shotgun Shells' #1657774.
[03:27:17	]C17:RCT.YELLO-83 ran 'drop' on item 'Buckshot Shotgun Shells' (#1657776)
[03:27:17	]C17:RCT.YELLO-83 has lost a 'Buckshot Shotgun Shells' #1657776.
[03:27:17	]C17:RCT.YELLO-83 ran 'drop' on item 'Buckshot Shotgun Shells' (#1657775)
[03:27:17	]C17:RCT.YELLO-83 has lost a 'Buckshot Shotgun Shells' #1657775.
[03:27:18	]C17:RCT.YELLO-83 ran 'drop' on item 'Buckshot Shotgun Shells' (#1657777)
[03:27:18	]C17:RCT.YELLO-83 has lost a 'Buckshot Shotgun Shells' #1657777.
[03:27:19	]Jenifer Maesroe entered observer.
[03:27:21	]Randy Cole has gained level 18 in the Speed skill.
[03:27:24	]C17:RCT.YELLO-83 ran 'Repair' on item 'OTA Elite Uniform' (#1655090)
[03:27:26	]Randy Cole ran 'use' on item 'Disinfected Bandage Roll' (#1657704)
[03:27:26	]Randy Cole has performed the 'Use Disinfected Bandage Roll' action, gaining 14 experience in medicine.
[03:27:26	]Randy Cole was disinfected by Randy Cole for 110 seconds.
[03:27:26	]Randy Cole was bandaged by Randy Cole for 17 HP.
[03:27:31	]C17:RCT.YELLO-83 ran 'take' on item 'Buckshot Shotgun Shells' (#1657774)
[03:27:31	]C17:RCT.YELLO-83 has gained a 'Buckshot Shotgun Shells' #1657774.
[03:27:32	]C17:RCT.YELLO-83 ran 'take' on item 'Buckshot Shotgun Shells' (#1657775)
[03:27:32	]C17:RCT.YELLO-83 has gained a 'Buckshot Shotgun Shells' #1657775.
[03:27:32	]C17:RCT.YELLO-83 ran 'take' on item 'Buckshot Shotgun Shells' (#1657776)
[03:27:32	]C17:RCT.YELLO-83 has gained a 'Buckshot Shotgun Shells' #1657776.
[03:27:33	]C17:RCT.YELLO-83 ran 'take' on item 'Buckshot Shotgun Shells' (#1657777)
[03:27:33	]C17:RCT.YELLO-83 has gained a 'Buckshot Shotgun Shells' #1657777.
[03:27:34	]Jenifer Maesroe exited observer at their location.
[03:27:36	]C17:RCT.YELLO-83 ran 'drop' on item 'Repair Plating' (#1656380)
[03:27:36	]C17:RCT.YELLO-83 has lost a 'Repair Plating' #1656380.
[03:27:36	]C17:RCT.YELLO-83 used the 'John Doe' vendor.
[03:27:38	]C17:RCT.YELLO-83 has gained 0 chips.
[03:27:39	]C17:RCT.YELLO-83 has gained a 'Repair Plating' #1657788.
[03:27:46	]Jenifer Maesroe has spawned 'models/squad/sf_plates/sf_plate8x8.mdl'.
[03:27:52	]Jenifer Maesroe has used a context menu option with the name: collision_off
[03:27:55	][OOC] C17:RCT.YELLO-83: pathfinder y didnt you pay anyone after ur fuel expo
[03:27:57	]Jenifer Maesroe has fired a toolgun with the name: camera
[03:28:12	][OOC] Jenifer Maesroe: She got shot in the back lmao
[03:28:20	][OOC] Jenifer Maesroe: like fuck was she gonna pay people
[03:28:24	][OOC] C17:RCT.YELLO-83: yeah but it was by only one guy and he was literally crazy
[03:28:28	]Randy Cole used command '/Broadcast Welcome, Welcome to City 17'.
[03:28:40	][OOC] Jenifer Maesroe: She'll pay at some point
[03:28:46	]Jenifer Maesroe used command '/ActStand 4'.
[03:28:48	]Jenifer Maesroe used command '/ExitAct'.
[03:28:51	][OOC] C17:RCT.YELLO-83: aint no way.... fr? or do you mean by dying :troll:
[03:29:08	][OOC] Jenifer Maesroe: I mean by paying people chips lol
[03:29:23	][OOC] C17:RCT.YELLO-83: omg. how much is the payment gonna be anyways
[03:29:31	][OOC] Jenifer Maesroe: idk yet
[03:29:43	][OOC] Randy Cole: bro stop being  afucking goblin
[03:29:48	][OOC] C17:RCT.YELLO-83: dont be like wardens.... 500 chips for almost being turned into a fucking statue by a combine bioweapon
[03:30:17	][OOC] Jenifer Maesroe: PF is not in a group, so dont expect thousands of chips. Rebels get enough as it is anyway.
[03:30:30	][OOC] Randy Cole: didn't PF used to be in the Wardens?
[03:30:37	][OOC] C17:RCT.YELLO-83: idfk what PFs lore is
[03:30:46	][OOC] Jenifer Maesroe: never been a warden
[03:30:52	][OOC] Jenifer Maesroe: never been nacht
[03:31:06	][OOC] Randy Cole: the Warden insigina on her armor in question
[03:31:07	][OOC] C17:RCT.YELLO-83: say, can you come put some locks on these doors so i can test on them
[03:31:20	]Jenifer Maesroe has used a context menu option with the name: collision_on
[03:31:46	]Randy Cole used command '/PTCreate'.
[03:31:51	]Randy Cole used command '/PTCreate 99'.
[03:31:55	][IC] Randy Cole: <:: Interlock. ::>
[03:31:58	][IC] Randy Cole: <:: PT-99. ::>
[03:32:06	]C17:RCT.YELLO-83 used command '/ToggleRaise'.
[03:32:12	]C17:RCT.YELLO-83 used command '/ToggleRaise'.
[03:32:52	]Jenifer Maesroe used command '/CharFallOver'.
[03:32:57	]Jenifer Maesroe used command '/CharGetUp'.
[03:32:59	]Jenifer Maesroe used command '/CharGetUp'.
[03:33:08	][OOC] Randy Cole: where is the Ration terminal
[03:33:17	]C17:RCT.YELLO-83 used command '/PTJoin 99'.
[03:33:17	]Jenifer Maesroe has used a context menu option with the name: remove
[03:33:49	]Randy Cole has gained a '20rnd DMR-magazine' #1657573.
[03:33:49	]Randy Cole has lost a '20rnd DMR-magazine' #1657572.
[03:33:51	]Jenifer Maesroe set walkSpeed to '90'.
[03:34:27	]Jenifer Maesroe entered observer.
[03:34:32	][OOC] C17:RCT.YELLO-83: rabit, can you give me biolocks 
[03:34:34	]Randy Cole is fully healed.
[03:34:43	]Jenifer Maesroe ran 'Equip' on item 'Frag Grenade' (#1657761)
[03:34:45	]Jenifer Maesroe used command '/ToggleRaise'.
[03:35:00	][IC] Randy Cole: <:: Wow. ::>
[03:35:02	]Jenifer Maesroe has lost a '30rnd M4-magazine' #1657768.
[03:35:03	]Jenifer Maesroe used command '/ToggleRaise'.
[03:35:07	]Jenifer Maesroe has critically hit Randy Cole in the chest dealing 19 damage (CritChance was 0.21).
[03:35:07	]Randy Cole has taken 19 damage from Jenifer Maesroe.
[03:35:07	]Jenifer Maesroe has hit Randy Cole in the chest dealing 12 damage (CritChance was 0.21).
[03:35:07	]Randy Cole has taken 12 damage from Jenifer Maesroe.
[03:35:07	]Jenifer Maesroe has critically hit Randy Cole in the stomach dealing 19 damage (CritChance was 0.21).
[03:35:07	]Randy Cole has taken 19 damage from Jenifer Maesroe.
[03:35:08	]Jenifer Maesroe has hit Randy Cole in the left leg dealing 5 damage (CritChance was 0.21).
[03:35:08	]Randy Cole has taken 5 damage from Jenifer Maesroe.
[03:35:08	]Jenifer Maesroe has hit Randy Cole in the chest dealing 12 damage (CritChance was 0.21).
[03:35:08	]Randy Cole has taken 12 damage from Jenifer Maesroe.
[03:35:08	]Jenifer Maesroe has hit Randy Cole in the right arm dealing 5 damage (CritChance was 0.21).
[03:35:08	]Randy Cole has taken 5 damage from Jenifer Maesroe.
[03:35:08	]Jenifer Maesroe has critically hit Randy Cole in the left arm dealing 5 damage (CritChance was 0.21).
[03:35:08	]Randy Cole has taken 5 damage from Jenifer Maesroe.
[03:35:09	]C17:RCT.YELLO-83 used command '/ToggleRaise'.
[03:35:09	]Jenifer Maesroe has hit Randy Cole in the left arm dealing 5 damage (CritChance was 0.21).
[03:35:09	]Randy Cole has taken 5 damage from Jenifer Maesroe.
[03:35:09	]Jenifer Maesroe has hit Randy Cole in the left arm dealing 5 damage (CritChance was 0.21).
[03:35:09	]Randy Cole has taken 5 damage from Jenifer Maesroe.
[03:35:09	]Randy Cole is fully healed.
[03:35:10	]Jenifer Maesroe has hit Randy Cole in the chest dealing 12 damage (CritChance was 0.21).
[03:35:10	]Randy Cole has taken 12 damage from Jenifer Maesroe.
[03:35:10	]Randy Cole has gained a '20rnd DMR-magazine' #1657572.
[03:35:10	]Randy Cole has lost a '20rnd DMR-magazine' #1657573.
[03:35:11	]Jenifer Maesroe has hit Randy Cole in the left arm dealing 5 damage (CritChance was 0.21).
[03:35:11	]Randy Cole has taken 5 damage from Jenifer Maesroe.
[03:35:12	]Jenifer Maesroe has critically hit Randy Cole in the chest dealing 19 damage (CritChance was 0.53).
[03:35:12	]Randy Cole has taken 19 damage from Jenifer Maesroe.
[03:35:12	]Jenifer Maesroe has critically hit Randy Cole in the left arm dealing 5 damage (CritChance was 0.53).
[03:35:12	]Randy Cole has taken 5 damage from Jenifer Maesroe.
[03:35:13	]Jenifer Maesroe has gained a '30rnd M4-magazine' #1657768.
[03:35:13	]Jenifer Maesroe has lost a '30rnd M4-magazine' #1657767.
[03:35:17	]Jenifer Maesroe has hit C17:RCT.YELLO-83 in the chest dealing 12 damage (CritChance was 0.21).
[03:35:17	]C17:RCT.YELLO-83 has taken 12 damage from Jenifer Maesroe.
[03:35:17	]Jenifer Maesroe has hit C17:RCT.YELLO-83 in the chest dealing 12 damage (CritChance was 0.21).
[03:35:17	]C17:RCT.YELLO-83 has taken 12 damage from Jenifer Maesroe.
[03:35:17	]Jenifer Maesroe has hit C17:RCT.YELLO-83 in the chest dealing 12 damage (CritChance was 0.21).
[03:35:17	]C17:RCT.YELLO-83 has taken 12 damage from Jenifer Maesroe.
[03:35:18	]Jenifer Maesroe has hit C17:RCT.YELLO-83 in the left arm dealing 0 damage (CritChance was 0.21).
[03:35:18	]Jenifer Maesroe has critically hit C17:RCT.YELLO-83 in the left arm dealing 5 damage (CritChance was 0.21).
[03:35:18	]C17:RCT.YELLO-83 has taken 5 damage from Jenifer Maesroe.
[03:35:18	]Jenifer Maesroe has hit C17:RCT.YELLO-83 in the chest dealing 12 damage (CritChance was 0.21).
[03:35:18	]C17:RCT.YELLO-83 has taken 12 damage from Jenifer Maesroe.
[03:35:20	]Randy Cole has gained a '20rnd DMR-magazine' #1657573.
[03:35:20	]Randy Cole has lost a '20rnd DMR-magazine' #1657572.
[03:35:20	]Jenifer Maesroe has gained a '30rnd M4-magazine' #1657767.
[03:35:20	]Jenifer Maesroe has lost a '30rnd M4-magazine' #1657766.
[03:35:24	]Jenifer Maesroe has hit C17:RCT.YELLO-83 in the left arm dealing 0 damage (CritChance was 0.21).
[03:35:24	]Jenifer Maesroe has hit C17:RCT.YELLO-83 in the left arm dealing 5 damage (CritChance was 0.21).
[03:35:24	]C17:RCT.YELLO-83 has taken 5 damage from Jenifer Maesroe.
[03:35:24	]Jenifer Maesroe has critically hit C17:RCT.YELLO-83 in the stomach dealing 19 damage (CritChance was 0.21).
[03:35:24	]C17:RCT.YELLO-83 has taken 19 damage from Jenifer Maesroe.
[03:35:24	]Jenifer Maesroe has hit C17:RCT.YELLO-83 in the left arm dealing 5 damage (CritChance was 0.21).
[03:35:24	]C17:RCT.YELLO-83 has taken 5 damage from Jenifer Maesroe.
[03:35:25	]Jenifer Maesroe has critically hit C17:RCT.YELLO-83 in the left arm dealing 0 damage (CritChance was 0.21).
[03:35:25	]Jenifer Maesroe has hit C17:RCT.YELLO-83 in the left arm dealing 0 damage (CritChance was 0.21).
[03:35:25	]Jenifer Maesroe has hit C17:RCT.YELLO-83 in the left arm dealing 0 damage (CritChance was 0.21).
[03:35:25	]Jenifer Maesroe has hit C17:RCT.YELLO-83 in the left arm dealing 0 damage (CritChance was 0.21).
[03:35:25	]Jenifer Maesroe has hit C17:RCT.YELLO-83 in the left arm dealing 5 damage (CritChance was 0.21).
[03:35:25	]C17:RCT.YELLO-83 has taken 5 damage from Jenifer Maesroe.
[03:35:25	]Jenifer Maesroe has hit C17:RCT.YELLO-83 in the stomach dealing 12 damage (CritChance was 0.21).
[03:35:25	]C17:RCT.YELLO-83 has taken 12 damage from Jenifer Maesroe.
[03:35:26	]Jenifer Maesroe has hit C17:RCT.YELLO-83 in the right leg dealing 5 damage (CritChance was 0.21).
[03:35:26	]C17:RCT.YELLO-83 has taken 5 damage from Jenifer Maesroe.
[03:35:26	]Jenifer Maesroe has hit C17:RCT.YELLO-83 in the chest dealing 0 damage (CritChance was 0.21).
[03:35:26	]Jenifer Maesroe has hit C17:RCT.YELLO-83 in the chest dealing 12 damage (CritChance was 0.21).
[03:35:26	]C17:RCT.YELLO-83 has taken 12 damage from Jenifer Maesroe.
[03:35:27	]C17:RCT.YELLO-83 used command '/ToggleRaise'.
[03:35:29	]Jenifer Maesroe ran 'combine' on item '30rnd M4-magazine' (#1657768)
[03:35:29	]Jenifer Maesroe ran 'combine' on item '30rnd M4-magazine' (#1657767)
[03:35:30	]Jenifer Maesroe has gained a '30rnd M4-magazine' #1657766.
[03:35:30	]Jenifer Maesroe has lost a '30rnd M4-magazine' #1657768.
[03:35:31	]Randy Cole ran 'use' on item 'Disinfected Bandage Roll' (#1657787)
[03:35:31	]Randy Cole has performed the 'Use Disinfected Bandage Roll' action, gaining 22 experience in medicine.
[03:35:31	]Randy Cole was disinfected by Randy Cole for 125 seconds.
[03:35:31	]Randy Cole was bandaged by Randy Cole for 18 HP.
[03:35:34	]Jenifer Maesroe has critically hit C17:RCT.YELLO-83 in the chest dealing 19 damage (CritChance was 0.21).
[03:35:34	]C17:RCT.YELLO-83 has taken 19 damage from Jenifer Maesroe.
[03:35:34	]Jenifer Maesroe has hit C17:RCT.YELLO-83 in the chest dealing 12 damage (CritChance was 0.21).
[03:35:34	]C17:RCT.YELLO-83 has taken 12 damage from Jenifer Maesroe.
[03:35:34	]Jenifer Maesroe has hit C17:RCT.YELLO-83 in the left arm dealing 5 damage (CritChance was 0.21).
[03:35:34	]C17:RCT.YELLO-83 has taken 5 damage from Jenifer Maesroe.
[03:35:34	]Jenifer Maesroe has critically hit C17:RCT.YELLO-83 in the left arm dealing 5 damage (CritChance was 0.21).
[03:35:34	]C17:RCT.YELLO-83 has taken 5 damage from Jenifer Maesroe.
[03:35:36	]Jenifer Maesroe has hit Randy Cole in the left leg dealing 5 damage (CritChance was 0.53).
[03:35:36	]Randy Cole has taken 5 damage from Jenifer Maesroe.
[03:35:36	]Randy Cole has gained a '20rnd DMR-magazine' #1657572.
[03:35:36	]Randy Cole has lost a '20rnd DMR-magazine' #1657571.
[03:35:36	]Jenifer Maesroe has critically hit Randy Cole in the left arm dealing 5 damage (CritChance was 0.53).
[03:35:36	]Randy Cole has taken 5 damage from Jenifer Maesroe.
[03:35:36	]Jenifer Maesroe has hit Randy Cole in the chest dealing 12 damage (CritChance was 0.53).
