[14:30:47	]garry has connected.
[21:36:44	]C17:RCT.YELLO-83 has lost a 'Buckshot Shotgun Shells' #1657234.
[21:36:45	]C17:RCT.YELLO-83 ran 'drop' on item 'Buckshot Shotgun Shells' (#1659334)
[21:36:45	]C17:RCT.YELLO-83 has lost a 'Buckshot Shotgun Shells' #1659334.
[21:36:45	]C17:RCT.YELLO-83 ran 'drop' on item 'Buckshot Shotgun Shells' (#1657807)
[21:36:45	]C17:RCT.YELLO-83 has lost a 'Buckshot Shotgun Shells' #1657807.
[21:36:45	]C17:RCT.YELLO-83 ran 'drop' on item 'Buckshot Shotgun Shells' (#1657808)
[21:36:45	]C17:RCT.YELLO-83 has lost a 'Buckshot Shotgun Shells' #1657808.
[21:36:46	]C17:RCT.YELLO-83 ran 'drop' on item 'Buckshot Shotgun Shells' (#1657680)
[21:36:46	]C17:RCT.YELLO-83 has lost a 'Buckshot Shotgun Shells' #1657680.
[21:36:46	]C17:RCT.YELLO-83 ran 'drop' on item 'Buckshot Shotgun Shells' (#1657327)
[21:36:46	]C17:RCT.YELLO-83 has lost a 'Buckshot Shotgun Shells' #1657327.
[21:36:46	]C17:RCT.YELLO-83 ran 'drop' on item 'Buckshot Shotgun Shells' (#1657223)
[21:36:46	]C17:RCT.YELLO-83 has lost a 'Buckshot Shotgun Shells' #1657223.
[21:36:47	]C17:RCT.YELLO-83 ran 'drop' on item 'Buckshot Shotgun Shells' (#1657681)
[21:36:47	]C17:RCT.YELLO-83 has lost a 'Buckshot Shotgun Shells' #1657681.
[21:36:47	]C17:RCT.YELLO-83 ran 'drop' on item 'Buckshot Shotgun Shells' (#1657221)
[21:36:47	]C17:RCT.YELLO-83 has lost a 'Buckshot Shotgun Shells' #1657221.
[21:36:48	]C17:RCT.YELLO-83 ran 'drop' on item 'Buckshot Shotgun Shells' (#1656516)
[21:36:48	]C17:RCT.YELLO-83 has lost a 'Buckshot Shotgun Shells' #1656516.
[21:36:48	]test char entered observer.
[21:36:48	]C17:RCT.YELLO-83 ran 'drop' on item 'Buckshot Shotgun Shells' (#1655511)
[21:36:48	]C17:RCT.YELLO-83 has lost a 'Buckshot Shotgun Shells' #1655511.
[21:36:48	]C17:RCT.YELLO-83 ran 'drop' on item 'Buckshot Shotgun Shells' (#1655600)
[21:36:48	]C17:RCT.YELLO-83 has lost a 'Buckshot Shotgun Shells' #1655600.
[21:36:49	]S10/OWS.GHOST-76 entered observer.
[21:36:49	]C17:RCT.YELLO-83 ran 'drop' on item 'Buckshot Shotgun Shells' (#1655543)
[21:36:49	]C17:RCT.YELLO-83 has lost a 'Buckshot Shotgun Shells' #1655543.
[21:36:49	]test char exited observer at their location.
[21:36:49	]C17:RCT.YELLO-83 ran 'drop' on item 'Buckshot Shotgun Shells' (#1655601)
[21:36:49	]C17:RCT.YELLO-83 has lost a 'Buckshot Shotgun Shells' #1655601.
[21:36:49	]C17:RCT.YELLO-83 ran 'drop' on item 'Buckshot Shotgun Shells' (#1655512)
[21:36:49	]C17:RCT.YELLO-83 has lost a 'Buckshot Shotgun Shells' #1655512.
[21:36:50	]C17:RCT.YELLO-83 ran 'drop' on item 'Buckshot Shotgun Shells' (#1655482)
[21:36:50	]C17:RCT.YELLO-83 has lost a 'Buckshot Shotgun Shells' #1655482.
[21:36:50	]C17:RCT.YELLO-83 ran 'drop' on item 'Buckshot Shotgun Shells' (#1657227)
[21:36:50	]C17:RCT.YELLO-83 has lost a 'Buckshot Shotgun Shells' #1657227.
[21:36:50	]S10/OWS.GHOST-76 exited observer at their location.
[21:36:50	]C17:RCT.YELLO-83 ran 'drop' on item 'Buckshot Shotgun Shells' (#1655539)
[21:36:50	]C17:RCT.YELLO-83 has lost a 'Buckshot Shotgun Shells' #1655539.
[21:36:50	]C17:RCT.YELLO-83 ran 'drop' on item 'Buckshot Shotgun Shells' (#1655484)
[21:36:50	]C17:RCT.YELLO-83 has lost a 'Buckshot Shotgun Shells' #1655484.
[21:36:51	]S10/OWS.GHOST-76 entered observer.
[21:36:51	]C17:RCT.YELLO-83 ran 'drop' on item 'Buckshot Shotgun Shells' (#1656650)
[21:36:51	]C17:RCT.YELLO-83 has lost a 'Buckshot Shotgun Shells' #1656650.
[21:36:52	]C17:RCT.YELLO-83 ran 'drop' on item 'Buckshot Shotgun Shells' (#1659178)
[21:36:52	]C17:RCT.YELLO-83 has lost a 'Buckshot Shotgun Shells' #1659178.
[21:36:52	]C17:RCT.YELLO-83 ran 'drop' on item 'Buckshot Shotgun Shells' (#1655486)
[21:36:52	]C17:RCT.YELLO-83 has lost a 'Buckshot Shotgun Shells' #1655486.
[21:36:53	]S10/OWS.GHOST-76 exited observer at their location.
[21:36:53	]C17:RCT.YELLO-83 used the 'Munition Lady' vendor.
[21:36:55	]test char has gained a '30rnd AK-magazine' #1659790.
[21:36:55	]test char has lost a '30rnd AK-magazine' #1659699.
[21:36:56	]C17:RCT.YELLO-83 has gained 0 chips.
[21:36:56	]C17:RCT.YELLO-83 has gained a 'Frag Grenade' #1659895.
[21:36:57	]C17:RCT.YELLO-83 ran 'Equip' on item 'Frag Grenade' (#1659895)
[21:36:58	]C17:RCT.YELLO-83 used command '/ToggleRaise'.
[21:37:03	]C17:RCT.YELLO-83 destroyed a 'Plastic garbage' #1645019.
[21:37:03	]C17:RCT.YELLO-83 destroyed a 'Buckshot Shotgun Shells' #1655484.
[21:37:03	]C17:RCT.YELLO-83 destroyed a 'Benefactor Edition Cigarette Pack' #1647693.
[21:37:03	]C17:RCT.YELLO-83 destroyed a 'Sub-machinegun Bullets' #1659831.
[21:37:03	]C17:RCT.YELLO-83 destroyed a 'Buckshot Shotgun Shells' #1655486.
[21:37:03	]C17:RCT.YELLO-83 destroyed a 'Buckshot Shotgun Shells' #1659178.
[21:37:03	]C17:RCT.YELLO-83 destroyed a 'Buckshot Shotgun Shells' #1656650.
[21:37:03	]C17:RCT.YELLO-83 destroyed a 'Buckshot Shotgun Shells' #1655539.
[21:37:03	]C17:RCT.YELLO-83 destroyed a 'Buckshot Shotgun Shells' #1657227.
[21:37:03	]C17:RCT.YELLO-83 destroyed a 'Buckshot Shotgun Shells' #1655482.
[21:37:03	]C17:RCT.YELLO-83 destroyed a 'Buckshot Shotgun Shells' #1655512.
[21:37:03	]C17:RCT.YELLO-83 destroyed a 'Buckshot Shotgun Shells' #1655601.
[21:37:03	]C17:RCT.YELLO-83 destroyed a 'Buckshot Shotgun Shells' #1655543.
[21:37:03	]C17:RCT.YELLO-83 destroyed a 'Buckshot Shotgun Shells' #1655600.
[21:37:03	]C17:RCT.YELLO-83 destroyed a 'Buckshot Shotgun Shells' #1655511.
[21:37:03	]C17:RCT.YELLO-83 destroyed a 'Buckshot Shotgun Shells' #1656516.
[21:37:03	]C17:RCT.YELLO-83 destroyed a 'Buckshot Shotgun Shells' #1657221.
[21:37:03	]C17:RCT.YELLO-83 destroyed a 'Buckshot Shotgun Shells' #1657681.
[21:37:03	]C17:RCT.YELLO-83 destroyed a 'Buckshot Shotgun Shells' #1657223.
[21:37:03	]C17:RCT.YELLO-83 destroyed a 'Buckshot Shotgun Shells' #1657327.
[21:37:03	]C17:RCT.YELLO-83 destroyed a 'Buckshot Shotgun Shells' #1657680.
[21:37:03	]C17:RCT.YELLO-83 destroyed a 'Buckshot Shotgun Shells' #1657808.
[21:37:03	]C17:RCT.YELLO-83 destroyed a 'Buckshot Shotgun Shells' #1657807.
[21:37:03	]C17:RCT.YELLO-83 destroyed a 'Buckshot Shotgun Shells' #1659334.
[21:37:03	]C17:RCT.YELLO-83 destroyed a 'Buckshot Shotgun Shells' #1657234.
[21:37:03	]C17:RCT.YELLO-83 destroyed a 'Buckshot Shotgun Shells' #1659333.
[21:37:03	]C17:RCT.YELLO-83 destroyed a 'Buckshot Shotgun Shells' #1659332.
[21:37:03	]C17:RCT.YELLO-83 destroyed a 'Buckshot Shotgun Shells' #1659331.
[21:37:03	]C17:RCT.YELLO-83 destroyed a 'Sub-machinegun Bullets' #1659832.
[21:37:03	]C17:RCT.YELLO-83 destroyed a 'Assault Rifle Bullets' #1659894.
[21:37:03	]C17:RCT.YELLO-83 destroyed a 'Assault Rifle Bullets' #1659893.
[21:37:03	]C17:RCT.YELLO-83 destroyed a 'Assault Rifle Bullets' #1659892.
[21:37:03	]C17:RCT.YELLO-83 destroyed a 'Sub-machinegun Bullets' #1659830.
[21:37:03	]C17:RCT.YELLO-83 destroyed a '357 Rounds' #1659245.
[21:37:03	]C17:RCT.YELLO-83 destroyed a '357 Rounds' #1659216.
[21:37:03	]C17:RCT.YELLO-83 destroyed a '357 Rounds' #1659227.
[21:37:03	]C17:RCT.YELLO-83 destroyed a '357 Rounds' #1659220.
[21:37:03	]C17:RCT.YELLO-83 destroyed a '357 Rounds' #1659215.
[21:37:03	]C17:RCT.YELLO-83 destroyed a '357 Rounds' #1659246.
[21:37:03	]C17:RCT.YELLO-83 destroyed a 'Overwatch Assault Shotgun' #1659760.
[21:37:03	]C17:RCT.YELLO-83 destroyed a 'Plastic Lighter' #1647692.
[21:37:03	]C17:RCT.YELLO-83 destroyed a 'Water Bottle' #1578829.
[21:37:03	]C17:RCT.YELLO-83 destroyed a 'Scissors' #1646395.
[21:37:03	]C17:RCT.YELLO-83 destroyed a 'Request Device' #1637024.
[21:37:03	]C17:RCT.YELLO-83 destroyed a 'Plastic Lighter' #1007525.
[21:37:03	]C17:RCT.YELLO-83 destroyed a 'Flashlight' #1630209.
[21:37:03	]C17:RCT.YELLO-83 destroyed a 'MP5A3' #1659741.
[21:37:07	]C17:RCT.YELLO-83 used the 'Munition Lady' vendor.
[21:37:13	]C17:RCT.YELLO-83 has gained 0 chips.
[21:37:13	]C17:RCT.YELLO-83 has gained a 'SSG-08' #1659896.
[21:37:16	]S10/OWS.GHOST-76 entered observer.
[21:37:17	]Drakk entered observer.
[21:37:17	]S10/OWS.GHOST-76 exited observer at their location.
[21:37:18	]Drakk exited observer at their location.
[21:37:18	]C17:RCT.YELLO-83 ran 'Equip' on item 'SSG-08' (#1659896)
[21:37:22	]C17:RCT.YELLO-83 used command '/ToggleRaise'.
[21:37:23	]Drakk has gained a '30rnd AK-magazine' #1659835.
[21:37:23	]Drakk has lost a '30rnd AK-magazine' #1659834.
[21:37:26	]test char used command '/AddPBX 1'.
[21:37:28	]S10/OWS.GHOST-76 has given himself a pulse.
[21:37:28	]S10/OWS.GHOST-76 has gained a 'AR-2' #1659897.
[21:37:29	]C17:RCT.YELLO-83 ran 'EquipUn' on item 'SSG-08' (#1659896)
[21:37:29	]C17:RCT.YELLO-83 ran 'drop' on item 'SSG-08' (#1659896)
[21:37:29	]C17:RCT.YELLO-83 has lost a 'SSG-08' #1659896.
[21:37:30	]S10/OWS.GHOST-76 ran 'Equip' on item 'AR-2' (#1659897)
[21:37:31	]C17:RCT.YELLO-83 used the 'Munition Lady' vendor.
[21:37:31	]S10/OWS.GHOST-76 has lost a '30rnd Pulse-magazine' #1659840.
[21:37:35	]test char used command '/EditLandline 1 222 M!NTy phone'.
[21:37:43	][OOC] test char: dont touch da phone
[21:37:50	]C17:RCT.YELLO-83 used the 'Munition Lady' vendor.
[21:37:54	]test char used command '/EditLandline 1 333 RADy phone'.
[21:38:02	]test char used command '/EditLandline 1 333 RADy phone'.
[21:38:12	]C17:RCT.YELLO-83 has gained 0 chips.
[21:38:12	]C17:RCT.YELLO-83 has gained a 'AR-2' #1659898.
[21:38:17	]C17:RCT.YELLO-83 ran 'drop' on item 'Buckshot Shotgun Shells' (#1656643)
[21:38:17	]C17:RCT.YELLO-83 has lost a 'Buckshot Shotgun Shells' #1656643.
[21:38:17	]C17:RCT.YELLO-83 ran 'drop' on item 'Buckshot Shotgun Shells' (#1654123)
[21:38:17	]C17:RCT.YELLO-83 has lost a 'Buckshot Shotgun Shells' #1654123.
[21:38:18	]C17:RCT.YELLO-83 ran 'drop' on item 'Buckshot Shotgun Shells' (#1657164)
[21:38:18	]C17:RCT.YELLO-83 has lost a 'Buckshot Shotgun Shells' #1657164.
[21:38:18	]C17:RCT.YELLO-83 ran 'drop' on item 'Buckshot Shotgun Shells' (#1655606)
[21:38:18	]C17:RCT.YELLO-83 has lost a 'Buckshot Shotgun Shells' #1655606.
[21:38:29	]C17:RCT.YELLO-83 used the 'Munition Lady' vendor.
[21:38:36	]C17:RCT.YELLO-83 used the 'Munition Lady' vendor.
[21:38:42	]Drakk entered observer.
[21:38:43	]Drakk exited observer at their location.
[21:38:51	]Drakk entered observer.
[21:38:54	]Drakk exited observer at their location.
[21:39:03	]Drakk has gained a '30rnd AK-magazine' #1659834.
[21:39:03	]Drakk has lost a '30rnd AK-magazine' #1659835.
[21:39:09	]Drakk entered observer.
[21:39:30	]Drakk exited observer at their location.
[21:39:46	]test char used command '/phonesay hi'.
[21:39:48	]Drakk used command '/phonesay nuke'.
[21:39:51	]Drakk used command '/phonesay huaidsg'.
[21:39:54	]Drakk used command '/phoneyell Aihdhisahififsj'.
[21:39:57	]Drakk used command '/phonewhisper fuhdsfh'.
[21:40:05	][IC] S10/OWS.GHOST-76: <:: Tell him i said. ::>
[21:40:06	][IC] S10/OWS.GHOST-76: <:: Fuck you. ::>
[21:40:10	]C17:RCT.YELLO-83 used the 'Munition Lady' vendor.
[21:40:15	]Drakk used command '/phoneyell GHOST-76 SAYS FUCK YOU'.
[21:40:27	]S10/OWS.GHOST-76 has given himself a frag_grenade.
[21:40:27	]S10/OWS.GHOST-76 has gained a 'Frag Grenade' #1659899.
[21:40:29	]S10/OWS.GHOST-76 ran 'Equip' on item 'Frag Grenade' (#1659899)
[21:40:29	]S10/OWS.GHOST-76 used command '/ToggleRaise'.
[21:40:32	]Drakk used command '/HangupPhone'.
[21:40:39	]S10/OWS.GHOST-76 used command '/Punch'.
[21:40:40	]S10/OWS.GHOST-76 used command '/Punch'.
[21:40:41	]Drakk was just knocked out due to: hit by punch command used by S10/OWS.GHOST-76
[21:40:41	]Drakk has gained a '30rnd AK-magazine' #1659835.
[21:40:41	]Drakk used command '/CharGetUp'.
[21:40:44	][IC] Drakk: K.
[21:40:48	]Drakk ran SAM command 'respawn' with arguments: 'drakk'
[21:40:48	]C17:RCT.YELLO-83 has gained 0 chips.
[21:40:48	]C17:RCT.YELLO-83 has gained a '30rnd Pulse-magazine' #1659900.
[21:40:48	]test char has spawned a 'NPC [350][npc_antlionguard]'.
[21:40:49	]C17:RCT.YELLO-83 has gained 0 chips.
[21:40:49	]C17:RCT.YELLO-83 has gained a '30rnd Pulse-magazine' #1659901.
[21:40:49	]C17:RCT.YELLO-83 has gained 0 chips.
[21:40:49	]C17:RCT.YELLO-83 has gained a '30rnd Pulse-magazine' #1659902.
[21:40:49	]test char has taken 10 damage from npc_antlionguard.
[21:40:49	]test char has taken 10 damage from npc_antlionguard.
[21:40:50	]C17:RCT.YELLO-83 has gained 0 chips.
[21:40:50	]C17:RCT.YELLO-83 has gained a '30rnd Pulse-magazine' #1659903.
[21:40:50	]C17:RCT.YELLO-83 has gained 0 chips.
[21:40:50	]C17:RCT.YELLO-83 has gained a '30rnd Pulse-magazine' #1659904.
[21:40:51	]C17:RCT.YELLO-83 has gained 0 chips.
[21:40:51	]C17:RCT.YELLO-83 has gained a '30rnd Pulse-magazine' #1659905.
[21:40:52	]test char is fully healed.
[21:40:53	]test char has taken 10 damage from npc_antlionguard.
[21:40:53	]test char has taken 10 damage from npc_antlionguard.
[21:40:56	]test char entered observer.
[21:40:57	]test char is fully healed.
[21:40:58	]test char exited observer at their location.
[21:40:59	]C17:RCT.YELLO-83 ran 'Equip' on item 'Flash Grenade' (#1655037)
[21:41:00	]C17:RCT.YELLO-83 used command '/ToggleRaise'.
[21:41:00	]S10/OWS.GHOST-76 has taken 10 damage from npc_antlionguard.
[21:41:00	]S10/OWS.GHOST-76 has taken 10 damage from npc_antlionguard.
[21:41:00	]test char has gained a '30rnd AK-magazine' #1659699.
[21:41:00	]test char has lost a '30rnd AK-magazine' #1659698.
[21:41:03	][Y] Drakk: Noobs.
[21:41:03	]S10/OWS.GHOST-76 is fully healed.
[21:41:04	]S10/OWS.GHOST-76 has taken 10 damage from npc_antlionguard.
[21:41:04	]S10/OWS.GHOST-76 has taken 10 damage from npc_antlionguard.
[21:41:06	]S10/OWS.GHOST-76 has taken 10 damage from npc_antlionguard.
[21:41:06	]S10/OWS.GHOST-76 has taken 10 damage from npc_antlionguard.
[21:41:08	]S10/OWS.GHOST-76 is fully healed.
[21:41:08	]S10/OWS.GHOST-76 has taken 10 damage from npc_antlionguard.
[21:41:08	]S10/OWS.GHOST-76 has taken 10 damage from npc_antlionguard.
[21:41:11	]Drakk has taken 10 damage from npc_antlionguard.
[21:41:11	]Drakk has taken 10 damage from npc_antlionguard.
[21:41:13	]S10/OWS.GHOST-76 is fully healed.
[21:41:14	]S10/OWS.GHOST-76 used command '/Punch'.
[21:41:14	]test char has hit npc_antlionguard dealing 6 damage (CritChance was 0.42).
[21:41:14	]test char has hit npc_antlionguard dealing 6 damage (CritChance was 0.42).
[21:41:14	]test char has hit npc_antlionguard dealing 6 damage (CritChance was 0.42).
[21:41:15	]test char has critically hit npc_antlionguard dealing 1 damage (CritChance was 0.42).
[21:41:15	]test char has hit npc_antlionguard dealing 6 damage (CritChance was 0.42).
[21:41:15	]test char has hit npc_antlionguard dealing 6 damage (CritChance was 0.42).
[21:41:15	]S10/OWS.GHOST-76 used command '/Punch'.
[21:41:15	]test char has critically hit npc_antlionguard dealing 1 damage (CritChance was 0.42).
[21:41:15	]test char has hit npc_antlionguard dealing 6 damage (CritChance was 0.42).
[21:41:15	]test char has hit npc_antlionguard dealing 6 damage (CritChance was 0.42).
[21:41:15	]test char has critically hit npc_antlionguard dealing 6 damage (CritChance was 0.42).
[21:41:15	]test char has hit npc_antlionguard dealing 6 damage (CritChance was 0.42).
[21:41:15	]test char has hit npc_antlionguard dealing 6 damage (CritChance was 0.42).
[21:41:16	]test char has hit npc_antlionguard dealing 6 damage (CritChance was 0.42).
[21:41:16	]test char has critically hit npc_antlionguard dealing 6 damage (CritChance was 0.42).
[21:41:16	]S10/OWS.GHOST-76 used command '/Punch'.
[21:41:16	]test char has critically hit npc_antlionguard dealing 6 damage (CritChance was 0.42).
[21:41:16	]test char has critically hit npc_antlionguard dealing 6 damage (CritChance was 0.42).
[21:41:17	]C17:RCT.YELLO-83 used the 'Munition Lady' vendor.
[21:41:17	]test char has hit npc_antlionguard dealing 6 damage (CritChance was 0.42).
[21:41:17	]test char has hit npc_antlionguard dealing 6 damage (CritChance was 0.42).
[21:41:17	]test char has critically hit npc_antlionguard dealing 6 damage (CritChance was 0.42).
[21:41:17	]test char has critically hit npc_antlionguard dealing 6 damage (CritChance was 0.42).
[21:41:17	]test char has hit npc_antlionguard dealing 6 damage (CritChance was 0.42).
[21:41:17	]test char has critically hit npc_antlionguard dealing 6 damage (CritChance was 0.42).
[21:41:17	]test char has hit npc_antlionguard dealing 6 damage (CritChance was 0.42).
[21:41:18	]test char has hit npc_antlionguard dealing 6 damage (CritChance was 0.42).
[21:41:18	]test char has hit npc_antlionguard dealing 6 damage (CritChance was 0.42).
[21:41:18	]test char has critically hit npc_antlionguard dealing 6 damage (CritChance was 0.42).
[21:41:18	]C17:RCT.YELLO-83 has gained 0 chips.
[21:41:18	]C17:RCT.YELLO-83 has gained a 'Pulse Rifle Bullets' #1659906.
[21:41:18	]test char has gained a '30rnd AK-magazine' #1659698.
[21:41:18	]test char has lost a '30rnd AK-magazine' #1659699.
[21:41:19	]S10/OWS.GHOST-76 used command '/Punch'.
[21:41:19	]C17:RCT.YELLO-83 has gained 0 chips.
[21:41:19	]C17:RCT.YELLO-83 has gained a 'Pulse Rifle Bullets' #1659907.
[21:41:19	]C17:RCT.YELLO-83 has gained 0 chips.
[21:41:19	]C17:RCT.YELLO-83 has gained a 'Pulse Rifle Bullets' #1659908.
[21:41:19	]S10/OWS.GHOST-76 used command '/Punch'.
[21:41:20	]C17:RCT.YELLO-83 has gained 0 chips.
[21:41:20	]C17:RCT.YELLO-83 has gained a 'Pulse Rifle Bullets' #1659909.
[21:41:20	]C17:RCT.YELLO-83 has gained 0 chips.
[21:41:20	]C17:RCT.YELLO-83 has gained a 'Pulse Rifle Bullets' #1659910.
[21:41:20	]S10/OWS.GHOST-76 used command '/Punch'.
[21:41:21	]C17:RCT.YELLO-83 has gained 0 chips.
[21:41:21	]C17:RCT.YELLO-83 has gained a 'Pulse Rifle Bullets' #1659911.
[21:41:21	]Drakk was just knocked out due to: hit by punch command used by S10/OWS.GHOST-76
[21:41:21	]C17:RCT.YELLO-83 has gained 0 chips.
[21:41:21	]C17:RCT.YELLO-83 has gained a 'Pulse Rifle Bullets' #1659912.
[21:41:21	]C17:RCT.YELLO-83 has gained 0 chips.
[21:41:21	]C17:RCT.YELLO-83 has gained a 'Pulse Rifle Bullets' #1659913.
[21:41:22	]C17:RCT.YELLO-83 has gained 0 chips.
[21:41:22	]C17:RCT.YELLO-83 has gained a 'Pulse Rifle Bullets' #1659914.
[21:41:22	]C17:RCT.YELLO-83 has gained 0 chips.
[21:41:22	]C17:RCT.YELLO-83 has gained a 'Pulse Rifle Bullets' #1659915.
[21:41:22	]Drakk used command '/CharGetUp'.
[21:41:23	]C17:RCT.YELLO-83 has gained 0 chips.
[21:41:23	]C17:RCT.YELLO-83 has gained a 'Pulse Rifle Bullets' #1659916.
[21:41:23	]C17:RCT.YELLO-83 has gained 0 chips.
[21:41:23	]C17:RCT.YELLO-83 has gained a 'Pulse Rifle Bullets' #1659917.
[21:41:24	]C17:RCT.YELLO-83 has gained 0 chips.
[21:41:24	]C17:RCT.YELLO-83 has gained a 'Pulse Rifle Bullets' #1659918.
[21:41:24	]C17:RCT.YELLO-83 has gained 0 chips.
[21:41:24	]C17:RCT.YELLO-83 has gained a 'Pulse Rifle Bullets' #1659919.
[21:41:24	]C17:RCT.YELLO-83 has gained 0 chips.
[21:41:25	]C17:RCT.YELLO-83 has gained a 'Pulse Rifle Bullets' #1659920.
[21:41:25	]C17:RCT.YELLO-83 has gained 0 chips.
[21:41:25	]C17:RCT.YELLO-83 has gained a 'Pulse Rifle Bullets' #1659921.
[21:41:25	]Drakk used command '/CharGetUp'.
[21:41:25	]C17:RCT.YELLO-83 has gained 0 chips.
[21:41:25	]C17:RCT.YELLO-83 has gained a 'Pulse Rifle Bullets' #1659922.
[21:41:26	]C17:RCT.YELLO-83 has gained 0 chips.
[21:41:26	]C17:RCT.YELLO-83 has gained a 'Pulse Rifle Bullets' #1659923.
[21:41:26	]C17:RCT.YELLO-83 has gained 0 chips.
[21:41:26	]C17:RCT.YELLO-83 has gained a 'Pulse Rifle Bullets' #1659924.
[21:41:26	]C17:RCT.YELLO-83 has gained 0 chips.
[21:41:26	]C17:RCT.YELLO-83 has gained a 'Pulse Rifle Bullets' #1659925.
[21:41:27	]Drakk used command '/CharGetUp'.
[21:41:27	]C17:RCT.YELLO-83 has gained 0 chips.
[21:41:27	]C17:RCT.YELLO-83 has gained a 'Pulse Rifle Bullets' #1659926.
[21:41:28	]C17:RCT.YELLO-83 has gained 0 chips.
[21:41:28	]C17:RCT.YELLO-83 has gained a 'Pulse Rifle Bullets' #1659927.
[21:41:28	]Drakk used command '/CharGetUp'.
[21:41:28	]C17:RCT.YELLO-83 has gained 0 chips.
[21:41:28	]C17:RCT.YELLO-83 has gained a 'Pulse Rifle Bullets' #1659928.
[21:41:28	]C17:RCT.YELLO-83 has gained 0 chips.
[21:41:28	]Drakk used command '/CharGetUp'.
[21:41:28	]C17:RCT.YELLO-83 has gained a 'Pulse Rifle Bullets' #1659929.
[21:41:29	]C17:RCT.YELLO-83 has gained 0 chips.
[21:41:29	]C17:RCT.YELLO-83 has gained a 'Pulse Rifle Bullets' #1659930.
[21:41:29	]Drakk used command '/CharGetUp'.
[21:41:29	]C17:RCT.YELLO-83 has gained 0 chips.
[21:41:29	]C17:RCT.YELLO-83 has gained a 'Pulse Rifle Bullets' #1659931.
[21:41:29	]C17:RCT.YELLO-83 has gained 0 chips.
[21:41:29	]C17:RCT.YELLO-83 has gained a 'Pulse Rifle Bullets' #1659932.
[21:41:30	]C17:RCT.YELLO-83 has gained 0 chips.
[21:41:30	]C17:RCT.YELLO-83 has gained a 'Pulse Rifle Bullets' #1659933.
[21:41:34	]C17:RCT.YELLO-83 ran 'combine' on item '30rnd Pulse-magazine' (#1659905)
[21:41:34	]C17:RCT.YELLO-83 ran 'combine' on item '30rnd Pulse-magazine' (#1659904)
[21:41:35	]test char has gained a '30rnd AK-magazine' #1659699.
[21:41:35	]test char has lost a '30rnd AK-magazine' #1659791.
[21:41:35	]C17:RCT.YELLO-83 ran 'combine' on item '30rnd Pulse-magazine' (#1659903)
[21:41:35	][OOC] Drakk: :)
[21:41:36	]C17:RCT.YELLO-83 ran 'combine' on item '30rnd Pulse-magazine' (#1659900)
[21:41:37	]C17:RCT.YELLO-83 ran 'combine' on item '30rnd Pulse-magazine' (#1659902)
[21:41:39	]S10/OWS.GHOST-76 used command '/ToggleRaise'.
[21:41:40	]C17:RCT.YELLO-83 ran 'combine' on item '30rnd Pulse-magazine' (#1659901)
[21:41:40	]S10/OWS.GHOST-76 has critically hit npc_antlionguard dealing 7 damage (CritChance was 1.01).
[21:41:40	]S10/OWS.GHOST-76 has critically hit npc_antlionguard dealing 7 damage (CritChance was 1.01).
[21:41:41	]S10/OWS.GHOST-76 has critically hit npc_antlionguard dealing 7 damage (CritChance was 1.01).
[21:41:41	]S10/OWS.GHOST-76 has critically hit npc_antlionguard dealing 7 damage (CritChance was 1.01).
[21:41:41	]S10/OWS.GHOST-76 has critically hit npc_antlionguard dealing 7 damage (CritChance was 1.01).
[21:41:41	]S10/OWS.GHOST-76 has critically hit npc_antlionguard dealing 7 damage (CritChance was 1.01).
[21:41:41	]test char has critically hit Drakk in the left leg dealing 0 damage (CritChance was 0.42).
[21:41:41	]test char has hit Drakk in the left leg dealing 0 damage (CritChance was 0.42).
[21:41:41	]test char has hit Drakk in the left leg dealing 0 damage (CritChance was 0.42).
[21:41:41	]test char has hit Drakk in the left leg dealing 12 damage (CritChance was 0.42).
[21:41:41	]Drakk has taken 12 damage from test char.
[21:41:41	]S10/OWS.GHOST-76 has critically hit npc_antlionguard dealing 7 damage (CritChance was 1.01).
[21:41:41	]S10/OWS.GHOST-76 has critically hit npc_antlionguard dealing 7 damage (CritChance was 1.01).
[21:41:42	]S10/OWS.GHOST-76 has critically hit npc_antlionguard dealing 1 damage (CritChance was 1.01).
[21:41:42	]S10/OWS.GHOST-76 has critically hit npc_antlionguard dealing 7 damage (CritChance was 1.01).
[21:41:42	]S10/OWS.GHOST-76 has critically hit npc_antlionguard dealing 7 damage (CritChance was 1.01).
[21:41:42	]S10/OWS.GHOST-76 has critically hit npc_antlionguard dealing 1 damage (CritChance was 1.01).
[21:41:42	]S10/OWS.GHOST-76 has critically hit npc_antlionguard dealing 1 damage (CritChance was 1.01).
[21:41:42	]S10/OWS.GHOST-76 has critically hit npc_antlionguard dealing 7 damage (CritChance was 1.01).
[21:41:43	]S10/OWS.GHOST-76 has critically hit npc_antlionguard dealing 7 damage (CritChance was 1.01).
[21:41:43	]S10/OWS.GHOST-76 has critically hit npc_antlionguard dealing 7 damage (CritChance was 1.01).
[21:41:43	]S10/OWS.GHOST-76 has critically hit npc_antlionguard dealing 7 damage (CritChance was 1.01).
[21:41:43	]S10/OWS.GHOST-76 has critically hit npc_antlionguard dealing 7 damage (CritChance was 1.01).
[21:41:43	]test char has critically hit Drakk in the right leg dealing 0 damage (CritChance was 0.42).
[21:41:43	]test char has hit Drakk in the right leg dealing 12 damage (CritChance was 0.42).
[21:41:43	]Drakk has taken 12 damage from test char.
