[01:44:24	]Garratz has connected.
[02:19:33	]Michael Hoxworth destroyed a 'Advanced CP Mask' #2047412.
[02:19:34	]Michael Hoxworth destroyed a 'OTA Suppressor Uniform' #2047418.
[02:19:35	]Michael Hoxworth destroyed a 'Containment Uniform' #2047414.
[02:19:36	]Michael Hoxworth destroyed a 'Summit 24 Elite Uniform' #2047413.
[02:19:37	]Michael Hoxworth destroyed a 'OTA Mask' #2047419.
[02:19:37	]Michael Hoxworth destroyed a 'OTA Valkyrie Uniform' #2047415.
[02:20:10	]Michael Hoxworth ran 'use' on item 'The Third Eye' (#2047214)
[02:20:10	]Michael Hoxworth has gained a level -3 short boost in Strength.
[02:20:10	]Michael Hoxworth has gained a level -3 short boost in Agility.
[02:20:10	]Michael Hoxworth has gained a level 6 short boost in Intelligence.
[02:20:10	]Michael Hoxworth has gained a level 6 short boost in Perception.
[02:20:10	]Michael Hoxworth has gained a 'Syringe' #2047421.
[02:20:17	]Lucaa created the character 'Lucia Amerto'
[02:20:17	]Lucaa loaded the character 'Lucia Amerto'
[02:20:17	]Lucia Amerto has gained a 'Flashlight' #2047422.
[02:20:17	]Lucia Amerto has gained a 'Light Grey Armband' #2047423.
[02:20:17	]Lucia Amerto has gained a '#30120's Identity Card' #2047424.
[02:20:17	]Lucia Amerto has gained a 'Green Jumpsuit' #2047425.
[02:20:17	]Lucia Amerto has gained a 'Brown Jumpsuit Trousers' #2047426.
[02:20:28	]Console ran SAM command 'setrank' with arguments: 'hox' 'gamemaster'
[02:20:31	]Michael Hoxworth entered observer.
[02:20:32	]Michael Hoxworth exited observer at their location.
[02:21:03	]Michael Hoxworth has spawned a pickaxe.
[02:21:13	][OOC] Lucia Amerto: hi
[02:21:14	]Michael Hoxworth has given himself a largebag.
[02:21:14	]Michael Hoxworth has gained a 'Large Bag' #2047428.
[02:21:15	]Michael Hoxworth has given himself a smallbag.
[02:21:15	]Michael Hoxworth has gained a 'Small Bag' #2047429.
[02:21:19	][OOC] Michael Hoxworth: Hello!
[02:21:31	]Michael Hoxworth ran 'Use' on item 'Syringe' (#2047421)
[02:21:31	]Michael Hoxworth has gained a 'Blood Syringe' #2047430.
[02:21:33	][OOC] Lucia Amerto: Where you at? xx
[02:21:36	][OOC] Michael Hoxworth: plaza
[02:21:41	]Michael Hoxworth has spawned a mag_pouch.
[02:21:42	]Michael Hoxworth ran 'take' on item 'Magazine Pouch' (#2047431)
[02:21:42	]Michael Hoxworth has gained a 'Magazine Pouch' #2047431.
[02:21:57	]Michael Hoxworth destroyed a 'Pickaxe' #2047427.
[02:22:00	]Michael Hoxworth ran 'drop' on item 'Blood Syringe' (#2047430)
[02:22:00	]Michael Hoxworth has lost a 'Blood Syringe' #2047430.
[02:22:03	][OOC] Lucia Amerto: guuuh, I've never been to the outlands before
[02:22:03	]Michael Hoxworth destroyed a 'Blood Syringe' #2047430.
[02:22:11	][OOC] Michael Hoxworth: just go into observer
[02:22:17	][OOC] Lucia Amerto: haven't got perms
[02:22:29	][OOC] Lucia Amerto: AM RUNNING
[02:22:36	]Michael Hoxworth has given himself a head_fedora.
[02:22:36	]Michael Hoxworth has gained a 'Black Fedora' #2047432.
[02:22:43	][OOC] Lucia Amerto: bring me
[02:22:49	][OOC] Lucia Amerto: !bring 
[02:22:58	][OOC] Lucia Amerto: then my steamID
[02:23:05	]Console ran SAM command 'setrank' with arguments: 'luc' 'gamemaster'
[02:23:07	]Lucia Amerto entered observer.
[02:23:07	]Lucia Amerto exited observer.
[02:23:14	]Lucia Amerto ran SAM command 'goto' with arguments: 'Michael' 'Hoxworth'
[02:23:14	]Lucia Amerto entered observer.
[02:23:31	]Lucia Amerto exited observer.
[02:23:37	][IC] Lucia Amerto: Bro.
[02:23:38	]Lucia Amerto was just knocked out due to: hit by stunstick owned by Michael Hoxworth
[02:23:40	][IC] Michael Hoxworth: Fuck you.
[02:23:42	][IC] Lucia Amerto: I love that uniform.
[02:23:42	]Michael Hoxworth has critically hit Lucia Amerto in the left leg dealing 2 damage (CritChance was 0.83).
[02:23:42	]Lucia Amerto has taken 2 damage from Michael Hoxworth.
[02:23:43	]Michael Hoxworth has critically hit Lucia Amerto in the left leg dealing 2 damage (CritChance was 0.83).
[02:23:43	]Lucia Amerto has taken 2 damage from Michael Hoxworth.
[02:23:44	]Michael Hoxworth has critically hit Lucia Amerto in the left leg dealing 2 damage (CritChance was 0.83).
[02:23:44	]Lucia Amerto has taken 2 damage from Michael Hoxworth.
[02:23:44	]Michael Hoxworth has critically hit Lucia Amerto in the left leg dealing 2 damage (CritChance was 0.83).
[02:23:44	]Lucia Amerto has taken 2 damage from Michael Hoxworth.
[02:23:45	]Michael Hoxworth has critically hit Lucia Amerto in the left leg dealing 2 damage (CritChance was 0.83).
[02:23:45	]Lucia Amerto has taken 2 damage from Michael Hoxworth.
[02:23:46	]Michael Hoxworth has critically hit Lucia Amerto in the left leg dealing 2 damage (CritChance was 0.83).
[02:23:46	]Lucia Amerto has taken 2 damage from Michael Hoxworth.
[02:23:47	]Michael Hoxworth has hit Lucia Amerto in the left leg dealing 2 damage (CritChance was 0.83).
[02:23:47	]Lucia Amerto has taken 2 damage from Michael Hoxworth.
[02:23:48	][IC] Lucia Amerto: I wanna wear it on Luca.
[02:23:48	]Michael Hoxworth has critically hit Lucia Amerto in the left leg dealing 2 damage (CritChance was 0.83).
[02:23:48	]Lucia Amerto has taken 2 damage from Michael Hoxworth.
[02:23:50	][IC] Lucia Amerto: Stooop.
[02:23:51	]Lucia Amerto used command '/CharGetUp'.
[02:23:53	][IC] Michael Hoxworth: No.
[02:24:00	]Lucia Amerto used command '/CharGetUp'.
[02:24:08	][IC] Michael Hoxworth: Okay, so let me check.
[02:24:16	]Michael Hoxworth has spawned a oldrevolver.
[02:24:19	]Console ran SAM command 'slap' with arguments: 'hox' '0'
[02:24:19	]Michael Hoxworth ran 'take' on item 'Popper' (#2047433)
[02:24:19	]Michael Hoxworth has gained a 'Popper' #2047433.
[02:24:21	][IC] Michael Hoxworth: Popper.
[02:24:24	]Michael Hoxworth has spawned a bullets_357.
[02:24:26	]Michael Hoxworth ran 'take' on item '357 Rounds' (#2047434)
[02:24:26	]Michael Hoxworth has gained a '357 Rounds' #2047434.
[02:24:27	]Console ran SAM command 'slap' with arguments: 'hox' '0'
[02:24:30	][IC] Michael Hoxworth: 357 ammo.
[02:24:32	][IC] Michael Hoxworth: Shut up.
[02:24:39	][IC] Michael Hoxworth: Wake up finally.
[02:24:48	][IC] Lucia Amerto: Takes ages with the stun baton.
[02:24:54	]Michael Hoxworth has taken 50 damage from worldspawn.
[02:24:54	]Console ran SAM command 'slap' with arguments: 'hox' '50'
[02:24:58	][IC] Michael Hoxworth: STOP IT.
[02:25:02	][IC] Michael Hoxworth: Wait.
[02:25:04	][IC] Michael Hoxworth: RABIT.
[02:25:06	][IC] Michael Hoxworth: STOP.
[02:25:11	][IC] Lucia Amerto: Why tf are you called Michael Hoxworth?
[02:25:16	]Lucia Amerto has spawned a cca_executive.
[02:25:16	][IC] Michael Hoxworth: My first char.
[02:25:22	][IC] Lucia Amerto: THAT WAS YOU?
[02:25:26	][IC] Michael Hoxworth: Yes.
[02:25:26	]Lucia Amerto ran 'take' on item 'The Executive' (#2047435)
[02:25:26	]Lucia Amerto has gained a 'The Executive' #2047435.
[02:25:27	][IC] Michael Hoxworth: Also.
[02:25:30	][IC] Michael Hoxworth: Big mosquito.
[02:25:32	][IC] Michael Hoxworth: Gimme a sec.
[02:25:33	][IC] Lucia Amerto: Director of CWU?
[02:25:51	][IC] Michael Hoxworth: Vice.
[02:25:51	][IC] Lucia Amerto: HOW DO YOU USE ADMIN CHAT.
[02:25:54	][IC] Lucia Amerto: L.
[02:25:57	]Lucia Amerto has spawned a cca_legs_authoritarian.
[02:25:58	]Lucia Amerto ran 'take' on item 'The Authoritarian Trousers' (#2047436)
[02:25:58	]Lucia Amerto has gained a 'The Authoritarian Trousers' #2047436.
[02:26:06	][IC] Lucia Amerto: Based.
[02:26:10	][IC] Michael Hoxworth: Yeah, he thinks he's funny.
[02:26:15	]Lucia Amerto has spawned a shoes_heels.
[02:26:18	]Lucia Amerto ran 'take' on item 'High Heel Shoes' (#2047437)
[02:26:18	]Lucia Amerto has gained a 'High Heel Shoes' #2047437.
[02:26:23	][IC] Michael Hoxworth: As soon as I get my hands on the god damn 6 rounder.
[02:26:29	][IC] Lucia Amerto: Bro look how sexy I look.
[02:26:31	][IC] Michael Hoxworth: I'm shooting up the god damn admin room.
[02:26:34	][IC] Michael Hoxworth: No.
[02:26:36	][IC] Lucia Amerto: Yeah!
[02:26:40	][IC] Michael Hoxworth: That jacket's ugly on women.
[02:26:44	][IC] Michael Hoxworth: Doesn't suit at all.
[02:26:47	][IC] Lucia Amerto: Wait.
[02:26:53	]Lucia Amerto has spawned a cca_emir.
[02:26:55	]Lucia Amerto ran 'take' on item 'The Emir' (#2047438)
[02:26:55	]Lucia Amerto has gained a 'The Emir' #2047438.
[02:26:55	][IC] Michael Hoxworth: Sure.
[02:27:02	][IC] Lucia Amerto: Ew.
[02:27:02	]Michael Hoxworth has spawned a health_kit.
[02:27:03	]Michael Hoxworth ran 'take' on item 'Health Kit' (#2047439)
[02:27:03	]Michael Hoxworth has gained a 'Health Kit' #2047439.
[02:27:05	][IC] Lucia Amerto: Why is it so..
[02:27:06	]Michael Hoxworth ran 'use' on item 'Health Kit' (#2047439)
[02:27:06	]Michael Hoxworth has performed the 'Use Health Kit' action, gaining 135 experience in medicine.
[02:27:06	]Michael Hoxworth was disinfected by Michael Hoxworth for 701 seconds.
[02:27:06	]Michael Hoxworth was bandaged by Michael Hoxworth for 94 HP.
[02:27:07	][IC] Lucia Amerto: Tight.
[02:27:09	]Michael Hoxworth ran 'use' on item 'Health Kit' (#2047439)
[02:27:09	]Michael Hoxworth was disinfected by Michael Hoxworth for 701 seconds.
[02:27:09	]Michael Hoxworth was bandaged by Michael Hoxworth for 94 HP.
[02:27:25	]Michael Hoxworth has spawned a metro_vsvll.
[02:27:25	]Michael Hoxworth has spawned a metro_kalashll.
[02:27:26	]Michael Hoxworth has spawned a metro_dupletll.
[02:27:26	]Michael Hoxworth has spawned a metro_mr.
[02:27:27	]Michael Hoxworth has spawned a metro_bastardll.
[02:27:27	]Michael Hoxworth has spawned a metro_2012ll.
[02:27:29	]Michael Hoxworth ran 'take' on item 'Last light' (#2047442)
[02:27:29	]Michael Hoxworth has gained a 'Last light' #2047442.
[02:27:30	]Michael Hoxworth ran 'take' on item 'Last light' (#2047441)
[02:27:30	]Michael Hoxworth has gained a 'Last light' #2047441.
[02:27:31	]Michael Hoxworth ran 'take' on item 'Last light' (#2047443)
[02:27:31	]Michael Hoxworth has gained a 'Last light' #2047443.
[02:27:32	]Michael Hoxworth ran 'take' on item 'Last light' (#2047440)
[02:27:32	]Michael Hoxworth has gained a 'Last light' #2047440.
[02:27:33	]Michael Hoxworth ran 'take' on item 'Last light' (#2047444)
[02:27:33	]Michael Hoxworth has gained a 'Last light' #2047444.
[02:27:34	]Michael Hoxworth ran 'take' on item 'Last light' (#2047445)
[02:27:34	]Michael Hoxworth has gained a 'Last light' #2047445.
[02:27:36	]Michael Hoxworth ran 'Equip' on item 'Popper' (#2047433)
[02:27:39	]Lucia Amerto used command '/PlyWhitelist Lucia Amerto Combine Civil Administration'.
[02:27:42	]Michael Hoxworth ran 'drop' on item 'Last light' (#2047440)
[02:27:42	]Michael Hoxworth has lost a 'Last light' #2047440.
[02:27:43	]Michael Hoxworth ran 'drop' on item 'Last light' (#2047443)
[02:27:43	]Michael Hoxworth has lost a 'Last light' #2047443.
[02:27:43	]Michael Hoxworth ran 'drop' on item 'Last light' (#2047441)
[02:27:43	]Michael Hoxworth has lost a 'Last light' #2047441.
[02:27:44	]Michael Hoxworth ran 'drop' on item 'Last light' (#2047442)
[02:27:44	]Michael Hoxworth has lost a 'Last light' #2047442.
[02:27:44	]Michael Hoxworth ran 'drop' on item 'Last light' (#2047445)
[02:27:44	]Michael Hoxworth has lost a 'Last light' #2047445.
[02:27:45	]Michael Hoxworth ran 'drop' on item 'Last light' (#2047444)
[02:27:45	]Michael Hoxworth has lost a 'Last light' #2047444.
[02:27:49	]Michael Hoxworth destroyed a 'Last light' #2047444.
[02:27:50	]Michael Hoxworth destroyed a 'Last light' #2047445.
[02:27:51	]Michael Hoxworth destroyed a 'Last light' #2047442.
[02:27:52	]Michael Hoxworth destroyed a 'Last light' #2047441.
[02:27:53	]Michael Hoxworth destroyed a 'Last light' #2047443.
[02:27:53	]Michael Hoxworth destroyed a 'Last light' #2047440.
[02:28:08	]Lucia Amerto used command '/PlyWhitelist Lucia Combine Civil Administration'.
[02:28:26	]Lucia Amerto used command '/Forum'.
[02:28:29	]Michael Hoxworth has spawned a magazine_popper_6rnd.
[02:28:32	]Michael Hoxworth ran 'take' on item '6rnd Popper-magazine' (#2047446)
[02:28:32	]Michael Hoxworth has gained a '6rnd Popper-magazine' #2047446.
[02:28:33	]Michael Hoxworth ran 'combine' on item '6rnd Popper-magazine' (#2047446)
[02:28:36	]Michael Hoxworth has lost a '6rnd Popper-magazine' #2047446.
[02:28:37	]Lucia Amerto has spawned a cca_legs_goose.
[02:28:37	]Lucia Amerto has spawned a cca_goose.
[02:28:38	][IC] Michael Hoxworth: Yep.
[02:28:39	]Lucia Amerto ran 'take' on item 'Golden Goose' (#2047448)
[02:28:39	]Lucia Amerto has gained a 'Golden Goose' #2047448.
[02:28:40	]Lucia Amerto ran 'take' on item 'Golden Goose Trousers' (#2047447)
[02:28:40	]Lucia Amerto has gained a 'Golden Goose Trousers' #2047447.
[02:28:51	]Michael Hoxworth has spawned a magazine_popper_6rnd.
[02:28:52	]Michael Hoxworth ran 'take' on item '6rnd Popper-magazine' (#2047449)
[02:28:52	]Michael Hoxworth has gained a '6rnd Popper-magazine' #2047449.
[02:28:53	]Michael Hoxworth has spawned a magazine_popper_6rnd.
[02:28:54	][IC] Lucia Amerto: Bro is buggin.
[02:28:54	]Michael Hoxworth ran 'take' on item '6rnd Popper-magazine' (#2047450)
[02:28:54	]Michael Hoxworth has gained a '6rnd Popper-magazine' #2047450.
[02:28:56	]Michael Hoxworth has spawned a magazine_popper_6rnd.
[02:28:57	]Michael Hoxworth ran 'take' on item '6rnd Popper-magazine' (#2047451)
[02:28:57	]Michael Hoxworth has gained a '6rnd Popper-magazine' #2047451.
[02:28:58	]Michael Hoxworth has spawned a magazine_popper_6rnd.
[02:28:59	]Michael Hoxworth ran 'take' on item '6rnd Popper-magazine' (#2047452)
[02:28:59	]Michael Hoxworth has gained a '6rnd Popper-magazine' #2047452.
[02:29:01	]Michael Hoxworth ran 'combine' on item '6rnd Popper-magazine' (#2047449)
[02:29:01	]Michael Hoxworth ran 'combine' on item '6rnd Popper-magazine' (#2047450)
[02:29:03	][IC] Lucia Amerto: Got that golden goose drip.
[02:29:05	]Michael Hoxworth has spawned a bullets_357.
[02:29:06	]Michael Hoxworth ran 'take' on item '357 Rounds' (#2047453)
[02:29:06	]Michael Hoxworth has gained a '357 Rounds' #2047453.
[02:29:07	]Michael Hoxworth has spawned a bullets_357.
[02:29:07	]Michael Hoxworth ran 'take' on item '357 Rounds' (#2047454)
[02:29:07	]Michael Hoxworth has gained a '357 Rounds' #2047454.
[02:29:08	]Michael Hoxworth has spawned a bullets_357.
[02:29:09	]Michael Hoxworth ran 'take' on item '357 Rounds' (#2047455)
[02:29:09	]Michael Hoxworth has gained a '357 Rounds' #2047455.
[02:29:09	]Michael Hoxworth has spawned a bullets_357.
[02:29:10	]Michael Hoxworth ran 'take' on item '357 Rounds' (#2047456)
[02:29:10	]Michael Hoxworth has gained a '357 Rounds' #2047456.
[02:29:11	]Michael Hoxworth has spawned a bullets_357.
[02:29:11	]Michael Hoxworth ran 'take' on item '357 Rounds' (#2047457)
[02:29:11	]Michael Hoxworth has gained a '357 Rounds' #2047457.
[02:29:12	]Michael Hoxworth has spawned a bullets_357.
[02:29:13	]Michael Hoxworth ran 'take' on item '357 Rounds' (#2047458)
[02:29:13	]Michael Hoxworth has gained a '357 Rounds' #2047458.
[02:29:14	]Michael Hoxworth has gained a '6rnd Popper-magazine' #2047446.
[02:29:14	]Michael Hoxworth has lost a '6rnd Popper-magazine' #2047450.
[02:29:19	]Michael Hoxworth ran 'combine' on item '6rnd Popper-magazine' (#2047451)
[02:29:20	]Michael Hoxworth ran 'combine' on item '6rnd Popper-magazine' (#2047452)
[02:29:21	]Lucia Amerto has spawned a stunstick.
[02:29:22	]Michael Hoxworth ran 'combine' on item '6rnd Popper-magazine' (#2047446)
[02:29:25	]Lucia Amerto ran 'take' on item 'Stunstick' (#2047459)
[02:29:25	]Lucia Amerto has gained a 'Stunstick' #2047459.
[02:29:27	]Lucia Amerto ran 'Equip' on item 'Stunstick' (#2047459)
[02:29:46	][IC] Lucia Amerto: Over here!
[02:29:55	]Michael Hoxworth has spawned a 'NPC [4757][npc_monk]'.
[02:29:56	][IC] Lucia Amerto: Nice.
[02:29:57	]Michael Hoxworth has critically hit npc_monk in the head dealing 41 damage (CritChance was 0.94).
[02:29:59	]Michael Hoxworth has critically hit npc_monk in the head dealing 41 damage (CritChance was 0.94).
[02:30:00	]Michael Hoxworth has critically hit npc_monk in the head dealing 41 damage (CritChance was 0.94).
[02:30:01	]Michael Hoxworth has critically hit npc_monk in the head dealing 41 damage (CritChance was 0.94).
[02:30:02	]Michael Hoxworth has critically hit npc_monk in the head dealing 41 damage (CritChance was 0.94).
[02:30:03	]Michael Hoxworth has critically hit npc_monk in the head dealing 21 damage (CritChance was 0.94).
[02:30:04	]Michael Hoxworth has gained a '6rnd Popper-magazine' #2047450.
[02:30:04	]Michael Hoxworth has lost a '6rnd Popper-magazine' #2047452.
[02:30:07	]Michael Hoxworth has gained level 11 in the Guns skill.
[02:30:13	]Michael Hoxworth has gained a '6rnd Popper-magazine' #2047452.
[02:30:13	]Michael Hoxworth has lost a '6rnd Popper-magazine' #2047451.
[02:30:21	]Lucia Amerto used command '/PlyWhitelist Lucia Civil Protection'.
[02:30:25	][IC] Lucia Amerto: Coming back as a CP.
[02:30:46	][IC] Michael Hoxworth: Dont change.
[02:30:48	][IC] Michael Hoxworth: No.
[02:30:50	][IC] Michael Hoxworth: No! Nooo!.
[02:30:53	]Michael Hoxworth is fully healed.
[02:31:02	]Michael Hoxworth has spawned a birdegg.
[02:31:06	]Michael Hoxworth ran 'take' on item 'Bird Egg' (#2047460)
[02:31:06	]Michael Hoxworth has gained a 'Bird Egg' #2047460.
[02:31:09	]Michael Hoxworth ran 'drop' on item 'Bird Egg' (#2047460)
[02:31:09	]Michael Hoxworth has lost a 'Bird Egg' #2047460.
[02:31:10	]Michael Hoxworth has gained a '6rnd Popper-magazine' #2047451.
[02:31:10	]Michael Hoxworth has lost a '6rnd Popper-magazine' #2047452.
[02:31:13	]Michael Hoxworth destroyed a 'Bird Egg' #2047460.
[02:31:13	]Michael Hoxworth has gained a '6rnd Popper-magazine' #2047452.
[02:31:13	]Michael Hoxworth has lost a '6rnd Popper-magazine' #2047451.
[02:31:17	]Michael Hoxworth ran 'combine' on item '6rnd Popper-magazine' (#2047450)
[02:31:19	]Michael Hoxworth ran 'combine' on item '6rnd Popper-magazine' (#2047452)
[02:31:26	]Lucaa created the character 'C17:RCT.YELLO-10'
[02:31:26	]Lucia Amerto has gained level 5 in the Guns skill.
[02:31:26	]Lucia Amerto has gained level 10 in the Speed skill.
[02:31:26	]Lucaa loaded the character 'C17:RCT.YELLO-10'
[02:31:26	]C17:RCT.YELLO-10 has gained a '#73857's Identity Card' #2047461.
[02:31:26	]C17:RCT.YELLO-10 has gained a 'Combine PDA' #2047462.
[02:31:26	]C17:RCT.YELLO-10 has gained a 'CP Uniform' #2047463.
[02:31:26	]C17:RCT.YELLO-10 has gained a 'CP Mask' #2047464.
[02:31:26	]C17:RCT.YELLO-10 has gained a 'Handheld Radio' #2047465.
[02:31:26	]C17:RCT.YELLO-10 has gained a 'Small Bag' #2047466.
[02:31:26	]C17:RCT.YELLO-10 has gained a 'Large Bag' #2047467.
[02:31:54	]C17:RCT.YELLO-10 used the 'Civil Protection Quartermaster' vendor.
[02:31:56	]Michael Hoxworth has gained a '6rnd Popper-magazine' #2047451.
[02:31:56	]Michael Hoxworth has lost a '6rnd Popper-magazine' #2047452.
[02:32:26	]C17:RCT.YELLO-10 used the 'Civil Protection Quartermaster' vendor.
[02:32:29	][OOC] C17:RCT.YELLO-10: bro
[02:32:34	][OOC] C17:RCT.YELLO-10: your perms go
[02:32:40	][OOC] Michael Hoxworth: I TRIED TO WARN YOU
[02:32:40	][OOC] C17:RCT.YELLO-10: if you switch character
[02:32:41	][OOC] Michael Hoxworth: MORON
[02:32:49	][OOC] C17:RCT.YELLO-10: rabit will be on soon
[02:32:51	]C17:RCT.YELLO-10 used the 'Civil Protection Quartermaster' vendor.
[02:32:57	]C17:RCT.YELLO-10 has gained a 'Combine PDA' #2047468.
[02:32:57	]Michael Hoxworth has gained a '6rnd Popper-magazine' #2047452.
[02:32:57	]Michael Hoxworth has lost a '6rnd Popper-magazine' #2047451.
[02:33:01	]C17:RCT.YELLO-10 has gained a 'Stunstick' #2047469.
[02:33:09	][OOC] Michael Hoxworth: what's the bind to lower and raise your weapon again?
[02:33:15	][OOC] C17:RCT.YELLO-10: r
[02:33:21	]C17:RCT.YELLO-10 used the 'Civil Protection Quartermaster' vendor.
[02:33:23	][OOC] Michael Hoxworth: I know you can change it somehow
[02:33:32	][OOC] C17:RCT.YELLO-10: hm.. not too sure
[02:33:38	]C17:RCT.YELLO-10 ran 'Equip' on item 'Stunstick' (#2047469)
[02:33:39	]C17:RCT.YELLO-10 used the 'Civil Protection Quartermaster' vendor.
[02:33:44	]C17:RCT.YELLO-10 has gained a 'MP5A3' #2047470.
[02:33:49	]C17:RCT.YELLO-10 has gained a '30rnd MP-magazine' #2047471.
[02:33:49	]C17:RCT.YELLO-10 has gained a '30rnd MP-magazine' #2047472.
[02:33:50	]C17:RCT.YELLO-10 has gained a '30rnd MP-magazine' #2047473.
[02:33:56	]C17:RCT.YELLO-10 has gained a '30rnd MP-magazine' #2047474.
[02:34:31	]Michael Hoxworth entered observer.
[02:34:38	]Michael Hoxworth exited observer at their location.
[02:34:41	][OOC] C17:RCT.YELLO-10: I'm coming to plaza
[02:34:45	]Michael Hoxworth entered observer.
[02:34:46	]Michael Hoxworth exited observer at their location.
[02:34:52	]Michael Hoxworth entered observer.
[02:34:53	]Michael Hoxworth exited observer at their location.
[02:35:11	][OOC] C17:RCT.YELLO-10: where are you?
[02:35:19	]C17:RCT.YELLO-10 ran 'Equip' on item 'MP5A3' (#2047470)
[02:35:23	][OOC] Michael Hoxworth: broadcast room
[02:35:29	][OOC] C17:RCT.YELLO-10: comin
[02:35:55	]C17:RCT.YELLO-10 has turned a ration dispenser off.
[02:36:18	]Michael Hoxworth has spawned a broadcasting_device.
[02:36:19	]Michael Hoxworth ran 'take' on item 'Broadcasting Device' (#2047475)
[02:36:19	]Michael Hoxworth has gained a 'Broadcasting Device' #2047475.
[02:37:12	]Michael Hoxworth used command '/BroadcastIt All around the district, the intercom system comes to life, and a maniac that's back from the dead starts to speak'.
[02:37:20	]Rabithunter has connected.
[02:37:23	]Michael Hoxworth used command '/Broadcast InhaleI’ve come to make an announcement, Shadow the Hedgehog is a bitchass mother fucker. He pissed on my fucking wife. That’s right, he took his hedgehog little quilly dick out and he pissed on my fucking wife.'.
[02:37:33	][OOC] C17:RCT.YELLO-10: "Inhalel"
[02:37:38	][OOC] Michael Hoxworth: shut up
[02:37:42	]Michael Hoxworth has spawned a capda.
[02:37:44	]Michael Hoxworth ran 'take' on item 'Civil Administration PDA' (#2047476)
[02:37:44	]Michael Hoxworth has gained a 'Civil Administration PDA' #2047476.
[02:37:47	]Michael Hoxworth ran 'Equip' on item 'Civil Administration PDA' (#2047476)
[02:37:57	][OOC] C17:RCT.YELLO-10: I'm lost
[02:38:04	]Michael Hoxworth has spawned a civil_protection_ration.
[02:38:05	]Michael Hoxworth ran 'take' on item 'Civil Protection Ration' (#2047477)
[02:38:05	]Michael Hoxworth has gained a 'Civil Protection Ration' #2047477.
[02:38:06	]Michael Hoxworth ran 'Open' on item 'Civil Protection Ration' (#2047477)
[02:38:06	]Michael Hoxworth has gained a 'Metropolice Supplements' #2047478.
[02:38:06	]Michael Hoxworth has gained a 'Soda Bob Brawn' #2047479.
[02:38:06	]Michael Hoxworth has gained a 'Medium Credits Coupon' #2047480.
[02:38:08	]Michael Hoxworth ran 'Consume' on item 'Soda Bob Brawn' (#2047479)
[02:38:08	]Michael Hoxworth has gained a level 1 long boost in Perception.
[02:38:08	]Michael Hoxworth has gained a level 2 long boost in Agility.
[02:38:08	]Michael Hoxworth ran 'Consume' on item 'Metropolice Supplements' (#2047478)
[02:38:08	]Michael Hoxworth has gained a level 3 long boost in Strength.
[02:38:09	]Michael Hoxworth ran 'drop' on item 'Medium Credits Coupon' (#2047480)
[02:38:09	]Michael Hoxworth has lost a 'Medium Credits Coupon' #2047480.
[02:38:13	]Michael Hoxworth destroyed a 'Medium Credits Coupon' #2047480.
[02:38:16	]Michael Hoxworth ran 'drop' on item 'Civil Administration PDA' (#2047476)
[02:38:16	]Michael Hoxworth has lost a 'Civil Administration PDA' #2047476.
[02:38:17	]Michael Hoxworth destroyed a 'Civil Administration PDA' #2047476.
[02:38:18	]Rabithunter loaded the character 'Pathfinder'
[02:38:23	]Pathfinder is fully healed.
[02:38:28	]Pathfinder entered observer.
[02:38:42	]Michael Hoxworth has spawned a assaultshotgun.
[02:38:44	]Pathfinder exited observer at their location.
[02:38:46	]Michael Hoxworth has used a context menu option with the name: rb655_dissolve
[02:38:48	]env_entity_dissolver destroyed a 'Overwatch Assault Shotgun' #2047481.
[02:38:57	]Michael Hoxworth has spawned a flashlight.
[02:39:00	]Michael Hoxworth ran 'take' on item 'Flashlight' (#2047482)
[02:39:00	]Michael Hoxworth has gained a 'Flashlight' #2047482.
[02:39:07	][IC] Michael Hoxworth: Oh.
[02:39:09	][IC] Pathfinder: Hi.
[02:39:10	][IC] Michael Hoxworth: You're not Luca.
[02:39:22	][IC] Michael Hoxworth: I'm back from the dead, bitch!
[02:39:27	]Michael Hoxworth has gained a '6rnd Popper-magazine' #2047451.
[02:39:27	]Michael Hoxworth has lost a '6rnd Popper-magazine' #2047452.
[02:39:32	][IC] Pathfinder: I planned to kill you.
[02:39:37	][IC] C17:RCT.YELLO-10: Hi.
[02:39:38	][IC] Michael Hoxworth: I expected as much.
[02:39:44	][IC] C17:RCT.YELLO-10: No! Nooo!.
[02:39:46	][IC] Pathfinder: I legit did.
[02:39:48	][Y] Michael Hoxworth: Scared ya, didn't I?!
[02:39:51	]Michael Hoxworth has gained a '6rnd Popper-magazine' #2047452.
[02:39:51	]Michael Hoxworth has lost a '6rnd Popper-magazine' #2047451.
[02:39:56	][IC] C17:RCT.YELLO-10: <:: Citizen. ::>
[02:40:02	][IC] Michael Hoxworth: Citizen?
[02:40:04	][IC] Michael Hoxworth: CITIZEN?!
[02:40:04	][IC] C17:RCT.YELLO-10: <:: Apply. ::>
[02:40:13	][IC] Michael Hoxworth: I'M A MEMBER OF THE COMBINE CIVIL ADMINISTRATION!
[02:40:15	]Michael Hoxworth has gained a '6rnd Popper-magazine' #2047451.
[02:40:15	]Michael Hoxworth has lost a '6rnd Popper-magazine' #2047450.
[02:40:18	][IC] C17:RCT.YELLO-10: <:: Citizen. Apply. ::>
[02:40:20	][IC] Michael Hoxworth: DON'T YOU DARE TOUCH ME!
[02:40:27	]Michael Hoxworth has gained level 12 in the Guns skill.
