[18:36:02	]Kranky has connected.
[19:18:16	]Tuki loaded the character 'Tukiiiiii'
[19:18:32	]Tukiiiiii entered observer.
[19:18:42	]quarter has connected.
[19:18:43	]Tukiiiiii ran SAM command 'hp' with arguments: 'tuki' '100'
[19:18:46	]Tukiiiiii is fully healed.
[19:18:47	]Kranky created the character 'Lucas Von Bernard'
[19:18:47	]Lucas Von Bernard has gained a 'Light Grey Armband' #2056303.
[19:18:47	]Lucas Von Bernard has gained a '#58873's Identity Card' #2056304.
[19:18:47	]Lucas Von Bernard has gained a 'Black Jumpsuit' #2056305.
[19:18:48	]Kranky loaded the character 'Lucas Von Bernard'
[19:18:48	]Lucas Von Bernard has gained a 'Red Jumpsuit Trousers' #2056306.
[19:18:48	]Lucas Von Bernard has gained a 'Brown Leather Boots' #2056307.
[19:19:00	]Lucas Von Bernard entered observer.
[19:19:06	]Lucas Von Bernard exited observer at their location.
[19:19:07	]Kranky has unloaded their "Lucas Von Bernard" character.
[19:19:11	]Kranky loaded the character 'Kranky'
[19:19:18	]Kranky entered observer.
[19:19:24	]Tukiiiiii exited observer at their location.
[19:19:42	]Tukiiiiii used command '/CharGiveFlag tuki PET'.
[19:19:47	]Tukiiiiii entered observer.
[19:19:48	]Tukiiiiii exited observer at their location.
[19:19:51	]Tukiiiiii entered observer.
[19:19:53	]Tukiiiiii exited observer at their location.
[19:19:55	]Tukiiiiii entered observer.
[19:20:00	]Kranky used command '/CharGiveFlag tuki pet'.
[19:20:03	]Tukiiiiii has spawned 'models/props_c17/furnitureStove001a.mdl'.
[19:20:05	]Tukiiiiii has spawned 'models/props_c17/FurnitureTable001a.mdl'.
[19:20:06	]Tukiiiiii exited observer at their location.
[19:20:07	]Tukiiiiii has spawned a pistolammo.
[19:20:11	]Tukiiiiii has used a context menu option with the name: remove
[19:20:12	]Tukiiiiii entered observer.
[19:20:21	]Kranky has spawned 'models/props_debris/concrete_debris256pile001a.mdl'.
[19:20:39	]Kranky has spawned 'models/props_debris/walldestroyed08a.mdl'.
[19:20:44	]Kranky has spawned 'models/props_debris/walldestroyed09a.mdl'.
[19:20:45	]Tukiiiiii exited observer at their location.
[19:20:47	]Kranky has fired a toolgun with the name: nocollideworld
[19:20:48	]Tukiiiiii has spawned 'models/Combine_Helicopter/helicopter_bomb01.mdl'.
[19:20:56	]Kranky exited observer at their location.
[19:21:05	]Kranky entered observer.
[19:21:09	]Kranky has spawned 'models/props_debris/walldestroyed09g.mdl'.
[19:21:10	]Kranky has fired a toolgun with the name: nocollideworld
[19:21:13	]Kranky has spawned 'models/props_debris/walldestroyed09g.mdl'.
[19:21:16	]Kranky has fired a toolgun with the name: nocollideworld
[19:21:30	]Kranky exited observer at their location.
[19:21:42	]Kranky entered observer.
[19:21:46	]Kranky exited observer at their location.
[19:21:54	]Tukiiiiii has spawned 'models/props/newcombineprop/combine_baricade06.mdl'.
[19:21:55	]Tukiiiiii entered observer.
[19:21:56	]Kranky entered observer.
[19:21:58	]Tukiiiiii has spawned 'models/props/newcombineprop/combine_baricade06.mdl'.
[19:22:02	]quarter loaded the character 'quarter'
[19:22:10	]Tukiiiiii has fired a toolgun with the name: precision
[19:22:13	]quarter entered observer.
[19:22:15	]Tukiiiiii has fired a toolgun with the name: precision
[19:22:16	]Tukiiiiii has fired a toolgun with the name: precision
[19:22:38	]Tukiiiiii has fired a toolgun with the name: stacker_improved
[19:22:38	]Tukiiiiii has spawned 'models/props/newcombineprop/combine_baricade06.mdl'.
[19:22:42	]Tukiiiiii has fired a toolgun with the name: stacker_improved
[19:22:42	]Tukiiiiii has spawned 'models/props/newcombineprop/combine_baricade06.mdl'.
[19:22:45	]Kranky exited observer at their location.
[19:23:07	]Tukiiiiii exited observer at their location.
[19:23:08	]Tukiiiiii has spawned 'models/props/newcombineprop/combine_cube01.mdl'.
[19:23:11	]quarter exited observer at their location.
[19:23:13	]Tukiiiiii has used a context menu option with the name: clientprop
[19:23:20	]Tukiiiiii has used a context menu option with the name: clientprop
[19:23:22	]Kranky entered observer.
[19:23:30	]Tukiiiiii has used a context menu option with the name: remove
[19:23:34	]Kranky exited observer at their location.
[19:23:53	]Kranky has spawned 'models/props_combine/combine_ballsocket.mdl'.
[19:23:56	]Tukiiiiii entered observer.
[19:23:59	]Kranky has spawned 'models/props_combine/combine_barricade_short02a.mdl'.
[19:24:00	]Tukiiiiii exited observer at their location.
[19:24:06	]quarter entered observer.
[19:24:08	]Kranky has spawned 'models/props_combine/combine_barricade_short01a.mdl'.
[19:24:12	]Tukiiiiii used command '/SetMood frustrated'.
[19:24:20	]Kranky has spawned 'models/props_combine/combine_barricade_short02a.mdl'.
[19:24:25	]Tukiiiiii entered observer.
[19:24:26	]Kranky entered observer.
[19:24:26	]Tukiiiiii exited observer at their location.
[19:24:27	]Kranky exited observer at their location.
[19:24:29	]Tukiiiiii has spawned 'models/props/newcombineprop/combine_tower04_elite.mdl'.
[19:24:34	]Tukiiiiii has spawned 'models/props/newcombineprop/combine_arch03.mdl'.
[19:24:37	]Kranky entered observer.
[19:24:42	]Tukiiiiii entered observer.
[19:24:50	]Kranky exited observer at their location.
[19:24:55	]Kranky entered observer.
[19:25:36	]Kranky has spawned 'models/props/newcombineprop/combine_baricade06.mdl'.
[19:25:36	]Tukiiiiii exited observer at their location.
[19:25:44	]Tukiiiiii entered observer.
[19:25:46	]Tukiiiiii exited observer at their location.
[19:25:47	]Tukiiiiii entered observer.
[19:25:57	]Tukiiiiii exited observer at their location.
[19:25:59	]Kranky exited observer at their location.
[19:26:06	]Kranky has spawned a 'Entity [1448][ix_forcefield]'.
[19:26:10	]Kranky has fired a toolgun with the name: creator
[19:26:10	]Kranky has spawned a 'Entity [1439][ix_forcefield]'.
[19:26:12	]Kranky entered observer.
[19:26:14	]Kranky has fired a toolgun with the name: creator
[19:26:14	]Kranky has spawned a 'Entity [1439][ix_forcefield]'.
[19:26:16	]Kranky has fired a toolgun with the name: creator
[19:26:16	]Kranky has spawned a 'Entity [1455][ix_forcefield]'.
[19:26:17	]Kranky has fired a toolgun with the name: creator
[19:26:17	]Kranky has spawned a 'Entity [1439][ix_forcefield]'.
[19:26:18	]Kranky has fired a toolgun with the name: creator
[19:26:18	]Kranky has spawned a 'Entity [1455][ix_forcefield]'.
[19:26:20	]Kranky exited observer at their location.
[19:26:21	]Kranky entered observer.
[19:26:22	]Tukiiiiii entered observer.
[19:26:23	]Tukiiiiii exited observer at their location.
[19:26:23	]Kranky has fired a toolgun with the name: creator
[19:26:23	]Kranky has spawned a 'Entity [1439][ix_forcefield]'.
[19:26:25	]Kranky has fired a toolgun with the name: creator
[19:26:25	]Kranky has spawned a 'Entity [1455][ix_forcefield]'.
[19:26:25	]Tukiiiiii has spawned 'models/props/newcombineprop/combine_arch06.mdl'.
[19:26:26	]Tukiiiiii entered observer.
[19:26:26	]Kranky has fired a toolgun with the name: creator
[19:26:26	]Kranky has spawned a 'Entity [1439][ix_forcefield]'.
[19:26:28	]Kranky has fired a toolgun with the name: creator
[19:26:28	]Kranky has spawned a 'Entity [1455][ix_forcefield]'.
[19:26:29	]Kranky has fired a toolgun with the name: creator
[19:26:29	]Kranky has spawned a 'Entity [1439][ix_forcefield]'.
[19:26:31	]Kranky has fired a toolgun with the name: creator
[19:26:31	]Kranky has spawned a 'Entity [1439][ix_forcefield]'.
[19:26:33	]Kranky exited observer at their location.
[19:26:37	]Kranky entered observer.
[19:26:38	]Kranky exited observer at their location.
[19:26:41	]Kranky entered observer.
[19:26:44	]Kranky exited observer at their location.
[19:26:47	]Tukiiiiii has fired a toolgun with the name: nocollideworld
[19:26:55	]quarter exited observer at their location.
[19:26:55	]Tukiiiiii exited observer at their location.
[19:26:57	]quarter entered observer.
[19:26:58	]quarter exited observer at their location.
[19:27:10	]Tukiiiiii has spawned 'models/props/newcombineprop/combine_arch10.mdl'.
[19:27:11	]quarter entered observer.
[19:27:15	]Kranky has given himself a uniform_ocs.
[19:27:15	]Kranky has gained a 'Containment Uniform' #2056309.
[19:27:23	]Tukiiiiii has fired a toolgun with the name: precision
[19:27:29	]Tukiiiiii has fired a toolgun with the name: precision
[19:27:30	]Tukiiiiii has fired a toolgun with the name: precision
[19:27:32	]quarter exited observer at their location.
[19:27:34	]Kranky has given himself a mask_com.
[19:27:34	]Kranky has gained a 'Advanced CP Mask' #2056310.
[19:27:58	]Tukiiiiii entered observer.
[19:28:06	]Tukiiiiii exited observer at their location.
[19:28:14	]Tukiiiiii has spawned a uniform_ocs.
[19:28:15	]Tukiiiiii ran 'take' on item 'Containment Uniform' (#2056311)
[19:28:15	]Tukiiiiii has gained a 'Containment Uniform' #2056311.
[19:28:21	]Tukiiiiii entered observer.
[19:28:23	]Tukiiiiii exited observer at their location.
[19:28:41	]Tukiiiiii ran 'drop' on item 'Containment Uniform' (#2056311)
[19:28:41	]Tukiiiiii has lost a 'Containment Uniform' #2056311.
[19:28:44	]Tukiiiiii has used a context menu option with the name: remove
[19:28:49	]Tukiiiiii has spawned a uniform_suppressor.
[19:28:50	]Tukiiiiii ran 'take' on item 'OTA Suppressor Uniform' (#2056312)
[19:28:50	]Tukiiiiii has gained a 'OTA Suppressor Uniform' #2056312.
[19:28:59	]Tukiiiiii ran 'drop' on item 'OTA Suppressor Uniform' (#2056312)
[19:28:59	]Tukiiiiii has lost a 'OTA Suppressor Uniform' #2056312.
[19:29:01	]Tukiiiiii has used a context menu option with the name: remove
[19:29:03	]Tukiiiiii has spawned a uniform_ofc.
[19:29:04	]Tukiiiiii ran 'take' on item 'CP Captain Uniform' (#2056313)
[19:29:04	]Tukiiiiii has gained a 'CP Captain Uniform' #2056313.
[19:29:11	]Tukiiiiii ran 'drop' on item 'CP Captain Uniform' (#2056313)
[19:29:11	]Tukiiiiii has lost a 'CP Captain Uniform' #2056313.
[19:29:13	]Tukiiiiii has used a context menu option with the name: remove
[19:29:15	]Kranky ran 'drop' on item 'Advanced CP Mask' (#2056310)
[19:29:15	]Kranky has lost a 'Advanced CP Mask' #2056310.
[19:29:15	]Tukiiiiii has spawned a uniform_ord.
[19:29:16	]Tukiiiiii ran 'take' on item 'OTA Ordinal Uniform' (#2056314)
[19:29:16	]Tukiiiiii has gained a 'OTA Ordinal Uniform' #2056314.
[19:29:17	]Kranky ran 'drop' on item 'Containment Uniform' (#2056309)
[19:29:17	]Kranky has lost a 'Containment Uniform' #2056309.
[19:29:19	]Kranky has used a context menu option with the name: rb655_dissolve
[19:29:21	]env_entity_dissolver destroyed a 'Containment Uniform' #2056309.
[19:29:23	]Tukiiiiii ran 'drop' on item 'OTA Ordinal Uniform' (#2056314)
[19:29:23	]Tukiiiiii has lost a 'OTA Ordinal Uniform' #2056314.
[19:29:25	]Tukiiiiii has used a context menu option with the name: remove
[19:29:27	]Kranky has used a context menu option with the name: rb655_dissolve
[19:29:28	]Tukiiiiii has spawned a uniform_s24.
[19:29:29	]env_entity_dissolver destroyed a 'Advanced CP Mask' #2056310.
[19:29:29	]Tukiiiiii ran 'take' on item 'Summit 24 Elite Uniform' (#2056315)
[19:29:29	]Tukiiiiii has gained a 'Summit 24 Elite Uniform' #2056315.
[19:29:36	]Tukiiiiii ran 'drop' on item 'Summit 24 Elite Uniform' (#2056315)
[19:29:36	]Tukiiiiii has lost a 'Summit 24 Elite Uniform' #2056315.
[19:29:38	]Tukiiiiii has used a context menu option with the name: remove
[19:29:44	]Tukiiiiii has spawned a uniform_owg.
[19:29:45	]Tukiiiiii ran 'take' on item 'OTA Shotgunner Uniform' (#2056316)
[19:29:45	]Tukiiiiii has gained a 'OTA Shotgunner Uniform' #2056316.
[19:29:49	]Tukiiiiii ran 'drop' on item 'OTA Shotgunner Uniform' (#2056316)
[19:29:49	]Tukiiiiii has lost a 'OTA Shotgunner Uniform' #2056316.
[19:29:49	]Kranky entered observer.
[19:29:50	]Tukiiiiii has used a context menu option with the name: remove
[19:29:58	]Tukiiiiii has spawned a industrial_uniform2.
[19:30:00	]Tukiiiiii ran 'take' on item 'Industrial Uniform MII' (#2056317)
[19:30:00	]Tukiiiiii has gained a 'Industrial Uniform MII' #2056317.
[19:30:07	]Tukiiiiii ran 'drop' on item 'Industrial Uniform MII' (#2056317)
[19:30:07	]Tukiiiiii has lost a 'Industrial Uniform MII' #2056317.
[19:30:09	]Tukiiiiii has used a context menu option with the name: remove
[19:30:22	]Tukiiiiii entered observer.
[19:30:24	]Tukiiiiii has used a context menu option with the name: clientprop
[19:30:25	]Tukiiiiii has used a context menu option with the name: clientprop
[19:30:27	]Tukiiiiii has used a context menu option with the name: clientprop
[19:30:28	]Tukiiiiii exited observer at their location.
[19:30:32	]Tuki (STEAM_0:0:147382627) has disconnected.
[19:31:21	]Kranky exited observer at their location.
[19:31:56	]Kranky has fired a toolgun with the name: remover
[19:31:57	]Kranky has fired a toolgun with the name: remover
[19:31:58	]Kranky entered observer.
[19:32:26	]Kranky has fired a toolgun with the name: remover
[19:32:32	]Kranky has fired a toolgun with the name: remover
[19:32:34	]Kranky exited observer at their location.
[19:32:36	]Kranky entered observer.
[19:32:50	]Kranky exited observer at their location.
[19:32:51	]Kranky entered observer.
[19:32:51	]Kranky exited observer at their location.
[19:34:01	]Kranky entered observer.
[19:34:01	]quarter has gone afk.
[19:34:02	]Kranky exited observer at their location.
[19:34:11	]Kranky has spawned 'models/props_combine/masterinterface_dyn.mdl'.
[19:34:17	]Kranky entered observer.
[19:34:20	]Kranky exited observer at their location.
[19:34:26	]Kranky entered observer.
[19:34:32	]Kranky exited observer at their location.
[19:34:46	]Kranky has fired a toolgun with the name: creator
[19:34:46	]Kranky has spawned a 'Entity [1406][ix_forcefield]'.
[19:34:47	]Kranky entered observer.
[19:34:48	]Kranky has fired a toolgun with the name: creator
[19:34:48	]Kranky has spawned a 'Entity [1406][ix_forcefield]'.
[19:34:50	]Kranky has fired a toolgun with the name: creator
[19:34:50	]Kranky has spawned a 'Entity [1415][ix_forcefield]'.
[19:34:53	]Kranky has fired a toolgun with the name: creator
[19:34:53	]Kranky has spawned a 'Entity [1406][ix_forcefield]'.
[19:34:53	]Kranky has fired a toolgun with the name: creator
[19:34:53	]Kranky has spawned a 'Entity [1415][ix_forcefield]'.
[19:34:54	]Kranky has fired a toolgun with the name: creator
[19:34:54	]Kranky has spawned a 'Entity [1424][ix_forcefield]'.
[19:35:02	]Kranky exited observer at their location.
[19:36:10	]Kranky entered observer.
[19:36:55	]Kranky has fired a toolgun with the name: creator
[19:36:55	]Kranky has spawned a 'Entity [1406][ix_forcefield]'.
[19:36:56	]Kranky has fired a toolgun with the name: creator
[19:36:56	]Kranky has spawned a 'Entity [1415][ix_forcefield]'.
[19:36:57	]Kranky has fired a toolgun with the name: creator
[19:36:57	]Kranky has spawned a 'Entity [1406][ix_forcefield]'.
[19:36:59	]Kranky has fired a toolgun with the name: creator
[19:36:59	]Kranky has spawned a 'Entity [1415][ix_forcefield]'.
[19:37:40	]Kranky exited observer at their location.
[19:37:57	]Kranky entered observer.
[19:38:13	]Kranky has fired a toolgun with the name: creator
[19:38:13	]Kranky has spawned a 'Entity [1406][ix_forcefield]'.
[19:38:14	]Kranky has fired a toolgun with the name: creator
[19:38:14	]Kranky has spawned a 'Entity [1424][ix_forcefield]'.
[19:38:14	]Kranky has fired a toolgun with the name: creator
[19:38:14	]Kranky has spawned a 'Entity [1406][ix_forcefield]'.
[19:38:15	]Kranky has fired a toolgun with the name: creator
[19:38:15	]Kranky has spawned a 'Entity [1424][ix_forcefield]'.
[19:38:28	]Kranky has fired a toolgun with the name: creator
[19:38:28	]Kranky has spawned a 'Entity [1406][ix_forcefield]'.
[19:38:31	]Kranky has fired a toolgun with the name: creator
[19:38:31	]Kranky has spawned a 'Entity [1424][ix_forcefield]'.
[19:38:36	]Kranky has fired a toolgun with the name: creator
[19:38:36	]Kranky has spawned a 'Entity [1406][ix_forcefield]'.
[19:38:37	]Kranky has fired a toolgun with the name: creator
[19:38:37	]Kranky has spawned a 'Entity [1424][ix_forcefield]'.
[19:38:38	]Kranky has fired a toolgun with the name: creator
[19:38:38	]Kranky has spawned a 'Entity [1406][ix_forcefield]'.
[19:38:39	]Kranky has fired a toolgun with the name: creator
[19:38:39	]Kranky has spawned a 'Entity [1428][ix_forcefield]'.
[19:38:39	]Kranky has fired a toolgun with the name: creator
[19:38:39	]Kranky has spawned a 'Entity [1424][ix_forcefield]'.
[19:38:40	]Kranky has fired a toolgun with the name: creator
[19:38:40	]Kranky has spawned a 'Entity [1406][ix_forcefield]'.
[19:38:41	]Kranky has fired a toolgun with the name: creator
[19:38:41	]Kranky has spawned a 'Entity [1428][ix_forcefield]'.
[19:38:51	]Kranky has spawned a 'Entity [1414][ix_combinemonitor_tv]'.
[19:38:57	]Kranky has spawned a 'Entity [1414][ix_intercom]'.
[19:39:03	]Kranky has spawned a 'Entity [1414][ix_combinemonitor_small]'.
[19:39:12	]quarter created the character 'Elijah Souros'
[19:39:12	]Elijah Souros has gained a 'Flashlight' #2056318.
[19:39:12	]Elijah Souros has gained a 'Light Grey Armband' #2056319.
[19:39:12	]Elijah Souros has gained a '#03011's Identity Card' #2056320.
[19:39:12	]Elijah Souros has gained a 'Glasses' #2056321.
[19:39:12	]quarter loaded the character 'Elijah Souros'
[19:39:12	]Elijah Souros is no longer afk. Total time spent AFK: 610
[19:39:25	]Kranky exited observer at their location.
[19:39:37	]Kranky has spawned a 'Entity [1424][ix_watercache]'.
[19:39:41	]Elijah Souros entered observer.
[19:40:05	]Elijah Souros exited observer at their location.
[19:40:10	]Kranky entered observer.
[19:40:13	]Kranky has spawned 'models/props/de_nuke/hr_nuke/nuke_water_tank/nuke_water_tank02.mdl'.
[19:40:15	]quarter loaded the character 'quarter'
[19:40:21	]Kranky has spawned 'models/props_buildings/watertower_001a_skybox.mdl'.
[19:40:28	]quarter used command '/ToggleRaise'.
[19:40:30	]Kranky has spawned 'models/props_urban/plastic_water_jug001.mdl'.
[19:40:34	]Kranky has spawned 'models/props_buildings/watertower_001c.mdl'.
[19:40:49	]Kranky exited observer at their location.
[19:40:51	]Kranky entered observer.
[19:40:53	]Kranky has spawned 'models/props_buildings/watertower_002a.mdl'.
[19:40:55	]Kranky has spawned 'models/props_buildings/watertower_001c.mdl'.
[19:41:00	]Kranky has fired a toolgun with the name: nocollideworld
[19:41:09	]Kranky exited observer at their location.
[19:41:12	]quarter used command '/CharSetModel quarter models/props_fairgrounds/traffic_barrel.mdl'.
[19:41:17	]Kranky has spawned a 'Entity [1432][ix_watercache]'.
[19:42:11	]Kranky entered observer.
[19:42:25	]Kranky exited observer at their location.
[19:42:33	]quarter entered observer.
[19:42:35	]Kranky entered observer.
[19:42:48	]Kranky exited observer at their location.
[19:42:58	]Kranky has spawned a 'Entity [1406][ix_rationdispenser]'.
[19:43:04	]Kranky entered observer.
[19:43:06	]Kranky exited observer at their location.
[19:43:07	]Kranky has fired a toolgun with the name: creator
[19:43:07	]Kranky has spawned a 'Entity [1406][ix_rationdispenser]'.
[19:43:10	]Kranky entered observer.
[19:43:23	]Kranky exited observer at their location.
[19:43:24	]Kranky entered observer.
[19:43:27	]Kranky exited observer at their location.
[19:43:28	]Kranky has fired a toolgun with the name: creator
[19:43:28	]Kranky has spawned a 'Entity [1406][ix_rationdispenser]'.
[19:43:29	]Kranky has fired a toolgun with the name: creator
[19:43:29	]Kranky has spawned a 'Entity [1436][ix_rationdispenser]'.
[19:43:30	]Kranky entered observer.
[19:43:34	]Kranky exited observer at their location.
[19:43:38	]quarter exited observer at their location.
[19:43:48	]Kranky entered observer.
[19:43:51	]Kranky has fired a toolgun with the name: creator
[19:43:51	]Kranky has spawned a 'Entity [1406][ix_forcefield]'.
[19:43:52	]Kranky has fired a toolgun with the name: creator
[19:43:52	]Kranky has spawned a 'Entity [1435][ix_forcefield]'.
[19:43:53	]Kranky has fired a toolgun with the name: creator
[19:43:53	]Kranky has spawned a 'Entity [1406][ix_forcefield]'.
[19:43:54	]Kranky has fired a toolgun with the name: creator
[19:43:54	]Kranky has spawned a 'Entity [1435][ix_forcefield]'.
[19:43:55	]Kranky has fired a toolgun with the name: creator
[19:43:55	]Kranky has spawned a 'Entity [1406][ix_forcefield]'.
[19:43:56	]Kranky has fired a toolgun with the name: creator
[19:43:56	]Kranky has spawned a 'Entity [1435][ix_forcefield]'.
[19:43:56	]quarter entered observer.
[19:43:57	]Kranky has fired a toolgun with the name: creator
[19:43:57	]Kranky has spawned a 'Entity [1406][ix_forcefield]'.
[19:43:58	]Kranky has fired a toolgun with the name: creator
[19:43:58	]Kranky has spawned a 'Entity [1435][ix_forcefield]'.
[19:44:00	]Kranky exited observer at their location.
[19:44:01	]Kranky entered observer.
[19:44:05	]Kranky has fired a toolgun with the name: creator
[19:44:05	]Kranky has spawned a 'Entity [1406][ix_forcefield]'.
[19:44:08	]Kranky has fired a toolgun with the name: creator
[19:44:08	]Kranky has spawned a 'Entity [1406][ix_forcefield]'.
[19:44:09	]Kranky has fired a toolgun with the name: creator
[19:44:09	]Kranky has spawned a 'Entity [1452][ix_forcefield]'.
[19:44:10	]Kranky has fired a toolgun with the name: creator
[19:44:10	]Kranky has spawned a 'Entity [1406][ix_forcefield]'.
[19:44:11	]Kranky has fired a toolgun with the name: creator
[19:44:11	]Kranky has spawned a 'Entity [1452][ix_forcefield]'.
[19:44:13	]Kranky has fired a toolgun with the name: creator
[19:44:13	]Kranky has spawned a 'Entity [1406][ix_forcefield]'.
[19:44:20	]Kranky has fired a toolgun with the name: creator
[19:44:20	]Kranky has spawned a 'Entity [1406][ix_forcefield]'.
[19:44:21	]Kranky has fired a toolgun with the name: creator
[19:44:21	]Kranky has spawned a 'Entity [1452][ix_forcefield]'.
[19:44:22	]Kranky has fired a toolgun with the name: creator
[19:44:22	]Kranky has spawned a 'Entity [1406][ix_forcefield]'.
[19:44:24	]Kranky has fired a toolgun with the name: creator
[19:44:24	]Kranky has spawned a 'Entity [1452][ix_forcefield]'.
[19:44:26	]Kranky has fired a toolgun with the name: creator
[19:44:26	]Kranky has spawned a 'Entity [1406][ix_forcefield]'.
[19:44:27	]Kranky has fired a toolgun with the name: creator
[19:44:27	]Kranky has spawned a 'Entity [1452][ix_forcefield]'.
[19:44:40	]Kranky has used a context menu option with the name: remove
[19:44:42	]Kranky has used a context menu option with the name: remove
[19:44:48	]Kranky has fired a toolgun with the name: creator
[19:44:48	]Kranky has spawned a 'Entity [1406][ix_forcefield]'.
[19:44:48	]Kranky has fired a toolgun with the name: creator
[19:44:48	]Kranky has spawned a 'Entity [1435][ix_forcefield]'.
[19:44:49	]Kranky has fired a toolgun with the name: creator
[19:44:49	]Kranky has spawned a 'Entity [1406][ix_forcefield]'.
[19:44:50	]Kranky has fired a toolgun with the name: creator
[19:44:50	]Kranky has spawned a 'Entity [1435][ix_forcefield]'.
[19:44:59	]Kranky exited observer at their location.
[19:45:00	]Kranky entered observer.
[19:45:12	]Kranky has fired a toolgun with the name: creator
[19:45:12	]Kranky has spawned a 'Entity [1406][ix_forcefield]'.
[19:45:13	]Kranky has fired a toolgun with the name: creator
[19:45:13	]Kranky has spawned a 'Entity [1435][ix_forcefield]'.
[19:45:14	]Kranky has fired a toolgun with the name: creator
[19:45:14	]Kranky has spawned a 'Entity [1406][ix_forcefield]'.
[19:45:15	]Kranky has fired a toolgun with the name: creator
[19:45:15	]Kranky has spawned a 'Entity [1435][ix_forcefield]'.
[19:45:16	]Kranky has fired a toolgun with the name: creator
[19:45:16	]Kranky has spawned a 'Entity [1406][ix_forcefield]'.
[19:45:24	]Kranky exited observer at their location.
[19:45:25	]Kranky entered observer.
[19:46:28	]quarter exited observer at their location.
[19:46:30	]quarter entered observer.
[19:46:31	]quarter exited observer at their location.
[19:46:33	]quarter entered observer.
[19:46:34	]Kranky exited observer at their location.
[19:46:36	]Kranky has taken 41 damage from worldspawn.
[19:46:40	]Kranky entered observer.
[19:46:41	]Kranky exited observer at their location.
[19:46:41	]quarter exited observer at their location.
[19:46:44	]quarter entered observer.
[19:46:44	]Kranky entered observer.
[19:46:47	]quarter exited observer at their location.
[19:46:49	]quarter entered observer.
[19:46:49	]Kranky exited observer at their location.
[19:46:49	]Kranky entered observer.
[19:46:50	]Kranky exited observer at their location.
[19:46:50	]Kranky entered observer.
[19:46:51	]Kranky exited observer at their location.
[19:46:53	]Kranky entered observer.
[19:46:59	]Kranky exited observer at their location.
[19:46:59	]Kranky entered observer.
[19:46:59	]Kranky exited observer at their location.
[19:47:04	]Kranky entered observer.
[19:47:05	]Kranky exited observer at their location.
[19:47:05	]Kranky entered observer.
[19:47:06	]Kranky exited observer at their location.
[19:47:06	]Kranky entered observer.
[19:47:07	]Kranky exited observer at their location.
[19:47:07	]Kranky entered observer.
[19:47:08	]Kranky exited observer at their location.
[19:47:08	]Kranky entered observer.
[19:47:08	]Kranky exited observer at their location.
[19:47:10	]Kranky entered observer.
[19:48:42	]Kranky exited observer at their location.
[19:48:52	]Kranky entered observer.
[19:48:59	]Kranky exited observer at their location.
[19:49:01	]quarter exited observer at their location.
[19:49:04	]quarter has taken 5 damage from trigger_hurt.
[19:49:05	]quarter is fully healed.
[19:49:07	]quarter has taken 5 damage from trigger_hurt.
[19:49:08	]quarter has taken 5 damage from trigger_hurt.
[19:49:10	]quarter is fully healed.
[19:49:12	]Kranky has taken 5 damage from trigger_hurt.
[19:49:12	]Kranky has taken 5 damage from trigger_hurt.
[19:49:13	]Kranky has taken 5 damage from trigger_hurt.
[19:49:17	]quarter has taken 5 damage from trigger_hurt.
[19:49:18	]quarter has taken 5 damage from trigger_hurt.
[19:49:18	]quarter has taken 5 damage from trigger_hurt.
[19:49:19	]quarter has taken 5 damage from trigger_hurt.
[19:49:19	]quarter has taken 5 damage from trigger_hurt.
[19:49:20	]quarter has taken 5 damage from trigger_hurt.
[19:49:20	]quarter is fully healed.
[19:49:20	]quarter has taken 5 damage from trigger_hurt.
[19:49:21	]quarter has taken 5 damage from trigger_hurt.
[19:49:21	]quarter has taken 5 damage from trigger_hurt.
[19:49:22	]quarter has taken 5 damage from trigger_hurt.
[19:49:22	]quarter has taken 5 damage from trigger_hurt.
[19:49:23	]quarter has taken 5 damage from trigger_hurt.
[19:49:23	]quarter has taken 5 damage from trigger_hurt.
[19:49:24	]quarter has taken 5 damage from trigger_hurt.
[19:49:25	]quarter is fully healed.
[19:49:26	]quarter has taken 5 damage from trigger_hurt.
[19:49:26	]quarter has taken 5 damage from trigger_hurt.
[19:49:27	]quarter has taken 5 damage from trigger_hurt.
[19:49:27	]quarter has taken 5 damage from trigger_hurt.
[19:49:28	]quarter has taken 5 damage from trigger_hurt.
[19:49:28	]quarter has taken 5 damage from trigger_hurt.
[19:49:29	]quarter has taken 5 damage from trigger_hurt.
[19:49:29	]quarter entered observer.
[19:49:30	]Kranky has taken 5 damage from trigger_hurt.
[19:49:30	]quarter is fully healed.
[19:49:30	]Kranky has taken 5 damage from trigger_hurt.
[19:49:31	]Kranky has taken 5 damage from trigger_hurt.
[19:49:31	]Kranky has taken 5 damage from trigger_hurt.
[19:49:33	]Kranky entered observer.
[19:51:43	]Kranky exited observer at their location.
[19:51:44	]Kranky entered observer.
[19:51:50	]Kranky exited observer at their location.
[19:51:58	]Kranky entered observer.
[19:52:05	]quarter exited observer at their location.
[19:52:08	]quarter entered observer.
[19:52:19	]Kranky exited observer at their location.
[19:52:22	]Kranky entered observer.
[19:55:25	]quarter exited observer at their location.
[19:55:30	]quarter (STEAM_0:1:52070396) has disconnected.
[19:58:34	]Kranky exited observer at their location.
[20:00:26	]Kranky entered observer.
[20:02:37	]Kranky exited observer at their location.
[20:03:07	]Kranky entered observer.
[20:06:37	]Kranky exited observer at their location.
[20:06:40	]Kranky entered observer.
