[04:40:31	]Kranky has connected.
[23:32:05	]Klim Stasiuk ran 'Equip' on item 'FiveSeven' (#299961)
[23:32:07	]Klim Stasiuk used command '/ToggleRaise'.
[23:32:12	]Klim Stasiuk used command '/ToggleRaise'.
[23:32:34	]Klim Stasiuk has given himself a bullets_pistol.
[23:32:34	]Klim Stasiuk has gained a '9mm Pistol Bullets' #1650071.
[23:32:43	]Klim Stasiuk has given himself a magazine_fiveseven_20rnd.
[23:32:44	]Klim Stasiuk has gained a '20rnd FiveSeven-magazine' #1650072.
[23:32:47	]Klim Stasiuk ran 'combine' on item '20rnd FiveSeven-magazine' (#1650072)
[23:32:49	]Klim Stasiuk ran 'drop' on item '9mm Pistol Bullets' (#1650071)
[23:32:49	]Klim Stasiuk has lost a '9mm Pistol Bullets' #1650071.
[23:32:51	]Klim Stasiuk ran 'drop' on item '[CLASSIFIED] - Biotic Siphoning Pro.' (#367296)
[23:32:51	]Klim Stasiuk has lost a '[CLASSIFIED] - Biotic Siphoning Pro.' #367296.
[23:32:56	]Klim Stasiuk has lost a '20rnd FiveSeven-magazine' #1650072.
[23:32:57	]Klim Stasiuk ran 'removeMag' on item 'FiveSeven' (#299961)
[23:32:57	]Klim Stasiuk has gained a '20rnd FiveSeven-magazine' #1650072.
[23:33:03	]Klim Stasiuk ran 'drop' on item 'FiveSeven' (#299961)
[23:33:03	]Klim Stasiuk has lost a 'FiveSeven' #299961.
[23:33:05	]Klim Stasiuk ran 'take' on item 'FiveSeven' (#299961)
[23:33:05	]Klim Stasiuk has gained a 'FiveSeven' #299961.
[23:33:06	]Klim Stasiuk ran 'clearChamber' on item 'FiveSeven' (#299961)
[23:33:06	]Klim Stasiuk has gained a '9mm Pistol Bullets' #1650073.
[23:33:09	]Klim Stasiuk ran 'Equip' on item 'FiveSeven' (#299961)
[23:33:10	]Klim Stasiuk used command '/ToggleRaise'.
[23:33:11	]Klim Stasiuk has lost a '20rnd FiveSeven-magazine' #1650072.
[23:33:12	]Klim Stasiuk ran 'removeMag' on item 'FiveSeven' (#299961)
[23:33:12	]Klim Stasiuk has gained a '20rnd FiveSeven-magazine' #1650072.
[23:33:15	]Klim Stasiuk ran 'EquipUn' on item 'FiveSeven' (#299961)
[23:33:16	]Klim Stasiuk ran 'clearChamber' on item 'FiveSeven' (#299961)
[23:33:16	]Klim Stasiuk has gained a '9mm Pistol Bullets' #1650074.
[23:33:21	]Klim Stasiuk has used a context menu option with the name: remove
[23:33:22	]Klim Stasiuk has used a context menu option with the name: remove
[23:33:28	]Klim Stasiuk ran 'Equip' on item 'FiveSeven' (#299961)
[23:33:29	]Klim Stasiuk used command '/ToggleRaise'.
[23:33:31	]Klim Stasiuk has lost a '20rnd FiveSeven-magazine' #1650072.
[23:33:33	]Klim Stasiuk ran 'removeMag' on item 'FiveSeven' (#299961)
[23:33:33	]Klim Stasiuk has gained a '20rnd FiveSeven-magazine' #1650072.
[23:33:38	]Klim Stasiuk has lost a '20rnd FiveSeven-magazine' #1650072.
[23:33:39	]Klim Stasiuk ran 'removeMag' on item 'FiveSeven' (#299961)
[23:33:39	]Klim Stasiuk has gained a '20rnd FiveSeven-magazine' #1650072.
[23:33:43	]Klim Stasiuk has lost a '20rnd FiveSeven-magazine' #1650072.
[23:33:44	]Klim Stasiuk ran 'removeMag' on item 'FiveSeven' (#299961)
[23:33:44	]Klim Stasiuk has gained a '20rnd FiveSeven-magazine' #1650072.
[23:33:46	]Klim Stasiuk has lost a '20rnd FiveSeven-magazine' #1650072.
[23:33:47	]Klim Stasiuk ran 'EquipUn' on item 'FiveSeven' (#299961)
[23:33:47	]Klim Stasiuk has gained a '20rnd FiveSeven-magazine' #1650072.
[23:33:49	]Klim Stasiuk ran 'Equip' on item 'FiveSeven' (#299961)
[23:33:50	]Klim Stasiuk used command '/ToggleRaise'.
[23:33:52	]Klim Stasiuk has lost a '20rnd FiveSeven-magazine' #1650072.
[23:33:53	]Klim Stasiuk ran 'removeMag' on item 'FiveSeven' (#299961)
[23:33:53	]Klim Stasiuk has gained a '20rnd FiveSeven-magazine' #1650072.
[23:33:56	]Klim Stasiuk has lost a '20rnd FiveSeven-magazine' #1650072.
[23:33:57	]Klim Stasiuk ran 'removeMag' on item 'FiveSeven' (#299961)
[23:33:57	]Klim Stasiuk has gained a '20rnd FiveSeven-magazine' #1650072.
[23:33:59	]Klim Stasiuk has lost a '20rnd FiveSeven-magazine' #1650072.
[23:34:00	]Klim Stasiuk ran 'EquipUn' on item 'FiveSeven' (#299961)
[23:34:00	]Klim Stasiuk has gained a '20rnd FiveSeven-magazine' #1650072.
[23:34:02	]Klim Stasiuk ran 'Equip' on item 'FiveSeven' (#299961)
[23:34:04	]Klim Stasiuk ran 'EquipUn' on item 'FiveSeven' (#299961)
[23:34:05	]Klim Stasiuk ran 'clearChamber' on item 'FiveSeven' (#299961)
[23:34:05	]Klim Stasiuk has gained a '9mm Pistol Bullets' #1650075.
[23:34:07	]Klim Stasiuk ran 'drop' on item '9mm Pistol Bullets' (#1650075)
[23:34:07	]Klim Stasiuk has lost a '9mm Pistol Bullets' #1650075.
[23:34:09	]Klim Stasiuk has used a context menu option with the name: remove
[23:34:13	]Klim Stasiuk ran 'Equip' on item 'FiveSeven' (#299961)
[23:34:13	]Klim Stasiuk used command '/ToggleRaise'.
[23:34:17	]Klim Stasiuk has lost a '20rnd FiveSeven-magazine' #1650072.
[23:34:18	]Klim Stasiuk ran 'removeMag' on item 'FiveSeven' (#299961)
[23:34:18	]Klim Stasiuk has gained a '20rnd FiveSeven-magazine' #1650072.
[23:34:21	]Klim Stasiuk has lost a '20rnd FiveSeven-magazine' #1650072.
[23:34:22	]Klim Stasiuk ran 'removeMag' on item 'FiveSeven' (#299961)
[23:34:22	]Klim Stasiuk has gained a '20rnd FiveSeven-magazine' #1650072.
[23:34:28	]Klim Stasiuk ran 'EquipUn' on item 'FiveSeven' (#299961)
[23:34:29	]Klim Stasiuk ran 'Equip' on item 'FiveSeven' (#299961)
[23:34:30	]Klim Stasiuk used command '/ToggleRaise'.
[23:34:31	]Klim Stasiuk has lost a '20rnd FiveSeven-magazine' #1650072.
[23:34:32	]Klim Stasiuk ran 'removeMag' on item 'FiveSeven' (#299961)
[23:34:32	]Klim Stasiuk has gained a '20rnd FiveSeven-magazine' #1650072.
[23:34:35	]Klim Stasiuk has lost a '20rnd FiveSeven-magazine' #1650072.
[23:34:36	]Klim Stasiuk ran 'removeMag' on item 'FiveSeven' (#299961)
[23:34:36	]Klim Stasiuk has gained a '20rnd FiveSeven-magazine' #1650072.
[23:34:38	]Klim Stasiuk has lost a '20rnd FiveSeven-magazine' #1650072.
[23:34:39	]Klim Stasiuk ran 'removeMag' on item 'FiveSeven' (#299961)
[23:34:39	]Klim Stasiuk has gained a '20rnd FiveSeven-magazine' #1650072.
[23:34:43	]Klim Stasiuk has lost a '20rnd FiveSeven-magazine' #1650072.
[23:34:44	]Klim Stasiuk ran 'removeMag' on item 'FiveSeven' (#299961)
[23:34:44	]Klim Stasiuk has gained a '20rnd FiveSeven-magazine' #1650072.
[23:34:47	]Klim Stasiuk has lost a '20rnd FiveSeven-magazine' #1650072.
[23:34:49	]Klim Stasiuk ran 'removeMag' on item 'FiveSeven' (#299961)
[23:34:49	]Klim Stasiuk has gained a '20rnd FiveSeven-magazine' #1650072.
[23:34:51	]Klim Stasiuk has lost a '20rnd FiveSeven-magazine' #1650072.
[23:34:52	]Klim Stasiuk ran 'removeMag' on item 'FiveSeven' (#299961)
[23:34:52	]Klim Stasiuk has gained a '20rnd FiveSeven-magazine' #1650072.
[23:34:54	]Klim Stasiuk ran 'EquipUn' on item 'FiveSeven' (#299961)
[23:34:55	]Klim Stasiuk ran 'clearChamber' on item 'FiveSeven' (#299961)
[23:34:55	]Klim Stasiuk has gained a '9mm Pistol Bullets' #1650076.
[23:34:58	]Klim Stasiuk ran 'split' on item '9mm Pistol Bullets' (#1650076)
[23:34:58	]Klim Stasiuk has gained a '9mm Pistol Bullets' #1650077.
[23:34:59	]Klim Stasiuk ran 'drop' on item '9mm Pistol Bullets' (#1650077)
[23:34:59	]Klim Stasiuk has lost a '9mm Pistol Bullets' #1650077.
[23:35:01	]Klim Stasiuk has used a context menu option with the name: remove
[23:35:37	]Klim Stasiuk has given himself a m249.
[23:35:55	]Klim Stasiuk has given himself a m249.
[23:35:55	]Klim Stasiuk has gained a 'M249' #1650078.
[23:35:56	]Klim Stasiuk ran 'Equip' on item 'M249' (#1650078)
[23:36:04	]Klim Stasiuk has given himself a magazine_m249_150rnd.
[23:36:04	]Klim Stasiuk has gained a '150rnd M249-magazine' #1650079.
[23:36:08	]Klim Stasiuk used command '/ToggleRaise'.
[23:36:19	]Klim Stasiuk has given himself a bullets_lmg.
[23:36:19	]Klim Stasiuk has gained a 'Light Machinegun Bullets' #1650080.
[23:36:22	]Klim Stasiuk has given himself a bullets_lmg.
[23:36:22	]Klim Stasiuk has gained a 'Light Machinegun Bullets' #1650081.
[23:36:24	]Klim Stasiuk ran 'combine' on item '150rnd M249-magazine' (#1650079)
[23:36:25	]Klim Stasiuk ran 'combine' on item '150rnd M249-magazine' (#1650079)
[23:36:27	]Klim Stasiuk ran 'drop' on item 'Light Machinegun Bullets' (#1650081)
[23:36:27	]Klim Stasiuk has lost a 'Light Machinegun Bullets' #1650081.
[23:36:28	]Klim Stasiuk has lost a '150rnd M249-magazine' #1650079.
[23:36:30	]Klim Stasiuk ran 'removeMag' on item 'M249' (#1650078)
[23:36:30	]Klim Stasiuk has gained a '150rnd M249-magazine' #1650079.
[23:36:35	]Klim Stasiuk has lost a '150rnd M249-magazine' #1650079.
[23:36:36	]Klim Stasiuk ran 'removeMag' on item 'M249' (#1650078)
[23:36:36	]Klim Stasiuk has gained a '150rnd M249-magazine' #1650079.
[23:36:43	]Klim Stasiuk destroyed a 'Light Machinegun Bullets' #1650081.
[23:36:50	]Klim Stasiuk ran 'EquipUn' on item 'M249' (#1650078)
[23:36:51	]Klim Stasiuk ran 'Equip' on item 'M249' (#1650078)
[23:36:51	]Klim Stasiuk used command '/ToggleRaise'.
[23:36:53	]Klim Stasiuk has lost a '150rnd M249-magazine' #1650079.
[23:36:54	]Klim Stasiuk ran 'removeMag' on item 'M249' (#1650078)
[23:36:54	]Klim Stasiuk has gained a '150rnd M249-magazine' #1650079.
[23:37:20	]Klim Stasiuk has lost a '150rnd M249-magazine' #1650079.
[23:37:21	]Klim Stasiuk ran 'removeMag' on item 'M249' (#1650078)
[23:37:21	]Klim Stasiuk has gained a '150rnd M249-magazine' #1650079.
[23:37:26	]Klim Stasiuk entered observer.
[23:37:29	]Klim Stasiuk exited observer at their location.
[23:37:32	]Klim Stasiuk has warped from Test Door 1, Distance to Test Door 2, Distance.
[23:37:35	]Klim Stasiuk has warped from Test Door 2, Distance to Test Door 1, Distance.
[23:37:39	]Klim Stasiuk has warped from Test Door 1, Distance to Test Door 2, Distance.
[23:37:43	]Klim Stasiuk has warped from Test Door 2, Distance to Test Door 1, Distance.
[23:37:47	]Klim Stasiuk has warped from Test Door 1, Distance to Test Door 2, Distance.
[23:37:49	]Klim Stasiuk has warped from Test Door 2, Distance to Test Door 1, Distance.
[23:37:58	]Klim Stasiuk has warped from Test Door 1, Distance to Test Door 2, Distance.
[23:38:01	]Klim Stasiuk has warped from Test Door 2, Distance to Test Door 1, Distance.
[23:38:09	]Klim Stasiuk has warped from Test Door 1, Distance to Test Door 2, Distance.
[23:38:14	]Klim Stasiuk has warped from Test Door 2, Distance to Test Door 1, Distance.
[23:38:25	]Klim Stasiuk used command '/Teleporters'.
[23:38:32	]Klim Stasiuk has warped from Chair Teleporter to Death Pit.
[23:38:33	]Klim Stasiuk was knocked unconscious and is bleeding out.
[23:38:34	]Klim Stasiuk was killed while bleeding out.
[23:38:34	]trigger_hurt has killed Klim Stasiuk with trigger_hurt.
[23:38:36	]Klim Stasiuk entered observer.
[23:38:52	]Klim Stasiuk has used a context menu option with the name: remove
[23:39:05	]Klim Stasiuk has spawned a 'Entity [381][ix_teleporter]'.
[23:39:23	]Klim Stasiuk has used a context menu option with the name: remove
[23:39:26	]Klim Stasiuk has spawned a 'Entity [380][ix_teleporter]'.
[23:39:38	]Klim Stasiuk exited observer at their location.
[23:39:38	]Klim Stasiuk entered observer.
[23:39:46	]Klim Stasiuk exited observer at their location.
[23:39:46	]Klim Stasiuk entered observer.
[23:39:47	]Klim Stasiuk exited observer at their location.
[23:39:53	]Klim Stasiuk has warped from Default to Default.
[23:39:56	]Klim Stasiuk entered observer.
[23:39:58	]Klim Stasiuk exited observer at their location.
[23:39:58	]Klim Stasiuk entered observer.
[23:40:04	]Klim Stasiuk exited observer at their location.
[23:40:04	]Klim Stasiuk entered observer.
[23:40:08	]Klim Stasiuk exited observer at their location.
[23:40:08	]Klim Stasiuk entered observer.
[23:40:09	]Klim Stasiuk exited observer at their location.
[23:40:09	]Klim Stasiuk entered observer.
[23:40:10	]Klim Stasiuk has warped from Default to Default.
[23:40:25	]Klim Stasiuk exited observer at their location.
[23:40:37	]Klim Stasiuk entered observer.
[23:40:38	]Klim Stasiuk has warped from Default to Default.
[23:40:44	]Klim Stasiuk exited observer at their location.
[23:40:45	]Klim Stasiuk entered observer.
[23:40:45	]Klim Stasiuk has spawned a 'Entity [435][ix_teleporter]'.
[23:40:47	]Klim Stasiuk has spawned a 'Entity [436][ix_teleporter]'.
[23:40:49	]Klim Stasiuk exited observer at their location.
[23:40:49	]Klim Stasiuk entered observer.
[23:41:03	]Klim Stasiuk exited observer at their location.
[23:41:03	]Klim Stasiuk entered observer.
[23:41:08	]Klim Stasiuk exited observer at their location.
[23:41:09	]Klim Stasiuk entered observer.
[23:41:09	]Klim Stasiuk has warped from Default to Default.
[23:41:17	]Klim Stasiuk used command '/Teleporters'.
[23:41:42	]Klim Stasiuk exited observer at their location.
[23:41:42	]Klim Stasiuk entered observer.
[23:41:43	]Klim Stasiuk exited observer at their location.
[23:41:43	]Klim Stasiuk entered observer.
[23:41:43	]Klim Stasiuk exited observer at their location.
[23:41:43	]Klim Stasiuk entered observer.
[23:41:43	]Klim Stasiuk exited observer at their location.
[23:41:47	]Klim Stasiuk ran SAM command 'respawn' with arguments: '^'
[23:41:47	]Klim Stasiuk entered observer.
[23:41:52	]Klim Stasiuk exited observer at their location.
[23:41:53	]Klim Stasiuk entered observer.
[23:41:55	]Klim Stasiuk exited observer at their location.
[23:41:59	]Klim Stasiuk entered observer.
[23:42:09	]Klim Stasiuk exited observer at their location.
[23:42:11	]Klim Stasiuk entered observer.
[23:42:42	]Klim Stasiuk exited observer at their location.
[23:42:42	]Klim Stasiuk entered observer.
[23:42:45	]Klim Stasiuk exited observer at their location.
[23:42:47	]Klim Stasiuk entered observer.
[23:42:52	]Klim Stasiuk exited observer at their location.
[23:42:53	]Klim Stasiuk entered observer.
[23:42:54	]Klim Stasiuk exited observer at their location.
[23:45:29	]Hiros | Error 410 has connected.
[23:46:08	]Hiros | Error 410 loaded the character 'Hiros'
[23:46:13	]Hiros is fully healed.
[23:46:16	]Hiros entered observer.
[23:46:28	]Hiros has warped from Default to Default.
[23:46:33	]Hiros exited observer at their location.
[23:46:33	]Hiros entered observer.
[23:46:35	]Hiros exited observer at their location.
[23:46:35	]Hiros entered observer.
[23:47:03	]Hiros exited observer at their location.
[23:47:04	]Hiros entered observer.
[23:47:07	]Hiros exited observer at their location.
[23:47:09	]Hiros has warped from Default to Default.
[23:47:12	]Hiros entered observer.
[23:47:15	]Hiros exited observer at their location.
[23:47:15	]Hiros entered observer.
[23:47:19	]Hiros exited observer at their location.
[23:47:19	]Hiros entered observer.
[23:47:23	]Hiros used command '/Teleporters'.
[23:47:39	]Hiros used command '/Teleporters'.
[23:47:53	]Hiros exited observer at their location.
[23:47:55	]Hiros entered observer.
[23:48:00	]Hiros exited observer at their location.
[23:51:00	]Hiros | Error 410 has connected.
[23:51:43	]Hiros | Error 410 loaded the character 'Hiros'
[23:51:48	]Hiros is fully healed.
[23:51:50	]Hiros entered observer.
[23:52:12	]Hiros exited observer at their location.
[23:52:14	]Hiros entered observer.
[23:52:16	]Hiros exited observer at their location.
[23:55:17	]Hiros | Error 410 has connected.
[23:55:55	]Hiros | Error 410 loaded the character 'Hiros'
[23:56:00	]Hiros is fully healed.
[23:56:01	]Hiros entered observer.
[23:56:13	]Hiros has warped from Default to Default.
[23:56:18	]Hiros exited observer at their location.
[23:56:18	]Hiros entered observer.
[23:56:25	]Hiros exited observer at their location.
[23:56:26	]Hiros entered observer.
[23:56:29	]Hiros exited observer at their location.
[23:56:32	]Hiros entered observer.
[23:56:40	]Hiros exited observer at their location.
[23:56:40	]Hiros entered observer.
[23:56:41	]Hiros exited observer at their location.
[23:56:55	]Hiros entered observer.
[23:56:57	]Hiros exited observer at their location.
[23:56:59	]Hiros entered observer.
[23:57:00	]Hiros exited observer at their location.
[23:57:00	]Hiros entered observer.
[23:57:01	]Hiros exited observer at their location.
[23:57:01	]Hiros entered observer.
[23:57:02	]Hiros exited observer at their location.
[23:57:05	]Hiros has taken 1 damage from worldspawn.
[23:57:10	]Hiros is fully healed.
[23:57:17	]Hiros entered observer.
[23:58:44	]Hiros exited observer at their location.
[23:58:45	]Hiros has warped from Default to Default.
[23:58:56	]Hiros has warped from Test Door 2, Distance to Test Door 1, Distance.
[23:59:02	]Hiros entered observer.
[23:59:02	]Hiros exited observer at their location.
[23:59:03	]Hiros entered observer.
[23:59:03	]Hiros exited observer at their location.
[23:59:26	]Hiros has warped from Test Door 1, Distance to Test Door 2, Distance.
[23:59:30	]Hiros has warped from Test Door 2, Distance to Test Door 1, Distance.
[23:59:38	]Hiros has warped from Test Door 1, Distance to Test Door 2, Distance.
[23:59:43	]Hiros entered observer.
[23:59:46	]Hiros exited observer at their location.
[23:59:56	]Hiros entered observer.
[23:59:57	]Hiros exited observer at their location.
