[12:44:10	]Rabithunter has connected.
[20:05:32	]C24:i69.AMPUTADO-420 has hit npc_vj_civil_protection_elite_z in the chest dealing 11 damage (CritChance was 0.40).
[20:05:32	]C24:i69.AMPUTADO-420 has hit npc_vj_civil_protection_elite_z in the head dealing 14 damage (CritChance was 0.13).
[20:05:34	][X]C24:i4.QUICK-62 has gained a '30rnd MP Magazine' #2689044.
[20:05:35	][X]C24:i4.QUICK-62 has gained a '30rnd MP Magazine' #2689045.
[20:05:35	][X]C24:i4.QUICK-62 has gained a '30rnd MP Magazine' #2689046.
[20:05:36	][X]C24:i4.QUICK-62 has gained a '30rnd MP Magazine' #2689047.
[20:05:37	][X]C24:i4.QUICK-62 has gained a '30rnd MP Magazine' #2689048.
[20:05:37	][X]C24:i4.QUICK-62 has gained a '30rnd MP Magazine' #2689049.
[20:05:41	][OOC] C24:RL.VICE-66: We can start getting IC
[20:05:50	]C24:RL.VICE-66 used command '/Event Or we can start going IC rather'.
[20:05:56	]C24:i5.PATROL-35 used command '/ActStand'.
[20:05:58	]C24:i5.ROLLER-07 used the 'Quartermaster' vendor.
[20:06:02	]C24:i5.ROLLER-07 has gained a 'Magazine Pouch' #2689050.
[20:06:06	]C24:i5.ROLLER-07 has gained a '17rnd USP Magazine' #2689051.
[20:06:06	]C24:i5.ROLLER-07 has gained a '17rnd USP Magazine' #2689052.
[20:06:07	][IC] C24:i5.ROLLER-34: <:: Ready to judge. ::>
[20:06:07	]C24:i5.ROLLER-07 has gained a '17rnd USP Magazine' #2689053.
[20:06:08	]C24:i5.ROLLER-07 has gained a '17rnd USP Magazine' #2689054.
[20:06:08	]C24:i5.ROLLER-07 has gained a '17rnd USP Magazine' #2689055.
[20:06:09	]C24:i5.ROLLER-07 has gained a '17rnd USP Magazine' #2689056.
[20:06:09	]C24:RL.VICE-66 used command '/Broadcast Headsets on nicely? Make sure they're snug cause if you die here you might jerk up and poke your eyes out.'.
[20:06:10	]C24:i5.ROLLER-07 has gained a '9mm Pistol Bullets' #2689057.
[20:06:11	]C24:i5.ROLLER-07 has gained a '9mm Pistol Bullets' #2689058.
[20:06:11	]C24:i5.ROLLER-07 has gained a '9mm Pistol Bullets' #2689059.
[20:06:15	]C24:i5.ROLLER-07 ran 'combine' on item '17rnd USP Magazine' (#2689052)
[20:06:16	]C24:i5.ROLLER-07 ran 'combine' on item '17rnd USP Magazine' (#2689053)
[20:06:18	]C24:i5.ROLLER-07 ran 'combine' on item '17rnd USP Magazine' (#2689054)
[20:06:19	]C24:i5.ROLLER-07 ran 'combine' on item '17rnd USP Magazine' (#2689055)
[20:06:20	]C24:i5.ROLLER-07 ran 'combine' on item '17rnd USP Magazine' (#2689056)
[20:06:21	]C24:i5.ROLLER-07 ran 'combine' on item '17rnd USP Magazine' (#2689051)
[20:06:22	]C24:i5.ROLLER-07 ran 'combine' on item '17rnd USP Magazine' (#2689056)
[20:06:24	]C24:i5.ROLLER-07 ran 'combine' on item 'Magazine Pouch' (#2689050)
[20:06:24	][X]C24:i4.QUICK-62 used the 'Quartermaster' vendor.
[20:06:24	]C24:i5.ROLLER-07 ran 'combine' on item 'Magazine Pouch' (#2689050)
[20:06:25	]C24:i5.ROLLER-07 ran 'combine' on item 'Magazine Pouch' (#2689050)
[20:06:26	]C24:i5.ROLLER-07 ran 'drop' on item '9mm Pistol Bullets' (#2689057)
[20:06:26	]C24:i5.ROLLER-07 has lost a '9mm Pistol Bullets' #2689057.
[20:06:29	]C24:i5.ROLLER-07 ran 'take' on item '9mm Pistol Bullets' (#2689057)
[20:06:29	]C24:i5.ROLLER-07 has gained a '9mm Pistol Bullets' #2689057.
[20:06:30	][W] C24:i5.PATROL-35: <:: Huh, figures. ::>
[20:06:31	][IC] C24:RL.VICE-66: <:: You guys can speak. ::>
[20:06:38	][IC] C24:i5.PATROL-35: <:: Yep. ::>
[20:06:40	][LOOC] [X]C24:i4.QUICK-62: what weapons do we take?
[20:06:40	]C24:i5.ROLLER-07 has given himself a stunstick.
[20:06:41	]C24:i5.ROLLER-07 has gained a 'CV-2000 Stun Baton' #2689060.
[20:06:41	][IC] C24:i5.PATROL-35: <:: Fits. ::>
[20:06:42	]C24:i5.ROLLER-07 ran 'Equip' on item 'CV-2000 Stun Baton' (#2689060)
[20:06:42	]C24:i69.AMPUTADO-420 used command '/ToggleRaise'.
[20:06:43	][IC] C24:i5.ROLLER-34: <:: We can. ::>
[20:06:45	]C24:i5.ROLLER-07 ran 'Equip' on item 'Combine PDA' (#2537938)
[20:06:45	][LOOC] C24:RL.VICE-66: adequate ones
[20:06:53	][W] C24:i5.ROLLER-34: <:: At least your ass is here too. ::>
[20:06:58	][X]C24:i4.QUICK-62 used the 'Quartermaster' vendor.
[20:07:04	][W] C24:i5.PATROL-35: <:: What, scared of diving into this by yourself? ::>
[20:07:10	]C24:i5.ROLLER-07 used command '/ActStand 1'.
[20:07:12	]C24:RL.VICE-66 used command '/Broadcast I've switched the judgement waiver audio off for a moment, we'll get the boring theory over then we'll go up and shoot some anti-citizens, sound good?'.
[20:07:15	][W] C24:i5.ROLLER-34: <:: No? Maybe. ::>
[20:07:21	]C24:i69.AMPUTADO-420 has spawned a 'NPC [6728][npc_headcrab]'.
[20:07:21	][X]C24:i4.QUICK-62 ran 'EquipUn' on item 'MP7A1' (#2689042)
[20:07:22	]C24:i69.AMPUTADO-420 has hit npc_headcrab dealing 8 damage (CritChance was 0.66).
[20:07:23	]C24:i69.AMPUTADO-420 has hit npc_headcrab dealing 8 damage (CritChance was 0.66).
[20:07:23	][X]C24:i4.QUICK-62 ran 'Equip' on item 'MP7A1' (#2689042)
[20:07:26	][IC] C24:i5.ROLLER-34: <:: Copy. ::>
[20:07:29	][X]C24:i4.QUICK-62 ran 'EquipUn' on item 'MP7A1' (#2689042)
[20:07:29	][X]C24:i4.QUICK-62 ran 'Equip' on item 'MP7A1' (#2689042)
[20:07:31	]C24:i69.AMPUTADO-420 has spawned a 'NPC [6725][npc_antlion_schizo_drone]'.
[20:07:32	]C24:i69.AMPUTADO-420 exited observer at their location.
[20:07:36	]C24:i69.AMPUTADO-420 has hit npc_antlion_schizo_drone dealing 8 damage (CritChance was 0.66).
[20:07:36	]C24:i69.AMPUTADO-420 has hit npc_antlion_schizo_drone dealing 8 damage (CritChance was 0.66).
[20:07:36	]C24:i69.AMPUTADO-420 has critically hit npc_antlion_schizo_drone dealing 11 damage (CritChance was 0.66).
[20:07:36	]C24:i69.AMPUTADO-420 has hit npc_antlion_schizo_drone dealing 8 damage (CritChance was 0.66).
[20:07:36	]C24:i69.AMPUTADO-420 has critically hit npc_antlion_schizo_drone dealing 11 damage (CritChance was 0.66).
[20:07:37	]C24:i69.AMPUTADO-420 has hit npc_antlion_schizo_drone dealing 8 damage (CritChance was 0.66).
[20:07:39	][LOOC] C24:RL.VICE-66: ongod fatigue system exists herre hold on
[20:07:39	][IC] C24:i5.ROLLER-34: <:: I bet that sound is going to blast our heads. ::>
[20:07:42	][LOOC] [X]C24:i4.QUICK-62: can we use the ammo trick used in the weapon tests?
[20:07:42	][IC] C24:i5.PATROL-35: <:: Might be. ::>
[20:07:44	]C24:i69.AMPUTADO-420 has critically hit npc_antlion_schizo_drone dealing 11 damage (CritChance was 0.66).
[20:07:45	]C24:RL.VICE-66 set energy level of C24:RL.VICE-66 to 200.
[20:07:45	]C24:RL.VICE-66 used command '/CharSetEnergy c24 100000'.
[20:07:50	]C24:i69.AMPUTADO-420 used command '/ToggleRaise'.
[20:07:54	]C24:i69.AMPUTADO-420 has spawned a 'NPC [6725][npc_antlion_schizo_drone]'.
[20:07:57	]C24:i5.ROLLER-34 used command '/CharSetThirst roller-34 0'.
[20:08:01	][LOOC] C24:RL.VICE-66: no this is training
[20:08:06	]C24:i69.AMPUTADO-420 has spawned a 'NPC [6534][npc_antlion_schizo_drone]'.
[20:08:12	][X]C24:i4.QUICK-62 used the 'Quartermaster' vendor.
[20:08:15	][IC] C24:i5.ROLLER-34: <:: This feels pretty real. ::>
[20:08:19	]C24:i69.AMPUTADO-420 has spawned a 'NPC [6534][npc_antlion_schizo_drone]'.
[20:08:20	][X]C24:i4.QUICK-62 has gained a 'Ammunition Pouch' #2689061.
[20:08:24	][X]C24:i4.QUICK-62 used the 'Quartermaster' vendor.
[20:08:25	]C24:i69.AMPUTADO-420 entered observer.
[20:08:25	]C24:i69.AMPUTADO-420 exited observer at their location.
[20:08:26	]C24:i69.AMPUTADO-420 entered observer.
[20:08:26	][X]C24:i4.QUICK-62 has gained a 'Ammunition Pouch' #2689062.
[20:08:27	]C24:i69.AMPUTADO-420 exited observer at their location.
[20:08:27	]C24:i69.AMPUTADO-420 entered observer.
[20:08:27	]C24:i69.AMPUTADO-420 exited observer at their location.
[20:08:28	]C24:i69.AMPUTADO-420 entered observer.
[20:08:28	]C24:i69.AMPUTADO-420 exited observer at their location.
[20:08:30	]C24:i69.AMPUTADO-420 entered observer.
[20:08:31	]C24:i69.AMPUTADO-420 exited observer at their location.
[20:08:31	][X]C24:i4.QUICK-62 used the 'Quartermaster' vendor.
[20:08:32	]C24:i69.AMPUTADO-420 entered observer.
[20:08:32	]C24:i69.AMPUTADO-420 exited observer at their location.
[20:08:33	]C24:i69.AMPUTADO-420 entered observer.
[20:08:33	]C24:i69.AMPUTADO-420 exited observer at their location.
[20:08:34	]C24:i69.AMPUTADO-420 entered observer.
[20:08:34	]C24:i69.AMPUTADO-420 exited observer at their location.
[20:08:35	]C24:i69.AMPUTADO-420 entered observer.
[20:08:35	]C24:i69.AMPUTADO-420 exited observer at their location.
[20:08:36	][X]C24:i4.QUICK-62 has gained a 'Magazine Pouch' #2689063.
[20:08:36	]C24:i69.AMPUTADO-420 entered observer.
[20:08:36	]C24:i69.AMPUTADO-420 exited observer at their location.
[20:08:37	][ME] C24:i5.ROLLER-34: turns to 35 for a moment, trying to poke his helmet hardly.
[20:08:37	]C24:i69.AMPUTADO-420 entered observer.
[20:08:37	]C24:i69.AMPUTADO-420 exited observer at their location.
[20:08:38	]C24:i5.ROLLER-34 used command '/ExitAct'.
[20:08:38	]C24:i69.AMPUTADO-420 entered observer.
[20:08:38	]C24:i69.AMPUTADO-420 exited observer at their location.
[20:08:39	]C24:i69.AMPUTADO-420 entered observer.
[20:08:39	]C24:i69.AMPUTADO-420 exited observer at their location.
[20:08:40	]C24:i69.AMPUTADO-420 entered observer.
[20:08:40	]C24:i69.AMPUTADO-420 exited observer at their location.
[20:08:41	]C24:i69.AMPUTADO-420 entered observer.
[20:08:41	]C24:i69.AMPUTADO-420 exited observer at their location.
[20:08:42	][IC] C24:i5.ROLLER-34: <:: Does it... ::>
[20:08:42	][X]C24:i4.QUICK-62 used the 'Quartermaster' vendor.
[20:08:42	]C24:i69.AMPUTADO-420 entered observer.
[20:08:42	]C24:i69.AMPUTADO-420 exited observer at their location.
[20:08:43	]C24:i69.AMPUTADO-420 entered observer.
[20:08:43	]C24:i69.AMPUTADO-420 exited observer at their location.
[20:08:44	]C24:i69.AMPUTADO-420 entered observer.
[20:08:44	]C24:i69.AMPUTADO-420 exited observer at their location.
[20:08:45	]C24:i69.AMPUTADO-420 entered observer.
[20:08:45	]C24:i69.AMPUTADO-420 exited observer at their location.
[20:08:46	][X]C24:i4.QUICK-62 used the 'Quartermaster' vendor.
[20:08:46	]C24:i69.AMPUTADO-420 entered observer.
[20:08:46	]C24:i69.AMPUTADO-420 exited observer at their location.
[20:08:47	][ME] C24:i5.ROLLER-07: adjusts slightly to the VR world.
[20:08:47	]C24:i69.AMPUTADO-420 entered observer.
[20:08:47	]C24:i69.AMPUTADO-420 exited observer at their location.
[20:08:48	]C24:i69.AMPUTADO-420 entered observer.
[20:08:48	]C24:i69.AMPUTADO-420 exited observer at their location.
[20:08:49	]C24:i69.AMPUTADO-420 entered observer.
[20:08:49	]C24:i69.AMPUTADO-420 exited observer at their location.
[20:08:50	]C24:i69.AMPUTADO-420 entered observer.
[20:08:50	]C24:i69.AMPUTADO-420 exited observer at their location.
[20:08:51	]C24:i69.AMPUTADO-420 entered observer.
[20:08:51	]C24:i69.AMPUTADO-420 exited observer at their location.
[20:08:51	][X]C24:i4.QUICK-62 ran 'take' on item 'Sub-machinegun Bullets' (#2689065)
[20:08:52	]C24:i69.AMPUTADO-420 entered observer.
[20:08:52	]C24:i69.AMPUTADO-420 exited observer at their location.
[20:08:52	]C24:i5.ROLLER-07 used command '/ExitAct'.
[20:08:53	]C24:i69.AMPUTADO-420 entered observer.
[20:08:53	]C24:i69.AMPUTADO-420 exited observer at their location.
[20:08:54	]C24:i69.AMPUTADO-420 entered observer.
[20:08:54	]C24:i69.AMPUTADO-420 exited observer at their location.
[20:08:55	]C24:i69.AMPUTADO-420 entered observer.
[20:08:55	]C24:i69.AMPUTADO-420 exited observer at their location.
[20:08:55	][ME] C24:i5.PATROL-35: nodded along, "<:: It does. ::>"
[20:08:55	]C24:i69.AMPUTADO-420 entered observer.
[20:08:55	]C24:i5.ROLLER-07 used the 'Quartermaster' vendor.
[20:08:56	]C24:i69.AMPUTADO-420 exited observer at their location.
[20:08:56	]C24:i69.AMPUTADO-420 entered observer.
[20:08:57	]C24:i69.AMPUTADO-420 exited observer at their location.
[20:08:58	]C24:i69.AMPUTADO-420 entered observer.
[20:08:58	]C24:i69.AMPUTADO-420 exited observer at their location.
[20:08:58	]C24:i5.PATROL-35 used command '/ExitAct'.
[20:08:59	]C24:i69.AMPUTADO-420 entered observer.
[20:08:59	]C24:i69.AMPUTADO-420 exited observer at their location.
[20:08:59	]C24:i5.ROLLER-07 has gained a 'Zip Tie' #2689066.
[20:08:59	]C24:i5.ROLLER-07 has gained a 'Zip Tie' #2689067.
[20:09:00	]C24:i69.AMPUTADO-420 entered observer.
[20:09:00	][IC] C24:i5.ROLLER-34: <:: Figures. ::>
[20:09:00	]C24:i69.AMPUTADO-420 exited observer at their location.
[20:09:00	]C24:i5.ROLLER-07 has gained a 'Zip Tie' #2689068.
[20:09:00	]C24:i5.ROLLER-07 has gained a 'Zip Tie' #2689069.
[20:09:01	]C24:i69.AMPUTADO-420 entered observer.
[20:09:01	]C24:i5.ROLLER-07 has gained a 'Zip Tie' #2689070.
[20:09:01	]C24:i69.AMPUTADO-420 exited observer at their location.
[20:09:02	]C24:i5.ROLLER-07 has gained a 'Zip Tie' #2689071.
[20:09:02	][IC] C24:i5.ROLLER-34: <:: Haha. ::>
[20:09:02	]C24:i5.ROLLER-07 has gained a 'Zip Tie' #2689072.
[20:09:02	]C24:i69.AMPUTADO-420 entered observer.
[20:09:02	][IC] C24:i5.PATROL-35: <:: Hmph. ::>
[20:09:02	]C24:i69.AMPUTADO-420 exited observer at their location.
[20:09:03	]C24:i5.ROLLER-07 has gained a 'Zip Tie' #2689073.
[20:09:03	]C24:i69.AMPUTADO-420 entered observer.
[20:09:03	]C24:i69.AMPUTADO-420 exited observer at their location.
[20:09:04	][LOOC] [X]C24:i4.QUICK-62: having some problems hold on
[20:09:04	]C24:i69.AMPUTADO-420 entered observer.
[20:09:04	]C24:i5.ROLLER-07 has gained a 'Zip Tie' #2689074.
[20:09:04	]C24:i69.AMPUTADO-420 exited observer at their location.
[20:09:05	]C24:i69.AMPUTADO-420 entered observer.
[20:09:06	]C24:i69.AMPUTADO-420 exited observer at their location.
[20:09:06	]C24:i69.AMPUTADO-420 entered observer.
[20:09:07	][X]C24:i4.QUICK-62 ran 'drop' on item 'MP7A1' (#2689042)
[20:09:07	][X]C24:i4.QUICK-62 has lost a 'MP7A1' #2689042.
[20:09:07	]C24:i69.AMPUTADO-420 exited observer at their location.
[20:09:08	]C24:i69.AMPUTADO-420 entered observer.
[20:09:08	]C24:i69.AMPUTADO-420 exited observer at their location.
[20:09:08	]C24:i69.AMPUTADO-420 entered observer.
[20:09:09	]C24:i5.ROLLER-34 used command '/ActStand'.
[20:09:09	]C24:i69.AMPUTADO-420 exited observer at their location.
[20:09:09	]C24:i69.AMPUTADO-420 entered observer.
[20:09:10	][X]C24:i4.QUICK-62 ran 'take' on item 'Sub-machinegun Bullets' (#2689065)
[20:09:10	][X]C24:i4.QUICK-62 has gained a 'Sub-machinegun Bullets' #2689065.
[20:09:10	]C24:i69.AMPUTADO-420 exited observer at their location.
[20:09:10	]C24:i69.AMPUTADO-420 entered observer.
[20:09:11	][X]C24:i4.QUICK-62 ran 'take' on item 'Sub-machinegun Bullets' (#2689064)
[20:09:11	][X]C24:i4.QUICK-62 has gained a 'Sub-machinegun Bullets' #2689064.
[20:09:11	]C24:i69.AMPUTADO-420 exited observer at their location.
[20:09:12	]C24:i69.AMPUTADO-420 entered observer.
[20:09:12	]C24:i69.AMPUTADO-420 exited observer at their location.
[20:09:12	][X]C24:i4.QUICK-62 ran 'combine' on item 'Ammunition Pouch' (#2689062)
[20:09:13	]C24:i69.AMPUTADO-420 entered observer.
[20:09:13	]C24:i69.AMPUTADO-420 exited observer at their location.
[20:09:13	][X]C24:i4.QUICK-62 ran 'combine' on item '30rnd MP Magazine' (#2689047)
[20:09:13	]C24:i5.ROLLER-07 used command '/CharSetHunger ^ 0'.
[20:09:14	]C24:i69.AMPUTADO-420 entered observer.
[20:09:14	]C24:i69.AMPUTADO-420 exited observer at their location.
[20:09:14	]C24:i69.AMPUTADO-420 entered observer.
[20:09:15	]C24:i69.AMPUTADO-420 exited observer at their location.
[20:09:16	]C24:i69.AMPUTADO-420 entered observer.
[20:09:16	]C24:i69.AMPUTADO-420 exited observer at their location.
[20:09:17	]C24:i69.AMPUTADO-420 entered observer.
[20:09:17	]C24:i5.ROLLER-07 used command '/CharSetThirst ^ 0'.
[20:09:17	]C24:i69.AMPUTADO-420 exited observer at their location.
[20:09:17	][IC] C24:RL.VICE-66: <:: I spent all night fixing the remaining headsets so. ::>
[20:09:18	][X]C24:i4.QUICK-62 ran 'combine' on item '30rnd MP Magazine' (#2689046)
[20:09:18	]C24:i69.AMPUTADO-420 entered observer.
[20:09:18	]C24:i69.AMPUTADO-420 exited observer at their location.
[20:09:19	]☾Killian☽ loaded the character 'C24:i5.UNION-60'
[20:09:19	][X]C24:i4.QUICK-62 used the 'Quartermaster' vendor.
[20:09:19	]C24:i69.AMPUTADO-420 entered observer.
[20:09:19	]C24:i69.AMPUTADO-420 exited observer at their location.
[20:09:20	]C24:i5.ROLLER-07 used command '/ActStand 1'.
[20:09:20	]C24:i69.AMPUTADO-420 entered observer.
[20:09:21	]C24:i69.AMPUTADO-420 exited observer at their location.
[20:09:21	][IC] C24:RL.VICE-66: <:: Anyways. ::>
[20:09:21	]C24:RL.VICE-66 entered observer.
[20:09:21	]C24:i69.AMPUTADO-420 entered observer.
[20:09:21	]C24:i69.AMPUTADO-420 exited observer at their location.
[20:09:22	][X]C24:i4.QUICK-62 has gained a 'Sub-machinegun Bullets' #2689075.
[20:09:22	]C24:i69.AMPUTADO-420 entered observer.
[20:09:23	]C24:i69.AMPUTADO-420 exited observer at their location.
[20:09:23	][X]C24:i4.QUICK-62 has gained a 'Sub-machinegun Bullets' #2689076.
[20:09:23	]C24:i69.AMPUTADO-420 entered observer.
[20:09:24	][X]C24:i4.QUICK-62 has gained a 'Sub-machinegun Bullets' #2689077.
[20:09:24	]C24:i69.AMPUTADO-420 exited observer at their location.
[20:09:24	]C24:i5.UNION-60 is fully healed.
[20:09:24	][X]C24:i4.QUICK-62 has gained a 'Sub-machinegun Bullets' #2689078.
[20:09:24	]C24:i69.AMPUTADO-420 entered observer.
[20:09:25	]C24:i69.AMPUTADO-420 exited observer at their location.
[20:09:26	]C24:i69.AMPUTADO-420 entered observer.
[20:09:26	]C24:i69.AMPUTADO-420 exited observer at their location.
[20:09:26	]C24:RL.VICE-66 is fully healed.
[20:09:27	]C24:i69.AMPUTADO-420 entered observer.
[20:09:27	][X]C24:i4.QUICK-62 ran 'combine' on item '30rnd MP Magazine' (#2689044)
[20:09:27	]C24:i69.AMPUTADO-420 exited observer at their location.
[20:09:27	][IC] C24:i5.ROLLER-34: <:: Loud and clear. ::>
[20:09:27	][X]C24:i4.QUICK-62 ran 'combine' on item '30rnd MP Magazine' (#2689045)
[20:09:28	]C24:i69.AMPUTADO-420 entered observer.
[20:09:28	]C24:i5.ROLLER-34 used command '/ExitAct'.
[20:09:28	]C24:i69.AMPUTADO-420 exited observer at their location.
[20:09:28	][X]C24:i4.QUICK-62 ran 'combine' on item '30rnd MP Magazine' (#2689049)
[20:09:29	]C24:i69.AMPUTADO-420 entered observer.
[20:09:29	]C24:i69.AMPUTADO-420 exited observer at their location.
[20:09:29	]C24:RL.VICE-66 ran SAM command 'bring' with arguments: 'c24:i5.union-60'
[20:09:30	][X]C24:i4.QUICK-62 ran 'combine' on item '30rnd MP Magazine' (#2689048)
[20:09:30	]C24:i69.AMPUTADO-420 entered observer.
[20:09:30	]C24:i69.AMPUTADO-420 exited observer at their location.
[20:09:31	]C24:i69.AMPUTADO-420 entered observer.
[20:09:31	]C24:i69.AMPUTADO-420 exited observer at their location.
[20:09:31	]C24:i5.ROLLER-34 used command '/ActStand'.
[20:09:32	]C24:i69.AMPUTADO-420 entered observer.
[20:09:32	]C24:i69.AMPUTADO-420 exited observer at their location.
[20:09:32	]C24:RL.VICE-66 exited observer at their location.
[20:09:32	][X]C24:i4.QUICK-62 used the 'Quartermaster' vendor.
[20:09:33	]C24:i69.AMPUTADO-420 entered observer.
[20:09:33	]C24:i69.AMPUTADO-420 exited observer at their location.
[20:09:34	]C24:i69.AMPUTADO-420 entered observer.
[20:09:34	]C24:i69.AMPUTADO-420 exited observer at their location.
[20:09:35	][X]C24:i4.QUICK-62 has gained a 'Sub-machinegun Bullets' #2689079.
[20:09:35	][X]C24:i4.QUICK-62 has gained a 'Sub-machinegun Bullets' #2689080.
[20:09:35	]C24:i69.AMPUTADO-420 entered observer.
[20:09:36	]C24:i69.AMPUTADO-420 exited observer at their location.
[20:09:36	][X]C24:i4.QUICK-62 has gained a 'Sub-machinegun Bullets' #2689081.
[20:09:36	]C24:i69.AMPUTADO-420 entered observer.
[20:09:36	][X]C24:i4.QUICK-62 has gained a 'Sub-machinegun Bullets' #2689082.
[20:09:37	]C24:i69.AMPUTADO-420 exited observer at their location.
[20:09:38	]C24:i69.AMPUTADO-420 entered observer.
[20:09:38	]C24:i69.AMPUTADO-420 exited observer at their location.
[20:09:39	]C24:i5.ROLLER-34 used command '/ExitAct'.
[20:09:39	]C24:i69.AMPUTADO-420 entered observer.
[20:09:39	]C24:i5.ROLLER-07 used command '/PrintStaffList'.
[20:09:39	]C24:i69.AMPUTADO-420 exited observer at their location.
[20:09:40	]C24:i69.AMPUTADO-420 entered observer.
[20:09:40	]C24:i69.AMPUTADO-420 exited observer at their location.
[20:09:41	][IC] C24:RL.VICE-66: <:: As you can see I have like. ::>
[20:09:41	]C24:i69.AMPUTADO-420 entered observer.
[20:09:41	]C24:i69.AMPUTADO-420 exited observer at their location.
[20:09:42	]C24:i69.AMPUTADO-420 entered observer.
[20:09:42	]C24:i69.AMPUTADO-420 exited observer at their location.
[20:09:43	][X]C24:i4.QUICK-62 used the 'Quartermaster' vendor.
[20:09:43	]C24:i69.AMPUTADO-420 entered observer.
[20:09:43	]C24:i69.AMPUTADO-420 exited observer at their location.
[20:09:44	][IC] C24:RL.VICE-66: <:: Powers in here. ::>
[20:09:44	]C24:i69.AMPUTADO-420 entered observer.
[20:09:44	]C24:i69.AMPUTADO-420 exited observer at their location.
[20:09:45	][X]C24:i4.QUICK-62 has gained a 'Sub-machinegun Bullets' #2689083.
[20:09:45	]C24:i69.AMPUTADO-420 entered observer.
[20:09:45	]C24:i69.AMPUTADO-420 exited observer at their location.
[20:09:46	]Marco has connected.
[20:09:46	][X]C24:i4.QUICK-62 has gained a 'Sub-machinegun Bullets' #2689084.
[20:09:46	]C24:i69.AMPUTADO-420 entered observer.
[20:09:46	]C24:i69.AMPUTADO-420 exited observer at their location.
[20:09:48	]C24:i69.AMPUTADO-420 entered observer.
[20:09:48	]C24:i69.AMPUTADO-420 exited observer at their location.
[20:09:49	]C24:i69.AMPUTADO-420 entered observer.
[20:09:50	]C24:i69.AMPUTADO-420 exited observer at their location.
[20:09:50	][X]C24:i4.QUICK-62 used the 'Quartermaster' vendor.
[20:09:50	][IC] C24:i5.ROLLER-34: <:: Won't annoy you. ::>
[20:09:51	]C24:i69.AMPUTADO-420 entered observer.
[20:09:51	]C24:i69.AMPUTADO-420 exited observer at their location.
[20:09:52	]C24:i69.AMPUTADO-420 entered observer.
[20:09:52	][X]C24:i4.QUICK-62 has gained a 'Sub-machinegun Bullets' #2689085.
[20:09:52	]C24:i69.AMPUTADO-420 exited observer at their location.
[20:09:53	][X]C24:i4.QUICK-62 has gained a 'Sub-machinegun Bullets' #2689086.
[20:09:53	][IC] C24:i5.PATROL-35: <:: I hope. ::>
[20:09:53	]C24:i69.AMPUTADO-420 entered observer.
[20:09:54	]C24:i69.AMPUTADO-420 exited observer at their location.
[20:09:54	]C24:i69.AMPUTADO-420 entered observer.
[20:09:55	]C24:i69.AMPUTADO-420 exited observer at their location.
[20:09:56	]C24:i69.AMPUTADO-420 entered observer.
[20:09:56	]C24:i69.AMPUTADO-420 exited observer at their location.
[20:09:57	]C24:i69.AMPUTADO-420 entered observer.
[20:09:57	]C24:i69.AMPUTADO-420 exited observer at their location.
[20:09:58	]C24:i69.AMPUTADO-420 entered observer.
[20:09:58	]C24:i69.AMPUTADO-420 exited observer at their location.
[20:09:59	][X]C24:i4.QUICK-62 ran 'take' on item 'MP7A1' (#2689042)
[20:09:59	][X]C24:i4.QUICK-62 has gained a 'MP7A1' #2689042.
[20:09:59	][IC] C24:RL.VICE-66: <:: Welcome to the virtual world, 60. ::>
[20:09:59	]C24:i69.AMPUTADO-420 entered observer.
[20:10:00	]C24:i69.AMPUTADO-420 exited observer at their location.
[20:10:00	]C24:i69.AMPUTADO-420 entered observer.
[20:10:01	]C24:i69.AMPUTADO-420 exited observer at their location.
[20:10:01	]C24:i69.AMPUTADO-420 entered observer.
[20:10:01	]C24:i69.AMPUTADO-420 exited observer at their location.
[20:10:02	]C24:i69.AMPUTADO-420 entered observer.
[20:10:03	]C24:i69.AMPUTADO-420 exited observer at their location.
[20:10:03	]C24:i69.AMPUTADO-420 entered observer.
[20:10:03	]C24:i69.AMPUTADO-420 exited observer at their location.
[20:10:04	]C24:i69.AMPUTADO-420 entered observer.
[20:10:04	]C24:i69.AMPUTADO-420 exited observer at their location.
[20:10:04	][IC] C24:RL.VICE-66: <:: Go set yourself up. ::>
[20:10:05	]C24:i69.AMPUTADO-420 entered observer.
[20:10:05	][X]C24:i4.QUICK-62 ran 'Equip' on item 'MP7A1' (#2689042)
[20:10:05	]C24:i69.AMPUTADO-420 exited observer at their location.
[20:10:06	]C24:i69.AMPUTADO-420 entered observer.
[20:10:06	]C24:i69.AMPUTADO-420 exited observer at their location.
[20:10:07	]C24:i69.AMPUTADO-420 entered observer.
[20:10:07	]C24:i69.AMPUTADO-420 exited observer at their location.
[20:10:08	][IC] C24:i5.UNION-60: <:: Sure thing. ::>
[20:10:08	]C24:i69.AMPUTADO-420 entered observer.
[20:10:08	]C24:i69.AMPUTADO-420 exited observer at their location.
[20:10:08	][X]C24:i4.QUICK-62 has lost a '30rnd MP Magazine' #2689049.
[20:10:08	][X]C24:i4.QUICK-62 has gained a '30rnd MP Magazine' #2689049.
[20:10:08	][X]C24:i4.QUICK-62 has lost a '30rnd MP Magazine' #2689048.
[20:10:09	]C24:i69.AMPUTADO-420 entered observer.
[20:10:09	]C24:i69.AMPUTADO-420 exited observer at their location.
[20:10:09	]C24:i69.AMPUTADO-420 entered observer.
[20:10:10	]C24:i69.AMPUTADO-420 exited observer at their location.
[20:10:10	]C24:i69.AMPUTADO-420 entered observer.
