[20:55:20	]M!NT has connected.
[21:32:58	]test exited observer at their location.
[21:32:59	]asdasdas has taken 50 damage from Teddy Bear.
[21:32:59	]test entered observer.
[21:32:59	]test exited observer at their location.
[21:33:00	]Teddy Bear has spawned 'models/props_c17/consolebox01a.mdl'.
[21:33:01	]asdasdas has taken 10 damage from Teddy Bear.
[21:33:01	]asdasdas was knocked unconscious and is bleeding out.
[21:33:03	]asdasdas ran SAM command 'respawn' with arguments: 'asd'
[21:33:07	]test has used a context menu option with the name: remove
[21:33:07	]Teddy Bear has spawned 'models/props_interiors/VendingMachineSoda01a_door.mdl'.
[21:33:10	]Teddy Bear has spawned 'models/props_interiors/VendingMachineSoda01a_door.mdl'.
[21:33:13	]test has spawned 'models/props_lab/citizenradio.mdl'.
[21:33:14	]asdasdas entered observer.
[21:33:15	]Teddy Bear has spawned 'models/props_interiors/VendingMachineSoda01a_door.mdl'.
[21:33:16	]test was knocked unconscious and is bleeding out.
[21:33:19	]asdasdas has fired a toolgun with the name: creator
[21:33:19	]asdasdas has spawned a 'Weapon [334][weapon_physcannon]'.
[21:33:20	]Teddy Bear has spawned 'models/props_interiors/VendingMachineSoda01a_door.mdl'.
[21:33:21	]test ran SAM command 'respawn' with arguments: 'test'
[21:33:23	]asdasdas exited observer at their location.
[21:33:23	]test has spawned 'models/props_lab/bewaredog.mdl'.
[21:33:24	]test has spawned 'models/props_lab/citizenradio.mdl'.
[21:33:25	]test was knocked unconscious and is bleeding out.
[21:33:27	]test ran SAM command 'respawn' with arguments: 'test'
[21:33:27	]Teddy Bear has spawned 'models/props_interiors/VendingMachineSoda01a_door.mdl'.
[21:33:29	]asdasdas was knocked unconscious and is bleeding out.
[21:33:33	]Teddy Bear was knocked unconscious and is bleeding out.
[21:33:36	]the one ran 'take' on item 'SG556' (#558)
[21:33:36	]the one has gained a 'SG556' #558.
[21:33:36	]test has spawned 'models/props_lab/citizenradio.mdl'.
[21:33:36	]Teddy Bear used command '/PlyGiveAllFlags teddy'.
[21:33:38	]Teddy Bear ran SAM command 'slay' with arguments: '^'
[21:33:46	]Teddy Bear was knocked unconscious and is bleeding out.
[21:33:47	]test has spawned 'models/props_lab/citizenradio.mdl'.
[21:33:48	]Teddy Bear ran SAM command 'slay' with arguments: '^'
[21:33:50	]asdasdas ran SAM command 'respawn' with arguments: 'asd'
[21:33:50	]asdasdas entered observer.
[21:33:52	]Teddy Bear entered observer.
[21:33:56	]Teddy Bear exited observer at their location.
[21:33:59	]asdasdas used command '/PlaySound event/battle-music/drivefaster.ogg'.
[21:34:00	]test was knocked unconscious and is bleeding out.
[21:34:02	]test ran SAM command 'respawn' with arguments: 'test'
[21:34:03	]asdasdas exited observer at their location.
[21:34:04	]the one entered observer.
[21:34:04	]test entered observer.
[21:34:05	]the one exited observer at their location.
[21:34:06	]asdasdas used command '/ToggleRaise'.
[21:34:07	]test exited observer at their location.
[21:34:07	]the one entered observer.
[21:34:07	]the one exited observer at their location.
[21:34:08	]test has spawned 'models/props_lab/citizenradio.mdl'.
[21:34:11	]test has spawned 'models/props_lab/citizenradio.mdl'.
[21:34:12	]asdasdas has spawned 'models/props_junk/MetalBucket01a.mdl'.
[21:34:13	]asdasdas was knocked unconscious and is bleeding out.
[21:34:15	]test has spawned 'models/props_lab/citizenradio.mdl'.
[21:34:16	]asdasdas used command '/PlaySound event/battle-music/drivefaster.ogg'.
[21:34:21	]Teddy Bear has spawned 'models/props_combine/combine_intmonitor001.mdl'.
[21:34:22	]test has spawned 'models/props_lab/citizenradio.mdl'.
[21:34:23	]reece has connected.
[21:34:24	]asdasdas ran SAM command 'stopsound' with arguments: ''
[21:34:26	]Teddy Bear has spawned 'models/props_combine/combine_intmonitor001.mdl'.
[21:34:29	]asdasdas used command '/PlaySound event/battle-music/drivefaster.ogg'.
[21:34:30	]test has taken 20 damage from Teddy Bear.
[21:34:31	]asdasdas ran SAM command 'respawn' with arguments: 'asd'
[21:34:32	]test has spawned 'models/props_lab/citizenradio.mdl'.
[21:34:33	]asdasdas entered observer.
[21:34:33	]test has spawned 'models/props_lab/citizenradio.mdl'.
[21:34:35	]asdasdas exited observer at their location.
[21:34:37	]asdasdas used command '/ToggleRaise'.
[21:34:40	]test has spawned 'models/props_lab/citizenradio.mdl'.
[21:34:40	]asdasdas has spawned 'models/props_lab/filecabinet02.mdl'.
[21:34:42	]test has taken 5 damage from Teddy Bear.
[21:34:42	]Teddy Bear was knocked unconscious and is bleeding out.
[21:34:43	]test has spawned 'models/props_lab/citizenradio.mdl'.
[21:34:45	]asdasdas has spawned 'models/props_lab/filecabinet02.mdl'.
[21:34:48	]Teddy Bear ran SAM command 'slay' with arguments: '^'
[21:34:49	]Teddy Bear entered observer.
[21:34:51	]asdasdas has spawned 'models/props_lab/filecabinet02.mdl'.
[21:34:54	]test has spawned 'models/props_lab/citizenradio.mdl'.
[21:34:55	]asdasdas has spawned 'models/props_lab/filecabinet02.mdl'.
[21:34:56	]Teddy Bear has spawned 'models/props_interiors/VendingMachineSoda01a_door.mdl'.
[21:34:57	]Teddy Bear exited observer at their location.
[21:34:59	]reece loaded the character 'fwafgawawf'
[21:35:00	]asdasdas has spawned 'models/props_lab/filecabinet02.mdl'.
[21:35:01	]Teddy Bear has spawned 'models/props_interiors/VendingMachineSoda01a_door.mdl'.
[21:35:01	]fwafgawawf has taken 500 damage from asdasdas.
[21:35:01	]fwafgawawf has taken 100 damage from asdasdas.
[21:35:02	]fwafgawawf has taken 10 damage from Teddy Bear.
[21:35:02	]fwafgawawf has taken 20 damage from Teddy Bear.
[21:35:03	]asdasdas has spawned 'models/props_lab/filecabinet02.mdl'.
[21:35:05	]Teddy Bear has spawned 'models/props_interiors/VendingMachineSoda01a_door.mdl'.
[21:35:07	]asdasdas has spawned 'models/props_lab/filecabinet02.mdl'.
[21:35:08	]test has spawned 'models/props_lab/harddrive01.mdl'.
[21:35:10	]fwafgawawf has taken 100 damage from test.
[21:35:10	]fwafgawawf has taken 10 damage from test.
[21:35:11	]Teddy Bear has spawned 'models/props_interiors/VendingMachineSoda01a_door.mdl'.
[21:35:13	]test was knocked unconscious and is bleeding out.
[21:35:13	]test has spawned 'models/props_lab/citizenradio.mdl'.
[21:35:13	]asdasdas has spawned 'models/props_lab/filecabinet02.mdl'.
[21:35:15	]fwafgawawf entered observer.
[21:35:15	]test ran SAM command 'respawn' with arguments: 'test'
[21:35:15	]Teddy Bear has taken 10 damage from asdasdas.
[21:35:16	]asdasdas has spawned 'models/props_lab/filecabinet02.mdl'.
[21:35:18	]test has spawned 'models/props_lab/citizenradio.mdl'.
[21:35:21	]asdasdas has spawned 'models/props_lab/filecabinet02.mdl'.
[21:35:22	]test has spawned 'models/props_lab/citizenradio.mdl'.
[21:35:24	]test has spawned 'models/props_lab/citizenradio.mdl'.
[21:35:25	]Teddy Bear has taken 50 damage from test.
[21:35:25	]Teddy Bear has taken 10 damage from test.
[21:35:27	]test has spawned 'models/props_lab/chess.mdl'.
[21:35:27	]asdasdas has spawned 'models/props_lab/filecabinet02.mdl'.
[21:35:28	]test has spawned 'models/props_lab/citizenradio.mdl'.
[21:35:29	]the one used command '/PlaySound event/horror/bloodstarved.ogg 150'.
[21:35:30	]asdasdas has spawned 'models/props_lab/filecabinet02.mdl'.
[21:35:32	]test has spawned 'models/props_lab/citizenradio.mdl'.
[21:35:34	]test has spawned 'models/props_lab/citizenradio.mdl'.
[21:35:34	]asdasdas has spawned 'models/props_lab/filecabinet02.mdl'.
[21:35:36	]test has spawned 'models/props_lab/citizenradio.mdl'.
[21:35:37	]asdasdas has spawned 'models/props_lab/filecabinet02.mdl'.
[21:35:38	]the one entered observer.
[21:35:38	]test has spawned 'models/props_lab/citizenradio.mdl'.
[21:35:39	]test was knocked unconscious and is bleeding out.
[21:35:41	]asdasdas has spawned 'models/props_lab/filecabinet02.mdl'.
[21:35:41	]test ran SAM command 'respawn' with arguments: 'test'
[21:35:44	]asdasdas has spawned 'models/props_lab/filecabinet02.mdl'.
[21:35:47	]asdasdas has spawned 'models/props_lab/filecabinet02.mdl'.
[21:35:49	]test has spawned 'models/props_lab/citizenradio.mdl'.
[21:35:53	]test has spawned 'models/props_lab/citizenradio.mdl'.
[21:35:54	]fwafgawawf exited observer at their location.
[21:35:54	]the one used command '/PlaySoundGlobal event/horror/thedevilhimself.ogg 1'.
[21:35:55	]fwafgawawf has spawned a musicradio_reb.
[21:35:56	]test has spawned 'models/props_lab/citizenradio.mdl'.
[21:35:59	]fwafgawawf ran 'Deploy' on item 'Rebel Radio' (#2616)
[21:36:00	]test has spawned 'models/props_lab/citizenradio.mdl'.
[21:36:04	]asdasdas has taken 10 damage from Teddy Bear.
[21:36:04	]test has spawned 'models/props_lab/citizenradio.mdl'.
[21:36:05	]the one used command '/StopSong'.
[21:36:05	]asdasdas has spawned 'models/props_lab/filecabinet02.mdl'.
[21:36:06	]asdasdas has taken 50 damage from test.
[21:36:07	]Teddy Bear has spawned 'models/props_interiors/VendingMachineSoda01a_door.mdl'.
[21:36:07	]test has spawned 'models/props_lab/citizenradio.mdl'.
[21:36:08	]asdasdas has spawned 'models/props_lab/filecabinet02.mdl'.
[21:36:09	]asdasdas was knocked unconscious and is bleeding out.
[21:36:11	]test has spawned 'models/props_lab/hevplate.mdl'.
[21:36:12	]asdasdas ran SAM command 'respawn' with arguments: 'asd'
[21:36:14	]asdasdas used command '/ToggleRaise'.
[21:36:14	]the one used command '/PlaySound event/faf/artofwar.ogg 1'.
[21:36:15	]test has spawned 'models/props_lab/citizenradio.mdl'.
[21:36:18	]test has spawned 'models/props_lab/citizenradio.mdl'.
[21:36:19	]asdasdas has spawned 'models/props_lab/filecabinet02.mdl'.
[21:36:21	]test has spawned 'models/props_lab/citizenradio.mdl'.
[21:36:22	]asdasdas has spawned 'models/props_lab/filecabinet02.mdl'.
[21:36:24	]test has spawned 'models/props_lab/citizenradio.mdl'.
[21:36:26	]Teddy Bear was knocked unconscious and is bleeding out.
[21:36:26	]asdasdas has spawned 'models/props_lab/filecabinet02.mdl'.
[21:36:27	]test has spawned 'models/props_junk/Wheebarrow01a.mdl'.
[21:36:28	]Teddy Bear ran SAM command 'slay' with arguments: '^'
[21:36:31	]test has spawned 'models/props_junk/watermelon01.mdl'.
[21:36:32	]asdasdas has taken 10 damage from test.
[21:36:34	]test has spawned 'models/props_junk/watermelon01.mdl'.
[21:36:34	]Teddy Bear has spawned 'models/props_c17/Lockers001a.mdl'.
[21:36:34	]asdasdas has spawned 'models/props_lab/filecabinet02.mdl'.
[21:36:37	]test has spawned 'models/props_junk/watermelon01.mdl'.
[21:36:39	]Teddy Bear has spawned 'models/props_c17/Lockers001a.mdl'.
[21:36:42	]test has spawned 'models/props_lab/citizenradio.mdl'.
[21:36:44	]asdasdas has spawned 'models/props_lab/filecabinet02.mdl'.
[21:36:46	]Teddy Bear has spawned 'models/props_c17/Lockers001a.mdl'.
[21:36:47	]test has spawned 'models/props_lab/citizenradio.mdl'.
[21:36:48	]asdasdas has spawned 'models/props_lab/filecabinet02.mdl'.
[21:36:48	]asdasdas was knocked unconscious and is bleeding out.
[21:36:50	]asdasdas ran SAM command 'respawn' with arguments: 'asd'
[21:36:50	]test has spawned 'models/props_lab/citizenradio.mdl'.
[21:36:52	]asdasdas used command '/ToggleRaise'.
[21:36:54	]test has spawned 'models/props_lab/citizenradio.mdl'.
[21:36:57	]test has spawned 'models/props_lab/citizenradio.mdl'.
[21:37:04	]test has spawned 'models/props_lab/citizenradio.mdl'.
[21:37:06	]test has taken 50 damage from asdasdas.
[21:37:08	]test has spawned 'models/props_lab/citizenradio.mdl'.
[21:37:09	]asdasdas has taken 5 damage from test.
[21:37:09	]test was knocked unconscious and is bleeding out.
[21:37:11	]test ran SAM command 'respawn' with arguments: 'test'
[21:37:13	]Teddy Bear has spawned 'models/props_junk/metalgascan.mdl'.
[21:37:14	]test has spawned 'models/props_lab/plotter.mdl'.
[21:37:16	]test has spawned 'models/props_lab/citizenradio.mdl'.
[21:37:20	]test has spawned 'models/props_lab/citizenradio.mdl'.
[21:37:22	]asdasdas has spawned 'models/props_lab/filecabinet02.mdl'.
[21:37:25	]test has spawned 'models/props_lab/citizenradio.mdl'.
[21:37:25	]asdasdas has spawned 'models/props_lab/filecabinet02.mdl'.
[21:37:28	]test has spawned 'models/props_lab/reciever01c.mdl'.
[21:37:28	]asdasdas has spawned 'models/props_lab/filecabinet02.mdl'.
[21:37:30	]test has spawned 'models/props_lab/citizenradio.mdl'.
[21:37:33	]asdasdas has spawned 'models/props_lab/filecabinet02.mdl'.
[21:37:33	]test has spawned 'models/props_lab/citizenradio.mdl'.
[21:37:35	]Teddy Bear was knocked unconscious and is bleeding out.
[21:37:36	]asdasdas has spawned 'models/props_lab/filecabinet02.mdl'.
[21:37:38	]Teddy Bear ran SAM command 'slay' with arguments: '^'
[21:37:38	]test has spawned 'models/props_lab/citizenradio.mdl'.
[21:37:41	]asdasdas has spawned 'models/props_junk/TrashDumpster02b.mdl'.
[21:37:42	]test has spawned 'models/props_lab/workspace004.mdl'.
[21:37:42	]test was knocked unconscious and is bleeding out.
[21:37:44	]test ran SAM command 'respawn' with arguments: 'test'
[21:37:49	]Teddy Bear has taken 20 damage from asdasdas.
[21:37:51	]test has spawned 'models/props_lab/citizenradio.mdl'.
[21:37:51	]asdasdas has spawned 'models/props_junk/TrashDumpster02b.mdl'.
[21:37:53	]asdasdas has taken 10 damage from test.
[21:37:53	]asdasdas was knocked unconscious and is bleeding out.
[21:37:55	]asdasdas ran SAM command 'respawn' with arguments: 'asd'
[21:37:55	]test entered observer.
[21:37:56	]asdasdas entered observer.
[21:37:57	]asdasdas exited observer at their location.
[21:38:00	]asdasdas was knocked unconscious and is bleeding out.
[21:38:01	]asdasdas ran SAM command 'stopsound' with arguments: ''
[21:38:05	]asdasdas ran SAM command 'respawn' with arguments: 'asd'
[21:38:06	]asdasdas entered observer.
[21:38:09	]fwafgawawf has used a context menu option with the name: skin
[21:38:10	]fwafgawawf has used a context menu option with the name: skin
[21:38:14	]Teddy Bear entered observer.
[21:38:19	]the one used command '/PlaySound event/alarms/facilityalarm.ogg 1'.
[21:38:21	]fwafgawawf has given himself a tuner_cmb.
[21:38:21	]fwafgawawf has gained a 'Combine Approved Radio Tuner' #2617.
[21:38:22	]fwafgawawf has given himself a tuner_reb.
[21:38:22	]fwafgawawf has gained a 'Resistance Radio Tuner' #2618.
[21:38:23	]test used command '/PlaySong https://www.youtube.com/watch?v=ZnHmskwqCCQ 0 999999'.
[21:38:24	]test exited observer at their location.
[21:38:25	]test entered observer.
[21:38:25	]test exited observer at their location.
[21:38:35	]fwafgawawf ran 'install' on item 'Combine Approved Radio Tuner' (#2617)
[21:38:36	]the one used command '/PlaySound event/bad bob.ogg 1'.
[21:38:37	]asdasdas has spawned 'models/hunter/blocks/cube8x8x025.mdl'.
[21:38:39	]fwafgawawf used command '/ToggleRaise'.
[21:38:39	]asdasdas has spawned 'models/hunter/plates/plate32x32.mdl'.
[21:38:45	]ulterior (STEAM_0:0:137846702) has disconnected.
[21:38:49	]asdasdas has fired a toolgun with the name: nocollideworld
[21:38:52	]fwafgawawf used command '/ToggleRaise'.
[21:38:55	]test entered observer.
[21:38:57	]asdasdas has spawned 'models/hunter/plates/plate32x32.mdl'.
[21:39:02	]Teddy Bear has fired a toolgun with the name: remover
[21:39:03	]Teddy Bear has fired a toolgun with the name: remover
[21:39:04	]Teddy Bear has fired a toolgun with the name: remover
[21:39:04	]Teddy Bear has fired a toolgun with the name: remover
[21:39:04	]Teddy Bear has fired a toolgun with the name: remover
[21:39:04	]Teddy Bear has fired a toolgun with the name: remover
[21:39:05	]Teddy Bear has fired a toolgun with the name: remover
[21:39:05	]Teddy Bear has fired a toolgun with the name: remover
[21:39:05	]Teddy Bear has fired a toolgun with the name: remover
[21:39:05	]Teddy Bear has fired a toolgun with the name: remover
[21:39:06	]Teddy Bear has fired a toolgun with the name: remover
[21:39:06	]Teddy Bear has fired a toolgun with the name: remover
[21:39:07	]Teddy Bear has fired a toolgun with the name: remover
[21:39:07	]Teddy Bear has fired a toolgun with the name: remover
[21:39:07	]Teddy Bear has fired a toolgun with the name: remover
[21:39:07	]asdasdas has fired a toolgun with the name: nocollideworld
[21:39:07	]fwafgawawf used command '/ToggleRaise'.
[21:39:08	]Teddy Bear has fired a toolgun with the name: remover
[21:39:08	]Teddy Bear has fired a toolgun with the name: remover
[21:39:08	]Teddy Bear has fired a toolgun with the name: remover
[21:39:08	]fwafgawawf used command '/ToggleRaise'.
[21:39:09	]Teddy Bear has fired a toolgun with the name: remover
[21:39:09	]Teddy Bear has fired a toolgun with the name: remover
[21:39:09	]Teddy Bear has fired a toolgun with the name: remover
[21:39:09	]Teddy Bear has fired a toolgun with the name: remover
[21:39:10	]Teddy Bear has fired a toolgun with the name: remover
[21:39:10	]Teddy Bear has fired a toolgun with the name: remover
[21:39:10	]Teddy Bear has fired a toolgun with the name: remover
[21:39:11	]Teddy Bear has fired a toolgun with the name: remover
[21:39:11	]Teddy Bear has fired a toolgun with the name: remover
[21:39:11	]Teddy Bear has fired a toolgun with the name: remover
[21:39:12	]Teddy Bear has fired a toolgun with the name: remover
[21:39:15	]Teddy Bear has fired a toolgun with the name: remover
[21:39:17	]Teddy Bear has fired a toolgun with the name: remover
[21:39:18	]Teddy Bear has fired a toolgun with the name: remover
[21:39:19	]Teddy Bear has fired a toolgun with the name: remover
[21:39:21	]Teddy Bear has fired a toolgun with the name: remover
[21:39:23	]Teddy Bear has fired a toolgun with the name: remover
[21:39:23	]Teddy Bear has fired a toolgun with the name: remover
[21:39:25	]Teddy Bear has fired a toolgun with the name: remover
[21:39:29	]Teddy Bear has fired a toolgun with the name: remover
[21:39:29	]Teddy Bear has fired a toolgun with the name: remover
[21:39:29	]Teddy Bear has fired a toolgun with the name: remover
[21:39:30	]Teddy Bear has fired a toolgun with the name: remover
[21:39:30	]Teddy Bear has fired a toolgun with the name: remover
[21:39:31	]Teddy Bear has fired a toolgun with the name: remover
[21:39:32	]Teddy Bear has fired a toolgun with the name: remover
[21:39:32	]Teddy Bear has fired a toolgun with the name: remover
[21:39:33	]Teddy Bear has fired a toolgun with the name: remover
[21:39:33	]Teddy Bear has fired a toolgun with the name: remover
[21:39:34	]Teddy Bear has fired a toolgun with the name: remover
[21:39:34	]Teddy Bear has fired a toolgun with the name: remover
[21:39:34	]Teddy Bear has fired a toolgun with the name: remover
[21:39:34	]Teddy Bear has fired a toolgun with the name: remover
[21:39:35	]Teddy Bear has fired a toolgun with the name: remover
[21:39:35	]Teddy Bear has fired a toolgun with the name: remover
[21:39:35	]Teddy Bear has fired a toolgun with the name: remover
[21:39:36	]Teddy Bear has fired a toolgun with the name: remover
[21:39:37	]Teddy Bear has fired a toolgun with the name: remover
[21:39:41	]Teddy Bear has fired a toolgun with the name: remover
[21:39:41	]Teddy Bear has fired a toolgun with the name: remover
[21:39:42	]Teddy Bear has fired a toolgun with the name: remover
[21:39:42	]Teddy Bear has fired a toolgun with the name: remover
[21:39:42	]Teddy Bear has fired a toolgun with the name: remover
[21:39:42	]Teddy Bear has fired a toolgun with the name: remover
[21:39:42	]Teddy Bear has fired a toolgun with the name: remover
[21:39:43	]Teddy Bear has fired a toolgun with the name: remover
[21:39:43	]Teddy Bear has fired a toolgun with the name: remover
[21:39:43	]Teddy Bear has fired a toolgun with the name: remover
[21:39:43	]Teddy Bear has fired a toolgun with the name: remover
[21:39:44	]Teddy Bear has fired a toolgun with the name: remover
[21:39:44	]Teddy Bear has fired a toolgun with the name: remover
[21:39:44	]Teddy Bear has fired a toolgun with the name: remover
[21:39:45	]test has fired a toolgun with the name: remover
[21:39:45	]Teddy Bear has fired a toolgun with the name: remover
[21:39:45	]test has fired a toolgun with the name: remover
[21:39:45	]test has fired a toolgun with the name: remover
[21:39:46	]Teddy Bear has fired a toolgun with the name: remover
[21:39:46	]Teddy Bear has fired a toolgun with the name: remover
[21:39:46	]Teddy Bear has fired a toolgun with the name: remover
[21:39:46	]asdasdas has spawned 'models/hunter/plates/plate32x32.mdl'.
[21:39:46	]test has fired a toolgun with the name: remover
[21:39:48	]test has fired a toolgun with the name: remover
[21:39:51	]test has fired a toolgun with the name: remover
[21:39:51	]asdasdas has spawned 'models/hunter/plates/plate32x32.mdl'.
[21:39:51	]test has fired a toolgun with the name: remover
[21:39:51	]test has fired a toolgun with the name: remover
[21:39:52	]test has fired a toolgun with the name: remover
[21:39:52	]test has fired a toolgun with the name: remover
[21:39:53	]test has fired a toolgun with the name: remover
[21:39:53	]test has fired a toolgun with the name: remover
[21:39:54	]test has fired a toolgun with the name: remover
[21:39:54	]Teddy Bear has fired a toolgun with the name: remover
[21:39:54	]test has fired a toolgun with the name: remover
[21:39:54	]test has fired a toolgun with the name: remover
[21:39:54	]Teddy Bear has fired a toolgun with the name: remover
[21:39:55	]test has fired a toolgun with the name: remover
[21:39:55	]Teddy Bear has fired a toolgun with the name: remover
[21:39:56	]Teddy Bear has fired a toolgun with the name: remover
[21:39:57	]test has fired a toolgun with the name: remover
[21:39:57	]Teddy Bear has fired a toolgun with the name: remover
[21:39:58	]Teddy Bear has fired a toolgun with the name: remover
[21:39:59	]test has fired a toolgun with the name: remover
[21:39:59	]test has fired a toolgun with the name: remover
[21:40:00	]test has fired a toolgun with the name: remover
[21:40:02	]asdasdas has fired a toolgun with the name: nocollideworld
[21:40:02	]test has fired a toolgun with the name: remover
[21:40:05	]test exited observer at their location.
[21:40:09	]test entered observer.
[21:40:15	]asdasdas has spawned 'models/hunter/plates/plate32x32.mdl'.
[21:40:19	]test has fired a toolgun with the name: remover
[21:40:20	]asdasdas has fired a toolgun with the name: nocollideworld
[21:40:20	]test has fired a toolgun with the name: remover
[21:40:21	]test has fired a toolgun with the name: remover
[21:40:21	]test has fired a toolgun with the name: remover
[21:40:22	]test has fired a toolgun with the name: remover
[21:40:23	]test has fired a toolgun with the name: remover
[21:40:25	]test has fired a toolgun with the name: remover
[21:40:26	]test has fired a toolgun with the name: remover
[21:40:26	]test has fired a toolgun with the name: remover
[21:40:28	]test has fired a toolgun with the name: remover
[21:40:28	]test has fired a toolgun with the name: remover
[21:40:29	]test has fired a toolgun with the name: remover
[21:40:31	]test has fired a toolgun with the name: remover
[21:40:33	]test has fired a toolgun with the name: remover
[21:40:34	]fwafgawawf is fully healed.
[21:40:39	]test exited observer at their location.
[21:40:42	]asdasdas has fired a toolgun with the name: nocollideworld
[21:40:43	]asdasdas has fired a toolgun with the name: nocollideworld
[21:40:44	]asdasdas has fired a toolgun with the name: nocollideworld
[21:40:44	]asdasdas has fired a toolgun with the name: nocollideworld
[21:40:44	]fwafgawawf entered observer.
[21:40:55	]asdasdas exited observer at their location.
[21:40:56	]test has spawned 'models/props_junk/TrashDumpster02.mdl'.
[21:40:57	]asdasdas used command '/ToggleRaise'.
[21:40:57	]Teddy Bear has spawned 'models/hunter/plates/plate32x32.mdl'.
[21:40:57	]test entered observer.
[21:40:58	]test exited observer at their location.
[21:41:06	]fwafgawawf exited observer at their location.
[21:41:07	]asdasdas has spawned 'models/props_wasteland/controlroom_filecabinet001a.mdl'.
[21:41:07	]test has spawned 'models/props_junk/wood_crate001a.mdl'.
[21:41:12	]asdasdas has spawned 'models/props_wasteland/controlroom_filecabinet001a.mdl'.
[21:41:15	]Teddy Bear has spawned 'models/hunter/plates/plate8x32.mdl'.
[21:41:15	]test has spawned 'models/props_c17/furnitureStove001a.mdl'.
[21:41:20	]test has spawned 'models/props_wasteland/controlroom_storagecloset001a.mdl'.
[21:41:21	]fwafgawawf has used a context menu option with the name: remove
[21:41:21	]fwafgawawf entered observer.
[21:41:22	]fwafgawawf exited observer at their location.
[21:41:24	]test has spawned 'models/props_wasteland/controlroom_storagecloset001a.mdl'.
[21:41:24	]asdasdas has spawned 'models/props_wasteland/controlroom_filecabinet001a.mdl'.
[21:41:25	]fwafgawawf has spawned a musicradio_reb.
[21:41:26	]fwafgawawf ran 'Deploy' on item 'Rebel Radio' (#2619)
[21:41:27	]test has spawned 'models/props_wasteland/controlroom_storagecloset001a.mdl'.
[21:41:30	]Teddy Bear has spawned 'models/hunter/plates/plate8x32.mdl'.
[21:41:31	]test has spawned 'models/props_wasteland/controlroom_storagecloset001a.mdl'.
[21:41:35	]test has spawned 'models/props_wasteland/controlroom_storagecloset001a.mdl'.
[21:41:42	]test has spawned 'models/props_wasteland/controlroom_storagecloset001a.mdl'.
[21:41:46	]Teddy Bear has spawned 'models/hunter/plates/plate8x32.mdl'.
[21:41:48	]test has fired a toolgun with the name: remover
[21:41:49	]test has fired a toolgun with the name: remover
[21:41:49	]test has fired a toolgun with the name: remover
[21:41:50	]test has fired a toolgun with the name: remover
[21:41:50	]test has fired a toolgun with the name: remover
[21:41:51	]test has fired a toolgun with the name: remover
[21:41:51	]test has fired a toolgun with the name: remover
[21:41:52	]test has fired a toolgun with the name: remover
[21:41:52	]test has fired a toolgun with the name: remover
[21:41:54	]test has fired a toolgun with the name: remover
[21:41:57	]test has spawned 'models/props_junk/TrashDumpster02.mdl'.
[21:42:00	]Teddy Bear has spawned 'models/hunter/plates/plate8x32.mdl'.
[21:42:05	]test has spawned 'models/props_junk/TrashDumpster01a.mdl'.
[21:42:08	]test has spawned 'models/props_wasteland/controlroom_storagecloset001b.mdl'.
[21:42:08	]fwafgawawf has used a context menu option with the name: remove
[21:42:12	]test has spawned 'models/props_wasteland/controlroom_storagecloset001b.mdl'.
[21:42:16	]test has spawned 'models/props_wasteland/controlroom_storagecloset001b.mdl'.
[21:42:18	]test has spawned 'models/props_wasteland/controlroom_storagecloset001b.mdl'.
[21:42:21	]test has spawned 'models/props_wasteland/controlroom_storagecloset001b.mdl'.
[21:42:25	]test has spawned 'models/props_wasteland/controlroom_storagecloset001b.mdl'.
[21:42:25	]Teddy Bear has spawned 'models/props_c17/furnitureStove001a.mdl'.
[21:42:26	]Teddy Bear has spawned 'models/props_c17/furnitureStove001a.mdl'.
[21:42:28	]Teddy Bear has spawned 'models/props_c17/FurnitureWashingmachine001a.mdl'.
[21:42:30	]Teddy Bear has spawned 'models/props_c17/FurnitureFridge001a.mdl'.
[21:42:31	]Teddy Bear has spawned 'models/props_c17/FurnitureFridge001a.mdl'.
[21:42:32	]Teddy Bear has spawned 'models/props_c17/FurnitureShelf001a.mdl'.
[21:42:33	]test has spawned 'models/props_wasteland/controlroom_storagecloset001b.mdl'.
[21:42:33	]Teddy Bear has spawned 'models/props_c17/FurnitureShelf001a.mdl'.
[21:42:34	]test has spawned 'models/props_wasteland/controlroom_storagecloset001b.mdl'.
[21:42:35	]Teddy Bear has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:42:36	]Teddy Bear has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:42:36	]test has spawned 'models/props_wasteland/controlroom_storagecloset001b.mdl'.
[21:42:37	]Teddy Bear has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:42:38	]test has spawned 'models/props_wasteland/controlroom_storagecloset001b.mdl'.
[21:42:40	]test entered observer.
[21:42:42	]Teddy Bear has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:42:43	]Teddy Bear has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:42:44	]test exited observer at their location.
[21:42:45	]Teddy Bear has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:42:46	]Teddy Bear has spawned 'models/props_c17/oildrum001.mdl'.
[21:42:47	]Teddy Bear has spawned 'models/props_c17/oildrum001.mdl'.
[21:42:48	]Teddy Bear has spawned 'models/props_c17/oildrum001.mdl'.
[21:42:49	]Teddy Bear has spawned 'models/props_c17/oildrum001.mdl'.
