[23:05:28	]Taliazure has connected.
[23:37:10	]C24:i3.UNION-41 has lost a 'Magpul Handguard' #2691013.
[23:37:10	]C24:i3.UNION-41 ran 'drop' on item '30rnd M16 Magazine' (#2691005)
[23:37:10	]C24:i3.UNION-41 has lost a '30rnd M16 Magazine' #2691005.
[23:37:11	]C24:i3.UNION-41 ran 'drop' on item 'ACOG' (#2691008)
[23:37:11	]C24:i3.UNION-41 has lost a 'ACOG' #2691008.
[23:37:11	]C24:i3.UNION-41 ran 'drop' on item 'Repair Plating' (#2292281)
[23:37:11	]C24:i3.UNION-41 has lost a 'Repair Plating' #2292281.
[23:37:11	][IC] S10/ORD.MONARCH-10: <:: Ok. ::>
[23:37:11	]C24:i3.UNION-41 ran 'drop' on item 'ACOG TA01NSN' (#2691006)
[23:37:11	]C24:i3.UNION-41 has lost a 'ACOG TA01NSN' #2691006.
[23:37:11	]C24:i3.UNION-41 ran 'drop' on item 'Trijicon Tactical Advanced Riflescope (3-8x)' (#2691011)
[23:37:11	]C24:i3.UNION-41 has lost a 'Trijicon Tactical Advanced Riflescope (3-8x)' #2691011.
[23:37:12	]C24:i3.UNION-41 ran 'drop' on item '20rnd Mini-14 Magazine' (#2690998)
[23:37:12	]C24:i3.UNION-41 has lost a '20rnd Mini-14 Magazine' #2690998.
[23:37:12	]C24:i3.UNION-41 ran 'drop' on item 'Homeboy' (#2691016)
[23:37:12	]C24:i3.UNION-41 has lost a 'Homeboy' #2691016.
[23:37:12	]C24:i3.UNION-41 ran 'drop' on item 'MAGPUL AFG-2 Angled Fore Grip' (#2691014)
[23:37:12	]C24:i3.UNION-41 has lost a 'MAGPUL AFG-2 Angled Fore Grip' #2691014.
[23:37:12	]C24:i3.UNION-41 ran 'drop' on item '30rnd M16 Magazine' (#2691004)
[23:37:12	]C24:i3.UNION-41 has lost a '30rnd M16 Magazine' #2691004.
[23:37:12	]C24:i3.UNION-41 ran 'drop' on item 'ELCAN C79 (2.5x)' (#2691009)
[23:37:12	]C24:i3.UNION-41 has lost a 'ELCAN C79 (2.5x)' #2691009.
[23:37:13	]C24:i3.UNION-41 ran 'drop' on item 'Trijicon Advanced Combat Optical Gunsight (4x)' (#2691010)
[23:37:13	]C24:i3.UNION-41 has lost a 'Trijicon Advanced Combat Optical Gunsight (4x)' #2691010.
[23:37:13	]C24:i3.UNION-41 ran 'drop' on item 'Action Hero' (#2691015)
[23:37:13	]C24:i3.UNION-41 has lost a 'Action Hero' #2691015.
[23:37:17	][IC] S10/ORD.MONARCH-10: <:: My hp is at 125. ::>
[23:37:17	]C24:i3.UNION-41 has fired a toolgun with the name: remover
[23:37:17	]C24:i3.UNION-41 has fired a toolgun with the name: remover
[23:37:18	]C24:i3.UNION-41 has fired a toolgun with the name: remover
[23:37:18	]C24:i3.UNION-41 has fired a toolgun with the name: remover
[23:37:18	]C24:i3.UNION-41 has fired a toolgun with the name: remover
[23:37:18	]C24:i3.UNION-41 has fired a toolgun with the name: remover
[23:37:18	]C24:i3.UNION-41 has fired a toolgun with the name: remover
[23:37:19	]C24:i3.UNION-41 has fired a toolgun with the name: remover
[23:37:19	]C24:i3.UNION-41 has fired a toolgun with the name: remover
[23:37:19	]C24:i3.UNION-41 has fired a toolgun with the name: remover
[23:37:19	]C24:i3.UNION-41 has fired a toolgun with the name: remover
[23:37:19	]C24:i3.UNION-41 has fired a toolgun with the name: remover
[23:37:20	]C24:i3.UNION-41 has fired a toolgun with the name: remover
[23:37:20	]C24:i3.UNION-41 has fired a toolgun with the name: remover
[23:37:20	]C24:i3.UNION-41 has fired a toolgun with the name: remover
[23:37:20	]C24:i3.UNION-41 has fired a toolgun with the name: remover
[23:37:20	]C24:i3.UNION-41 has fired a toolgun with the name: remover
[23:37:20	]C24:i3.UNION-41 has fired a toolgun with the name: remover
[23:37:21	]C24:i3.UNION-41 has fired a toolgun with the name: remover
[23:37:21	]C24:i3.UNION-41 has fired a toolgun with the name: remover
[23:37:21	]C24:i3.UNION-41 has fired a toolgun with the name: remover
[23:37:21	]C24:i3.UNION-41 has fired a toolgun with the name: remover
[23:37:23	]C24:i3.UNION-41 has fired a toolgun with the name: remover
[23:37:23	]C24:i3.UNION-41 has fired a toolgun with the name: remover
[23:37:23	]C24:i3.UNION-41 has fired a toolgun with the name: remover
[23:37:23	]C24:i3.UNION-41 has fired a toolgun with the name: remover
[23:37:24	]C24:i3.UNION-41 has fired a toolgun with the name: remover
[23:37:24	]C24:i3.UNION-41 has fired a toolgun with the name: remover
[23:37:24	]C24:i3.UNION-41 has fired a toolgun with the name: remover
[23:37:24	]C24:i3.UNION-41 has fired a toolgun with the name: remover
[23:37:24	]C24:i3.UNION-41 has fired a toolgun with the name: remover
[23:37:24	]C24:i3.UNION-41 has fired a toolgun with the name: remover
[23:37:25	]C24:i3.UNION-41 has fired a toolgun with the name: remover
[23:37:25	]C24:i3.UNION-41 has fired a toolgun with the name: remover
[23:37:25	]C24:i3.UNION-41 has fired a toolgun with the name: remover
[23:37:25	]C24:i3.UNION-41 has fired a toolgun with the name: remover
[23:37:25	]C24:i3.UNION-41 has fired a toolgun with the name: remover
[23:37:25	]C24:i3.UNION-41 has fired a toolgun with the name: remover
[23:37:26	]C24:i3.UNION-41 has fired a toolgun with the name: remover
[23:37:26	]C24:i3.UNION-41 has fired a toolgun with the name: remover
[23:37:26	]C24:i3.UNION-41 has fired a toolgun with the name: remover
[23:37:26	]C24:i3.UNION-41 has fired a toolgun with the name: remover
[23:37:26	]C24:i3.UNION-41 has fired a toolgun with the name: remover
[23:37:26	]C24:i3.UNION-41 has fired a toolgun with the name: remover
[23:37:27	]C24:i3.UNION-41 has fired a toolgun with the name: remover
[23:37:27	]C24:i3.UNION-41 has fired a toolgun with the name: remover
[23:37:27	]C24:i3.UNION-41 has fired a toolgun with the name: remover
[23:37:27	]C24:i3.UNION-41 has fired a toolgun with the name: remover
[23:37:27	]C24:i3.UNION-41 has fired a toolgun with the name: remover
[23:37:28	]C24:i3.UNION-41 has fired a toolgun with the name: remover
[23:37:28	]C24:i3.UNION-41 has fired a toolgun with the name: remover
[23:37:28	]C24:i3.UNION-41 has fired a toolgun with the name: remover
[23:37:31	][IC] C24:i3.UNION-41: <:: Right then. ::>
[23:37:51	][IC] C24:i3.UNION-41: <:: You're at 100 hp right? ::>
[23:37:57	][IC] S10/ORD.MONARCH-10: <:: Yeah. ::>
[23:38:00	]C24:i3.UNION-41 has spawned a cmb_hkusp.
[23:38:01	]C24:i3.UNION-41 ran 'take' on item 'HK USP .45' (#2691017)
[23:38:01	]C24:i3.UNION-41 has gained a 'HK USP .45' #2691017.
[23:38:04	]C24:i3.UNION-41 ran 'Equip' on item 'HK USP .45' (#2691017)
[23:38:10	]C24:i3.UNION-41 has spawned a magazine_usp.
[23:38:11	]C24:i3.UNION-41 ran 'take' on item '17rnd USP Magazine' (#2691018)
[23:38:11	]C24:i3.UNION-41 has gained a '17rnd USP Magazine' #2691018.
[23:38:17	]C24:i3.UNION-41 has spawned a bullets_pistol.
[23:38:18	]C24:i3.UNION-41 ran 'take' on item '9mm Pistol Bullets' (#2691019)
[23:38:18	]C24:i3.UNION-41 has gained a '9mm Pistol Bullets' #2691019.
[23:38:18	]C24:i3.UNION-41 used command '/ToggleRaise'.
[23:38:20	]C24:i3.UNION-41 ran 'combine' on item '17rnd USP Magazine' (#2691018)
[23:38:20	]C24:i3.UNION-41 has lost a '17rnd USP Magazine' #2691018.
[23:38:42	]C24:i3.UNION-41 has critically hit S10/ORD.MONARCH-10 dealing 12 damage (CritChance was 0.40).
[23:38:42	]S10/ORD.MONARCH-10 has taken 12 damage from C24:i3.UNION-41.
[23:38:42	]C24:i3.UNION-41 has hit S10/ORD.MONARCH-10 dealing 9 damage (CritChance was 0.40).
[23:38:42	]S10/ORD.MONARCH-10 has taken 9 damage from C24:i3.UNION-41.
[23:38:42	]C24:i3.UNION-41 has critically hit S10/ORD.MONARCH-10 dealing 12 damage (CritChance was 0.40).
[23:38:42	]S10/ORD.MONARCH-10 has taken 12 damage from C24:i3.UNION-41.
[23:38:42	]C24:i3.UNION-41 has hit S10/ORD.MONARCH-10 dealing 9 damage (CritChance was 0.40).
[23:38:42	]S10/ORD.MONARCH-10 has taken 9 damage from C24:i3.UNION-41.
[23:38:43	]C24:i3.UNION-41 has hit S10/ORD.MONARCH-10 dealing 9 damage (CritChance was 0.40).
[23:38:43	]S10/ORD.MONARCH-10 has taken 9 damage from C24:i3.UNION-41.
[23:38:43	]C24:i3.UNION-41 has hit S10/ORD.MONARCH-10 dealing 9 damage (CritChance was 0.40).
[23:38:43	]S10/ORD.MONARCH-10 has taken 9 damage from C24:i3.UNION-41.
[23:38:43	]C24:i3.UNION-41 has critically hit S10/ORD.MONARCH-10 dealing 12 damage (CritChance was 0.40).
[23:38:43	]S10/ORD.MONARCH-10 has taken 12 damage from C24:i3.UNION-41.
[23:38:43	]C24:i3.UNION-41 has hit S10/ORD.MONARCH-10 dealing 9 damage (CritChance was 0.40).
[23:38:43	]S10/ORD.MONARCH-10 has taken 9 damage from C24:i3.UNION-41.
[23:38:43	]C24:i3.UNION-41 has critically hit S10/ORD.MONARCH-10 dealing 12 damage (CritChance was 0.40).
[23:38:43	]S10/ORD.MONARCH-10 has taken 12 damage from C24:i3.UNION-41.
[23:38:49	][IC] C24:i3.UNION-41: <:: Why does it say armor... ::>
[23:38:58	][IC] S10/ORD.MONARCH-10: <:: Because its damaging my armor only. ::>
[23:39:01	][IC] C24:i3.UNION-41: <:: Ah. ::>
[23:39:07	][IC] C24:i3.UNION-41: <:: You're nto supposed to have armor on. ::>
[23:39:13	][IC] C24:i3.UNION-41: <:: Supposed to be a citzien. ::>
[23:39:16	][IC] C24:i3.UNION-41: <:: Can you hop on a citizen? ::>
[23:39:19	]C24:i3.UNION-41 ran 'removeMag' on item 'HK USP .45' (#2691017)
[23:39:19	]C24:i3.UNION-41 is removing a mag while reloading: Item ID: #(2691017) Ammo: 12
[23:39:19	]C24:i3.UNION-41 has gained a '17rnd USP Magazine' #2691018.
[23:39:20	]C24:i3.UNION-41 ran 'combine' on item '17rnd USP Magazine' (#2691018)
[23:39:20	]C24:i3.UNION-41 has lost a '17rnd USP Magazine' #2691018.
[23:39:34	]Dej loaded the character 'C24:i5.KING-53'
[23:39:44	][IC] C24:i3.UNION-41: <:: Thank you so much. ::>
[23:39:59	]C24:i3.UNION-41 has critically hit C24:i5.KING-53 in the chest dealing 15 damage (CritChance was 0.40).
[23:39:59	]C24:i5.KING-53 has taken 15 damage from C24:i3.UNION-41.
[23:39:59	]C24:i3.UNION-41 has hit C24:i5.KING-53 in the chest dealing 12 damage (CritChance was 0.40).
[23:39:59	]C24:i5.KING-53 has taken 12 damage from C24:i3.UNION-41.
[23:39:59	]C24:i3.UNION-41 has hit C24:i5.KING-53 in the chest dealing 12 damage (CritChance was 0.40).
[23:39:59	]C24:i5.KING-53 has taken 12 damage from C24:i3.UNION-41.
[23:39:59	]C24:i3.UNION-41 has critically hit C24:i5.KING-53 in the chest dealing 15 damage (CritChance was 0.40).
[23:39:59	]C24:i5.KING-53 has taken 15 damage from C24:i3.UNION-41.
[23:39:59	]C24:i3.UNION-41 has critically hit C24:i5.KING-53 in the chest dealing 15 damage (CritChance was 0.40).
[23:39:59	]C24:i5.KING-53 has taken 15 damage from C24:i3.UNION-41.
[23:40:00	]C24:i3.UNION-41 has hit C24:i5.KING-53 in the chest dealing 12 damage (CritChance was 0.40).
[23:40:00	]C24:i5.KING-53 has taken 12 damage from C24:i3.UNION-41.
[23:40:00	]C24:i3.UNION-41 has critically hit C24:i5.KING-53 in the chest dealing 15 damage (CritChance was 0.40).
[23:40:00	]C24:i5.KING-53 has taken 15 damage from C24:i3.UNION-41.
[23:40:00	]C24:i3.UNION-41 has critically hit C24:i5.KING-53 in the chest dealing 15 damage (CritChance was 0.40).
[23:40:00	]C24:i5.KING-53 was knocked unconscious and is bleeding out.
[23:40:13	]C24:i5.KING-53 is fully healed.
[23:40:16	][IC] C24:i3.UNION-41: <:: Is it doing double damage? ::>
[23:40:17	]C24:i3.UNION-41 has hit C24:i5.KING-53 in the chest dealing 12 damage (CritChance was 0.40).
[23:40:17	]C24:i5.KING-53 has taken 12 damage from C24:i3.UNION-41.
[23:40:17	]C24:i3.UNION-41 has hit C24:i5.KING-53 in the chest dealing 12 damage (CritChance was 0.40).
[23:40:17	]C24:i5.KING-53 has taken 12 damage from C24:i3.UNION-41.
[23:40:23	][IC] C24:i5.KING-53: No idea.
[23:40:24	][IC] C24:i3.UNION-41: <:: Can you check how much I just did? ::>
[23:40:31	][IC] C24:i5.KING-53: Im at 76.
[23:40:36	][IC] C24:i3.UNION-41: <:: It's doing x2. ::>
[23:40:46	][IC] C24:i3.UNION-41: <:: Idk why. ::>
[23:40:48	]C24:i3.UNION-41 has critically hit C24:i5.KING-53 in the stomach dealing 13 damage (CritChance was 0.53).
[23:40:48	]C24:i5.KING-53 has taken 13 damage from C24:i3.UNION-41.
[23:40:48	]C24:i3.UNION-41 has critically hit C24:i5.KING-53 in the stomach dealing 13 damage (CritChance was 0.53).
[23:40:48	]C24:i5.KING-53 has taken 13 damage from C24:i3.UNION-41.
[23:41:11	][IC] C24:i5.KING-53: Im at 50.
[23:41:16	]C24:i3.UNION-41 used command '/ToggleRaise'.
[23:41:18	]C24:i3.UNION-41 has hit C24:i5.KING-53 in the chest dealing 12 damage (CritChance was 0.40).
[23:41:18	]C24:i5.KING-53 has taken 12 damage from C24:i3.UNION-41.
[23:41:18	]C24:i3.UNION-41 has critically hit C24:i5.KING-53 in the chest dealing 15 damage (CritChance was 0.40).
[23:41:18	]C24:i5.KING-53 has taken 15 damage from C24:i3.UNION-41.
[23:41:23	]C24:i3.UNION-41 has hit C24:i5.KING-53 in the chest dealing 12 damage (CritChance was 0.40).
[23:41:23	]C24:i5.KING-53 has taken 12 damage from C24:i3.UNION-41.
[23:41:23	]C24:i3.UNION-41 has hit C24:i5.KING-53 in the chest dealing 12 damage (CritChance was 0.40).
[23:41:23	]C24:i5.KING-53 was knocked unconscious and is bleeding out.
[23:41:33	]C24:i5.KING-53 is fully healed.
[23:41:40	][IC] C24:i3.UNION-41: <:: Right guess 1 shot is 2. ::>
[23:41:42	][IC] C24:i3.UNION-41: <:: Let me see. ::>
[23:41:44	]C24:i3.UNION-41 has critically hit C24:i5.KING-53 in the chest dealing 15 damage (CritChance was 0.40).
[23:41:44	]C24:i5.KING-53 has taken 15 damage from C24:i3.UNION-41.
[23:41:44	]C24:i3.UNION-41 has hit C24:i5.KING-53 in the chest dealing 12 damage (CritChance was 0.40).
[23:41:44	]C24:i5.KING-53 has taken 12 damage from C24:i3.UNION-41.
[23:41:49	]C24:i3.UNION-41 has critically hit C24:i5.KING-53 in the chest dealing 15 damage (CritChance was 0.40).
[23:41:49	]C24:i5.KING-53 has taken 15 damage from C24:i3.UNION-41.
[23:41:49	]C24:i3.UNION-41 has hit C24:i5.KING-53 in the chest dealing 12 damage (CritChance was 0.40).
[23:41:49	]C24:i5.KING-53 has taken 12 damage from C24:i3.UNION-41.
[23:41:49	][Y] C24:i5.KING-53: 73 hp.
[23:41:51	]C24:i3.UNION-41 has hit C24:i5.KING-53 in the chest dealing 12 damage (CritChance was 0.40).
[23:41:51	]C24:i5.KING-53 has taken 12 damage from C24:i3.UNION-41.
[23:41:51	]C24:i3.UNION-41 has critically hit C24:i5.KING-53 in the chest dealing 15 damage (CritChance was 0.40).
[23:41:51	]C24:i5.KING-53 has taken 15 damage from C24:i3.UNION-41.
[23:41:52	][Y] C24:i5.KING-53: 46.
[23:41:55	]C24:i3.UNION-41 has hit C24:i5.KING-53 in the chest dealing 12 damage (CritChance was 0.40).
[23:41:55	]C24:i5.KING-53 has taken 12 damage from C24:i3.UNION-41.
[23:41:55	]C24:i3.UNION-41 has critically hit C24:i5.KING-53 in the chest dealing 15 damage (CritChance was 0.40).
[23:41:55	]C24:i5.KING-53 was knocked unconscious and is bleeding out.
[23:41:55	][Y] C24:i5.KING-53: 19.
[23:42:02	][IC] C24:i3.UNION-41: <:: 8 shots. ::>
[23:42:08	][IC] C24:i3.UNION-41: <:: 8 fucking SHOTS to down a citizen. ::>
[23:42:13	]C24:i5.KING-53 is fully healed.
[23:42:15	][IC] C24:i3.UNION-41: <:: That's so dumb. ::>
[23:42:20	][IC] C24:i5.KING-53: Eh.
[23:42:23	][IC] C24:i5.KING-53: Its 45acp.
[23:42:27	][IC] C24:i5.KING-53: 9mm*.
[23:42:32	][IC] C24:i3.UNION-41: <:: No it's 45. ::>
[23:42:39	][IC] C24:i3.UNION-41: <:: The attachment and the gun name is 45. ::>
[23:42:44	][IC] C24:i3.UNION-41: <:: It should be like 6 shots or less. ::>
[23:42:49	][IC] C24:i3.UNION-41: <:: I hate this. ::>
[23:42:54	][IC] C24:i5.KING-53: Technically if its converted to a USP-Match then it should take 9mm.
[23:42:55	][IC] C24:i3.UNION-41: <:: Grrr. ::>
[23:43:11	][IC] C24:i3.UNION-41: <:: Right rebel armor. ::>
[23:43:12	][IC] C24:i3.UNION-41: <:: Here. ::>
[23:43:23	]C24:i3.UNION-41 has spawned a torso_medical_kevlar.
[23:43:33	]C24:i3.UNION-41 ran 'take' on item 'Medical Light Kevlar Uniform' (#2691020)
[23:43:33	]C24:i3.UNION-41 has gained a 'Medical Light Kevlar Uniform' #2691020.
[23:43:37	]C24:i5.KING-53 has gained a 'Medical Light Kevlar Uniform' #2691020.
[23:43:37	]C24:i3.UNION-41 has transferred a 'Medical Light Kevlar Uniform' #2691020 to a container with the name 'C24:i5.KING-53's equip inventory' #119759.
[23:43:39	]C24:i3.UNION-41 used command '/ToggleRaise'.
[23:43:50	]C24:i3.UNION-41 has hit C24:i5.KING-53 in the chest dealing 12 damage (CritChance was 0.24).
[23:43:50	]C24:i5.KING-53 has taken 12 damage from C24:i3.UNION-41.
[23:43:50	]C24:i3.UNION-41 has hit C24:i5.KING-53 in the chest dealing 12 damage (CritChance was 0.24).
[23:43:50	]C24:i5.KING-53 has taken 12 damage from C24:i3.UNION-41.
[23:43:50	]C24:i3.UNION-41 has critically hit C24:i5.KING-53 in the chest dealing 15 damage (CritChance was 0.24).
[23:43:50	]C24:i5.KING-53 has taken 15 damage from C24:i3.UNION-41.
[23:43:53	]C24:i5.KING-53 is fully healed.
[23:43:55	][IC] C24:i5.KING-53: 25 armor gone.
[23:44:00	][IC] C24:i3.UNION-41: <:: It's doing3 times the damage wtf. ::>
[23:44:05	]C24:i3.UNION-41 ran 'removeMag' on item 'HK USP .45' (#2691017)
[23:44:05	]C24:i3.UNION-41 is removing a mag while reloading: Item ID: #(2691017) Ammo: 54
[23:44:05	]C24:i3.UNION-41 has gained a '17rnd USP Magazine' #2691018.
[23:44:06	]C24:i3.UNION-41 has lost a '17rnd USP Magazine' #2691018.
[23:44:07	][IC] C24:i5.KING-53: Is it because of ur skill.
[23:44:10	][IC] C24:i3.UNION-41: <:: Idk. ::>
[23:44:13	][IC] C24:i5.KING-53: The gun skill.
[23:44:14	][IC] C24:i5.KING-53: Check it.
[23:44:15	]Taliazure loaded the character 'C17:RCT.YELLO-69'
[23:44:17	][IC] C24:i5.KING-53: I rmb it had some modifiers.
[23:44:31	]C17:RCT.YELLO-69 used command '/ToggleRaise'.
[23:44:33	]C17:RCT.YELLO-69 has hit C24:i5.KING-53 in the chest dealing 12 damage (CritChance was 0.29).
[23:44:33	]C24:i5.KING-53 has taken 12 damage from C17:RCT.YELLO-69.
[23:44:33	]C17:RCT.YELLO-69 has hit C24:i5.KING-53 in the chest dealing 12 damage (CritChance was 0.29).
[23:44:33	]C24:i5.KING-53 has taken 12 damage from C17:RCT.YELLO-69.
[23:44:33	]C17:RCT.YELLO-69 has critically hit C24:i5.KING-53 in the chest dealing 15 damage (CritChance was 0.29).
[23:44:33	]C24:i5.KING-53 has taken 15 damage from C17:RCT.YELLO-69.
[23:44:36	][IC] C17:RCT.YELLO-69: <:: Nope. ::>
[23:44:39	][IC] C17:RCT.YELLO-69: <:: It's fucked. ::>
[23:44:45	][IC] C24:i5.KING-53: Maybe its the dev server?
[23:44:50	][IC] C17:RCT.YELLO-69: <:: Doesn't mather all I need is just the stats. ::>
[23:44:51	]C17:RCT.YELLO-69 has hit C24:i5.KING-53 in the stomach dealing 10 damage (CritChance was 0.38).
[23:44:51	]C24:i5.KING-53 has taken 10 damage from C17:RCT.YELLO-69.
[23:44:51	]C17:RCT.YELLO-69 has critically hit C24:i5.KING-53 in the stomach dealing 13 damage (CritChance was 0.38).
[23:44:51	]C24:i5.KING-53 has taken 13 damage from C17:RCT.YELLO-69.
[23:44:54	]C17:RCT.YELLO-69 has hit C24:i5.KING-53 in the chest dealing 12 damage (CritChance was 0.29).
[23:44:54	]C24:i5.KING-53 has taken 12 damage from C17:RCT.YELLO-69.
[23:44:54	]C17:RCT.YELLO-69 has hit C24:i5.KING-53 in the chest dealing 12 damage (CritChance was 0.29).
[23:44:54	]C24:i5.KING-53 has taken 12 damage from C17:RCT.YELLO-69.
[23:44:54	]C17:RCT.YELLO-69 has hit C24:i5.KING-53 in the chest dealing 12 damage (CritChance was 0.29).
[23:44:54	]C24:i5.KING-53 has taken 12 damage from C17:RCT.YELLO-69.
[23:44:59	]C17:RCT.YELLO-69 has critically hit C24:i5.KING-53 in the chest dealing 15 damage (CritChance was 0.29).
[23:44:59	]C24:i5.KING-53 was knocked unconscious and is bleeding out.
[23:45:10	]Taliazure loaded the character 'C24:i3.UNION-41'
[23:45:17	][IC] C24:i3.UNION-41: <:: Right. ::>
[23:45:23	][IC] C24:i3.UNION-41: <:: Repair your armor pls. ::>
[23:45:25	]C24:i3.UNION-41 used command '/ToggleRaise'.
[23:45:29	]C24:i5.KING-53 ran 'Repair' on item 'Medical Light Kevlar Uniform' (#2691020)
[23:45:32	]C24:i5.KING-53 has transferred a 'Medical Light Kevlar Uniform' #2691020 to a container with the name 'C24:i5.KING-53's equip inventory' #119759.
[23:45:36	][IC] C24:i5.KING-53: Im not at 100 hp.
[23:45:38	]C24:i5.KING-53 is fully healed.
[23:45:41	]C24:i3.UNION-41 has hit C24:i5.KING-53 in the chest dealing 12 damage (CritChance was 0.24).
[23:45:41	]C24:i5.KING-53 has taken 12 damage from C24:i3.UNION-41.
[23:45:41	]C24:i3.UNION-41 has hit C24:i5.KING-53 in the chest dealing 12 damage (CritChance was 0.24).
[23:45:41	]C24:i5.KING-53 has taken 12 damage from C24:i3.UNION-41.
[23:45:43	]C24:i3.UNION-41 has hit C24:i5.KING-53 in the chest dealing 12 damage (CritChance was 0.24).
[23:45:43	]C24:i5.KING-53 has taken 12 damage from C24:i3.UNION-41.
[23:45:43	]C24:i3.UNION-41 has hit C24:i5.KING-53 in the chest dealing 12 damage (CritChance was 0.24).
[23:45:43	]C24:i5.KING-53 has taken 12 damage from C24:i3.UNION-41.
[23:45:45	]C24:i3.UNION-41 has critically hit C24:i5.KING-53 in the chest dealing 15 damage (CritChance was 0.40).
[23:45:45	]C24:i5.KING-53 has taken 15 damage from C24:i3.UNION-41.
[23:45:45	]C24:i3.UNION-41 has critically hit C24:i5.KING-53 in the chest dealing 15 damage (CritChance was 0.40).
[23:45:45	]C24:i5.KING-53 has taken 15 damage from C24:i3.UNION-41.
[23:45:46	]C24:i3.UNION-41 has hit C24:i5.KING-53 in the chest dealing 12 damage (CritChance was 0.40).
[23:45:46	]C24:i5.KING-53 has taken 12 damage from C24:i3.UNION-41.
[23:45:46	]C24:i3.UNION-41 has critically hit C24:i5.KING-53 in the chest dealing 15 damage (CritChance was 0.40).
[23:45:46	]C24:i5.KING-53 has taken 15 damage from C24:i3.UNION-41.
[23:45:46	]C24:i3.UNION-41 has hit C24:i5.KING-53 in the chest dealing 12 damage (CritChance was 0.40).
[23:45:46	]C24:i5.KING-53 has taken 12 damage from C24:i3.UNION-41.
[23:45:49	]C24:i3.UNION-41 has hit C24:i5.KING-53 in the chest dealing 12 damage (CritChance was 0.40).
[23:45:49	]C24:i5.KING-53 has taken 12 damage from C24:i3.UNION-41.
[23:45:49	]C24:i3.UNION-41 has hit C24:i5.KING-53 in the chest dealing 12 damage (CritChance was 0.40).
[23:45:49	]C24:i5.KING-53 was knocked unconscious and is bleeding out.
[23:45:52	][IC] C24:i3.UNION-41: <:: So. ::>
[23:46:01	][IC] C24:i3.UNION-41: <:: 8 shots too. ::>
[23:46:06	][IC] C24:i3.UNION-41: <:: To down a armored target. ::>
[23:46:09	][IC] C24:i3.UNION-41: <:: Idk the sense behind that. ::>
[23:46:24	][LOOC] C24:i5.KING-53: :shrug:
[23:46:24	][IC] C24:i3.UNION-41: <:: Cp armor. ::>
[23:46:30	]C24:i5.KING-53 has transferred a 'Light Functionary Uniform' #2654309 to a container with the name 'C24:i5.KING-53's equip inventory' #119759.
[23:46:33	]C24:i5.KING-53 is fully healed.
[23:46:36	]C24:i5.KING-53 has transferred a 'PMG-5 (AUG) Gasmask' #2654310 to a container with the name 'C24:i5.KING-53's equip inventory' #119759.
[23:46:37	]C24:i3.UNION-41 has hit C24:i5.KING-53 in the chest dealing 12 damage (CritChance was 0.24).
[23:46:37	]C24:i5.KING-53 has taken 12 damage from C24:i3.UNION-41.
[23:46:37	]C24:i3.UNION-41 has hit C24:i5.KING-53 in the chest dealing 12 damage (CritChance was 0.24).
[23:46:37	]C24:i5.KING-53 has taken 12 damage from C24:i3.UNION-41.
[23:46:38	]C24:i5.KING-53 is fully healed.
[23:46:39	]C24:i3.UNION-41 has hit C24:i5.KING-53 in the chest dealing 12 damage (CritChance was 0.24).
[23:46:39	]C24:i5.KING-53 has taken 12 damage from C24:i3.UNION-41.
[23:46:39	]C24:i3.UNION-41 has hit C24:i5.KING-53 in the chest dealing 12 damage (CritChance was 0.24).
[23:46:39	]C24:i5.KING-53 has taken 12 damage from C24:i3.UNION-41.
[23:46:39	]C24:i3.UNION-41 has hit C24:i5.KING-53 in the chest dealing 12 damage (CritChance was 0.24).
[23:46:39	]C24:i5.KING-53 has taken 12 damage from C24:i3.UNION-41.
[23:46:41	]C24:i3.UNION-41 has hit C24:i5.KING-53 in the chest dealing 12 damage (CritChance was 0.24).
[23:46:41	]C24:i5.KING-53 has taken 12 damage from C24:i3.UNION-41.
[23:46:41	]C24:i3.UNION-41 has hit C24:i5.KING-53 in the chest dealing 12 damage (CritChance was 0.24).
[23:46:41	]C24:i5.KING-53 has taken 12 damage from C24:i3.UNION-41.
[23:46:42	]C24:i3.UNION-41 has critically hit C24:i5.KING-53 in the chest dealing 15 damage (CritChance was 0.40).
[23:46:42	]C24:i5.KING-53 has taken 15 damage from C24:i3.UNION-41.
[23:46:42	]C24:i3.UNION-41 has critically hit C24:i5.KING-53 in the chest dealing 15 damage (CritChance was 0.40).
[23:46:42	]C24:i5.KING-53 has taken 15 damage from C24:i3.UNION-41.
[23:46:44	]C24:i3.UNION-41 has critically hit C24:i5.KING-53 in the chest dealing 15 damage (CritChance was 0.40).
[23:46:44	]C24:i5.KING-53 has taken 15 damage from C24:i3.UNION-41.
[23:46:44	]C24:i3.UNION-41 has critically hit C24:i5.KING-53 in the chest dealing 15 damage (CritChance was 0.40).
[23:46:44	]C24:i5.KING-53 has taken 15 damage from C24:i3.UNION-41.
[23:46:44	]C24:i3.UNION-41 has hit C24:i5.KING-53 in the chest dealing 12 damage (CritChance was 0.40).
[23:46:44	]C24:i5.KING-53 has taken 12 damage from C24:i3.UNION-41.
[23:46:46	]C24:i3.UNION-41 has hit C24:i5.KING-53 in the chest dealing 12 damage (CritChance was 0.40).
[23:46:46	]C24:i5.KING-53 has taken 12 damage from C24:i3.UNION-41.
